task,acc,sub
motor,0.45,MSC05
motor,0.6,MSC05
motor,0.35,MSC05
motor,0.4,MSC05
motor,0.45,MSC05
motor,0.45,MSC05
motor,0.75,MSC05
motor,0.45,MSC05
motor,0.5,MSC05
motor,0.65,MSC05
motor,0.55,MSC05
motor,0.7,MSC05
motor,0.6,MSC05
motor,0.55,MSC05
motor,0.7,MSC05
motor,0.35,MSC05
motor,0.65,MSC05
motor,0.65,MSC05
motor,0.5,MSC05
motor,0.55,MSC05
motor,0.7,MSC05
motor,0.35,MSC05
motor,0.8,MSC05
motor,0.55,MSC05
motor,0.55,MSC05
motor,0.45,MSC05
motor,0.6,MSC05
motor,0.65,MSC05
motor,0.5,MSC05
motor,0.35,MSC05
motor,0.8,MSC05
motor,0.6,MSC05
motor,0.4,MSC05
motor,0.45,MSC05
motor,0.6,MSC05
motor,0.4,MSC05
motor,0.55,MSC05
motor,0.5,MSC05
motor,0.65,MSC05
motor,0.5,MSC05
motor,0.45,MSC05
motor,0.55,MSC05
motor,0.5,MSC05
motor,0.4,MSC05
motor,0.55,MSC05
motor,0.45,MSC05
motor,0.6,MSC05
motor,0.65,MSC05
motor,0.65,MSC05
motor,0.5,MSC05
motor,0.75,MSC05
motor,0.55,MSC05
motor,0.35,MSC05
motor,0.3,MSC05
motor,0.55,MSC05
motor,0.55,MSC05
motor,0.65,MSC05
motor,0.5,MSC05
motor,0.35,MSC05
motor,0.3,MSC05
motor,0.7,MSC05
motor,0.5,MSC05
motor,0.65,MSC05
motor,0.6,MSC05
motor,0.6,MSC05
motor,0.55,MSC05
motor,0.35,MSC05
motor,0.75,MSC05
motor,0.45,MSC05
motor,0.5,MSC05
motor,0.65,MSC05
motor,0.45,MSC05
motor,0.8,MSC05
motor,0.35,MSC05
motor,0.55,MSC05
motor,0.5,MSC05
motor,0.65,MSC05
motor,0.65,MSC05
motor,0.6,MSC05
motor,0.45,MSC05
motor,0.7,MSC05
motor,0.4,MSC05
motor,0.45,MSC05
motor,0.35,MSC05
motor,0.4,MSC05
motor,0.55,MSC05
motor,0.6,MSC05
motor,0.5,MSC05
motor,0.45,MSC05
motor,0.55,MSC05
motor,0.5,MSC05
motor,0.4,MSC05
motor,0.6,MSC05
motor,0.4,MSC05
motor,0.4,MSC05
motor,0.5,MSC05
motor,0.6,MSC05
motor,0.4,MSC05
motor,0.55,MSC05
motor,0.5,MSC05
motor,0.6,MSC05
motor,0.5,MSC05
motor,0.35,MSC05
motor,0.6,MSC05
motor,0.5,MSC05
motor,0.55,MSC05
motor,0.65,MSC05
motor,0.45,MSC05
motor,0.45,MSC05
motor,0.65,MSC05
motor,0.45,MSC05
motor,0.6,MSC05
motor,0.45,MSC05
motor,0.6,MSC05
motor,0.5,MSC05
motor,0.6,MSC05
motor,0.35,MSC05
motor,0.3,MSC05
motor,0.6,MSC05
motor,0.55,MSC05
motor,0.6,MSC05
motor,0.25,MSC05
motor,0.6,MSC05
motor,0.55,MSC05
motor,0.6,MSC05
motor,0.6,MSC05
motor,0.45,MSC05
motor,0.5,MSC05
motor,0.5,MSC05
motor,0.6,MSC05
motor,0.85,MSC05
motor,0.7,MSC05
motor,0.4,MSC05
motor,0.35,MSC05
motor,0.55,MSC05
motor,0.55,MSC05
motor,0.6,MSC05
motor,0.45,MSC05
motor,0.65,MSC05
motor,0.55,MSC05
motor,0.55,MSC05
motor,0.5,MSC05
motor,0.45,MSC05
motor,0.65,MSC05
motor,0.35,MSC05
motor,0.5,MSC05
motor,0.65,MSC05
motor,0.55,MSC05
motor,0.25,MSC05
motor,0.5,MSC05
motor,0.4,MSC05
motor,0.55,MSC05
motor,0.65,MSC05
motor,0.65,MSC05
motor,0.5,MSC05
motor,0.5,MSC05
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.75,MSC06
motor,0.75,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.7,MSC06
motor,0.65,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.35,MSC06
motor,0.5,MSC06
motor,0.4,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.4,MSC06
motor,0.35,MSC06
motor,0.4,MSC06
motor,0.6,MSC06
motor,0.65,MSC06
motor,0.8,MSC06
motor,0.3,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.4,MSC06
motor,0.4,MSC06
motor,0.45,MSC06
motor,0.75,MSC06
motor,0.65,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.65,MSC06
motor,0.35,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.3,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.35,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.2,MSC06
motor,0.4,MSC06
motor,0.7,MSC06
motor,0.25,MSC06
motor,0.7,MSC06
motor,0.45,MSC06
motor,0.4,MSC06
motor,0.35,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.4,MSC06
motor,0.7,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.35,MSC06
motor,0.75,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.3,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.45,MSC06
motor,0.35,MSC06
motor,0.75,MSC06
motor,0.35,MSC06
motor,0.7,MSC06
motor,0.35,MSC06
motor,0.4,MSC06
motor,0.4,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.65,MSC06
motor,0.75,MSC06
motor,0.35,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.7,MSC06
motor,0.4,MSC06
motor,0.7,MSC06
motor,0.4,MSC06
motor,0.55,MSC06
motor,0.4,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.35,MSC06
motor,0.4,MSC06
motor,0.55,MSC06
motor,0.65,MSC06
motor,0.4,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.3,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.65,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.7,MSC06
motor,0.7,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.7,MSC06
motor,0.45,MSC06
motor,0.75,MSC06
motor,0.5,MSC06
motor,0.35,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.65,MSC06
motor,0.6,MSC06
motor,0.65,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.7,MSC06
motor,0.5,MSC06
motor,0.7,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.45,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.75,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.75,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.8,MSC06
motor,0.65,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.65,MSC06
motor,0.45,MSC06
motor,0.35,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.4,MSC06
motor,0.3,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.3,MSC06
motor,0.85,MSC06
motor,0.25,MSC06
motor,0.5,MSC06
motor,0.7,MSC06
motor,0.55,MSC06
motor,0.6,MSC06
motor,0.8,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.4,MSC06
motor,0.35,MSC06
motor,0.5,MSC06
motor,0.65,MSC06
motor,0.45,MSC06
motor,0.35,MSC06
motor,0.75,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.65,MSC06
motor,0.7,MSC06
motor,0.5,MSC06
motor,0.25,MSC06
motor,0.65,MSC06
motor,0.7,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.35,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.4,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.3,MSC06
motor,0.7,MSC06
motor,0.8,MSC06
motor,0.15,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.2,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.7,MSC06
motor,0.5,MSC06
motor,0.35,MSC06
motor,0.7,MSC06
motor,0.35,MSC06
motor,0.85,MSC06
motor,0.55,MSC06
motor,0.3,MSC06
motor,0.55,MSC06
motor,0.35,MSC06
motor,0.65,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.35,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.65,MSC06
motor,0.75,MSC06
motor,0.65,MSC06
motor,0.4,MSC06
motor,0.55,MSC06
motor,0.4,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.3,MSC06
motor,0.75,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.45,MSC06
motor,0.8,MSC06
motor,0.6,MSC06
motor,0.7,MSC06
motor,0.75,MSC06
motor,0.55,MSC06
motor,0.3,MSC06
motor,0.8,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.35,MSC06
motor,0.6,MSC06
motor,0.7,MSC06
motor,0.65,MSC06
motor,0.4,MSC06
motor,0.35,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.5,MSC06
motor,0.4,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.35,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.65,MSC06
motor,0.75,MSC06
motor,0.5,MSC06
motor,0.7,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.7,MSC06
motor,0.65,MSC06
motor,0.65,MSC06
motor,0.45,MSC06
motor,0.4,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.7,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.6,MSC06
motor,0.85,MSC06
motor,0.3,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.85,MSC06
motor,0.75,MSC06
motor,0.4,MSC06
motor,0.65,MSC06
motor,0.6,MSC06
motor,0.65,MSC06
motor,0.3,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.4,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.7,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.35,MSC06
motor,0.6,MSC06
motor,0.7,MSC06
motor,0.7,MSC06
motor,0.35,MSC06
motor,0.55,MSC06
motor,0.4,MSC06
motor,0.4,MSC06
motor,0.8,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.8,MSC06
motor,0.4,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.65,MSC06
motor,0.65,MSC06
motor,0.45,MSC06
motor,0.4,MSC06
motor,0.75,MSC06
motor,0.75,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.25,MSC06
motor,0.4,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.7,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.65,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.45,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.8,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.65,MSC06
motor,0.3,MSC06
motor,0.35,MSC06
motor,0.5,MSC06
motor,0.65,MSC06
motor,0.45,MSC06
motor,0.5,MSC06
motor,0.2,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.7,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.7,MSC06
motor,0.55,MSC06
motor,0.4,MSC06
motor,0.25,MSC06
motor,0.55,MSC06
motor,0.65,MSC06
motor,0.6,MSC06
motor,0.35,MSC06
motor,0.65,MSC06
motor,0.4,MSC06
motor,0.75,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.4,MSC06
motor,0.8,MSC06
motor,0.45,MSC06
motor,0.5,MSC06
motor,0.4,MSC06
motor,0.75,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.3,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.4,MSC06
motor,0.5,MSC06
motor,0.7,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.65,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.65,MSC06
motor,0.25,MSC06
motor,0.55,MSC06
motor,0.4,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.3,MSC06
motor,0.65,MSC06
motor,0.6,MSC06
motor,0.75,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.7,MSC06
motor,0.55,MSC06
motor,0.7,MSC06
motor,0.55,MSC06
motor,0.35,MSC06
motor,0.65,MSC06
motor,0.3,MSC06
motor,0.4,MSC06
motor,0.4,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.85,MSC06
motor,0.3,MSC06
motor,0.55,MSC06
motor,0.3,MSC06
motor,0.75,MSC06
motor,0.45,MSC06
motor,0.4,MSC06
motor,0.5,MSC06
motor,0.35,MSC06
motor,0.25,MSC06
motor,0.6,MSC06
motor,0.25,MSC06
motor,0.55,MSC06
motor,0.35,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.7,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.65,MSC06
motor,0.4,MSC06
motor,0.7,MSC06
motor,0.7,MSC06
motor,0.45,MSC06
motor,0.75,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.75,MSC06
motor,0.6,MSC06
motor,0.65,MSC06
motor,0.7,MSC06
motor,0.45,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.4,MSC06
motor,0.65,MSC06
motor,0.4,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.35,MSC06
motor,0.65,MSC06
motor,0.65,MSC06
motor,0.45,MSC06
motor,0.35,MSC06
motor,0.55,MSC06
motor,0.7,MSC06
motor,0.5,MSC06
motor,0.65,MSC06
motor,0.65,MSC06
motor,0.7,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.25,MSC06
motor,0.5,MSC06
motor,0.35,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.35,MSC06
motor,0.7,MSC06
motor,0.5,MSC06
motor,0.3,MSC06
motor,0.75,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.2,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.4,MSC06
motor,0.4,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.65,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.35,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.4,MSC06
motor,0.65,MSC06
motor,0.35,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.35,MSC06
motor,0.85,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.7,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.7,MSC06
motor,0.3,MSC06
motor,0.4,MSC06
motor,0.4,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.45,MSC06
motor,0.4,MSC06
motor,0.55,MSC06
motor,0.35,MSC06
motor,0.35,MSC06
motor,0.4,MSC06
motor,0.3,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.5,MSC06
motor,0.4,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.5,MSC06
motor,0.65,MSC06
motor,0.75,MSC06
motor,0.4,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.7,MSC06
motor,0.55,MSC06
motor,0.35,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.3,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.7,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.5,MSC06
motor,0.8,MSC06
motor,0.4,MSC06
motor,0.75,MSC06
motor,0.45,MSC06
motor,0.35,MSC06
motor,0.75,MSC06
motor,0.35,MSC06
motor,0.45,MSC06
motor,0.3,MSC06
motor,0.6,MSC06
motor,0.7,MSC06
motor,0.25,MSC06
motor,0.6,MSC06
motor,0.65,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.4,MSC06
motor,0.75,MSC06
motor,0.7,MSC06
motor,0.65,MSC06
motor,0.65,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.7,MSC06
motor,0.75,MSC06
motor,0.7,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.75,MSC06
motor,0.4,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.4,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.5,MSC06
motor,0.7,MSC06
motor,0.4,MSC06
motor,0.4,MSC06
motor,0.45,MSC06
motor,0.7,MSC06
motor,0.4,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.65,MSC06
motor,0.25,MSC06
motor,0.45,MSC06
motor,0.25,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.25,MSC06
motor,0.65,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.7,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.7,MSC06
motor,0.55,MSC06
motor,0.3,MSC06
motor,0.5,MSC06
motor,0.65,MSC06
motor,0.3,MSC06
motor,0.75,MSC06
motor,0.7,MSC06
motor,0.45,MSC06
motor,0.7,MSC06
motor,0.35,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.4,MSC06
motor,0.65,MSC06
motor,0.3,MSC06
motor,0.3,MSC06
motor,0.45,MSC06
motor,0.85,MSC06
motor,0.55,MSC06
motor,0.4,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.4,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.3,MSC06
motor,0.65,MSC06
motor,0.4,MSC06
motor,0.55,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.7,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.3,MSC06
motor,0.45,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.65,MSC06
motor,0.35,MSC06
motor,0.25,MSC06
motor,0.65,MSC06
motor,0.4,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.7,MSC06
motor,0.45,MSC06
motor,0.85,MSC06
motor,0.25,MSC06
motor,0.55,MSC06
motor,0.4,MSC06
motor,0.4,MSC06
motor,0.45,MSC06
motor,0.4,MSC06
motor,0.6,MSC06
motor,0.75,MSC06
motor,0.35,MSC06
motor,0.35,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.7,MSC06
motor,0.65,MSC06
motor,0.45,MSC06
motor,0.35,MSC06
motor,0.75,MSC06
motor,0.65,MSC06
motor,0.35,MSC06
motor,0.3,MSC06
motor,0.7,MSC06
motor,0.7,MSC06
motor,0.45,MSC06
motor,0.35,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.35,MSC06
motor,0.8,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.75,MSC06
motor,0.35,MSC06
motor,0.8,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.35,MSC06
motor,0.7,MSC06
motor,0.65,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.35,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.35,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.8,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.8,MSC06
motor,0.75,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.9,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.35,MSC06
motor,0.45,MSC06
motor,0.4,MSC06
motor,0.7,MSC06
motor,0.75,MSC06
motor,0.55,MSC06
motor,0.4,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.35,MSC06
motor,0.7,MSC06
motor,0.45,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.25,MSC06
motor,0.7,MSC06
motor,0.4,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.65,MSC06
motor,0.7,MSC06
motor,0.45,MSC06
motor,0.7,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.35,MSC06
motor,0.5,MSC06
motor,0.4,MSC06
motor,0.45,MSC06
motor,0.7,MSC06
motor,0.25,MSC06
motor,0.7,MSC06
motor,0.55,MSC06
motor,0.7,MSC06
motor,0.8,MSC06
motor,0.6,MSC06
motor,0.7,MSC06
motor,0.45,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.4,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.6,MSC06
motor,0.7,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.65,MSC06
motor,0.4,MSC06
motor,0.5,MSC06
motor,0.7,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.4,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.6,MSC06
motor,0.55,MSC06
motor,0.25,MSC06
motor,0.7,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.4,MSC06
motor,0.8,MSC06
motor,0.45,MSC06
motor,0.3,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.4,MSC06
motor,0.7,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.65,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.4,MSC06
motor,0.4,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.65,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.65,MSC06
motor,0.6,MSC06
motor,0.8,MSC06
motor,0.35,MSC06
motor,0.4,MSC06
motor,0.4,MSC06
motor,0.85,MSC06
motor,0.6,MSC06
motor,0.6,MSC06
motor,0.65,MSC06
motor,0.5,MSC06
motor,0.5,MSC06
motor,0.35,MSC06
motor,0.5,MSC06
motor,0.25,MSC06
motor,0.6,MSC06
motor,0.45,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.75,MSC06
motor,0.5,MSC06
motor,0.6,MSC06
motor,0.4,MSC06
motor,0.7,MSC06
motor,0.4,MSC06
motor,0.5,MSC06
motor,0.55,MSC06
motor,0.55,MSC06
motor,0.4,MSC06
motor,0.8,MSC06
motor,0.55,MSC06
motor,0.45,MSC06
motor,0.6,MSC06
motor,0.5,MSC06
motor,0.5,MSC07
motor,0.45,MSC07
motor,0.7,MSC07
motor,0.6,MSC07
motor,0.5,MSC07
motor,0.4,MSC07
motor,0.35,MSC07
motor,0.3,MSC07
motor,0.65,MSC07
motor,0.6,MSC07
