train_task,test_task,train_sub,test_sub,acc,network,feature
glass,semantic,MSC02,MSC03,0.6249999999999999,sm-lat,316
glass,motor,MSC02,MSC03,0.605,sm-lat,316
glass,mem,MSC02,MSC03,0.74,sm-lat,316
motor,semantic,MSC02,MSC03,0.62,sm-lat,316
motor,glass,MSC02,MSC03,0.64,sm-lat,316
motor,mem,MSC02,MSC03,0.6399999999999999,sm-lat,316
mem,semantic,MSC02,MSC03,0.675,sm-lat,316
mem,glass,MSC02,MSC03,0.5900000000000001,sm-lat,316
mem,motor,MSC02,MSC03,0.615,sm-lat,316
semantic,glass,MSC02,MSC04,0.5850000000000001,sm-lat,316
semantic,motor,MSC02,MSC04,0.5349999999999999,sm-lat,316
semantic,mem,MSC02,MSC04,0.5599999999999999,sm-lat,316
glass,semantic,MSC02,MSC04,0.655,sm-lat,316
glass,motor,MSC02,MSC04,0.51,sm-lat,316
glass,mem,MSC02,MSC04,0.5549999999999999,sm-lat,316
motor,semantic,MSC02,MSC04,0.47000000000000003,sm-lat,316
motor,glass,MSC02,MSC04,0.6700000000000002,sm-lat,316
motor,mem,MSC02,MSC04,0.565,sm-lat,316
mem,semantic,MSC02,MSC04,0.52,sm-lat,316
mem,glass,MSC02,MSC04,0.6249999999999999,sm-lat,316
mem,motor,MSC02,MSC04,0.505,sm-lat,316
semantic,glass,MSC02,MSC05,0.5,sm-lat,316
semantic,motor,MSC02,MSC05,0.8550000000000001,sm-lat,316
semantic,mem,MSC02,MSC05,0.525,sm-lat,316
glass,semantic,MSC02,MSC05,0.51,sm-lat,316
glass,motor,MSC02,MSC05,0.6400000000000001,sm-lat,316
glass,mem,MSC02,MSC05,0.525,sm-lat,316
motor,semantic,MSC02,MSC05,0.5599999999999999,sm-lat,316
motor,glass,MSC02,MSC05,0.575,sm-lat,316
motor,mem,MSC02,MSC05,0.5,sm-lat,316
mem,semantic,MSC02,MSC05,0.5800000000000001,sm-lat,316
mem,glass,MSC02,MSC05,0.6099999999999999,sm-lat,316
mem,motor,MSC02,MSC05,0.755,sm-lat,316
semantic,glass,MSC02,MSC06,0.5526315789473684,sm-lat,316
semantic,motor,MSC02,MSC06,0.7999999999999999,sm-lat,316
semantic,mem,MSC02,MSC06,0.5599999999999999,sm-lat,316
glass,semantic,MSC02,MSC06,0.5700000000000001,sm-lat,316
glass,motor,MSC02,MSC06,0.57,sm-lat,316
glass,mem,MSC02,MSC06,0.5549999999999999,sm-lat,316
motor,semantic,MSC02,MSC06,0.5599999999999999,sm-lat,316
motor,glass,MSC02,MSC06,0.5263157894736842,sm-lat,316
motor,mem,MSC02,MSC06,0.5549999999999999,sm-lat,316
mem,semantic,MSC02,MSC06,0.5449999999999999,sm-lat,316
mem,glass,MSC02,MSC06,0.5789473684210527,sm-lat,316
mem,motor,MSC02,MSC06,0.7000000000000001,sm-lat,316
semantic,glass,MSC02,MSC07,0.505,sm-lat,316
semantic,motor,MSC02,MSC07,0.8399999999999999,sm-lat,316
semantic,mem,MSC02,MSC07,0.48500000000000004,sm-lat,316
glass,semantic,MSC02,MSC07,0.615,sm-lat,316
glass,motor,MSC02,MSC07,0.6250000000000001,sm-lat,316
glass,mem,MSC02,MSC07,0.5199999999999999,sm-lat,316
motor,semantic,MSC02,MSC07,0.6,sm-lat,316
motor,glass,MSC02,MSC07,0.465,sm-lat,316
motor,mem,MSC02,MSC07,0.5449999999999999,sm-lat,316
mem,semantic,MSC02,MSC07,0.495,sm-lat,316
mem,glass,MSC02,MSC07,0.45,sm-lat,316
mem,motor,MSC02,MSC07,0.8,sm-lat,316
semantic,glass,MSC02,MSC10,0.51,sm-lat,316
semantic,motor,MSC02,MSC10,0.6849999999999999,sm-lat,316
semantic,mem,MSC02,MSC10,0.5,sm-lat,316
glass,semantic,MSC02,MSC10,0.5399999999999999,sm-lat,316
glass,motor,MSC02,MSC10,0.585,sm-lat,316
glass,mem,MSC02,MSC10,0.565,sm-lat,316
motor,semantic,MSC02,MSC10,0.565,sm-lat,316
motor,glass,MSC02,MSC10,0.725,sm-lat,316
motor,mem,MSC02,MSC10,0.505,sm-lat,316
mem,semantic,MSC02,MSC10,0.68,sm-lat,316
mem,glass,MSC02,MSC10,0.8499999999999999,sm-lat,316
mem,motor,MSC02,MSC10,0.86,sm-lat,316
semantic,glass,MSC03,MSC01,0.5,sm-lat,316
semantic,motor,MSC03,MSC01,0.6599999999999999,sm-lat,316
semantic,mem,MSC03,MSC01,0.525,sm-lat,316
glass,semantic,MSC03,MSC01,0.6799999999999999,sm-lat,316
glass,motor,MSC03,MSC01,0.6700000000000002,sm-lat,316
glass,mem,MSC03,MSC01,0.5449999999999999,sm-lat,316
motor,semantic,MSC03,MSC01,0.525,sm-lat,316
motor,glass,MSC03,MSC01,0.525,sm-lat,316
motor,mem,MSC03,MSC01,0.505,sm-lat,316
mem,semantic,MSC03,MSC01,0.5,sm-lat,316
mem,glass,MSC03,MSC01,0.505,sm-lat,316
mem,motor,MSC03,MSC01,0.6100000000000001,sm-lat,316
semantic,glass,MSC03,MSC02,0.5,sm-lat,316
semantic,motor,MSC03,MSC02,0.5,sm-lat,316
semantic,mem,MSC03,MSC02,0.5,sm-lat,316
glass,semantic,MSC03,MSC02,0.7899999999999999,sm-lat,316
glass,motor,MSC03,MSC02,0.7849999999999999,sm-lat,316
glass,mem,MSC03,MSC02,0.55,sm-lat,316
motor,semantic,MSC03,MSC02,0.5999999999999999,sm-lat,316
motor,glass,MSC03,MSC02,0.6249999999999999,sm-lat,316
motor,mem,MSC03,MSC02,0.505,sm-lat,316
mem,semantic,MSC03,MSC02,0.8799999999999999,sm-lat,316
mem,glass,MSC03,MSC02,0.68,sm-lat,316
mem,motor,MSC03,MSC02,0.78,sm-lat,316
semantic,glass,MSC03,MSC04,0.505,sm-lat,316
semantic,motor,MSC03,MSC04,0.505,sm-lat,316
semantic,mem,MSC03,MSC04,0.52,sm-lat,316
glass,semantic,MSC03,MSC04,0.6199999999999999,sm-lat,316
glass,motor,MSC03,MSC04,0.54,sm-lat,316
glass,mem,MSC03,MSC04,0.48500000000000004,sm-lat,316
motor,semantic,MSC03,MSC04,0.4,sm-lat,316
motor,glass,MSC03,MSC04,0.31,sm-lat,316
motor,mem,MSC03,MSC04,0.345,sm-lat,316
mem,semantic,MSC03,MSC04,0.62,sm-lat,316
mem,glass,MSC03,MSC04,0.615,sm-lat,316
mem,motor,MSC03,MSC04,0.59,sm-lat,316
semantic,glass,MSC03,MSC05,0.49499999999999994,sm-lat,316
semantic,motor,MSC03,MSC05,0.515,sm-lat,316
semantic,mem,MSC03,MSC05,0.49000000000000005,sm-lat,316
glass,semantic,MSC03,MSC05,0.635,sm-lat,316
glass,motor,MSC03,MSC05,0.59,sm-lat,316
glass,mem,MSC03,MSC05,0.495,sm-lat,316
motor,semantic,MSC03,MSC05,0.47000000000000003,sm-lat,316
motor,glass,MSC03,MSC05,0.47000000000000003,sm-lat,316
motor,mem,MSC03,MSC05,0.315,sm-lat,316
mem,semantic,MSC03,MSC05,0.46500000000000014,sm-lat,316
mem,glass,MSC03,MSC05,0.4250000000000001,sm-lat,316
mem,motor,MSC03,MSC05,0.6900000000000002,sm-lat,316
semantic,glass,MSC03,MSC06,0.5263157894736842,sm-lat,316
semantic,motor,MSC03,MSC06,0.5,sm-lat,316
semantic,mem,MSC03,MSC06,0.5,sm-lat,316
glass,semantic,MSC03,MSC06,0.585,sm-lat,316
glass,motor,MSC03,MSC06,0.5599999999999999,sm-lat,316
glass,mem,MSC03,MSC06,0.5050000000000001,sm-lat,316
motor,semantic,MSC03,MSC06,0.59,sm-lat,316
motor,glass,MSC03,MSC06,0.5789473684210525,sm-lat,316
motor,mem,MSC03,MSC06,0.51,sm-lat,316
mem,semantic,MSC03,MSC06,0.5799999999999998,sm-lat,316
mem,glass,MSC03,MSC06,0.536842105263158,sm-lat,316
mem,motor,MSC03,MSC06,0.7,sm-lat,316
semantic,glass,MSC03,MSC07,0.505,sm-lat,316
semantic,motor,MSC03,MSC07,0.61,sm-lat,316
semantic,mem,MSC03,MSC07,0.5,sm-lat,316
glass,semantic,MSC03,MSC07,0.51,sm-lat,316
glass,motor,MSC03,MSC07,0.725,sm-lat,316
glass,mem,MSC03,MSC07,0.49000000000000005,sm-lat,316
motor,semantic,MSC03,MSC07,0.42000000000000004,sm-lat,316
motor,glass,MSC03,MSC07,0.43000000000000005,sm-lat,316
motor,mem,MSC03,MSC07,0.4400000000000001,sm-lat,316
mem,semantic,MSC03,MSC07,0.48999999999999994,sm-lat,316
mem,glass,MSC03,MSC07,0.51,sm-lat,316
mem,motor,MSC03,MSC07,0.86,sm-lat,316
semantic,glass,MSC03,MSC10,0.5700000000000001,sm-lat,316
semantic,motor,MSC03,MSC10,0.595,sm-lat,316
semantic,mem,MSC03,MSC10,0.5149999999999999,sm-lat,316
glass,semantic,MSC03,MSC10,0.6799999999999999,sm-lat,316
glass,motor,MSC03,MSC10,0.705,sm-lat,316
glass,mem,MSC03,MSC10,0.51,sm-lat,316
motor,semantic,MSC03,MSC10,0.7899999999999999,sm-lat,316
motor,glass,MSC03,MSC10,0.82,sm-lat,316
motor,mem,MSC03,MSC10,0.6050000000000001,sm-lat,316
mem,semantic,MSC03,MSC10,0.71,sm-lat,316
mem,glass,MSC03,MSC10,0.825,sm-lat,316
mem,motor,MSC03,MSC10,0.8150000000000001,sm-lat,316
semantic,glass,MSC04,MSC01,0.535,sm-lat,316
semantic,motor,MSC04,MSC01,0.525,sm-lat,316
semantic,mem,MSC04,MSC01,0.53,sm-lat,316
glass,semantic,MSC04,MSC01,0.425,sm-lat,316
glass,motor,MSC04,MSC01,0.48500000000000004,sm-lat,316
glass,mem,MSC04,MSC01,0.5050000000000001,sm-lat,316
motor,semantic,MSC04,MSC01,0.5799999999999998,sm-lat,316
motor,glass,MSC04,MSC01,0.6000000000000001,sm-lat,316
motor,mem,MSC04,MSC01,0.505,sm-lat,316
mem,semantic,MSC04,MSC01,0.5050000000000001,sm-lat,316
mem,glass,MSC04,MSC01,0.5149999999999999,sm-lat,316
mem,motor,MSC04,MSC01,0.465,sm-lat,316
semantic,glass,MSC04,MSC02,0.57,sm-lat,316
semantic,motor,MSC04,MSC02,0.525,sm-lat,316
semantic,mem,MSC04,MSC02,0.605,sm-lat,316
glass,semantic,MSC04,MSC02,0.5349999999999999,sm-lat,316
glass,motor,MSC04,MSC02,0.6049999999999999,sm-lat,316
glass,mem,MSC04,MSC02,0.61,sm-lat,316
motor,semantic,MSC04,MSC02,0.76,sm-lat,316
motor,glass,MSC04,MSC02,0.53,sm-lat,316
motor,mem,MSC04,MSC02,0.52,sm-lat,316
mem,semantic,MSC04,MSC02,0.58,sm-lat,316
mem,glass,MSC04,MSC02,0.535,sm-lat,316
mem,motor,MSC04,MSC02,0.53,sm-lat,316
semantic,glass,MSC04,MSC03,0.5349999999999999,sm-lat,316
semantic,motor,MSC04,MSC03,0.49000000000000005,sm-lat,316
semantic,mem,MSC04,MSC03,0.525,sm-lat,316
glass,semantic,MSC04,MSC03,0.675,sm-lat,316
glass,motor,MSC04,MSC03,0.43499999999999994,sm-lat,316
glass,mem,MSC04,MSC03,0.56,sm-lat,316
motor,semantic,MSC04,MSC03,0.575,sm-lat,316
motor,glass,MSC04,MSC03,0.5199999999999999,sm-lat,316
motor,mem,MSC04,MSC03,0.67,sm-lat,316
mem,semantic,MSC04,MSC03,0.52,sm-lat,316
mem,glass,MSC04,MSC03,0.45499999999999996,sm-lat,316
mem,motor,MSC04,MSC03,0.43500000000000005,sm-lat,316
semantic,glass,MSC04,MSC05,0.5149999999999999,sm-lat,316
semantic,motor,MSC04,MSC05,0.515,sm-lat,316
semantic,mem,MSC04,MSC05,0.5449999999999999,sm-lat,316
glass,semantic,MSC04,MSC05,0.565,sm-lat,316
glass,motor,MSC04,MSC05,0.7100000000000001,sm-lat,316
glass,mem,MSC04,MSC05,0.495,sm-lat,316
motor,semantic,MSC04,MSC05,0.5299999999999999,sm-lat,316
motor,glass,MSC04,MSC05,0.5399999999999998,sm-lat,316
motor,mem,MSC04,MSC05,0.505,sm-lat,316
mem,semantic,MSC04,MSC05,0.6050000000000001,sm-lat,316
mem,glass,MSC04,MSC05,0.655,sm-lat,316
mem,motor,MSC04,MSC05,0.735,sm-lat,316
semantic,glass,MSC04,MSC06,0.5473684210526315,sm-lat,316
semantic,motor,MSC04,MSC06,0.54,sm-lat,316
semantic,mem,MSC04,MSC06,0.525,sm-lat,316
glass,semantic,MSC04,MSC06,0.5,sm-lat,316
glass,motor,MSC04,MSC06,0.63,sm-lat,316
glass,mem,MSC04,MSC06,0.51,sm-lat,316
motor,semantic,MSC04,MSC06,0.5549999999999999,sm-lat,316
motor,glass,MSC04,MSC06,0.5684210526315788,sm-lat,316
motor,mem,MSC04,MSC06,0.48500000000000004,sm-lat,316
mem,semantic,MSC04,MSC06,0.55,sm-lat,316
mem,glass,MSC04,MSC06,0.6473684210526315,sm-lat,316
mem,motor,MSC04,MSC06,0.675,sm-lat,316
semantic,glass,MSC04,MSC07,0.5599999999999999,sm-lat,316
semantic,motor,MSC04,MSC07,0.51,sm-lat,316
semantic,mem,MSC04,MSC07,0.5149999999999999,sm-lat,316
glass,semantic,MSC04,MSC07,0.6250000000000001,sm-lat,316
glass,motor,MSC04,MSC07,0.6249999999999999,sm-lat,316
glass,mem,MSC04,MSC07,0.5650000000000001,sm-lat,316
motor,semantic,MSC04,MSC07,0.59,sm-lat,316
motor,glass,MSC04,MSC07,0.5199999999999999,sm-lat,316
motor,mem,MSC04,MSC07,0.55,sm-lat,316
mem,semantic,MSC04,MSC07,0.51,sm-lat,316
mem,glass,MSC04,MSC07,0.53,sm-lat,316
mem,motor,MSC04,MSC07,0.6399999999999999,sm-lat,316
semantic,glass,MSC04,MSC10,0.49499999999999994,sm-lat,316
semantic,motor,MSC04,MSC10,0.475,sm-lat,316
semantic,mem,MSC04,MSC10,0.5199999999999999,sm-lat,316
glass,semantic,MSC04,MSC10,0.45500000000000007,sm-lat,316
glass,motor,MSC04,MSC10,0.47000000000000003,sm-lat,316
glass,mem,MSC04,MSC10,0.5000000000000001,sm-lat,316
motor,semantic,MSC04,MSC10,0.5549999999999999,sm-lat,316
motor,glass,MSC04,MSC10,0.48500000000000004,sm-lat,316
motor,mem,MSC04,MSC10,0.44000000000000006,sm-lat,316
mem,semantic,MSC04,MSC10,0.6100000000000001,sm-lat,316
mem,glass,MSC04,MSC10,0.76,sm-lat,316
mem,motor,MSC04,MSC10,0.6900000000000002,sm-lat,316
semantic,glass,MSC05,MSC01,0.49000000000000005,sm-lat,316
semantic,motor,MSC05,MSC01,0.49000000000000005,sm-lat,316
semantic,mem,MSC05,MSC01,0.47000000000000003,sm-lat,316
glass,semantic,MSC05,MSC01,0.49000000000000005,sm-lat,316
glass,motor,MSC05,MSC01,0.5299999999999999,sm-lat,316
glass,mem,MSC05,MSC01,0.5399999999999999,sm-lat,316
motor,semantic,MSC05,MSC01,0.5700000000000001,sm-lat,316
motor,glass,MSC05,MSC01,0.45499999999999996,sm-lat,316
motor,mem,MSC05,MSC01,0.43000000000000005,sm-lat,316
mem,semantic,MSC05,MSC01,0.475,sm-lat,316
mem,glass,MSC05,MSC01,0.4600000000000001,sm-lat,316
mem,motor,MSC05,MSC01,0.495,sm-lat,316
semantic,glass,MSC05,MSC02,0.5399999999999999,sm-lat,316
semantic,motor,MSC05,MSC02,0.5549999999999999,sm-lat,316
semantic,mem,MSC05,MSC02,0.5599999999999998,sm-lat,316
glass,semantic,MSC05,MSC02,0.4450000000000001,sm-lat,316
glass,motor,MSC05,MSC02,0.52,sm-lat,316
glass,mem,MSC05,MSC02,0.52,sm-lat,316
motor,semantic,MSC05,MSC02,0.8150000000000001,sm-lat,316
motor,glass,MSC05,MSC02,0.7250000000000002,sm-lat,316
motor,mem,MSC05,MSC02,0.7100000000000001,sm-lat,316
mem,semantic,MSC05,MSC02,0.5299999999999999,sm-lat,316
mem,glass,MSC05,MSC02,0.48500000000000004,sm-lat,316
mem,motor,MSC05,MSC02,0.45000000000000007,sm-lat,316
semantic,glass,MSC05,MSC03,0.48500000000000004,sm-lat,316
semantic,motor,MSC05,MSC03,0.45499999999999996,sm-lat,316
semantic,mem,MSC05,MSC03,0.51,sm-lat,316
glass,semantic,MSC05,MSC03,0.5549999999999999,sm-lat,316
glass,motor,MSC05,MSC03,0.615,sm-lat,316
glass,mem,MSC05,MSC03,0.64,sm-lat,316
motor,semantic,MSC05,MSC03,0.5999999999999999,sm-lat,316
motor,glass,MSC05,MSC03,0.605,sm-lat,316
motor,mem,MSC05,MSC03,0.7999999999999999,sm-lat,316
mem,semantic,MSC05,MSC03,0.34500000000000003,sm-lat,316
mem,glass,MSC05,MSC03,0.40499999999999997,sm-lat,316
mem,motor,MSC05,MSC03,0.3,sm-lat,316
semantic,glass,MSC05,MSC04,0.5700000000000001,sm-lat,316
semantic,motor,MSC05,MSC04,0.53,sm-lat,316
semantic,mem,MSC05,MSC04,0.52,sm-lat,316
glass,semantic,MSC05,MSC04,0.44000000000000006,sm-lat,316
glass,motor,MSC05,MSC04,0.495,sm-lat,316
glass,mem,MSC05,MSC04,0.5,sm-lat,316
motor,semantic,MSC05,MSC04,0.5999999999999999,sm-lat,316
motor,glass,MSC05,MSC04,0.66,sm-lat,316
motor,mem,MSC05,MSC04,0.5700000000000001,sm-lat,316
mem,semantic,MSC05,MSC04,0.52,sm-lat,316
mem,glass,MSC05,MSC04,0.43499999999999994,sm-lat,316
mem,motor,MSC05,MSC04,0.49000000000000005,sm-lat,316
semantic,glass,MSC05,MSC06,0.37368421052631573,sm-lat,316
semantic,motor,MSC05,MSC06,0.43500000000000005,sm-lat,316
semantic,mem,MSC05,MSC06,0.46499999999999997,sm-lat,316
glass,semantic,MSC05,MSC06,0.53,sm-lat,316
glass,motor,MSC05,MSC06,0.54,sm-lat,316
glass,mem,MSC05,MSC06,0.7300000000000001,sm-lat,316
motor,semantic,MSC05,MSC06,0.45500000000000007,sm-lat,316
motor,glass,MSC05,MSC06,0.536842105263158,sm-lat,316
motor,mem,MSC05,MSC06,0.645,sm-lat,316
mem,semantic,MSC05,MSC06,0.385,sm-lat,316
mem,glass,MSC05,MSC06,0.3999999999999999,sm-lat,316
mem,motor,MSC05,MSC06,0.41500000000000004,sm-lat,316
semantic,glass,MSC05,MSC07,0.5150000000000001,sm-lat,316
semantic,motor,MSC05,MSC07,0.805,sm-lat,316
semantic,mem,MSC05,MSC07,0.64,sm-lat,316
glass,semantic,MSC05,MSC07,0.525,sm-lat,316
glass,motor,MSC05,MSC07,0.6500000000000001,sm-lat,316
glass,mem,MSC05,MSC07,0.4800000000000001,sm-lat,316
motor,semantic,MSC05,MSC07,0.55,sm-lat,316
motor,glass,MSC05,MSC07,0.5399999999999999,sm-lat,316
motor,mem,MSC05,MSC07,0.48500000000000004,sm-lat,316
mem,semantic,MSC05,MSC07,0.49000000000000005,sm-lat,316
mem,glass,MSC05,MSC07,0.5599999999999999,sm-lat,316
mem,motor,MSC05,MSC07,0.48,sm-lat,316
semantic,glass,MSC05,MSC10,0.5449999999999999,sm-lat,316
semantic,motor,MSC05,MSC10,0.74,sm-lat,316
semantic,mem,MSC05,MSC10,0.66,sm-lat,316
glass,semantic,MSC05,MSC10,0.6050000000000001,sm-lat,316
glass,motor,MSC05,MSC10,0.595,sm-lat,316
glass,mem,MSC05,MSC10,0.655,sm-lat,316
motor,semantic,MSC05,MSC10,0.5149999999999999,sm-lat,316
motor,glass,MSC05,MSC10,0.495,sm-lat,316
motor,mem,MSC05,MSC10,0.42000000000000004,sm-lat,316
mem,semantic,MSC05,MSC10,0.685,sm-lat,316
mem,glass,MSC05,MSC10,0.49000000000000005,sm-lat,316
mem,motor,MSC05,MSC10,0.58,sm-lat,316
semantic,glass,MSC06,MSC01,0.58,sm-lat,316
semantic,motor,MSC06,MSC01,0.5349999999999999,sm-lat,316
semantic,mem,MSC06,MSC01,0.5249999999999999,sm-lat,316
glass,semantic,MSC06,MSC01,0.49444444444444446,sm-lat,316
glass,motor,MSC06,MSC01,0.4944444444444446,sm-lat,316
glass,mem,MSC06,MSC01,0.4555555555555555,sm-lat,316
motor,semantic,MSC06,MSC01,0.5549999999999999,sm-lat,316
motor,glass,MSC06,MSC01,0.5000000000000001,sm-lat,316
motor,mem,MSC06,MSC01,0.5249999999999999,sm-lat,316
mem,semantic,MSC06,MSC01,0.62,sm-lat,316
mem,glass,MSC06,MSC01,0.575,sm-lat,316
mem,motor,MSC06,MSC01,0.5299999999999999,sm-lat,316
semantic,glass,MSC06,MSC02,0.5549999999999999,sm-lat,316
semantic,motor,MSC06,MSC02,0.495,sm-lat,316
semantic,mem,MSC06,MSC02,0.5000000000000001,sm-lat,316
glass,semantic,MSC06,MSC02,0.44999999999999996,sm-lat,316
glass,motor,MSC06,MSC02,0.5611111111111111,sm-lat,316
glass,mem,MSC06,MSC02,0.47777777777777786,sm-lat,316
motor,semantic,MSC06,MSC02,0.8399999999999999,sm-lat,316
motor,glass,MSC06,MSC02,0.575,sm-lat,316
motor,mem,MSC06,MSC02,0.78,sm-lat,316
mem,semantic,MSC06,MSC02,0.55,sm-lat,316
mem,glass,MSC06,MSC02,0.5549999999999999,sm-lat,316
mem,motor,MSC06,MSC02,0.615,sm-lat,316
semantic,glass,MSC06,MSC03,0.545,sm-lat,316
semantic,motor,MSC06,MSC03,0.48,sm-lat,316
semantic,mem,MSC06,MSC03,0.51,sm-lat,316
glass,semantic,MSC06,MSC03,0.5222222222222221,sm-lat,316
glass,motor,MSC06,MSC03,0.5055555555555555,sm-lat,316
glass,mem,MSC06,MSC03,0.47777777777777775,sm-lat,316
motor,semantic,MSC06,MSC03,0.755,sm-lat,316
motor,glass,MSC06,MSC03,0.6749999999999999,sm-lat,316
motor,mem,MSC06,MSC03,0.7849999999999999,sm-lat,316
mem,semantic,MSC06,MSC03,0.665,sm-lat,316
mem,glass,MSC06,MSC03,0.62,sm-lat,316
mem,motor,MSC06,MSC03,0.5999999999999999,sm-lat,316
semantic,glass,MSC06,MSC04,0.52,sm-lat,316
semantic,motor,MSC06,MSC04,0.445,sm-lat,316
semantic,mem,MSC06,MSC04,0.5,sm-lat,316
glass,semantic,MSC06,MSC04,0.5611111111111112,sm-lat,316
glass,motor,MSC06,MSC04,0.41111111111111115,sm-lat,316
glass,mem,MSC06,MSC04,0.5833333333333334,sm-lat,316
motor,semantic,MSC06,MSC04,0.595,sm-lat,316
motor,glass,MSC06,MSC04,0.75,sm-lat,316
motor,mem,MSC06,MSC04,0.68,sm-lat,316
mem,semantic,MSC06,MSC04,0.42000000000000004,sm-lat,316
mem,glass,MSC06,MSC04,0.385,sm-lat,316
mem,motor,MSC06,MSC04,0.26,sm-lat,316
semantic,glass,MSC06,MSC05,0.465,sm-lat,316
semantic,motor,MSC06,MSC05,0.43500000000000005,sm-lat,316
semantic,mem,MSC06,MSC05,0.47000000000000003,sm-lat,316
glass,semantic,MSC06,MSC05,0.4944444444444446,sm-lat,316
glass,motor,MSC06,MSC05,0.5166666666666666,sm-lat,316
glass,mem,MSC06,MSC05,0.55,sm-lat,316
motor,semantic,MSC06,MSC05,0.6750000000000002,sm-lat,316
motor,glass,MSC06,MSC05,0.5499999999999999,sm-lat,316
motor,mem,MSC06,MSC05,0.6700000000000002,sm-lat,316
mem,semantic,MSC06,MSC05,0.5,sm-lat,316
mem,glass,MSC06,MSC05,0.675,sm-lat,316
mem,motor,MSC06,MSC05,0.5650000000000001,sm-lat,316
semantic,glass,MSC06,MSC07,0.4800000000000001,sm-lat,316
semantic,motor,MSC06,MSC07,0.475,sm-lat,316
semantic,mem,MSC06,MSC07,0.5599999999999999,sm-lat,316
glass,semantic,MSC06,MSC07,0.4833333333333334,sm-lat,316
glass,motor,MSC06,MSC07,0.5000000000000001,sm-lat,316
glass,mem,MSC06,MSC07,0.5499999999999999,sm-lat,316
motor,semantic,MSC06,MSC07,0.51,sm-lat,316
motor,glass,MSC06,MSC07,0.48,sm-lat,316
motor,mem,MSC06,MSC07,0.5,sm-lat,316
mem,semantic,MSC06,MSC07,0.40499999999999997,sm-lat,316
mem,glass,MSC06,MSC07,0.445,sm-lat,316
mem,motor,MSC06,MSC07,0.5599999999999999,sm-lat,316
semantic,glass,MSC06,MSC10,0.5449999999999999,sm-lat,316
semantic,motor,MSC06,MSC10,0.56,sm-lat,316
semantic,mem,MSC06,MSC10,0.5199999999999999,sm-lat,316
glass,semantic,MSC06,MSC10,0.3722222222222223,sm-lat,316
glass,motor,MSC06,MSC10,0.5277777777777778,sm-lat,316
glass,mem,MSC06,MSC10,0.5944444444444446,sm-lat,316
motor,semantic,MSC06,MSC10,0.6200000000000001,sm-lat,316
motor,glass,MSC06,MSC10,0.6799999999999999,sm-lat,316
motor,mem,MSC06,MSC10,0.6599999999999999,sm-lat,316
mem,semantic,MSC06,MSC10,0.75,sm-lat,316
mem,glass,MSC06,MSC10,0.805,sm-lat,316
mem,motor,MSC06,MSC10,0.7649999999999999,sm-lat,316
semantic,glass,MSC07,MSC01,0.61,sm-lat,316
semantic,motor,MSC07,MSC01,0.625,sm-lat,316
semantic,mem,MSC07,MSC01,0.5,sm-lat,316
glass,semantic,MSC07,MSC01,0.5700000000000001,sm-lat,316
glass,motor,MSC07,MSC01,0.62,sm-lat,316
glass,mem,MSC07,MSC01,0.5900000000000001,sm-lat,316
motor,semantic,MSC07,MSC01,0.5549999999999999,sm-lat,316
motor,glass,MSC07,MSC01,0.5349999999999999,sm-lat,316
motor,mem,MSC07,MSC01,0.525,sm-lat,316
mem,semantic,MSC07,MSC01,0.52,sm-lat,316
mem,glass,MSC07,MSC01,0.6000000000000001,sm-lat,316
mem,motor,MSC07,MSC01,0.5900000000000001,sm-lat,316
semantic,glass,MSC07,MSC02,0.5,sm-lat,316
semantic,motor,MSC07,MSC02,0.5,sm-lat,316
semantic,mem,MSC07,MSC02,0.5149999999999999,sm-lat,316
glass,semantic,MSC07,MSC02,0.575,sm-lat,316
glass,motor,MSC07,MSC02,0.5299999999999999,sm-lat,316
glass,mem,MSC07,MSC02,0.5499999999999999,sm-lat,316
motor,semantic,MSC07,MSC02,0.835,sm-lat,316
motor,glass,MSC07,MSC02,0.7649999999999999,sm-lat,316
motor,mem,MSC07,MSC02,0.7699999999999999,sm-lat,316
mem,semantic,MSC07,MSC02,0.7699999999999999,sm-lat,316
mem,glass,MSC07,MSC02,0.5999999999999999,sm-lat,316
mem,motor,MSC07,MSC02,0.6450000000000001,sm-lat,316
semantic,glass,MSC07,MSC03,0.5499999999999999,sm-lat,316
semantic,motor,MSC07,MSC03,0.55,sm-lat,316
semantic,mem,MSC07,MSC03,0.545,sm-lat,316
glass,semantic,MSC07,MSC03,0.5399999999999999,sm-lat,316
glass,motor,MSC07,MSC03,0.5,sm-lat,316
glass,mem,MSC07,MSC03,0.685,sm-lat,316
motor,semantic,MSC07,MSC03,0.61,sm-lat,316
motor,glass,MSC07,MSC03,0.5349999999999999,sm-lat,316
motor,mem,MSC07,MSC03,0.7150000000000001,sm-lat,316
mem,semantic,MSC07,MSC03,0.645,sm-lat,316
mem,glass,MSC07,MSC03,0.64,sm-lat,316
mem,motor,MSC07,MSC03,0.66,sm-lat,316
semantic,glass,MSC07,MSC04,0.505,sm-lat,316
semantic,motor,MSC07,MSC04,0.5,sm-lat,316
semantic,mem,MSC07,MSC04,0.5,sm-lat,316
glass,semantic,MSC07,MSC04,0.5849999999999999,sm-lat,316
glass,motor,MSC07,MSC04,0.5,sm-lat,316
glass,mem,MSC07,MSC04,0.51,sm-lat,316
motor,semantic,MSC07,MSC04,0.615,sm-lat,316
motor,glass,MSC07,MSC04,0.565,sm-lat,316
