train,same_sub,diff_sub,feat
MSC06,0.9,0.58,72
MSC07,0.8,0.6,72
MSC10,0.7,0.59,72
MSC01,0.79,0.61,72
MSC02,0.85,0.56,72
MSC03,0.75,0.54,72
MSC04,0.84,0.59,72
MSC05,0.86,0.59,72
MSC06,0.8,0.59,72
MSC07,0.84,0.56,72
MSC10,0.61,0.59,72
MSC01,0.89,0.56,73
MSC02,0.75,0.63,73
MSC03,0.86,0.61,73
MSC04,0.86,0.6,73
MSC05,0.9,0.64,73
MSC06,0.89,0.57,73
MSC07,0.78,0.61,73
MSC10,0.85,0.59,73
MSC01,0.86,0.66,74
MSC02,0.76,0.59,74
MSC03,0.94,0.56,74
MSC04,0.88,0.61,74
MSC05,0.88,0.55,74
MSC06,0.85,0.6,74
MSC07,0.94,0.61,74
MSC10,0.8,0.5,74
MSC01,0.81,0.65,74
MSC02,0.79,0.66,74
MSC03,0.75,0.61,74
MSC04,0.86,0.65,74
MSC05,0.96,0.62,74
MSC06,0.94,0.68,74
MSC07,0.84,0.62,74
MSC10,0.94,0.66,74
MSC01,0.95,0.59,75
MSC02,0.84,0.67,75
MSC03,0.84,0.63,75
MSC04,0.81,0.59,75
MSC05,0.94,0.68,75
MSC06,0.86,0.61,75
MSC07,0.89,0.62,75
MSC10,0.78,0.63,75
MSC01,0.93,0.61,76
MSC02,0.85,0.68,76
MSC03,0.7,0.61,76
MSC04,0.78,0.62,76
MSC05,0.95,0.65,76
MSC06,0.9,0.7,76
MSC07,0.85,0.64,76
MSC10,0.89,0.51,76
MSC01,0.95,0.54,76
MSC02,0.85,0.57,76
MSC03,0.88,0.6,76
MSC04,0.86,0.54,76
MSC05,0.9,0.64,76
MSC06,0.94,0.56,76
MSC07,0.93,0.61,76
MSC10,0.85,0.57,76
MSC01,0.89,0.62,77
MSC02,0.82,0.62,77
MSC03,0.8,0.62,77
MSC04,0.76,0.63,77
MSC05,0.99,0.62,77
MSC06,0.97,0.61,77
MSC07,0.81,0.67,77
MSC10,0.81,0.68,77
MSC01,0.9,0.64,78
MSC02,0.86,0.59,78
MSC03,0.68,0.64,78
MSC04,0.88,0.63,78
MSC05,0.91,0.56,78
MSC06,0.86,0.64,78
MSC07,0.68,0.64,78
MSC10,0.85,0.59,78
MSC01,0.95,0.62,78
MSC02,0.85,0.61,78
MSC03,0.74,0.55,78
MSC04,0.84,0.58,78
MSC05,0.91,0.61,78
MSC06,0.91,0.55,78
MSC07,0.86,0.62,78
MSC10,0.85,0.64,78
MSC01,0.9,0.57,79
MSC02,0.88,0.58,79
MSC03,0.81,0.58,79
MSC04,0.89,0.64,79
MSC05,0.93,0.56,79
MSC06,0.8,0.6,79
MSC07,0.9,0.55,79
MSC10,0.84,0.62,79
MSC01,0.88,0.59,80
MSC02,0.82,0.64,80
MSC03,0.78,0.64,80
MSC04,0.81,0.64,80
MSC05,0.94,0.65,80
MSC06,0.8,0.56,80
MSC07,0.85,0.64,80
MSC10,0.8,0.59,80
MSC01,0.94,0.55,80
MSC02,0.82,0.58,80
MSC03,0.91,0.58,80
MSC04,0.89,0.62,80
MSC05,0.99,0.58,80
MSC06,0.82,0.59,80
MSC07,0.8,0.52,80
MSC10,0.82,0.5,80
MSC01,0.84,0.59,81
MSC02,0.86,0.55,81
MSC03,0.89,0.56,81
MSC04,0.75,0.56,81
MSC05,0.93,0.54,81
MSC06,0.96,0.63,81
MSC07,0.75,0.64,81
MSC10,0.76,0.55,81
MSC01,0.88,0.61,82
MSC02,0.86,0.6,82
MSC03,0.82,0.61,82
MSC04,0.84,0.59,82
MSC05,0.93,0.57,82
MSC06,0.82,0.59,82
MSC07,0.82,0.63,82
MSC10,0.82,0.6,82
MSC01,0.85,0.63,82
MSC02,0.81,0.66,82
MSC03,0.81,0.56,82
MSC04,0.81,0.59,82
MSC05,0.91,0.65,82
MSC06,0.91,0.6,82
MSC07,0.93,0.63,82
MSC10,0.78,0.6,82
MSC01,0.75,0.6,83
MSC02,0.91,0.56,83
MSC03,0.88,0.61,83
MSC04,0.74,0.65,83
MSC05,0.95,0.64,83
MSC06,0.86,0.58,83
MSC07,0.86,0.52,83
MSC10,0.79,0.62,83
MSC01,0.89,0.55,84
MSC02,0.86,0.58,84
MSC03,0.86,0.68,84
MSC04,0.84,0.67,84
MSC05,0.94,0.61,84
MSC06,0.9,0.63,84
MSC07,0.91,0.6,84
MSC10,0.84,0.57,84
MSC01,0.9,0.59,85
MSC02,0.85,0.55,85
MSC03,0.74,0.6,85
MSC04,0.97,0.52,85
MSC05,0.86,0.6,85
MSC06,0.86,0.64,85
MSC07,0.9,0.65,85
MSC10,0.82,0.55,85
MSC01,0.91,0.65,85
MSC02,0.86,0.66,85
MSC03,0.91,0.63,85
MSC04,0.88,0.62,85
MSC05,0.88,0.65,85
MSC06,0.95,0.66,85
MSC07,0.86,0.64,85
MSC10,0.81,0.64,85
MSC01,0.91,0.5,86
MSC02,0.9,0.56,86
MSC03,0.93,0.56,86
MSC04,0.88,0.57,86
MSC05,0.94,0.59,86
MSC06,0.81,0.58,86
MSC07,0.96,0.62,86
MSC10,0.81,0.49,86
MSC01,0.9,0.58,87
MSC02,0.69,0.57,87
MSC03,0.84,0.58,87
MSC04,0.82,0.61,87
MSC05,0.81,0.52,87
MSC06,0.94,0.61,87
MSC07,0.89,0.59,87
MSC10,0.72,0.54,87
MSC01,0.93,0.63,87
MSC02,0.91,0.62,87
MSC03,0.86,0.66,87
MSC04,0.91,0.61,87
MSC05,0.94,0.63,87
MSC06,0.82,0.69,87
MSC07,0.93,0.63,87
MSC10,0.91,0.57,87
MSC01,0.94,0.62,88
MSC02,0.71,0.59,88
MSC03,0.82,0.61,88
MSC04,0.86,0.64,88
MSC05,0.85,0.55,88
MSC06,0.91,0.62,88
MSC07,0.85,0.6,88
MSC10,0.75,0.61,88
MSC01,0.85,0.66,89
MSC02,0.89,0.59,89
MSC03,0.86,0.66,89
MSC04,0.88,0.71,89
MSC05,0.94,0.62,89
MSC06,0.89,0.58,89
MSC07,0.93,0.64,89
MSC10,0.76,0.6,89
MSC01,0.89,0.57,90
MSC02,0.91,0.54,90
MSC03,0.8,0.6,90
MSC04,0.9,0.57,90
MSC05,0.89,0.55,90
MSC06,0.88,0.54,90
MSC07,0.84,0.62,90
MSC10,0.9,0.57,90
MSC01,0.85,0.59,91
MSC02,0.8,0.61,91
MSC03,0.84,0.66,91
MSC04,0.85,0.57,91
MSC05,0.94,0.57,91
MSC06,0.86,0.62,91
MSC07,0.88,0.6,91
MSC10,0.81,0.66,91
MSC01,0.85,0.65,91
MSC02,0.84,0.63,91
MSC03,0.88,0.55,91
MSC04,0.95,0.53,91
MSC05,0.86,0.65,91
MSC06,0.91,0.67,91
MSC07,0.93,0.61,91
MSC10,0.8,0.58,91
MSC01,0.84,0.63,92
MSC02,0.95,0.69,92
MSC03,0.85,0.62,92
MSC04,0.85,0.63,92
MSC05,0.95,0.66,92
MSC06,0.93,0.63,92
MSC07,0.93,0.65,92
MSC10,0.82,0.56,92
MSC01,0.86,0.53,93
MSC02,0.75,0.61,93
MSC03,0.8,0.57,93
MSC04,0.91,0.64,93
MSC05,0.9,0.61,93
MSC06,0.89,0.53,93
MSC07,0.89,0.63,93
MSC10,0.88,0.52,93
MSC01,0.85,0.66,94
MSC02,0.94,0.66,94
MSC03,0.94,0.61,94
MSC04,0.82,0.68,94
MSC05,0.97,0.68,94
MSC06,0.86,0.66,94
MSC07,0.78,0.66,94
MSC10,0.69,0.57,94
MSC01,0.89,0.57,95
MSC02,0.86,0.57,95
MSC03,0.94,0.57,95
MSC04,0.85,0.66,95
MSC05,0.89,0.56,95
MSC06,0.9,0.6,95
MSC07,0.84,0.61,95
MSC10,0.82,0.57,95
MSC01,0.9,0.52,95
MSC02,0.89,0.65,95
MSC03,0.84,0.58,95
MSC04,0.88,0.66,95
MSC05,0.91,0.58,95
MSC06,0.8,0.64,95
MSC07,0.89,0.59,95
MSC10,0.82,0.6,95
MSC01,0.95,0.56,96
MSC02,0.9,0.59,96
MSC03,0.94,0.57,96
MSC04,0.84,0.64,96
MSC05,0.94,0.61,96
MSC06,0.9,0.62,96
MSC07,0.94,0.59,96
MSC10,0.68,0.59,96
MSC01,0.88,0.64,97
MSC02,0.81,0.62,97
MSC03,0.81,0.56,97
MSC04,0.95,0.63,97
MSC05,0.93,0.57,97
MSC06,0.88,0.55,97
MSC07,0.85,0.59,97
MSC10,0.81,0.6,97
MSC01,0.88,0.54,98
MSC02,0.93,0.65,98
MSC03,0.88,0.53,98
MSC04,0.82,0.56,98
MSC05,0.93,0.59,98
MSC06,0.85,0.6,98
MSC07,0.88,0.53,98
MSC10,0.79,0.58,98
MSC01,0.84,0.65,99
MSC02,0.84,0.67,99
MSC03,0.85,0.63,99
MSC04,0.9,0.65,99
MSC05,0.93,0.55,99
MSC06,0.88,0.6,99
MSC07,0.81,0.65,99
MSC10,0.82,0.63,99
MSC01,0.91,0.57,100
MSC02,0.82,0.66,100
MSC03,0.82,0.6,100
MSC04,0.93,0.67,100
MSC05,0.94,0.65,100
MSC06,0.93,0.64,100
MSC07,0.84,0.63,100
MSC10,0.89,0.67,100
MSC01,0.9,0.6,100
MSC02,0.72,0.51,100
MSC03,0.76,0.6,100
MSC04,0.8,0.57,100
MSC05,0.96,0.63,100
MSC06,0.93,0.64,100
MSC07,0.91,0.63,100
MSC10,0.71,0.57,100
MSC01,0.85,0.58,101
MSC02,0.88,0.6,101
MSC03,0.82,0.64,101
MSC04,0.93,0.59,101
MSC05,0.91,0.6,101
MSC06,0.93,0.59,101
MSC07,0.86,0.59,101
MSC10,0.8,0.51,101
MSC01,0.91,0.63,102
MSC02,0.91,0.64,102
MSC03,0.93,0.63,102
MSC04,0.91,0.59,102
MSC05,0.9,0.65,102
MSC06,0.74,0.64,102
MSC07,0.86,0.61,102
MSC10,0.69,0.58,102
MSC01,0.9,0.59,103
MSC02,0.89,0.66,103
MSC03,0.84,0.62,103
MSC04,0.85,0.58,103
MSC05,0.95,0.58,103
MSC06,0.88,0.62,103
MSC07,0.85,0.59,103
MSC10,0.89,0.57,103
MSC01,0.9,0.67,104
MSC02,0.84,0.59,104
MSC03,0.82,0.63,104
MSC04,0.88,0.67,104
MSC05,0.97,0.61,104
MSC06,0.78,0.6,104
MSC07,0.82,0.62,104
MSC10,0.85,0.55,104
MSC01,0.89,0.67,105
MSC02,0.89,0.67,105
MSC03,0.79,0.6,105
MSC04,0.84,0.59,105
MSC05,0.95,0.56,105
MSC06,0.75,0.64,105
MSC07,0.96,0.65,105
MSC10,0.88,0.66,105
MSC01,0.85,0.58,106
MSC02,0.9,0.6,106
MSC03,0.75,0.65,106
MSC04,0.89,0.59,106
MSC05,0.95,0.6,106
MSC06,0.95,0.61,106
MSC07,0.84,0.59,106
MSC10,0.79,0.6,106
MSC01,0.93,0.59,107
MSC02,0.94,0.68,107
MSC03,0.84,0.58,107
MSC04,0.91,0.65,107
MSC05,0.89,0.64,107
MSC06,0.8,0.61,107
MSC07,0.91,0.65,107
MSC10,0.88,0.57,107
MSC01,0.88,0.55,107
MSC02,0.89,0.64,107
MSC03,0.78,0.61,107
MSC04,0.86,0.63,107
MSC05,0.97,0.6,107
MSC06,0.81,0.64,107
MSC07,0.85,0.64,107
MSC10,0.8,0.59,107
MSC01,0.89,0.64,108
MSC02,0.88,0.68,108
MSC03,0.93,0.66,108
MSC04,0.99,0.7,108
MSC05,0.94,0.65,108
MSC06,0.8,0.72,108
MSC07,0.93,0.66,108
MSC10,0.94,0.62,108
MSC01,0.93,0.55,109
MSC02,0.74,0.56,109
MSC03,0.65,0.59,109
MSC04,0.88,0.61,109
MSC05,0.94,0.58,109
MSC06,0.84,0.61,109
MSC07,0.81,0.56,109
MSC10,0.8,0.57,109
MSC01,0.9,0.64,110
MSC02,0.82,0.6,110
MSC03,0.75,0.54,110
MSC04,0.9,0.63,110
MSC05,0.94,0.58,110
MSC06,0.94,0.61,110
MSC07,0.84,0.58,110
MSC10,0.79,0.62,110
MSC01,0.84,0.6,111
MSC02,0.94,0.66,111
MSC03,0.89,0.59,111
MSC04,0.8,0.61,111
MSC05,0.96,0.6,111
MSC06,0.86,0.63,111
MSC07,0.88,0.64,111
MSC10,0.81,0.54,111
MSC01,0.93,0.56,112
MSC02,0.86,0.66,112
MSC03,0.91,0.64,112
MSC04,0.91,0.59,112
MSC05,0.96,0.59,112
MSC06,0.82,0.57,112
MSC07,0.79,0.65,112
MSC10,0.8,0.61,112
MSC01,0.88,0.66,113
MSC02,0.9,0.6,113
MSC03,0.86,0.6,113
MSC04,0.88,0.65,113
MSC05,0.95,0.58,113
MSC06,0.91,0.62,113
MSC07,0.88,0.61,113
MSC10,0.88,0.63,113
MSC01,0.95,0.62,114
MSC02,0.86,0.62,114
MSC03,0.89,0.65,114
MSC04,0.99,0.62,114
MSC05,0.93,0.67,114
MSC06,0.88,0.61,114
MSC07,0.86,0.63,114
MSC10,0.85,0.6,114
MSC01,0.86,0.65,115
MSC02,0.76,0.62,115
MSC03,0.84,0.63,115
MSC04,0.89,0.65,115
MSC05,0.96,0.63,115
MSC06,0.89,0.61,115
MSC07,0.94,0.67,115
MSC10,0.86,0.6,115
MSC01,0.85,0.53,116
MSC02,0.85,0.55,116
MSC03,0.91,0.63,116
MSC04,0.9,0.68,116
MSC05,0.94,0.58,116
MSC06,0.91,0.62,116
MSC07,0.86,0.59,116
MSC10,0.88,0.59,116
MSC01,0.9,0.63,117
MSC02,0.86,0.69,117
MSC03,0.79,0.62,117
MSC04,0.96,0.69,117
MSC05,0.91,0.64,117
MSC06,0.93,0.67,117
MSC07,0.88,0.59,117
MSC10,0.84,0.62,117
MSC01,0.96,0.58,118
MSC02,0.91,0.61,118
MSC03,0.88,0.68,118
MSC04,0.88,0.55,118
MSC05,0.89,0.63,118
MSC06,0.9,0.62,118
MSC07,0.91,0.63,118
MSC10,0.88,0.6,118
MSC01,0.94,0.67,119
MSC02,0.91,0.66,119
MSC03,0.79,0.64,119
MSC04,0.9,0.67,119
MSC05,0.91,0.66,119
MSC06,0.93,0.73,119
MSC07,0.79,0.72,119
MSC10,0.85,0.6,119
MSC01,0.89,0.63,120
MSC02,0.91,0.65,120
MSC03,0.81,0.63,120
MSC04,0.93,0.7,120
MSC05,0.91,0.63,120
MSC06,0.94,0.61,120
MSC07,0.93,0.66,120
MSC10,0.93,0.62,120
MSC01,0.89,0.58,121
MSC02,0.88,0.61,121
MSC03,0.82,0.56,121
MSC04,0.89,0.64,121
MSC05,0.96,0.52,121
MSC06,0.88,0.65,121
MSC07,0.85,0.54,121
MSC10,0.88,0.62,121
MSC01,0.95,0.61,122
MSC02,0.93,0.6,122
MSC03,0.9,0.62,122
MSC04,0.89,0.6,122
MSC05,0.97,0.6,122
MSC06,0.86,0.65,122
MSC07,0.93,0.65,122
MSC10,0.79,0.51,122
MSC01,0.85,0.63,123
MSC02,0.94,0.67,123
MSC03,0.84,0.61,123
MSC04,0.93,0.66,123
MSC05,0.89,0.69,123
MSC06,0.81,0.71,123
MSC07,0.93,0.67,123
MSC10,0.84,0.7,123
MSC01,0.91,0.7,124
MSC02,0.84,0.65,124
MSC03,0.9,0.59,124
MSC04,0.84,0.62,124
MSC05,0.96,0.58,124
MSC06,0.86,0.66,124
MSC07,0.86,0.58,124
MSC10,0.86,0.57,124
MSC01,0.91,0.58,125
MSC02,0.91,0.62,125
MSC03,0.86,0.6,125
MSC04,0.95,0.57,125
MSC05,0.97,0.62,125
MSC06,0.95,0.66,125
MSC07,0.95,0.59,125
MSC10,0.85,0.56,125
MSC01,0.97,0.64,126
MSC02,0.85,0.55,126
MSC03,0.79,0.7,126
MSC04,0.88,0.62,126
MSC05,0.94,0.66,126
MSC06,0.86,0.62,126
MSC07,0.88,0.64,126
MSC10,0.78,0.53,126
MSC01,0.89,0.63,128
MSC02,0.89,0.64,128
MSC03,0.82,0.58,128
MSC04,0.78,0.55,128
MSC05,0.91,0.6,128
MSC06,0.82,0.58,128
MSC07,0.9,0.57,128
MSC10,0.86,0.59,128
MSC01,0.9,0.56,129
MSC02,0.82,0.68,129
MSC03,0.88,0.66,129
MSC04,0.79,0.66,129
MSC05,0.96,0.59,129
MSC06,0.91,0.68,129
MSC07,0.89,0.61,129
MSC10,0.8,0.61,129
MSC01,0.89,0.57,130
MSC02,0.88,0.62,130
MSC03,0.96,0.65,130
MSC04,0.89,0.67,130
MSC05,0.96,0.63,130
MSC06,0.8,0.67,130
MSC07,0.94,0.56,130
MSC10,0.88,0.55,130
MSC01,0.96,0.62,131
MSC02,0.88,0.63,131
MSC03,0.85,0.56,131
MSC04,0.93,0.64,131
MSC05,0.91,0.61,131
MSC06,0.86,0.55,131
MSC07,0.75,0.58,131
MSC10,0.88,0.62,131
MSC01,0.89,0.59,132
MSC02,0.84,0.63,132
MSC03,0.94,0.66,132
MSC04,0.93,0.65,132
MSC05,0.91,0.54,132
MSC06,0.93,0.69,132
MSC07,0.84,0.53,132
MSC10,0.85,0.57,132
MSC01,0.93,0.57,133
MSC02,0.95,0.58,133
MSC03,0.91,0.62,133
MSC04,0.81,0.6,133
MSC05,0.95,0.62,133
MSC06,0.88,0.63,133
MSC07,0.85,0.61,133
MSC10,0.81,0.55,133
MSC01,0.91,0.56,134
MSC02,0.85,0.59,134
MSC03,0.93,0.57,134
MSC04,0.94,0.56,134
MSC05,0.94,0.62,134
MSC06,0.95,0.65,134
MSC07,0.85,0.55,134
MSC10,0.79,0.54,134
MSC01,0.84,0.62,135
MSC02,0.82,0.56,135
MSC03,0.94,0.63,135
MSC04,0.93,0.65,135
MSC05,0.91,0.6,135
MSC06,0.95,0.69,135
MSC07,0.89,0.7,135
MSC10,0.84,0.58,135
MSC01,0.97,0.68,137
MSC02,0.88,0.65,137
MSC03,0.88,0.58,137
MSC04,0.95,0.72,137
MSC05,0.97,0.67,137
MSC06,0.95,0.6,137
MSC07,0.89,0.64,137
MSC10,0.82,0.61,137
MSC01,0.89,0.6,138
MSC02,0.95,0.63,138
MSC03,0.74,0.52,138
MSC04,0.95,0.63,138
MSC05,0.95,0.53,138
MSC06,0.97,0.66,138
MSC07,0.88,0.59,138
MSC10,0.91,0.64,138
MSC01,0.95,0.57,139
MSC02,0.89,0.72,139
MSC03,0.82,0.63,139
MSC04,0.85,0.72,139
MSC05,0.91,0.69,139
MSC06,0.97,0.72,139
MSC07,0.97,0.71,139
MSC10,0.94,0.66,139
MSC01,0.94,0.61,140
MSC02,0.93,0.64,140
MSC03,0.88,0.63,140
MSC04,0.88,0.7,140
MSC05,0.95,0.68,140
MSC06,1.0,0.72,140
MSC07,0.9,0.63,140
MSC10,0.86,0.66,140
MSC01,0.94,0.64,141
MSC02,0.89,0.67,141
MSC03,0.84,0.65,141
MSC04,0.96,0.66,141
MSC05,0.91,0.68,141
MSC06,0.88,0.6,141
MSC07,0.78,0.72,141
MSC10,0.89,0.58,141
MSC01,0.93,0.54,143
MSC02,0.85,0.58,143
MSC03,0.88,0.64,143
MSC04,0.89,0.66,143
MSC05,0.9,0.59,143
MSC06,0.94,0.65,143
MSC07,0.96,0.59,143
MSC10,0.86,0.51,143
MSC01,0.88,0.59,144
MSC02,0.89,0.55,144
MSC03,0.86,0.7,144
MSC04,0.86,0.55,144
MSC05,0.9,0.57,144
MSC06,0.88,0.64,144
MSC07,0.94,0.65,144
MSC10,0.81,0.53,144
MSC01,0.89,0.59,145
MSC02,0.8,0.63,145
MSC03,0.96,0.6,145
MSC04,0.89,0.63,145
MSC05,0.94,0.6,145
MSC06,0.9,0.66,145
MSC07,0.81,0.61,145
MSC10,0.79,0.58,145
MSC01,0.94,0.63,146
MSC02,0.9,0.66,146
MSC03,0.84,0.55,146
MSC04,0.97,0.66,146
MSC05,0.94,0.58,146
MSC06,0.84,0.63,146
MSC07,0.95,0.67,146
MSC10,0.79,0.53,146
MSC01,0.85,0.61,148
MSC02,0.9,0.65,148
MSC03,0.86,0.62,148
MSC04,0.93,0.69,148
MSC05,0.88,0.57,148
MSC06,0.89,0.64,148
MSC07,0.85,0.6,148
MSC10,0.82,0.51,148
MSC01,0.91,0.67,149
MSC02,0.91,0.61,149
MSC03,0.86,0.59,149
MSC04,0.91,0.67,149
MSC05,0.96,0.61,149
MSC06,0.88,0.65,149
MSC07,0.84,0.63,149
MSC10,0.8,0.56,149
MSC01,0.9,0.64,150
MSC02,0.8,0.54,150
MSC03,0.84,0.6,150
MSC04,0.94,0.57,150
MSC05,0.99,0.56,150
MSC06,0.95,0.61,150
MSC07,0.93,0.62,150
MSC10,0.88,0.55,150
MSC01,0.91,0.6,151
MSC02,0.93,0.65,151
MSC03,0.78,0.64,151
MSC04,0.85,0.67,151
MSC05,0.96,0.59,151
MSC06,0.9,0.65,151
MSC07,0.8,0.68,151
MSC10,0.88,0.55,151
MSC01,0.86,0.63,153
MSC02,0.88,0.58,153
MSC03,0.85,0.59,153
MSC04,0.93,0.65,153
MSC05,0.94,0.58,153
MSC06,0.94,0.65,153
MSC07,0.93,0.59,153
MSC10,0.79,0.56,153
MSC01,0.91,0.62,154
MSC02,0.86,0.71,154
MSC03,0.9,0.68,154
MSC04,0.94,0.58,154
MSC05,0.9,0.66,154
MSC06,0.99,0.66,154
MSC07,0.93,0.55,154
MSC10,0.79,0.6,154
MSC01,0.82,0.63,155
MSC02,0.9,0.63,155
MSC03,0.82,0.65,155
MSC04,0.94,0.65,155
MSC05,0.97,0.62,155
MSC06,0.94,0.6,155
MSC07,0.81,0.63,155
MSC10,0.84,0.56,155
MSC01,0.94,0.58,157
MSC02,0.93,0.7,157
MSC03,0.84,0.67,157
MSC04,0.94,0.66,157
MSC05,0.93,0.65,157
MSC06,0.95,0.67,157
MSC07,0.93,0.7,157
MSC10,0.93,0.65,157
MSC01,0.95,0.58,158
MSC02,0.86,0.61,158
MSC03,0.75,0.6,158
MSC04,0.9,0.55,158
MSC05,0.94,0.62,158
MSC06,0.95,0.65,158
MSC07,0.9,0.63,158
MSC10,0.81,0.6,158
MSC01,0.89,0.71,159
MSC02,0.94,0.62,159
MSC03,0.91,0.68,159
MSC04,0.89,0.6,159
MSC05,0.9,0.56,159
MSC06,0.91,0.71,159
MSC07,0.93,0.64,159
MSC10,0.74,0.59,159
MSC01,0.97,0.51,161
MSC02,0.94,0.59,161
MSC03,0.88,0.63,161
MSC04,0.88,0.64,161
MSC05,0.99,0.65,161
MSC06,0.94,0.63,161
MSC07,0.85,0.65,161
MSC10,0.9,0.65,161
MSC01,0.9,0.62,162
MSC02,0.84,0.5,162
MSC03,0.88,0.51,162
MSC04,0.93,0.61,162
MSC05,0.96,0.59,162
MSC06,0.8,0.62,162
MSC07,0.89,0.58,162
MSC10,0.76,0.54,162
MSC01,0.84,0.63,163
MSC02,0.85,0.66,163
MSC03,0.84,0.58,163
MSC04,0.88,0.62,163
MSC05,0.94,0.61,163
MSC06,0.89,0.62,163
MSC07,0.89,0.64,163
MSC10,0.88,0.63,163
MSC01,0.89,0.58,165
MSC02,0.88,0.6,165
MSC03,0.84,0.57,165
MSC04,0.94,0.64,165
MSC05,0.95,0.62,165
MSC06,0.86,0.66,165
MSC07,0.78,0.64,165
MSC10,0.86,0.61,165
MSC01,0.91,0.59,166
MSC02,0.91,0.67,166
MSC03,0.86,0.6,166
MSC04,0.91,0.64,166
MSC05,0.95,0.57,166
MSC06,0.89,0.69,166
MSC07,0.89,0.63,166
MSC10,0.85,0.52,166
MSC01,0.96,0.56,168
MSC02,0.93,0.54,168
MSC03,0.93,0.56,168
MSC04,0.85,0.59,168
MSC05,0.93,0.59,168
MSC06,0.94,0.59,168
MSC07,0.84,0.68,168
MSC10,0.85,0.61,168
MSC01,0.93,0.58,169
MSC02,0.88,0.67,169
MSC03,0.84,0.64,169
MSC04,0.96,0.62,169
MSC05,0.93,0.57,169
MSC06,0.9,0.66,169
MSC07,0.94,0.66,169
MSC10,0.84,0.61,169
MSC01,0.95,0.61,171
MSC02,0.9,0.57,171
MSC03,0.97,0.6,171
MSC04,0.88,0.6,171
MSC05,0.93,0.58,171
MSC06,0.96,0.66,171
MSC07,0.94,0.62,171
MSC10,0.79,0.6,171
MSC01,0.86,0.69,172
MSC02,0.93,0.71,172
MSC03,0.93,0.6,172
MSC04,0.89,0.69,172
MSC05,0.96,0.66,172
MSC06,0.94,0.7,172
MSC07,0.94,0.68,172
MSC10,0.9,0.63,172
MSC01,0.97,0.69,174
MSC02,0.89,0.66,174
MSC03,0.91,0.68,174
MSC04,0.9,0.74,174
MSC05,1.0,0.61,174
MSC06,0.82,0.76,174
MSC07,0.91,0.6,174
MSC10,0.86,0.66,174
MSC01,0.99,0.49,175
MSC02,0.96,0.73,175
MSC03,0.93,0.69,175
MSC04,0.9,0.61,175
MSC05,0.96,0.6,175
MSC06,0.95,0.7,175
MSC07,0.89,0.73,175
MSC10,0.9,0.62,175
MSC01,0.9,0.66,177
MSC02,0.9,0.66,177
MSC03,0.9,0.63,177
MSC04,0.96,0.53,177
MSC05,0.97,0.55,177
MSC06,0.85,0.67,177
MSC07,0.82,0.64,177
MSC10,0.84,0.6,177
MSC01,0.99,0.62,178
MSC02,0.84,0.64,178
MSC03,0.88,0.57,178
MSC04,0.95,0.69,178
MSC05,0.96,0.67,178
MSC06,0.96,0.75,178
MSC07,0.94,0.65,178
MSC10,0.88,0.56,178
MSC01,0.89,0.7,180
MSC02,0.96,0.65,180
MSC03,0.91,0.58,180
MSC04,0.93,0.69,180
MSC05,0.95,0.66,180
MSC06,0.91,0.69,180
MSC07,0.86,0.68,180
MSC10,0.94,0.66,180
MSC01,0.93,0.64,181
MSC02,0.85,0.6,181
MSC03,0.84,0.66,181
MSC04,0.93,0.52,181
MSC05,0.94,0.65,181
MSC06,0.88,0.64,181
MSC07,0.9,0.7,181
MSC10,0.91,0.62,181
MSC01,0.88,0.58,183
MSC02,0.91,0.57,183
MSC03,0.82,0.63,183
MSC04,0.96,0.66,183
MSC05,0.93,0.63,183
MSC06,0.96,0.69,183
MSC07,0.94,0.59,183
MSC10,0.85,0.6,183
MSC01,0.93,0.57,184
MSC02,0.93,0.73,184
MSC03,0.85,0.66,184
MSC04,0.95,0.67,184
MSC05,0.95,0.67,184
MSC06,0.91,0.75,184
MSC07,0.9,0.66,184
MSC10,0.85,0.62,184
MSC01,0.94,0.51,186
MSC02,0.96,0.62,186
MSC03,0.9,0.66,186
MSC04,0.95,0.65,186
MSC05,0.97,0.63,186
MSC06,0.93,0.7,186
MSC07,0.88,0.58,186
MSC10,0.88,0.62,186
MSC01,0.93,0.58,187
MSC02,0.88,0.65,187
MSC03,0.81,0.55,187
MSC04,0.95,0.58,187
MSC05,0.96,0.54,187
MSC06,0.86,0.69,187
MSC07,0.96,0.61,187
MSC10,0.84,0.63,187
MSC01,0.85,0.64,189
MSC02,0.89,0.74,189
MSC03,0.84,0.61,189
MSC04,0.94,0.69,189
MSC05,0.96,0.64,189
MSC06,0.96,0.75,189
MSC07,0.94,0.63,189
MSC10,0.93,0.63,189
MSC01,0.94,0.69,191
MSC02,0.8,0.67,191
MSC03,0.89,0.66,191
MSC04,0.96,0.57,191
MSC05,0.93,0.67,191
MSC06,0.91,0.63,191
MSC07,0.89,0.62,191
MSC10,0.81,0.52,191
MSC01,0.91,0.59,192
MSC02,0.88,0.59,192
MSC03,0.9,0.62,192
MSC04,0.95,0.64,192
MSC05,0.96,0.65,192
MSC06,0.94,0.67,192
MSC07,0.89,0.64,192
MSC10,0.82,0.59,192
MSC01,0.95,0.65,194
MSC02,0.88,0.69,194
MSC03,0.85,0.54,194
MSC04,0.94,0.62,194
MSC05,0.94,0.63,194
MSC06,0.95,0.63,194
MSC07,0.9,0.66,194
MSC10,0.85,0.57,194
MSC01,0.96,0.56,196
