sub,acc,task,iteration
MSC06,0.4842857142857144,motor,184
MSC07,0.4885714285714286,motor,184
MSC10,0.5028571428571429,motor,184
MSC01,0.5207142857142858,mixed,185
MSC02,0.4892857142857143,mixed,185
MSC03,0.4557142857142857,mixed,185
MSC04,0.4714285714285715,mixed,185
MSC05,0.4892857142857143,mixed,185
MSC06,0.4835714285714286,mixed,185
MSC07,0.5014285714285716,mixed,185
MSC10,0.5064285714285715,mixed,185
MSC01,0.5028571428571428,mem,185
MSC02,0.52,mem,185
MSC03,0.4942857142857143,mem,185
MSC04,0.5157142857142858,mem,185
MSC05,0.49642857142857144,mem,185
MSC06,0.4892857142857143,mem,185
MSC07,0.5271428571428572,mem,185
MSC10,0.5128571428571429,mem,185
MSC01,0.47285714285714286,motor,185
MSC02,0.5364285714285715,motor,185
MSC03,0.4835714285714285,motor,185
MSC04,0.4685714285714286,motor,185
MSC05,0.5178571428571428,motor,185
MSC06,0.48071428571428576,motor,185
MSC07,0.5014285714285714,motor,185
MSC10,0.5014285714285714,motor,185
MSC01,0.5235714285714286,mixed,186
MSC02,0.4928571428571429,mixed,186
MSC03,0.49857142857142855,mixed,186
MSC04,0.5235714285714286,mixed,186
MSC05,0.5064285714285715,mixed,186
MSC06,0.48428571428571426,mixed,186
MSC07,0.48142857142857143,mixed,186
MSC10,0.4842857142857143,mixed,186
MSC01,0.4942857142857143,mem,186
MSC02,0.46571428571428575,mem,186
MSC03,0.5092857142857143,mem,186
MSC04,0.4878571428571429,mem,186
MSC05,0.5078571428571428,mem,186
MSC06,0.4928571428571428,mem,186
MSC07,0.5128571428571428,mem,186
MSC10,0.5035714285714286,mem,186
MSC01,0.5242857142857142,motor,186
MSC02,0.5099999999999999,motor,186
MSC03,0.4985714285714286,motor,186
MSC04,0.5035714285714287,motor,186
MSC05,0.4842857142857143,motor,186
MSC06,0.5042857142857143,motor,186
MSC07,0.49642857142857144,motor,186
MSC10,0.505,motor,186
MSC01,0.4964285714285715,mixed,187
MSC02,0.4864285714285715,mixed,187
MSC03,0.5035714285714287,mixed,187
MSC04,0.5092857142857142,mixed,187
MSC05,0.4814285714285715,mixed,187
MSC06,0.4914285714285715,mixed,187
MSC07,0.48571428571428577,mixed,187
MSC10,0.48214285714285715,mixed,187
MSC01,0.5064285714285713,mem,187
MSC02,0.5257142857142857,mem,187
MSC03,0.49785714285714283,mem,187
MSC04,0.5199999999999999,mem,187
MSC05,0.4928571428571429,mem,187
MSC06,0.4928571428571429,mem,187
MSC07,0.5200000000000001,mem,187
MSC10,0.48,mem,187
MSC01,0.49642857142857144,motor,187
MSC02,0.5135714285714285,motor,187
MSC03,0.46714285714285725,motor,187
MSC04,0.51,motor,187
MSC05,0.5057142857142857,motor,187
MSC06,0.5057142857142858,motor,187
MSC07,0.4964285714285714,motor,187
MSC10,0.5064285714285715,motor,187
MSC01,0.482857142857143,mixed,188
MSC02,0.5035714285714287,mixed,188
MSC03,0.48142857142857143,mixed,188
MSC04,0.4928571428571429,mixed,188
MSC05,0.5,mixed,188
MSC06,0.5078571428571428,mixed,188
MSC07,0.49999999999999994,mixed,188
MSC10,0.5057142857142857,mixed,188
MSC01,0.49857142857142855,mem,188
MSC02,0.4957142857142857,mem,188
MSC03,0.495,mem,188
MSC04,0.4778571428571428,mem,188
MSC05,0.5142857142857143,mem,188
MSC06,0.51,mem,188
MSC07,0.5264285714285715,mem,188
MSC10,0.49071428571428566,mem,188
MSC01,0.5171428571428571,motor,188
MSC02,0.49428571428571433,motor,188
MSC03,0.47571428571428587,motor,188
MSC04,0.5221428571428571,motor,188
MSC05,0.5264285714285715,motor,188
MSC06,0.485,motor,188
MSC07,0.5035714285714286,motor,188
MSC10,0.505,motor,188
MSC01,0.5135714285714287,mixed,189
MSC02,0.5142857142857143,mixed,189
MSC03,0.5107142857142857,mixed,189
MSC04,0.5057142857142857,mixed,189
MSC05,0.49571428571428566,mixed,189
MSC06,0.5264285714285715,mixed,189
MSC07,0.5299999999999999,mixed,189
MSC10,0.4900000000000001,mixed,189
MSC01,0.5385714285714286,mem,189
MSC02,0.5171428571428571,mem,189
MSC03,0.5035714285714288,mem,189
MSC04,0.5085714285714286,mem,189
MSC05,0.5264285714285715,mem,189
MSC06,0.49142857142857144,mem,189
MSC07,0.51,mem,189
MSC10,0.4935714285714286,mem,189
MSC01,0.49357142857142866,motor,189
MSC02,0.5092857142857142,motor,189
MSC03,0.515,motor,189
MSC04,0.48857142857142855,motor,189
MSC05,0.4742857142857143,motor,189
MSC06,0.49714285714285716,motor,189
MSC07,0.5221428571428571,motor,189
MSC10,0.5014285714285714,motor,189
MSC01,0.5078571428571428,mixed,190
MSC02,0.5228571428571429,mixed,190
MSC03,0.49357142857142866,mixed,190
MSC04,0.48714285714285716,mixed,190
MSC05,0.5064285714285715,mixed,190
MSC06,0.47500000000000003,mixed,190
MSC07,0.4985714285714286,mixed,190
MSC10,0.49571428571428583,mixed,190
MSC01,0.5064285714285715,mem,190
MSC02,0.5114285714285713,mem,190
MSC03,0.4928571428571429,mem,190
MSC04,0.49571428571428566,mem,190
MSC05,0.49571428571428566,mem,190
MSC06,0.4971428571428572,mem,190
MSC07,0.5014285714285714,mem,190
MSC10,0.49142857142857144,mem,190
MSC01,0.4878571428571428,motor,190
MSC02,0.505,motor,190
MSC03,0.48714285714285716,motor,190
MSC04,0.5035714285714287,motor,190
MSC05,0.5342857142857143,motor,190
MSC06,0.485,motor,190
MSC07,0.5199999999999999,motor,190
MSC10,0.4871428571428571,motor,190
MSC01,0.4892857142857143,mixed,191
MSC02,0.47285714285714286,mixed,191
MSC03,0.4935714285714286,mixed,191
MSC04,0.5128571428571429,mixed,191
MSC05,0.505,mixed,191
MSC06,0.4971428571428572,mixed,191
MSC07,0.4928571428571429,mixed,191
MSC10,0.5142857142857142,mixed,191
MSC01,0.5092857142857143,mem,191
MSC02,0.48499999999999993,mem,191
MSC03,0.495,mem,191
MSC04,0.5028571428571429,mem,191
MSC05,0.51,mem,191
MSC06,0.5178571428571429,mem,191
MSC07,0.49142857142857144,mem,191
MSC10,0.48071428571428576,mem,191
MSC01,0.505,motor,191
MSC02,0.5064285714285715,motor,191
MSC03,0.4992857142857143,motor,191
MSC04,0.4914285714285715,motor,191
MSC05,0.49785714285714283,motor,191
MSC06,0.5014285714285714,motor,191
MSC07,0.5135714285714287,motor,191
MSC10,0.5085714285714286,motor,191
MSC01,0.5000000000000001,mixed,192
MSC02,0.4928571428571429,mixed,192
MSC03,0.4942857142857143,mixed,192
MSC04,0.5,mixed,192
MSC05,0.5249999999999999,mixed,192
MSC06,0.5135714285714286,mixed,192
MSC07,0.4857142857142857,mixed,192
MSC10,0.4942857142857143,mixed,192
MSC01,0.4992857142857143,mem,192
MSC02,0.48071428571428576,mem,192
MSC03,0.49071428571428577,mem,192
MSC04,0.47714285714285715,mem,192
MSC05,0.4942857142857143,mem,192
MSC06,0.5035714285714287,mem,192
MSC07,0.5014285714285713,mem,192
MSC10,0.5014285714285714,mem,192
MSC01,0.4835714285714286,motor,192
MSC02,0.53,motor,192
MSC03,0.4978571428571429,motor,192
MSC04,0.5507142857142858,motor,192
MSC05,0.4778571428571428,motor,192
MSC06,0.5,motor,192
MSC07,0.47428571428571425,motor,192
MSC10,0.4978571428571429,motor,192
MSC01,0.4814285714285715,mixed,193
MSC02,0.48,mixed,193
MSC03,0.48857142857142855,mixed,193
MSC04,0.49500000000000005,mixed,193
MSC05,0.5000000000000001,mixed,193
MSC06,0.49000000000000005,mixed,193
MSC07,0.49500000000000005,mixed,193
MSC10,0.48999999999999994,mixed,193
MSC01,0.4607142857142858,mem,193
MSC02,0.5214285714285715,mem,193
MSC03,0.5128571428571428,mem,193
MSC04,0.515,mem,193
MSC05,0.49857142857142855,mem,193
MSC06,0.4857142857142857,mem,193
MSC07,0.5171428571428571,mem,193
MSC10,0.5078571428571428,mem,193
MSC01,0.5414285714285715,motor,193
MSC02,0.5335714285714286,motor,193
MSC03,0.4942857142857143,motor,193
MSC04,0.5035714285714287,motor,193
MSC05,0.51,motor,193
MSC06,0.4942857142857143,motor,193
MSC07,0.5114285714285715,motor,193
MSC10,0.5064285714285715,motor,193
MSC01,0.49714285714285716,mixed,194
MSC02,0.5028571428571429,mixed,194
MSC03,0.4971428571428572,mixed,194
MSC04,0.5092857142857142,mixed,194
MSC05,0.49071428571428566,mixed,194
MSC06,0.5085714285714286,mixed,194
MSC07,0.5142857142857143,mixed,194
MSC10,0.5114285714285715,mixed,194
MSC01,0.5035714285714286,mem,194
MSC02,0.5014285714285714,mem,194
MSC03,0.48714285714285716,mem,194
MSC04,0.4764285714285715,mem,194
MSC05,0.4978571428571429,mem,194
MSC06,0.4871428571428572,mem,194
MSC07,0.49071428571428577,mem,194
MSC10,0.505,mem,194
MSC01,0.5471428571428572,motor,194
MSC02,0.5071428571428572,motor,194
MSC03,0.5071428571428571,motor,194
MSC04,0.4928571428571429,motor,194
MSC05,0.5085714285714287,motor,194
MSC06,0.4935714285714286,motor,194
MSC07,0.48357142857142854,motor,194
MSC10,0.5328571428571428,motor,194
MSC01,0.4964285714285715,mixed,195
MSC02,0.5357142857142857,mixed,195
MSC03,0.48928571428571427,mixed,195
MSC04,0.47928571428571437,mixed,195
MSC05,0.5242857142857144,mixed,195
MSC06,0.515,mixed,195
MSC07,0.4892857142857144,mixed,195
MSC10,0.4964285714285714,mixed,195
MSC01,0.4914285714285715,mem,195
MSC02,0.51,mem,195
MSC03,0.4957142857142857,mem,195
MSC04,0.48571428571428577,mem,195
MSC05,0.5092857142857142,mem,195
MSC06,0.5057142857142857,mem,195
MSC07,0.5278571428571428,mem,195
MSC10,0.4942857142857143,mem,195
MSC01,0.5164285714285716,motor,195
MSC02,0.5135714285714286,motor,195
MSC03,0.4992857142857143,motor,195
MSC04,0.5114285714285715,motor,195
MSC05,0.5107142857142857,motor,195
MSC06,0.502857142857143,motor,195
MSC07,0.52,motor,195
MSC10,0.4957142857142856,motor,195
MSC01,0.5092857142857142,mixed,196
MSC02,0.5107142857142858,mixed,196
MSC03,0.4792857142857144,mixed,196
MSC04,0.5071428571428572,mixed,196
MSC05,0.4692857142857143,mixed,196
MSC06,0.5007142857142857,mixed,196
MSC07,0.49000000000000005,mixed,196
MSC10,0.48571428571428577,mixed,196
MSC01,0.5378571428571429,mem,196
MSC02,0.49214285714285716,mem,196
MSC03,0.4971428571428572,mem,196
MSC04,0.5007142857142857,mem,196
MSC05,0.4842857142857143,mem,196
MSC06,0.49142857142857144,mem,196
MSC07,0.5078571428571428,mem,196
MSC10,0.4892857142857143,mem,196
MSC01,0.5292857142857142,motor,196
MSC02,0.5078571428571429,motor,196
MSC03,0.4957142857142857,motor,196
MSC04,0.5257142857142857,motor,196
MSC05,0.5071428571428571,motor,196
MSC06,0.5035714285714287,motor,196
MSC07,0.47071428571428564,motor,196
MSC10,0.5071428571428571,motor,196
MSC01,0.49000000000000005,mixed,197
MSC02,0.5085714285714287,mixed,197
MSC03,0.49000000000000005,mixed,197
MSC04,0.515,mixed,197
MSC05,0.5200000000000001,mixed,197
MSC06,0.49571428571428566,mixed,197
MSC07,0.4914285714285715,mixed,197
MSC10,0.4992857142857143,mixed,197
MSC01,0.4928571428571429,mem,197
MSC02,0.5135714285714287,mem,197
MSC03,0.4864285714285714,mem,197
MSC04,0.5078571428571428,mem,197
MSC05,0.4771428571428572,mem,197
MSC06,0.5157142857142858,mem,197
MSC07,0.5057142857142859,mem,197
MSC10,0.5164285714285713,mem,197
MSC01,0.5085714285714287,motor,197
MSC02,0.4935714285714286,motor,197
MSC03,0.4842857142857143,motor,197
MSC04,0.5050000000000001,motor,197
MSC05,0.48500000000000004,motor,197
MSC06,0.485,motor,197
MSC07,0.4892857142857142,motor,197
MSC10,0.4957142857142857,motor,197
MSC01,0.5064285714285715,mixed,198
MSC02,0.5085714285714286,mixed,198
MSC03,0.5092857142857143,mixed,198
MSC04,0.48285714285714276,mixed,198
MSC05,0.49214285714285716,mixed,198
MSC06,0.5199999999999999,mixed,198
MSC07,0.5142857142857142,mixed,198
MSC10,0.4935714285714286,mixed,198
MSC01,0.49999999999999994,mem,198
MSC02,0.5171428571428571,mem,198
MSC03,0.5092857142857142,mem,198
MSC04,0.4857142857142857,mem,198
MSC05,0.49499999999999994,mem,198
MSC06,0.51,mem,198
MSC07,0.5114285714285713,mem,198
MSC10,0.5092857142857142,mem,198
MSC01,0.5278571428571429,motor,198
MSC02,0.5135714285714286,motor,198
MSC03,0.4907142857142857,motor,198
MSC04,0.5092857142857142,motor,198
MSC05,0.5135714285714286,motor,198
MSC06,0.48928571428571427,motor,198
MSC07,0.49500000000000005,motor,198
MSC10,0.4528571428571429,motor,198
MSC01,0.48928571428571427,mixed,199
MSC02,0.4971428571428572,mixed,199
MSC03,0.5064285714285716,mixed,199
MSC04,0.5014285714285714,mixed,199
MSC05,0.4928571428571429,mixed,199
MSC06,0.5071428571428571,mixed,199
MSC07,0.5107142857142858,mixed,199
MSC10,0.47857142857142854,mixed,199
MSC01,0.4935714285714286,mem,199
MSC02,0.49785714285714283,mem,199
MSC03,0.53,mem,199
MSC04,0.5407142857142857,mem,199
MSC05,0.5228571428571428,mem,199
MSC06,0.505,mem,199
MSC07,0.49857142857142867,mem,199
MSC10,0.5235714285714287,mem,199
MSC01,0.5142857142857142,motor,199
MSC02,0.5228571428571429,motor,199
MSC03,0.4835714285714286,motor,199
MSC04,0.5028571428571429,motor,199
MSC05,0.4828571428571428,motor,199
MSC06,0.49214285714285705,motor,199
MSC07,0.4992857142857143,motor,199
MSC10,0.49214285714285716,motor,199
MSC01,0.5042857142857143,mixed,200
MSC02,0.5071428571428571,mixed,200
MSC03,0.49071428571428577,mixed,200
MSC04,0.48571428571428577,mixed,200
MSC05,0.4864285714285715,mixed,200
MSC06,0.5064285714285715,mixed,200
MSC07,0.495,mixed,200
MSC10,0.4971428571428572,mixed,200
MSC01,0.5028571428571429,mem,200
MSC02,0.4864285714285715,mem,200
MSC03,0.5257142857142857,mem,200
MSC04,0.48928571428571427,mem,200
MSC05,0.5142857142857142,mem,200
MSC06,0.5171428571428571,mem,200
MSC07,0.5114285714285715,mem,200
MSC10,0.4642857142857143,mem,200
MSC01,0.5214285714285715,motor,200
MSC02,0.5114285714285713,motor,200
MSC03,0.5257142857142857,motor,200
MSC04,0.48357142857142854,motor,200
MSC05,0.4785714285714286,motor,200
MSC06,0.5171428571428571,motor,200
MSC07,0.5114285714285715,motor,200
MSC10,0.49142857142857144,motor,200
MSC01,0.49642857142857144,mixed,201
MSC02,0.49999999999999994,mixed,201
MSC03,0.5278571428571429,mixed,201
MSC04,0.5178571428571429,mixed,201
MSC05,0.5121428571428572,mixed,201
MSC06,0.5078571428571428,mixed,201
MSC07,0.4928571428571428,mixed,201
MSC10,0.4828571428571428,mixed,201
MSC01,0.5292857142857142,mem,201
MSC02,0.48285714285714293,mem,201
MSC03,0.5092857142857142,mem,201
MSC04,0.5321428571428571,mem,201
MSC05,0.48,mem,201
MSC06,0.4714285714285714,mem,201
MSC07,0.48214285714285715,mem,201
MSC10,0.5021428571428571,mem,201
MSC01,0.5014285714285716,motor,201
MSC02,0.4835714285714286,motor,201
MSC03,0.4978571428571428,motor,201
MSC04,0.48214285714285715,motor,201
MSC05,0.5050000000000001,motor,201
MSC06,0.505,motor,201
MSC07,0.51,motor,201
MSC10,0.5042857142857143,motor,201
MSC01,0.5207142857142857,mixed,202
MSC02,0.5007142857142858,mixed,202
MSC03,0.4828571428571428,mixed,202
MSC04,0.5092857142857143,mixed,202
MSC05,0.5171428571428572,mixed,202
MSC06,0.5042857142857144,mixed,202
MSC07,0.48857142857142855,mixed,202
MSC10,0.5007142857142858,mixed,202
MSC01,0.5178571428571428,mem,202
MSC02,0.51,mem,202
MSC03,0.49642857142857144,mem,202
MSC04,0.5178571428571429,mem,202
MSC05,0.5064285714285715,mem,202
MSC06,0.49428571428571433,mem,202
MSC07,0.5064285714285715,mem,202
MSC10,0.5214285714285715,mem,202
MSC01,0.4871428571428571,motor,202
MSC02,0.4978571428571428,motor,202
MSC03,0.5321428571428573,motor,202
MSC04,0.4935714285714286,motor,202
MSC05,0.5121428571428571,motor,202
MSC06,0.4821428571428572,motor,202
MSC07,0.5014285714285714,motor,202
MSC10,0.5007142857142858,motor,202
MSC01,0.48928571428571427,mixed,203
MSC02,0.4928571428571428,mixed,203
MSC03,0.48928571428571427,mixed,203
MSC04,0.5085714285714287,mixed,203
MSC05,0.4971428571428572,mixed,203
MSC06,0.5028571428571429,mixed,203
MSC07,0.5078571428571429,mixed,203
MSC10,0.5228571428571429,mixed,203
MSC01,0.4992857142857142,mem,203
MSC02,0.5278571428571429,mem,203
MSC03,0.4821428571428572,mem,203
MSC04,0.49071428571428566,mem,203
MSC05,0.4957142857142856,mem,203
MSC06,0.4864285714285714,mem,203
MSC07,0.5071428571428572,mem,203
MSC10,0.5078571428571429,mem,203
MSC01,0.4985714285714286,motor,203
MSC02,0.4821428571428572,motor,203
MSC03,0.51,motor,203
MSC04,0.49214285714285716,motor,203
MSC05,0.5078571428571429,motor,203
MSC06,0.49071428571428577,motor,203
MSC07,0.48,motor,203
MSC10,0.5092857142857143,motor,203
MSC01,0.5107142857142858,mixed,204
MSC02,0.5085714285714286,mixed,204
MSC03,0.47642857142857137,mixed,204
MSC04,0.4864285714285715,mixed,204
MSC05,0.4942857142857143,mixed,204
MSC06,0.5057142857142857,mixed,204
MSC07,0.5092857142857142,mixed,204
MSC10,0.5078571428571429,mixed,204
MSC01,0.4721428571428571,mem,204
MSC02,0.49714285714285716,mem,204
MSC03,0.5171428571428571,mem,204
MSC04,0.4907142857142857,mem,204
MSC05,0.48428571428571426,mem,204
MSC06,0.49071428571428566,mem,204
MSC07,0.4892857142857143,mem,204
MSC10,0.48857142857142855,mem,204
MSC01,0.49214285714285705,motor,204
MSC02,0.5092857142857142,motor,204
MSC03,0.4900000000000001,motor,204
MSC04,0.5021428571428571,motor,204
MSC05,0.5,motor,204
MSC06,0.5142857142857143,motor,204
MSC07,0.48928571428571427,motor,204
MSC10,0.5257142857142857,motor,204
MSC01,0.5042857142857143,mixed,205
MSC02,0.525,mixed,205
MSC03,0.5114285714285713,mixed,205
MSC04,0.5135714285714286,mixed,205
MSC05,0.4900000000000001,mixed,205
MSC06,0.49714285714285716,mixed,205
MSC07,0.48571428571428577,mixed,205
MSC10,0.4985714285714286,mixed,205
MSC01,0.49428571428571433,mem,205
MSC02,0.505,mem,205
MSC03,0.5278571428571428,mem,205
MSC04,0.5021428571428571,mem,205
MSC05,0.4992857142857144,mem,205
MSC06,0.48714285714285716,mem,205
MSC07,0.49857142857142867,mem,205
MSC10,0.48857142857142855,mem,205
MSC01,0.4971428571428572,motor,205
MSC02,0.49357142857142866,motor,205
MSC03,0.5064285714285716,motor,205
MSC04,0.5028571428571429,motor,205
MSC05,0.49714285714285716,motor,205
MSC06,0.495,motor,205
MSC07,0.5164285714285715,motor,205
MSC10,0.49999999999999994,motor,205
MSC01,0.4857142857142857,mixed,206
MSC02,0.4892857142857144,mixed,206
MSC03,0.5064285714285715,mixed,206
MSC04,0.4942857142857143,mixed,206
MSC05,0.48714285714285716,mixed,206
MSC06,0.4971428571428572,mixed,206
MSC07,0.48571428571428577,mixed,206
MSC10,0.49214285714285716,mixed,206
MSC01,0.5292857142857142,mem,206
MSC02,0.4642857142857143,mem,206
MSC03,0.4914285714285715,mem,206
MSC04,0.5021428571428571,mem,206
MSC05,0.5071428571428571,mem,206
MSC06,0.5078571428571429,mem,206
MSC07,0.505,mem,206
MSC10,0.49500000000000005,mem,206
MSC01,0.45857142857142863,motor,206
MSC02,0.4807142857142857,motor,206
MSC03,0.5,motor,206
MSC04,0.5,motor,206
MSC05,0.515,motor,206
MSC06,0.4957142857142857,motor,206
MSC07,0.5121428571428571,motor,206
MSC10,0.5078571428571429,motor,206
MSC01,0.515,mixed,207
MSC02,0.5178571428571429,mixed,207
MSC03,0.5014285714285714,mixed,207
MSC04,0.4892857142857143,mixed,207
MSC05,0.5057142857142856,mixed,207
MSC06,0.5028571428571429,mixed,207
MSC07,0.5171428571428571,mixed,207
MSC10,0.5192857142857142,mixed,207
MSC01,0.4964285714285714,mem,207
MSC02,0.4964285714285714,mem,207
MSC03,0.47071428571428575,mem,207
MSC04,0.5278571428571428,mem,207
MSC05,0.49642857142857144,mem,207
MSC06,0.48142857142857143,mem,207
MSC07,0.5014285714285714,mem,207
MSC10,0.4992857142857143,mem,207
MSC01,0.5149999999999999,motor,207
MSC02,0.495,motor,207
MSC03,0.4742857142857143,motor,207
MSC04,0.5385714285714286,motor,207
MSC05,0.49642857142857144,motor,207
MSC06,0.5000000000000001,motor,207
MSC07,0.49214285714285716,motor,207
MSC10,0.48714285714285716,motor,207
MSC01,0.49571428571428566,mixed,208
MSC02,0.4928571428571428,mixed,208
MSC03,0.465,mixed,208
MSC04,0.4764285714285714,mixed,208
MSC05,0.5121428571428572,mixed,208
MSC06,0.5128571428571428,mixed,208
MSC07,0.5042857142857142,mixed,208
MSC10,0.475,mixed,208
MSC01,0.5135714285714286,mem,208
MSC02,0.49642857142857144,mem,208
MSC03,0.5007142857142857,mem,208
MSC04,0.515,mem,208
MSC05,0.47500000000000003,mem,208
MSC06,0.4778571428571428,mem,208
MSC07,0.4892857142857143,mem,208
MSC10,0.5542857142857143,mem,208
MSC01,0.5057142857142856,motor,208
MSC02,0.505,motor,208
MSC03,0.5007142857142857,motor,208
MSC04,0.5371428571428573,motor,208
MSC05,0.47714285714285715,motor,208
MSC06,0.5021428571428571,motor,208
MSC07,0.5007142857142857,motor,208
MSC10,0.5128571428571429,motor,208
MSC01,0.49500000000000005,mixed,209
MSC02,0.5057142857142857,mixed,209
MSC03,0.46714285714285714,mixed,209
MSC04,0.4914285714285714,mixed,209
MSC05,0.5028571428571429,mixed,209
MSC06,0.49071428571428577,mixed,209
MSC07,0.5135714285714286,mixed,209
MSC10,0.49071428571428577,mixed,209
MSC01,0.47285714285714286,mem,209
MSC02,0.48857142857142855,mem,209
MSC03,0.48571428571428577,mem,209
MSC04,0.4785714285714286,mem,209
MSC05,0.505,mem,209
MSC06,0.5278571428571429,mem,209
MSC07,0.48428571428571426,mem,209
MSC10,0.49500000000000005,mem,209
MSC01,0.48857142857142855,motor,209
MSC02,0.5,motor,209
MSC03,0.5107142857142856,motor,209
MSC04,0.4878571428571429,motor,209
MSC05,0.5092857142857142,motor,209
MSC06,0.51,motor,209
MSC07,0.49000000000000005,motor,209
MSC10,0.4900000000000001,motor,209
MSC01,0.4928571428571429,mixed,210
MSC02,0.4878571428571429,mixed,210
MSC03,0.5121428571428571,mixed,210
MSC04,0.4878571428571428,mixed,210
MSC05,0.5035714285714287,mixed,210
MSC06,0.4914285714285715,mixed,210
MSC07,0.507142857142857,mixed,210
MSC10,0.5164285714285715,mixed,210
MSC01,0.49071428571428577,mem,210
MSC02,0.5078571428571429,mem,210
MSC03,0.5285714285714286,mem,210
MSC04,0.5114285714285715,mem,210
MSC05,0.48928571428571427,mem,210
MSC06,0.4878571428571429,mem,210
MSC07,0.48500000000000004,mem,210
MSC10,0.4921428571428571,mem,210
MSC01,0.4621428571428572,motor,210
MSC02,0.5114285714285715,motor,210
MSC03,0.4992857142857143,motor,210
MSC04,0.5178571428571429,motor,210
MSC05,0.5064285714285713,motor,210
MSC06,0.48142857142857143,motor,210
MSC07,0.5064285714285715,motor,210
MSC10,0.495,motor,210
MSC01,0.5007142857142857,mixed,211
MSC02,0.4892857142857143,mixed,211
MSC03,0.4878571428571428,mixed,211
MSC04,0.5214285714285715,mixed,211
MSC05,0.5078571428571429,mixed,211
MSC06,0.47642857142857137,mixed,211
MSC07,0.49357142857142866,mixed,211
MSC10,0.5085714285714286,mixed,211
MSC01,0.5014285714285714,mem,211
MSC02,0.5,mem,211
MSC03,0.51,mem,211
MSC04,0.48571428571428577,mem,211
MSC05,0.5107142857142857,mem,211
MSC06,0.5085714285714286,mem,211
MSC07,0.4814285714285715,mem,211
MSC10,0.4921428571428571,mem,211
MSC01,0.5128571428571428,motor,211
MSC02,0.4764285714285714,motor,211
MSC03,0.5228571428571429,motor,211
MSC04,0.5128571428571428,motor,211
MSC05,0.5192857142857142,motor,211
MSC06,0.4921428571428571,motor,211
MSC07,0.4992857142857143,motor,211
MSC10,0.4978571428571429,motor,211
MSC01,0.5178571428571429,mixed,212
MSC02,0.49642857142857144,mixed,212
MSC03,0.5057142857142857,mixed,212
MSC04,0.5192857142857144,mixed,212
MSC05,0.48,mixed,212
MSC06,0.47000000000000003,mixed,212
MSC07,0.5007142857142857,mixed,212
MSC10,0.48928571428571427,mixed,212
MSC01,0.5014285714285714,mem,212
MSC02,0.49214285714285716,mem,212
MSC03,0.48571428571428577,mem,212
MSC04,0.5064285714285715,mem,212
MSC05,0.4928571428571429,mem,212
MSC06,0.5057142857142857,mem,212
MSC07,0.5242857142857142,mem,212
MSC10,0.5392857142857143,mem,212
MSC01,0.5142857142857143,motor,212
MSC02,0.48428571428571426,motor,212
MSC03,0.49785714285714283,motor,212
MSC04,0.5142857142857142,motor,212
MSC05,0.5107142857142858,motor,212
MSC06,0.48142857142857143,motor,212
MSC07,0.4685714285714286,motor,212
MSC10,0.5071428571428571,motor,212
MSC01,0.4992857142857143,mixed,213
MSC02,0.4628571428571429,mixed,213
MSC03,0.4857142857142857,mixed,213
MSC04,0.49428571428571433,mixed,213
MSC05,0.4892857142857143,mixed,213
MSC06,0.48500000000000004,mixed,213
MSC07,0.5064285714285715,mixed,213
MSC10,0.4957142857142857,mixed,213
MSC01,0.4764285714285714,mem,213
MSC02,0.49214285714285727,mem,213
MSC03,0.5200000000000001,mem,213
MSC04,0.5321428571428571,mem,213
MSC05,0.5171428571428572,mem,213
MSC06,0.5164285714285713,mem,213
MSC07,0.4992857142857143,mem,213
MSC10,0.5285714285714286,mem,213
MSC01,0.5014285714285714,motor,213
MSC02,0.48714285714285716,motor,213
MSC03,0.48714285714285716,motor,213
MSC04,0.5314285714285715,motor,213
MSC05,0.5328571428571428,motor,213
MSC06,0.5071428571428571,motor,213
MSC07,0.4821428571428572,motor,213
MSC10,0.5071428571428572,motor,213
MSC01,0.49571428571428566,mixed,214
MSC02,0.5057142857142857,mixed,214
MSC03,0.5042857142857143,mixed,214
MSC04,0.5007142857142857,mixed,214
MSC05,0.5007142857142857,mixed,214
MSC06,0.49571428571428566,mixed,214
MSC07,0.5121428571428572,mixed,214
MSC10,0.51,mixed,214
MSC01,0.5107142857142858,mem,214
MSC02,0.5128571428571429,mem,214
MSC03,0.48214285714285715,mem,214
MSC04,0.49571428571428583,mem,214
MSC05,0.4957142857142857,mem,214
MSC06,0.51,mem,214
MSC07,0.47285714285714286,mem,214
MSC10,0.5042857142857143,mem,214
MSC01,0.5071428571428572,motor,214
MSC02,0.5228571428571429,motor,214
MSC03,0.5235714285714285,motor,214
MSC04,0.515,motor,214
MSC05,0.5128571428571428,motor,214
MSC06,0.49571428571428566,motor,214
MSC07,0.51,motor,214
MSC10,0.52,motor,214
MSC01,0.4842857142857144,mixed,215
MSC02,0.5014285714285714,mixed,215
MSC03,0.4921428571428571,mixed,215
MSC04,0.5028571428571429,mixed,215
MSC05,0.505,mixed,215
MSC06,0.5092857142857143,mixed,215
MSC07,0.4935714285714286,mixed,215
MSC10,0.48857142857142855,mixed,215
MSC01,0.5157142857142857,mem,215
MSC02,0.4957142857142857,mem,215
MSC03,0.49642857142857144,mem,215
MSC04,0.4742857142857143,mem,215
MSC05,0.5021428571428571,mem,215
MSC06,0.4835714285714286,mem,215
MSC07,0.485,mem,215
MSC10,0.5257142857142857,mem,215
MSC01,0.5085714285714286,motor,215
