sub,train_task,test_task,acc,frames
MSC05,mem,mixed,0.95,131
MSC06,mem,mixed,0.9000000000000001,131
MSC07,mem,mixed,0.75,131
MSC02,mem,mixed,0.5650000000000001,132
MSC05,mem,mixed,0.9549999999999998,132
MSC06,mem,mixed,0.9000000000000001,132
MSC07,mem,mixed,0.75,132
MSC02,mem,mixed,0.5650000000000001,132
MSC05,mem,mixed,0.9549999999999998,132
MSC06,mem,mixed,0.9000000000000001,132
MSC07,mem,mixed,0.75,132
MSC02,mem,mixed,0.5650000000000001,132
MSC05,mem,mixed,0.9549999999999998,132
MSC06,mem,mixed,0.9000000000000001,132
MSC07,mem,mixed,0.75,132
MSC02,mem,mixed,0.5650000000000001,132
MSC05,mem,mixed,0.9549999999999998,132
MSC06,mem,mixed,0.9000000000000001,132
MSC07,mem,mixed,0.75,132
MSC02,mem,mixed,0.5650000000000001,133
MSC05,mem,mixed,0.9650000000000001,133
MSC06,mem,mixed,0.9000000000000001,133
MSC07,mem,mixed,0.76,133
MSC02,mem,mixed,0.5650000000000001,133
MSC05,mem,mixed,0.9650000000000001,133
MSC06,mem,mixed,0.9000000000000001,133
MSC07,mem,mixed,0.76,133
MSC02,mem,mixed,0.5650000000000001,133
MSC05,mem,mixed,0.9650000000000001,133
MSC06,mem,mixed,0.9000000000000001,133
MSC07,mem,mixed,0.76,133
MSC02,mem,mixed,0.5650000000000001,134
MSC05,mem,mixed,0.96,134
MSC06,mem,mixed,0.8944444444444446,134
MSC07,mem,mixed,0.74,134
MSC02,mem,mixed,0.5650000000000001,134
MSC05,mem,mixed,0.96,134
MSC06,mem,mixed,0.8944444444444446,134
MSC07,mem,mixed,0.74,134
MSC02,mem,mixed,0.5650000000000001,134
MSC05,mem,mixed,0.96,134
MSC06,mem,mixed,0.8944444444444446,134
MSC07,mem,mixed,0.74,134
MSC02,mem,mixed,0.5650000000000001,134
MSC05,mem,mixed,0.96,134
MSC06,mem,mixed,0.8944444444444446,134
MSC07,mem,mixed,0.74,134
MSC02,mem,mixed,0.5700000000000001,135
MSC05,mem,mixed,0.96,135
MSC06,mem,mixed,0.8944444444444446,135
MSC07,mem,mixed,0.735,135
MSC02,mem,mixed,0.5700000000000001,135
MSC05,mem,mixed,0.96,135
MSC06,mem,mixed,0.8944444444444446,135
MSC07,mem,mixed,0.735,135
MSC02,mem,mixed,0.5700000000000001,135
MSC05,mem,mixed,0.96,135
MSC06,mem,mixed,0.8944444444444446,135
MSC07,mem,mixed,0.735,135
MSC02,mem,mixed,0.5700000000000001,135
MSC05,mem,mixed,0.96,135
MSC06,mem,mixed,0.8944444444444446,135
MSC07,mem,mixed,0.735,135
MSC02,mem,mixed,0.5700000000000001,136
MSC05,mem,mixed,0.96,136
MSC06,mem,mixed,0.9222222222222223,136
MSC07,mem,mixed,0.735,136
MSC02,mem,mixed,0.5700000000000001,136
MSC05,mem,mixed,0.96,136
MSC06,mem,mixed,0.9222222222222223,136
MSC07,mem,mixed,0.735,136
MSC02,mem,mixed,0.5700000000000001,136
MSC05,mem,mixed,0.96,136
MSC06,mem,mixed,0.9222222222222223,136
MSC07,mem,mixed,0.735,136
MSC02,mem,mixed,0.5700000000000001,136
MSC05,mem,mixed,0.96,136
MSC06,mem,mixed,0.9222222222222223,136
MSC07,mem,mixed,0.735,136
MSC02,mem,mixed,0.5700000000000001,137
MSC05,mem,mixed,0.985,137
MSC06,mem,mixed,0.9277777777777778,137
MSC07,mem,mixed,0.735,137
MSC02,mem,mixed,0.5700000000000001,137
MSC05,mem,mixed,0.985,137
MSC06,mem,mixed,0.9277777777777778,137
MSC07,mem,mixed,0.735,137
MSC02,mem,mixed,0.5700000000000001,137
MSC05,mem,mixed,0.985,137
MSC06,mem,mixed,0.9277777777777778,137
MSC07,mem,mixed,0.735,137
MSC02,mem,mixed,0.5700000000000001,137
MSC05,mem,mixed,0.985,137
MSC06,mem,mixed,0.9277777777777778,137
MSC07,mem,mixed,0.735,137
MSC02,mem,mixed,0.5700000000000001,138
MSC05,mem,mixed,0.9949999999999999,138
MSC06,mem,mixed,0.9277777777777778,138
MSC07,mem,mixed,0.735,138
MSC02,mem,mixed,0.5700000000000001,138
MSC05,mem,mixed,0.9949999999999999,138
MSC06,mem,mixed,0.9277777777777778,138
MSC07,mem,mixed,0.735,138
MSC02,mem,mixed,0.5700000000000001,138
MSC05,mem,mixed,0.9949999999999999,138
MSC06,mem,mixed,0.9277777777777778,138
MSC07,mem,mixed,0.735,138
MSC02,mem,mixed,0.5700000000000001,139
MSC05,mem,mixed,0.99,139
MSC06,mem,mixed,0.9277777777777778,139
MSC07,mem,mixed,0.725,139
MSC02,mem,mixed,0.5700000000000001,139
MSC05,mem,mixed,0.99,139
MSC06,mem,mixed,0.9277777777777778,139
MSC07,mem,mixed,0.725,139
MSC02,mem,mixed,0.5700000000000001,139
MSC05,mem,mixed,0.99,139
MSC06,mem,mixed,0.9277777777777778,139
MSC07,mem,mixed,0.725,139
MSC02,mem,mixed,0.5700000000000001,139
MSC05,mem,mixed,0.99,139
MSC06,mem,mixed,0.9277777777777778,139
MSC07,mem,mixed,0.725,139
MSC02,mem,mixed,0.5700000000000001,140
MSC05,mem,mixed,0.99,140
MSC06,mem,mixed,0.9277777777777778,140
MSC07,mem,mixed,0.725,140
MSC02,mem,mixed,0.5700000000000001,140
MSC05,mem,mixed,0.99,140
MSC06,mem,mixed,0.9277777777777778,140
MSC07,mem,mixed,0.725,140
MSC02,mem,mixed,0.5700000000000001,140
MSC05,mem,mixed,0.99,140
MSC06,mem,mixed,0.9277777777777778,140
MSC07,mem,mixed,0.725,140
MSC02,mem,mixed,0.5700000000000001,140
MSC05,mem,mixed,0.99,140
MSC06,mem,mixed,0.9277777777777778,140
MSC07,mem,mixed,0.725,140
MSC02,mem,mixed,0.575,141
MSC05,mem,mixed,0.99,141
MSC06,mem,mixed,0.9166666666666667,141
MSC07,mem,mixed,0.725,141
MSC02,mem,mixed,0.575,141
MSC05,mem,mixed,0.99,141
MSC06,mem,mixed,0.9166666666666667,141
MSC07,mem,mixed,0.725,141
MSC02,mem,mixed,0.575,141
MSC05,mem,mixed,0.99,141
MSC06,mem,mixed,0.9166666666666667,141
MSC07,mem,mixed,0.725,141
MSC02,mem,mixed,0.62,142
MSC05,mem,mixed,0.99,142
MSC06,mem,mixed,0.9277777777777778,142
MSC07,mem,mixed,0.7350000000000001,142
MSC02,mem,mixed,0.62,142
MSC05,mem,mixed,0.99,142
MSC06,mem,mixed,0.9277777777777778,142
MSC07,mem,mixed,0.7350000000000001,142
MSC02,mem,mixed,0.62,142
MSC05,mem,mixed,0.99,142
MSC06,mem,mixed,0.9277777777777778,142
MSC07,mem,mixed,0.7350000000000001,142
MSC02,mem,mixed,0.62,142
MSC05,mem,mixed,0.99,142
MSC06,mem,mixed,0.9277777777777778,142
MSC07,mem,mixed,0.7350000000000001,142
MSC02,mem,mixed,0.62,143
MSC05,mem,mixed,0.9850000000000001,143
MSC06,mem,mixed,0.9277777777777778,143
MSC07,mem,mixed,0.7500000000000001,143
MSC02,mem,mixed,0.62,143
MSC05,mem,mixed,0.9850000000000001,143
MSC06,mem,mixed,0.9277777777777778,143
MSC07,mem,mixed,0.7500000000000001,143
MSC02,mem,mixed,0.62,143
MSC05,mem,mixed,0.9850000000000001,143
MSC06,mem,mixed,0.9277777777777778,143
MSC07,mem,mixed,0.7500000000000001,143
MSC02,mem,mixed,0.62,143
MSC05,mem,mixed,0.9850000000000001,143
MSC06,mem,mixed,0.9277777777777778,143
MSC07,mem,mixed,0.7500000000000001,143
MSC02,mem,mixed,0.62,144
MSC05,mem,mixed,0.9850000000000001,144
MSC06,mem,mixed,0.9277777777777778,144
MSC07,mem,mixed,0.7499999999999999,144
MSC02,mem,mixed,0.62,144
MSC05,mem,mixed,0.9850000000000001,144
MSC06,mem,mixed,0.9277777777777778,144
MSC07,mem,mixed,0.7499999999999999,144
MSC02,mem,mixed,0.62,144
MSC05,mem,mixed,0.9850000000000001,144
MSC06,mem,mixed,0.9277777777777778,144
MSC07,mem,mixed,0.7499999999999999,144
MSC02,mem,mixed,0.62,145
MSC05,mem,mixed,0.9850000000000001,145
MSC06,mem,mixed,0.9388888888888889,145
MSC07,mem,mixed,0.755,145
MSC02,mem,mixed,0.62,145
MSC05,mem,mixed,0.9850000000000001,145
MSC06,mem,mixed,0.9388888888888889,145
MSC07,mem,mixed,0.755,145
MSC02,mem,mixed,0.62,145
MSC05,mem,mixed,0.9850000000000001,145
MSC06,mem,mixed,0.9388888888888889,145
MSC07,mem,mixed,0.755,145
MSC02,mem,mixed,0.62,145
MSC05,mem,mixed,0.9850000000000001,145
MSC06,mem,mixed,0.9388888888888889,145
MSC07,mem,mixed,0.755,145
MSC02,mem,mixed,0.62,146
MSC05,mem,mixed,0.9850000000000001,146
MSC06,mem,mixed,0.9388888888888889,146
MSC07,mem,mixed,0.8200000000000001,146
MSC02,mem,mixed,0.62,146
MSC05,mem,mixed,0.9850000000000001,146
MSC06,mem,mixed,0.9388888888888889,146
MSC07,mem,mixed,0.8200000000000001,146
MSC02,mem,mixed,0.62,146
MSC05,mem,mixed,0.9850000000000001,146
MSC06,mem,mixed,0.9388888888888889,146
MSC07,mem,mixed,0.8200000000000001,146
MSC02,mem,mixed,0.62,147
MSC05,mem,mixed,0.99,147
MSC06,mem,mixed,0.9388888888888889,147
MSC07,mem,mixed,0.8250000000000002,147
MSC02,mem,mixed,0.62,147
MSC05,mem,mixed,0.99,147
MSC06,mem,mixed,0.9388888888888889,147
MSC07,mem,mixed,0.8250000000000002,147
MSC02,mem,mixed,0.62,147
MSC05,mem,mixed,0.99,147
MSC06,mem,mixed,0.9388888888888889,147
MSC07,mem,mixed,0.8250000000000002,147
MSC02,mem,mixed,0.62,147
MSC05,mem,mixed,0.99,147
MSC06,mem,mixed,0.9388888888888889,147
MSC07,mem,mixed,0.8250000000000002,147
MSC02,mem,mixed,0.615,148
MSC05,mem,mixed,0.99,148
MSC06,mem,mixed,0.9388888888888889,148
MSC07,mem,mixed,0.8200000000000001,148
MSC02,mem,mixed,0.615,148
MSC05,mem,mixed,0.99,148
MSC06,mem,mixed,0.9388888888888889,148
MSC07,mem,mixed,0.8200000000000001,148
MSC02,mem,mixed,0.615,148
MSC05,mem,mixed,0.99,148
MSC06,mem,mixed,0.9388888888888889,148
MSC07,mem,mixed,0.8200000000000001,148
MSC02,mem,mixed,0.615,149
MSC05,mem,mixed,0.99,149
MSC06,mem,mixed,0.9388888888888889,149
MSC07,mem,mixed,0.77,149
MSC02,mem,mixed,0.615,149
MSC05,mem,mixed,0.99,149
MSC06,mem,mixed,0.9388888888888889,149
MSC07,mem,mixed,0.77,149
MSC02,mem,mixed,0.615,149
MSC05,mem,mixed,0.99,149
MSC06,mem,mixed,0.9388888888888889,149
MSC07,mem,mixed,0.77,149
MSC02,mem,mixed,0.615,149
MSC05,mem,mixed,0.99,149
MSC06,mem,mixed,0.9388888888888889,149
MSC07,mem,mixed,0.77,149
MSC02,mem,mixed,0.615,150
MSC05,mem,mixed,0.99,150
MSC06,mem,mixed,0.9333333333333333,150
MSC07,mem,mixed,0.77,150
MSC02,mem,mixed,0.615,150
MSC05,mem,mixed,0.99,150
MSC06,mem,mixed,0.9333333333333333,150
MSC07,mem,mixed,0.77,150
MSC02,mem,mixed,0.615,150
MSC05,mem,mixed,0.99,150
MSC06,mem,mixed,0.9333333333333333,150
MSC07,mem,mixed,0.77,150
MSC02,mem,mixed,0.615,151
MSC05,mem,mixed,0.99,151
MSC06,mem,mixed,0.9333333333333333,151
MSC07,mem,mixed,0.77,151
MSC02,mem,mixed,0.615,151
MSC05,mem,mixed,0.99,151
MSC06,mem,mixed,0.9333333333333333,151
MSC07,mem,mixed,0.77,151
MSC02,mem,mixed,0.615,151
MSC05,mem,mixed,0.99,151
MSC06,mem,mixed,0.9333333333333333,151
MSC07,mem,mixed,0.77,151
MSC02,mem,mixed,0.615,151
MSC05,mem,mixed,0.99,151
MSC06,mem,mixed,0.9333333333333333,151
MSC07,mem,mixed,0.77,151
MSC02,mem,mixed,0.615,152
MSC05,mem,mixed,0.99,152
MSC06,mem,mixed,0.9277777777777778,152
MSC07,mem,mixed,0.805,152
MSC02,mem,mixed,0.615,152
MSC05,mem,mixed,0.99,152
MSC06,mem,mixed,0.9277777777777778,152
MSC07,mem,mixed,0.805,152
MSC02,mem,mixed,0.615,152
MSC05,mem,mixed,0.99,152
MSC06,mem,mixed,0.9277777777777778,152
MSC07,mem,mixed,0.805,152
MSC02,mem,mixed,0.615,153
MSC05,mem,mixed,0.9949999999999999,153
MSC06,mem,mixed,0.9277777777777778,153
MSC07,mem,mixed,0.8150000000000001,153
MSC02,mem,mixed,0.615,153
MSC05,mem,mixed,0.9949999999999999,153
MSC06,mem,mixed,0.9277777777777778,153
MSC07,mem,mixed,0.8150000000000001,153
MSC02,mem,mixed,0.615,153
MSC05,mem,mixed,0.9949999999999999,153
MSC06,mem,mixed,0.9277777777777778,153
MSC07,mem,mixed,0.8150000000000001,153
MSC02,mem,mixed,0.615,154
MSC05,mem,mixed,1.0,154
MSC06,mem,mixed,0.9222222222222223,154
MSC07,mem,mixed,0.8150000000000001,154
MSC02,mem,mixed,0.615,154
MSC05,mem,mixed,1.0,154
MSC06,mem,mixed,0.9222222222222223,154
MSC07,mem,mixed,0.8150000000000001,154
MSC02,mem,mixed,0.615,154
MSC05,mem,mixed,1.0,154
MSC06,mem,mixed,0.9222222222222223,154
MSC07,mem,mixed,0.8150000000000001,154
MSC02,mem,mixed,0.615,154
MSC05,mem,mixed,1.0,154
MSC06,mem,mixed,0.9222222222222223,154
MSC07,mem,mixed,0.8150000000000001,154
MSC02,mem,mixed,0.615,155
MSC05,mem,mixed,1.0,155
MSC06,mem,mixed,0.9111111111111112,155
MSC07,mem,mixed,0.7949999999999999,155
MSC02,mem,mixed,0.615,155
MSC05,mem,mixed,1.0,155
MSC06,mem,mixed,0.9111111111111112,155
MSC07,mem,mixed,0.7949999999999999,155
MSC02,mem,mixed,0.615,155
MSC05,mem,mixed,1.0,155
MSC06,mem,mixed,0.9111111111111112,155
MSC07,mem,mixed,0.7949999999999999,155
MSC02,mem,mixed,0.615,156
MSC05,mem,mixed,0.9949999999999999,156
MSC06,mem,mixed,0.9166666666666667,156
MSC07,mem,mixed,0.7999999999999999,156
MSC02,mem,mixed,0.615,156
MSC05,mem,mixed,0.9949999999999999,156
MSC06,mem,mixed,0.9166666666666667,156
MSC07,mem,mixed,0.7999999999999999,156
MSC02,mem,mixed,0.615,156
MSC05,mem,mixed,0.9949999999999999,156
MSC06,mem,mixed,0.9166666666666667,156
MSC07,mem,mixed,0.7999999999999999,156
MSC02,mem,mixed,0.62,157
MSC05,mem,mixed,0.99,157
MSC06,mem,mixed,0.9111111111111112,157
MSC07,mem,mixed,0.8149999999999998,157
MSC02,mem,mixed,0.62,157
MSC05,mem,mixed,0.99,157
MSC06,mem,mixed,0.9111111111111112,157
MSC07,mem,mixed,0.8149999999999998,157
MSC02,mem,mixed,0.62,157
MSC05,mem,mixed,0.99,157
MSC06,mem,mixed,0.9111111111111112,157
MSC07,mem,mixed,0.8149999999999998,157
MSC02,mem,mixed,0.62,157
MSC05,mem,mixed,0.99,157
MSC06,mem,mixed,0.9111111111111112,157
MSC07,mem,mixed,0.8149999999999998,157
MSC02,mem,mixed,0.62,158
MSC05,mem,mixed,0.99,158
MSC06,mem,mixed,0.9055555555555557,158
MSC07,mem,mixed,0.8049999999999999,158
MSC02,mem,mixed,0.62,158
MSC05,mem,mixed,0.99,158
MSC06,mem,mixed,0.9055555555555557,158
MSC07,mem,mixed,0.8049999999999999,158
MSC02,mem,mixed,0.62,158
MSC05,mem,mixed,0.99,158
MSC06,mem,mixed,0.9055555555555557,158
MSC07,mem,mixed,0.8049999999999999,158
MSC02,mem,mixed,0.62,159
MSC05,mem,mixed,0.9949999999999999,159
MSC06,mem,mixed,0.9000000000000001,159
MSC07,mem,mixed,0.7949999999999999,159
MSC02,mem,mixed,0.62,159
MSC05,mem,mixed,0.9949999999999999,159
MSC06,mem,mixed,0.9000000000000001,159
MSC07,mem,mixed,0.7949999999999999,159
MSC02,mem,mixed,0.62,159
MSC05,mem,mixed,0.9949999999999999,159
MSC06,mem,mixed,0.9000000000000001,159
MSC07,mem,mixed,0.7949999999999999,159
MSC02,mem,mixed,0.63,160
MSC05,mem,mixed,0.9949999999999999,160
MSC06,mem,mixed,0.8944444444444445,160
MSC07,mem,mixed,0.7899999999999999,160
MSC02,mem,mixed,0.63,160
MSC05,mem,mixed,0.9949999999999999,160
MSC06,mem,mixed,0.8944444444444445,160
MSC07,mem,mixed,0.7899999999999999,160
MSC02,mem,mixed,0.63,160
MSC05,mem,mixed,0.9949999999999999,160
MSC06,mem,mixed,0.8944444444444445,160
MSC07,mem,mixed,0.7899999999999999,160
MSC02,mem,mixed,0.625,161
MSC05,mem,mixed,0.9949999999999999,161
MSC06,mem,mixed,0.8944444444444445,161
MSC07,mem,mixed,0.7899999999999999,161
MSC02,mem,mixed,0.625,161
MSC05,mem,mixed,0.9949999999999999,161
MSC06,mem,mixed,0.8944444444444445,161
MSC07,mem,mixed,0.7899999999999999,161
MSC02,mem,mixed,0.625,161
MSC05,mem,mixed,0.9949999999999999,161
MSC06,mem,mixed,0.8944444444444445,161
MSC07,mem,mixed,0.7899999999999999,161
MSC02,mem,mixed,0.62,162
MSC05,mem,mixed,0.9949999999999999,162
MSC06,mem,mixed,0.8944444444444445,162
MSC07,mem,mixed,0.7949999999999999,162
MSC02,mem,mixed,0.62,162
MSC05,mem,mixed,0.9949999999999999,162
MSC06,mem,mixed,0.8944444444444445,162
MSC07,mem,mixed,0.7949999999999999,162
MSC02,mem,mixed,0.62,162
MSC05,mem,mixed,0.9949999999999999,162
MSC06,mem,mixed,0.8944444444444445,162
MSC07,mem,mixed,0.7949999999999999,162
MSC02,mem,mixed,0.62,162
MSC05,mem,mixed,0.9949999999999999,162
MSC06,mem,mixed,0.8944444444444445,162
MSC07,mem,mixed,0.7949999999999999,162
MSC02,mem,mixed,0.62,163
MSC05,mem,mixed,0.9949999999999999,163
MSC06,mem,mixed,0.8944444444444445,163
MSC07,mem,mixed,0.8099999999999998,163
MSC02,mem,mixed,0.62,163
MSC05,mem,mixed,0.9949999999999999,163
MSC06,mem,mixed,0.8944444444444445,163
MSC07,mem,mixed,0.8099999999999998,163
MSC02,mem,mixed,0.62,163
MSC05,mem,mixed,0.9949999999999999,163
MSC06,mem,mixed,0.8944444444444445,163
MSC07,mem,mixed,0.8099999999999998,163
MSC02,mem,mixed,0.615,164
MSC05,mem,mixed,1.0,164
MSC06,mem,mixed,0.8944444444444445,164
MSC07,mem,mixed,0.8099999999999998,164
MSC02,mem,mixed,0.615,164
MSC05,mem,mixed,1.0,164
MSC06,mem,mixed,0.8944444444444445,164
MSC07,mem,mixed,0.8099999999999998,164
MSC02,mem,mixed,0.615,164
MSC05,mem,mixed,1.0,164
MSC06,mem,mixed,0.8944444444444445,164
MSC07,mem,mixed,0.8099999999999998,164
MSC02,mem,mixed,0.62,165
MSC05,mem,mixed,1.0,165
MSC06,mem,mixed,0.9,165
MSC07,mem,mixed,0.7999999999999999,165
MSC02,mem,mixed,0.62,165
MSC05,mem,mixed,1.0,165
MSC06,mem,mixed,0.9,165
MSC07,mem,mixed,0.7999999999999999,165
MSC02,mem,mixed,0.62,165
MSC05,mem,mixed,1.0,165
MSC06,mem,mixed,0.9,165
MSC07,mem,mixed,0.7999999999999999,165
MSC02,mem,mixed,0.62,166
MSC05,mem,mixed,1.0,166
MSC06,mem,mixed,0.888888888888889,166
MSC07,mem,mixed,0.8099999999999999,166
MSC02,mem,mixed,0.62,166
MSC05,mem,mixed,1.0,166
MSC06,mem,mixed,0.888888888888889,166
MSC07,mem,mixed,0.8099999999999999,166
MSC02,mem,mixed,0.62,166
MSC05,mem,mixed,1.0,166
MSC06,mem,mixed,0.888888888888889,166
MSC07,mem,mixed,0.8099999999999999,166
MSC02,mem,mixed,0.635,167
MSC05,mem,mixed,1.0,167
MSC06,mem,mixed,0.888888888888889,167
MSC07,mem,mixed,0.82,167
MSC02,mem,mixed,0.635,167
MSC05,mem,mixed,1.0,167
MSC06,mem,mixed,0.888888888888889,167
MSC07,mem,mixed,0.82,167
MSC02,mem,mixed,0.635,167
MSC05,mem,mixed,1.0,167
MSC06,mem,mixed,0.888888888888889,167
MSC07,mem,mixed,0.82,167
MSC02,mem,mixed,0.6450000000000002,168
MSC05,mem,mixed,1.0,168
MSC06,mem,mixed,0.8666666666666668,168
MSC07,mem,mixed,0.8299999999999998,168
MSC02,mem,mixed,0.6450000000000002,168
MSC05,mem,mixed,1.0,168
MSC06,mem,mixed,0.8666666666666668,168
MSC07,mem,mixed,0.8299999999999998,168
MSC02,mem,mixed,0.6450000000000002,168
MSC05,mem,mixed,1.0,168
MSC06,mem,mixed,0.8666666666666668,168
MSC07,mem,mixed,0.8299999999999998,168
MSC02,mem,mixed,0.6400000000000001,169
MSC05,mem,mixed,1.0,169
MSC06,mem,mixed,0.8444444444444444,169
MSC07,mem,mixed,0.825,169
MSC02,mem,mixed,0.6400000000000001,169
MSC05,mem,mixed,1.0,169
MSC06,mem,mixed,0.8444444444444444,169
MSC07,mem,mixed,0.825,169
MSC02,mem,mixed,0.6400000000000001,169
MSC05,mem,mixed,1.0,169
MSC06,mem,mixed,0.8444444444444444,169
MSC07,mem,mixed,0.825,169
MSC02,mem,mixed,0.63,170
MSC05,mem,mixed,1.0,170
MSC06,mem,mixed,0.8277777777777777,170
MSC07,mem,mixed,0.8099999999999998,170
MSC02,mem,mixed,0.63,170
MSC05,mem,mixed,1.0,170
MSC06,mem,mixed,0.8277777777777777,170
MSC07,mem,mixed,0.8099999999999998,170
MSC02,mem,mixed,0.63,170
MSC05,mem,mixed,1.0,170
MSC06,mem,mixed,0.8277777777777777,170
MSC07,mem,mixed,0.8099999999999998,170
MSC02,mem,mixed,0.6400000000000001,171
MSC05,mem,mixed,1.0,171
MSC06,mem,mixed,0.8277777777777777,171
MSC07,mem,mixed,0.8099999999999998,171
MSC02,mem,mixed,0.6400000000000001,171
MSC05,mem,mixed,1.0,171
MSC06,mem,mixed,0.8277777777777777,171
MSC07,mem,mixed,0.8099999999999998,171
MSC02,mem,mixed,0.6400000000000001,171
MSC05,mem,mixed,1.0,171
MSC06,mem,mixed,0.8277777777777777,171
MSC07,mem,mixed,0.8099999999999998,171
MSC02,mem,mixed,0.6500000000000001,172
MSC05,mem,mixed,1.0,172
MSC06,mem,mixed,0.8333333333333333,172
MSC07,mem,mixed,0.8049999999999999,172
MSC02,mem,mixed,0.6500000000000001,172
MSC05,mem,mixed,1.0,172
MSC06,mem,mixed,0.8333333333333333,172
MSC07,mem,mixed,0.8049999999999999,172
MSC02,mem,mixed,0.6500000000000001,172
MSC05,mem,mixed,1.0,172
MSC06,mem,mixed,0.8333333333333333,172
MSC07,mem,mixed,0.8049999999999999,172
MSC02,mem,mixed,0.675,173
MSC05,mem,mixed,1.0,173
MSC06,mem,mixed,0.8333333333333333,173
MSC07,mem,mixed,0.7949999999999999,173
MSC02,mem,mixed,0.675,173
MSC05,mem,mixed,1.0,173
MSC06,mem,mixed,0.8333333333333333,173
MSC07,mem,mixed,0.7949999999999999,173
MSC02,mem,mixed,0.675,173
MSC05,mem,mixed,1.0,173
MSC06,mem,mixed,0.8333333333333333,173
MSC07,mem,mixed,0.7949999999999999,173
MSC02,mem,mixed,0.675,174
MSC05,mem,mixed,1.0,174
MSC06,mem,mixed,0.8444444444444444,174
MSC07,mem,mixed,0.7849999999999999,174
MSC02,mem,mixed,0.675,174
MSC05,mem,mixed,1.0,174
MSC06,mem,mixed,0.8444444444444444,174
MSC07,mem,mixed,0.7849999999999999,174
MSC02,mem,mixed,0.675,174
MSC05,mem,mixed,1.0,174
MSC06,mem,mixed,0.8444444444444444,174
MSC07,mem,mixed,0.7849999999999999,174
MSC02,mem,mixed,0.6700000000000002,175
MSC05,mem,mixed,1.0,175
MSC06,mem,mixed,0.8388888888888888,175
MSC07,mem,mixed,0.77,175
MSC02,mem,mixed,0.6700000000000002,175
MSC05,mem,mixed,1.0,175
MSC06,mem,mixed,0.8388888888888888,175
MSC07,mem,mixed,0.77,175
MSC02,mem,mixed,0.6700000000000002,175
MSC05,mem,mixed,1.0,175
MSC06,mem,mixed,0.8388888888888888,175
MSC07,mem,mixed,0.77,175
MSC02,mem,mixed,0.665,176
MSC05,mem,mixed,1.0,176
MSC06,mem,mixed,0.8222222222222222,176
MSC07,mem,mixed,0.77,176
MSC02,mem,mixed,0.665,176
MSC05,mem,mixed,1.0,176
MSC06,mem,mixed,0.8222222222222222,176
MSC07,mem,mixed,0.77,176
MSC02,mem,mixed,0.665,176
MSC05,mem,mixed,1.0,176
MSC06,mem,mixed,0.8222222222222222,176
MSC07,mem,mixed,0.77,176
MSC02,mem,mixed,0.665,177
MSC05,mem,mixed,1.0,177
MSC06,mem,mixed,0.7611111111111111,177
MSC07,mem,mixed,0.775,177
MSC02,mem,mixed,0.665,177
MSC05,mem,mixed,1.0,177
MSC06,mem,mixed,0.7611111111111111,177
MSC07,mem,mixed,0.775,177
MSC02,mem,mixed,0.665,177
MSC05,mem,mixed,1.0,177
MSC06,mem,mixed,0.7611111111111111,177
MSC07,mem,mixed,0.775,177
MSC02,mem,mixed,0.6599999999999999,178
MSC05,mem,mixed,1.0,178
MSC06,mem,mixed,0.75,178
MSC07,mem,mixed,0.775,178
MSC02,mem,mixed,0.6599999999999999,178
MSC05,mem,mixed,1.0,178
MSC06,mem,mixed,0.75,178
MSC07,mem,mixed,0.775,178
MSC02,mem,mixed,0.6599999999999999,178
MSC05,mem,mixed,1.0,178
MSC06,mem,mixed,0.75,178
MSC07,mem,mixed,0.775,178
MSC02,mem,mixed,0.6599999999999999,179
MSC05,mem,mixed,1.0,179
MSC06,mem,mixed,0.7555555555555555,179
MSC07,mem,mixed,0.78,179
MSC02,mem,mixed,0.6599999999999999,179
MSC05,mem,mixed,1.0,179
MSC06,mem,mixed,0.7555555555555555,179
MSC07,mem,mixed,0.78,179
MSC02,mem,mixed,0.6599999999999999,179
MSC05,mem,mixed,1.0,179
MSC06,mem,mixed,0.7555555555555555,179
MSC07,mem,mixed,0.78,179
MSC02,mem,mixed,0.6599999999999999,180
MSC05,mem,mixed,1.0,180
MSC06,mem,mixed,0.7555555555555555,180
MSC07,mem,mixed,0.7849999999999999,180
MSC02,mem,mixed,0.6599999999999999,180
MSC05,mem,mixed,1.0,180
MSC06,mem,mixed,0.7555555555555555,180
MSC07,mem,mixed,0.7849999999999999,180
MSC02,mem,mixed,0.6599999999999999,180
MSC05,mem,mixed,1.0,180
MSC06,mem,mixed,0.7555555555555555,180
MSC07,mem,mixed,0.7849999999999999,180
MSC02,mem,mixed,0.6599999999999999,181
MSC05,mem,mixed,1.0,181
MSC06,mem,mixed,0.7611111111111111,181
MSC07,mem,mixed,0.7849999999999999,181
MSC02,mem,mixed,0.6599999999999999,181
MSC05,mem,mixed,1.0,181
MSC06,mem,mixed,0.7611111111111111,181
MSC07,mem,mixed,0.7849999999999999,181
MSC02,mem,mixed,0.6599999999999999,181
MSC05,mem,mixed,1.0,181
MSC06,mem,mixed,0.7611111111111111,181
MSC07,mem,mixed,0.7849999999999999,181
MSC02,mem,mixed,0.6599999999999999,182
MSC05,mem,mixed,0.9949999999999999,182
MSC06,mem,mixed,0.7666666666666666,182
MSC07,mem,mixed,0.7949999999999999,182
MSC02,mem,mixed,0.6599999999999999,182
MSC05,mem,mixed,0.9949999999999999,182
MSC06,mem,mixed,0.7666666666666666,182
MSC07,mem,mixed,0.7949999999999999,182
