sub,acc,train_task,test_task,iteration
MSC02,0.49714285714285716,mem,motor,966
MSC03,0.5007142857142858,mem,motor,966
MSC04,0.49214285714285705,mem,motor,966
MSC05,0.547142857142857,mem,motor,966
MSC06,0.5307142857142857,mem,motor,966
MSC07,0.4800000000000001,mem,motor,966
MSC10,0.5178571428571429,mem,motor,966
MSC01,0.4878571428571429,motor,mixed,966
MSC02,0.5007142857142857,motor,mixed,966
MSC03,0.5,motor,mixed,966
MSC04,0.49214285714285716,motor,mixed,966
MSC05,0.49142857142857144,motor,mixed,966
MSC06,0.4985714285714286,motor,mixed,966
MSC07,0.4942857142857143,motor,mixed,966
MSC10,0.47714285714285715,motor,mixed,966
MSC01,0.5,motor,mem,966
MSC02,0.4914285714285715,motor,mem,966
MSC03,0.4864285714285715,motor,mem,966
MSC04,0.49785714285714283,motor,mem,966
MSC05,0.4757142857142857,motor,mem,966
MSC06,0.4942857142857143,motor,mem,966
MSC07,0.5164285714285715,motor,mem,966
MSC10,0.4828571428571428,motor,mem,966
MSC01,0.53,mixed,mem,967
MSC02,0.505,mixed,mem,967
MSC03,0.4878571428571429,mixed,mem,967
MSC04,0.5064285714285715,mixed,mem,967
MSC05,0.505,mixed,mem,967
MSC06,0.5185714285714287,mixed,mem,967
MSC07,0.4978571428571429,mixed,mem,967
MSC10,0.5,mixed,mem,967
MSC01,0.5142857142857142,mixed,motor,967
MSC02,0.5035714285714287,mixed,motor,967
MSC03,0.4992857142857143,mixed,motor,967
MSC04,0.485,mixed,motor,967
MSC05,0.49071428571428566,mixed,motor,967
MSC06,0.4621428571428572,mixed,motor,967
MSC07,0.48000000000000004,mixed,motor,967
MSC10,0.4942857142857143,mixed,motor,967
MSC01,0.49857142857142855,mem,mixed,967
MSC02,0.5135714285714286,mem,mixed,967
MSC03,0.5107142857142858,mem,mixed,967
MSC04,0.505,mem,mixed,967
MSC05,0.4935714285714286,mem,mixed,967
MSC06,0.5028571428571429,mem,mixed,967
MSC07,0.5057142857142857,mem,mixed,967
MSC10,0.505,mem,mixed,967
MSC01,0.505,mem,motor,967
MSC02,0.48071428571428576,mem,motor,967
MSC03,0.5021428571428571,mem,motor,967
MSC04,0.4992857142857143,mem,motor,967
MSC05,0.5199999999999999,mem,motor,967
MSC06,0.4892857142857142,mem,motor,967
MSC07,0.5228571428571429,mem,motor,967
MSC10,0.5078571428571429,mem,motor,967
MSC01,0.4942857142857143,motor,mixed,967
MSC02,0.4778571428571428,motor,mixed,967
MSC03,0.4764285714285715,motor,mixed,967
MSC04,0.4828571428571428,motor,mixed,967
MSC05,0.5028571428571429,motor,mixed,967
MSC06,0.48571428571428577,motor,mixed,967
MSC07,0.5114285714285715,motor,mixed,967
MSC10,0.47857142857142865,motor,mixed,967
MSC01,0.5128571428571428,motor,mem,967
MSC02,0.4878571428571429,motor,mem,967
MSC03,0.5035714285714286,motor,mem,967
MSC04,0.5078571428571428,motor,mem,967
MSC05,0.48714285714285716,motor,mem,967
MSC06,0.5157142857142858,motor,mem,967
MSC07,0.5064285714285713,motor,mem,967
MSC10,0.4778571428571428,motor,mem,967
MSC01,0.5014285714285713,mixed,mem,968
MSC02,0.4971428571428572,mixed,mem,968
MSC03,0.49571428571428566,mixed,mem,968
MSC04,0.5028571428571428,mixed,mem,968
MSC05,0.4914285714285715,mixed,mem,968
MSC06,0.5257142857142858,mixed,mem,968
MSC07,0.4892857142857144,mixed,mem,968
MSC10,0.5035714285714287,mixed,mem,968
MSC01,0.5078571428571429,mixed,motor,968
MSC02,0.5,mixed,motor,968
MSC03,0.5178571428571429,mixed,motor,968
MSC04,0.4871428571428571,mixed,motor,968
MSC05,0.4778571428571428,mixed,motor,968
MSC06,0.5142857142857142,mixed,motor,968
MSC07,0.49071428571428566,mixed,motor,968
MSC10,0.49214285714285716,mixed,motor,968
MSC01,0.5228571428571429,mem,mixed,968
MSC02,0.4907142857142857,mem,mixed,968
MSC03,0.4964285714285714,mem,mixed,968
MSC04,0.49142857142857144,mem,mixed,968
MSC05,0.495,mem,mixed,968
MSC06,0.5228571428571429,mem,mixed,968
MSC07,0.4942857142857143,mem,mixed,968
MSC10,0.5,mem,mixed,968
MSC01,0.5192857142857142,mem,motor,968
MSC02,0.48857142857142855,mem,motor,968
MSC03,0.51,mem,motor,968
MSC04,0.4842857142857143,mem,motor,968
MSC05,0.5185714285714286,mem,motor,968
MSC06,0.48928571428571427,mem,motor,968
MSC07,0.4978571428571429,mem,motor,968
MSC10,0.4885714285714286,mem,motor,968
MSC01,0.49857142857142855,motor,mixed,968
MSC02,0.4992857142857142,motor,mixed,968
MSC03,0.5014285714285714,motor,mixed,968
MSC04,0.4957142857142857,motor,mixed,968
MSC05,0.5014285714285714,motor,mixed,968
MSC06,0.5028571428571429,motor,mixed,968
MSC07,0.4742857142857142,motor,mixed,968
MSC10,0.5121428571428571,motor,mixed,968
MSC01,0.5092857142857143,motor,mem,968
MSC02,0.5121428571428571,motor,mem,968
MSC03,0.49642857142857144,motor,mem,968
MSC04,0.49785714285714283,motor,mem,968
MSC05,0.5078571428571428,motor,mem,968
MSC06,0.4985714285714286,motor,mem,968
MSC07,0.5121428571428571,motor,mem,968
MSC10,0.5000000000000001,motor,mem,968
MSC01,0.5035714285714284,mixed,mem,969
MSC02,0.5307142857142858,mixed,mem,969
MSC03,0.5285714285714286,mixed,mem,969
MSC04,0.5128571428571429,mixed,mem,969
MSC05,0.5035714285714287,mixed,mem,969
MSC06,0.5,mixed,mem,969
MSC07,0.525,mixed,mem,969
MSC10,0.4992857142857143,mixed,mem,969
MSC01,0.5185714285714286,mixed,motor,969
MSC02,0.4985714285714286,mixed,motor,969
MSC03,0.4928571428571428,mixed,motor,969
MSC04,0.47785714285714287,mixed,motor,969
MSC05,0.47928571428571437,mixed,motor,969
MSC06,0.48000000000000004,mixed,motor,969
MSC07,0.4935714285714285,mixed,motor,969
MSC10,0.4992857142857143,mixed,motor,969
MSC01,0.495,mem,mixed,969
MSC02,0.4928571428571429,mem,mixed,969
MSC03,0.46642857142857147,mem,mixed,969
MSC04,0.5035714285714287,mem,mixed,969
MSC05,0.5185714285714286,mem,mixed,969
MSC06,0.4942857142857143,mem,mixed,969
MSC07,0.505,mem,mixed,969
MSC10,0.5021428571428571,mem,mixed,969
MSC01,0.495,mem,motor,969
MSC02,0.48928571428571427,mem,motor,969
MSC03,0.5157142857142858,mem,motor,969
MSC04,0.5114285714285715,mem,motor,969
MSC05,0.5007142857142857,mem,motor,969
MSC06,0.4785714285714286,mem,motor,969
MSC07,0.49428571428571433,mem,motor,969
MSC10,0.5185714285714286,mem,motor,969
MSC01,0.5071428571428571,motor,mixed,969
MSC02,0.4664285714285715,motor,mixed,969
MSC03,0.4914285714285715,motor,mixed,969
MSC04,0.5021428571428571,motor,mixed,969
MSC05,0.5035714285714287,motor,mixed,969
MSC06,0.5057142857142858,motor,mixed,969
MSC07,0.5114285714285715,motor,mixed,969
MSC10,0.505,motor,mixed,969
MSC01,0.49142857142857144,motor,mem,969
MSC02,0.5007142857142857,motor,mem,969
MSC03,0.5064285714285715,motor,mem,969
MSC04,0.5014285714285714,motor,mem,969
MSC05,0.48714285714285716,motor,mem,969
MSC06,0.4885714285714285,motor,mem,969
MSC07,0.5021428571428571,motor,mem,969
MSC10,0.525,motor,mem,969
MSC01,0.5085714285714287,mixed,mem,970
MSC02,0.4964285714285714,mixed,mem,970
MSC03,0.5121428571428571,mixed,mem,970
MSC04,0.49642857142857144,mixed,mem,970
MSC05,0.5257142857142857,mixed,mem,970
MSC06,0.4785714285714286,mixed,mem,970
MSC07,0.5121428571428571,mixed,mem,970
MSC10,0.5078571428571429,mixed,mem,970
MSC01,0.5221428571428571,mixed,motor,970
MSC02,0.48428571428571426,mixed,motor,970
MSC03,0.4828571428571428,mixed,motor,970
MSC04,0.4978571428571428,mixed,motor,970
MSC05,0.5007142857142857,mixed,motor,970
MSC06,0.5178571428571427,mixed,motor,970
MSC07,0.48142857142857143,mixed,motor,970
MSC10,0.5021428571428571,mixed,motor,970
MSC01,0.5071428571428571,mem,mixed,970
MSC02,0.49857142857142855,mem,mixed,970
MSC03,0.47571428571428565,mem,mixed,970
MSC04,0.5121428571428571,mem,mixed,970
MSC05,0.4971428571428572,mem,mixed,970
MSC06,0.5064285714285715,mem,mixed,970
MSC07,0.5092857142857143,mem,mixed,970
MSC10,0.4985714285714286,mem,mixed,970
MSC01,0.47357142857142864,mem,motor,970
MSC02,0.48214285714285715,mem,motor,970
MSC03,0.48999999999999994,mem,motor,970
MSC04,0.5128571428571428,mem,motor,970
MSC05,0.48142857142857143,mem,motor,970
MSC06,0.5149999999999999,mem,motor,970
MSC07,0.4692857142857143,mem,motor,970
MSC10,0.4828571428571428,mem,motor,970
MSC01,0.5121428571428571,motor,mixed,970
MSC02,0.5078571428571428,motor,mixed,970
MSC03,0.4707142857142858,motor,mixed,970
MSC04,0.47857142857142854,motor,mixed,970
MSC05,0.48571428571428577,motor,mixed,970
MSC06,0.49214285714285716,motor,mixed,970
MSC07,0.5064285714285715,motor,mixed,970
MSC10,0.4914285714285714,motor,mixed,970
MSC01,0.4971428571428572,motor,mem,970
MSC02,0.5107142857142858,motor,mem,970
MSC03,0.49785714285714283,motor,mem,970
MSC04,0.5014285714285714,motor,mem,970
MSC05,0.5042857142857143,motor,mem,970
MSC06,0.5064285714285715,motor,mem,970
MSC07,0.49642857142857144,motor,mem,970
MSC10,0.4992857142857143,motor,mem,970
MSC01,0.5042857142857143,mixed,mem,971
MSC02,0.48500000000000004,mixed,mem,971
MSC03,0.5028571428571429,mixed,mem,971
MSC04,0.5414285714285715,mixed,mem,971
MSC05,0.4928571428571429,mixed,mem,971
MSC06,0.5321428571428571,mixed,mem,971
MSC07,0.5050000000000001,mixed,mem,971
MSC10,0.5192857142857144,mixed,mem,971
MSC01,0.48428571428571426,mixed,motor,971
MSC02,0.5014285714285714,mixed,motor,971
MSC03,0.4807142857142857,mixed,motor,971
MSC04,0.485,mixed,motor,971
MSC05,0.5142857142857143,mixed,motor,971
MSC06,0.4764285714285714,mixed,motor,971
MSC07,0.5114285714285715,mixed,motor,971
MSC10,0.4992857142857143,mixed,motor,971
MSC01,0.495,mem,mixed,971
MSC02,0.5035714285714287,mem,mixed,971
MSC03,0.48,mem,mixed,971
MSC04,0.5078571428571429,mem,mixed,971
MSC05,0.4992857142857144,mem,mixed,971
MSC06,0.5114285714285715,mem,mixed,971
MSC07,0.4978571428571429,mem,mixed,971
MSC10,0.5057142857142858,mem,mixed,971
MSC01,0.4871428571428572,mem,motor,971
MSC02,0.4978571428571429,mem,motor,971
MSC03,0.5128571428571428,mem,motor,971
MSC04,0.5021428571428571,mem,motor,971
MSC05,0.5221428571428571,mem,motor,971
MSC06,0.5085714285714286,mem,motor,971
MSC07,0.4992857142857143,mem,motor,971
MSC10,0.5064285714285713,mem,motor,971
MSC01,0.49428571428571433,motor,mixed,971
MSC02,0.5264285714285715,motor,mixed,971
MSC03,0.5057142857142857,motor,mixed,971
MSC04,0.4907142857142857,motor,mixed,971
MSC05,0.49857142857142855,motor,mixed,971
MSC06,0.4985714285714286,motor,mixed,971
MSC07,0.495,motor,mixed,971
MSC10,0.5121428571428571,motor,mixed,971
MSC01,0.5164285714285713,motor,mem,971
MSC02,0.4978571428571428,motor,mem,971
MSC03,0.49785714285714283,motor,mem,971
MSC04,0.4978571428571429,motor,mem,971
MSC05,0.4814285714285715,motor,mem,971
MSC06,0.4957142857142857,motor,mem,971
MSC07,0.4935714285714285,motor,mem,971
MSC10,0.4864285714285715,motor,mem,971
MSC01,0.49500000000000005,mixed,mem,972
MSC02,0.48000000000000004,mixed,mem,972
MSC03,0.5071428571428571,mixed,mem,972
MSC04,0.5007142857142857,mixed,mem,972
MSC05,0.4964285714285714,mixed,mem,972
MSC06,0.4928571428571428,mixed,mem,972
MSC07,0.5214285714285715,mixed,mem,972
MSC10,0.4878571428571428,mixed,mem,972
MSC01,0.5078571428571429,mixed,motor,972
MSC02,0.47714285714285715,mixed,motor,972
MSC03,0.5114285714285715,mixed,motor,972
MSC04,0.5014285714285714,mixed,motor,972
MSC05,0.5021428571428571,mixed,motor,972
MSC06,0.4635714285714286,mixed,motor,972
MSC07,0.4992857142857142,mixed,motor,972
MSC10,0.5028571428571429,mixed,motor,972
MSC01,0.4971428571428572,mem,mixed,972
MSC02,0.4892857142857143,mem,mixed,972
MSC03,0.4935714285714285,mem,mixed,972
MSC04,0.5285714285714286,mem,mixed,972
MSC05,0.5007142857142857,mem,mixed,972
MSC06,0.49000000000000005,mem,mixed,972
MSC07,0.5171428571428572,mem,mixed,972
MSC10,0.5057142857142857,mem,mixed,972
MSC01,0.5007142857142858,mem,motor,972
MSC02,0.4892857142857143,mem,motor,972
MSC03,0.5014285714285714,mem,motor,972
MSC04,0.5085714285714287,mem,motor,972
MSC05,0.45428571428571424,mem,motor,972
MSC06,0.5107142857142858,mem,motor,972
MSC07,0.4964285714285715,mem,motor,972
MSC10,0.49142857142857144,mem,motor,972
MSC01,0.4771428571428572,motor,mixed,972
MSC02,0.4935714285714286,motor,mixed,972
MSC03,0.4821428571428572,motor,mixed,972
MSC04,0.4914285714285715,motor,mixed,972
MSC05,0.4964285714285714,motor,mixed,972
MSC06,0.49857142857142855,motor,mixed,972
MSC07,0.49214285714285716,motor,mixed,972
MSC10,0.4857142857142857,motor,mixed,972
MSC01,0.49142857142857144,motor,mem,972
MSC02,0.5014285714285714,motor,mem,972
MSC03,0.48428571428571426,motor,mem,972
MSC04,0.48428571428571426,motor,mem,972
MSC05,0.51,motor,mem,972
MSC06,0.4992857142857143,motor,mem,972
MSC07,0.5021428571428572,motor,mem,972
MSC10,0.49500000000000005,motor,mem,972
MSC01,0.48928571428571427,mixed,mem,973
MSC02,0.4978571428571429,mixed,mem,973
MSC03,0.5078571428571429,mixed,mem,973
MSC04,0.5114285714285715,mixed,mem,973
MSC05,0.5214285714285715,mixed,mem,973
MSC06,0.5207142857142857,mixed,mem,973
MSC07,0.5035714285714284,mixed,mem,973
MSC10,0.47500000000000003,mixed,mem,973
MSC01,0.4778571428571428,mixed,motor,973
MSC02,0.5071428571428572,mixed,motor,973
MSC03,0.5021428571428571,mixed,motor,973
MSC04,0.48571428571428565,mixed,motor,973
MSC05,0.5214285714285715,mixed,motor,973
MSC06,0.4992857142857143,mixed,motor,973
MSC07,0.4864285714285715,mixed,motor,973
MSC10,0.49428571428571433,mixed,motor,973
MSC01,0.4971428571428572,mem,mixed,973
MSC02,0.5007142857142857,mem,mixed,973
MSC03,0.5121428571428571,mem,mixed,973
MSC04,0.5207142857142857,mem,mixed,973
MSC05,0.49500000000000005,mem,mixed,973
MSC06,0.5085714285714286,mem,mixed,973
MSC07,0.5071428571428572,mem,mixed,973
MSC10,0.48928571428571427,mem,mixed,973
MSC01,0.49428571428571433,mem,motor,973
MSC02,0.5121428571428572,mem,motor,973
MSC03,0.48071428571428576,mem,motor,973
MSC04,0.5014285714285714,mem,motor,973
MSC05,0.49857142857142855,mem,motor,973
MSC06,0.5057142857142857,mem,motor,973
MSC07,0.4878571428571429,mem,motor,973
MSC10,0.4678571428571429,mem,motor,973
MSC01,0.5207142857142857,motor,mixed,973
MSC02,0.47214285714285714,motor,mixed,973
MSC03,0.4928571428571429,motor,mixed,973
MSC04,0.48714285714285716,motor,mixed,973
MSC05,0.5071428571428571,motor,mixed,973
MSC06,0.5107142857142858,motor,mixed,973
MSC07,0.505,motor,mixed,973
MSC10,0.49357142857142866,motor,mixed,973
MSC01,0.49714285714285716,motor,mem,973
MSC02,0.49142857142857144,motor,mem,973
MSC03,0.5214285714285715,motor,mem,973
MSC04,0.4942857142857143,motor,mem,973
MSC05,0.5014285714285714,motor,mem,973
MSC06,0.5021428571428571,motor,mem,973
MSC07,0.49642857142857144,motor,mem,973
MSC10,0.515,motor,mem,973
MSC01,0.4878571428571429,mixed,mem,974
MSC02,0.49714285714285705,mixed,mem,974
MSC03,0.5035714285714284,mixed,mem,974
MSC04,0.49142857142857144,mixed,mem,974
MSC05,0.48928571428571427,mixed,mem,974
MSC06,0.48285714285714293,mixed,mem,974
MSC07,0.49142857142857144,mixed,mem,974
MSC10,0.4964285714285715,mixed,mem,974
MSC01,0.5207142857142858,mixed,motor,974
MSC02,0.4942857142857143,mixed,motor,974
MSC03,0.4935714285714285,mixed,motor,974
MSC04,0.49357142857142844,mixed,motor,974
MSC05,0.4978571428571429,mixed,motor,974
MSC06,0.49071428571428566,mixed,motor,974
MSC07,0.47357142857142864,mixed,motor,974
MSC10,0.5314285714285714,mixed,motor,974
MSC01,0.48928571428571427,mem,mixed,974
MSC02,0.48142857142857143,mem,mixed,974
MSC03,0.4835714285714286,mem,mixed,974
MSC04,0.4992857142857143,mem,mixed,974
MSC05,0.5214285714285715,mem,mixed,974
MSC06,0.48214285714285715,mem,mixed,974
MSC07,0.5085714285714286,mem,mixed,974
MSC10,0.5071428571428572,mem,mixed,974
MSC01,0.48785714285714293,mem,motor,974
MSC02,0.5021428571428571,mem,motor,974
MSC03,0.5042857142857142,mem,motor,974
MSC04,0.4578571428571429,mem,motor,974
MSC05,0.535,mem,motor,974
MSC06,0.49142857142857144,mem,motor,974
MSC07,0.5078571428571429,mem,motor,974
MSC10,0.4821428571428572,mem,motor,974
MSC01,0.5078571428571429,motor,mixed,974
MSC02,0.5128571428571429,motor,mixed,974
MSC03,0.5042857142857143,motor,mixed,974
MSC04,0.47214285714285714,motor,mixed,974
MSC05,0.4721428571428571,motor,mixed,974
MSC06,0.5071428571428572,motor,mixed,974
MSC07,0.5035714285714287,motor,mixed,974
MSC10,0.5492857142857143,motor,mixed,974
MSC01,0.49214285714285716,motor,mem,974
MSC02,0.5042857142857143,motor,mem,974
MSC03,0.5171428571428572,motor,mem,974
MSC04,0.49571428571428566,motor,mem,974
MSC05,0.5085714285714286,motor,mem,974
MSC06,0.4935714285714286,motor,mem,974
MSC07,0.49714285714285716,motor,mem,974
MSC10,0.48142857142857143,motor,mem,974
MSC01,0.5,mixed,mem,975
MSC02,0.4885714285714287,mixed,mem,975
MSC03,0.5121428571428571,mixed,mem,975
MSC04,0.49000000000000005,mixed,mem,975
MSC05,0.4778571428571428,mixed,mem,975
MSC06,0.5192857142857142,mixed,mem,975
MSC07,0.4978571428571429,mixed,mem,975
MSC10,0.5057142857142857,mixed,mem,975
MSC01,0.5064285714285715,mixed,motor,975
MSC02,0.4800000000000001,mixed,motor,975
MSC03,0.5,mixed,motor,975
MSC04,0.49285714285714294,mixed,motor,975
MSC05,0.48857142857142855,mixed,motor,975
MSC06,0.4778571428571429,mixed,motor,975
MSC07,0.5121428571428571,mixed,motor,975
MSC10,0.4557142857142857,mixed,motor,975
MSC01,0.5,mem,mixed,975
MSC02,0.4928571428571429,mem,mixed,975
MSC03,0.4964285714285714,mem,mixed,975
MSC04,0.5071428571428571,mem,mixed,975
MSC05,0.5114285714285715,mem,mixed,975
MSC06,0.49571428571428583,mem,mixed,975
MSC07,0.48857142857142855,mem,mixed,975
MSC10,0.5157142857142857,mem,mixed,975
MSC01,0.5014285714285714,mem,motor,975
MSC02,0.495,mem,motor,975
MSC03,0.49071428571428577,mem,motor,975
MSC04,0.5078571428571428,mem,motor,975
MSC05,0.515,mem,motor,975
MSC06,0.5071428571428572,mem,motor,975
MSC07,0.5014285714285714,mem,motor,975
MSC10,0.4778571428571428,mem,motor,975
MSC01,0.5021428571428571,motor,mixed,975
MSC02,0.5014285714285716,motor,mixed,975
MSC03,0.5092857142857142,motor,mixed,975
MSC04,0.48428571428571426,motor,mixed,975
MSC05,0.5014285714285714,motor,mixed,975
MSC06,0.49714285714285716,motor,mixed,975
MSC07,0.5042857142857143,motor,mixed,975
MSC10,0.5114285714285715,motor,mixed,975
MSC01,0.46571428571428575,motor,mem,975
MSC02,0.4914285714285715,motor,mem,975
MSC03,0.4757142857142857,motor,mem,975
MSC04,0.4642857142857143,motor,mem,975
MSC05,0.5064285714285716,motor,mem,975
MSC06,0.4971428571428572,motor,mem,975
MSC07,0.5042857142857142,motor,mem,975
MSC10,0.5421428571428571,motor,mem,975
MSC01,0.5299999999999999,mixed,mem,976
MSC02,0.5171428571428572,mixed,mem,976
MSC03,0.4992857142857144,mixed,mem,976
MSC04,0.505,mixed,mem,976
MSC05,0.4914285714285714,mixed,mem,976
MSC06,0.505,mixed,mem,976
MSC07,0.4935714285714286,mixed,mem,976
MSC10,0.4942857142857143,mixed,mem,976
MSC01,0.49785714285714283,mixed,motor,976
MSC02,0.4971428571428572,mixed,motor,976
MSC03,0.5107142857142858,mixed,motor,976
MSC04,0.47428571428571425,mixed,motor,976
MSC05,0.48142857142857143,mixed,motor,976
MSC06,0.51,mixed,motor,976
MSC07,0.5257142857142857,mixed,motor,976
MSC10,0.4985714285714286,mixed,motor,976
MSC01,0.4892857142857144,mem,mixed,976
MSC02,0.5071428571428572,mem,mixed,976
MSC03,0.5135714285714286,mem,mixed,976
MSC04,0.4871428571428572,mem,mixed,976
MSC05,0.5228571428571429,mem,mixed,976
MSC06,0.4992857142857143,mem,mixed,976
MSC07,0.4942857142857143,mem,mixed,976
MSC10,0.5071428571428571,mem,mixed,976
MSC01,0.48428571428571426,mem,motor,976
MSC02,0.47214285714285714,mem,motor,976
MSC03,0.5014285714285714,mem,motor,976
MSC04,0.5142857142857142,mem,motor,976
MSC05,0.4814285714285715,mem,motor,976
MSC06,0.4978571428571429,mem,motor,976
MSC07,0.505,mem,motor,976
MSC10,0.49000000000000005,mem,motor,976
MSC01,0.5057142857142857,motor,mixed,976
MSC02,0.5164285714285715,motor,mixed,976
MSC03,0.4992857142857143,motor,mixed,976
MSC04,0.49785714285714283,motor,mixed,976
MSC05,0.47785714285714287,motor,mixed,976
MSC06,0.4971428571428572,motor,mixed,976
MSC07,0.49357142857142866,motor,mixed,976
MSC10,0.5071428571428572,motor,mixed,976
MSC01,0.5207142857142857,motor,mem,976
MSC02,0.48071428571428576,motor,mem,976
MSC03,0.47857142857142865,motor,mem,976
MSC04,0.5035714285714287,motor,mem,976
MSC05,0.4964285714285714,motor,mem,976
MSC06,0.4964285714285715,motor,mem,976
MSC07,0.5007142857142858,motor,mem,976
MSC10,0.5007142857142858,motor,mem,976
MSC01,0.47357142857142864,mixed,mem,977
MSC02,0.4885714285714287,mixed,mem,977
MSC03,0.4942857142857143,mixed,mem,977
MSC04,0.4857142857142857,mixed,mem,977
MSC05,0.5142857142857143,mixed,mem,977
MSC06,0.5192857142857144,mixed,mem,977
MSC07,0.5071428571428571,mixed,mem,977
MSC10,0.48999999999999994,mixed,mem,977
MSC01,0.4978571428571428,mixed,motor,977
MSC02,0.48357142857142854,mixed,motor,977
MSC03,0.5207142857142857,mixed,motor,977
MSC04,0.5121428571428571,mixed,motor,977
MSC05,0.5099999999999999,mixed,motor,977
MSC06,0.505,mixed,motor,977
MSC07,0.4935714285714286,mixed,motor,977
MSC10,0.5199999999999999,mixed,motor,977
MSC01,0.48285714285714293,mem,mixed,977
MSC02,0.4935714285714286,mem,mixed,977
MSC03,0.5071428571428571,mem,mixed,977
MSC04,0.5199999999999999,mem,mixed,977
MSC05,0.49785714285714283,mem,mixed,977
MSC06,0.48142857142857143,mem,mixed,977
MSC07,0.5178571428571429,mem,mixed,977
MSC10,0.47857142857142854,mem,mixed,977
MSC01,0.4928571428571429,mem,motor,977
MSC02,0.5192857142857142,mem,motor,977
MSC03,0.495,mem,motor,977
MSC04,0.47928571428571426,mem,motor,977
MSC05,0.4892857142857143,mem,motor,977
MSC06,0.49357142857142866,mem,motor,977
MSC07,0.4935714285714286,mem,motor,977
MSC10,0.5078571428571429,mem,motor,977
MSC01,0.5114285714285715,motor,mixed,977
MSC02,0.5007142857142858,motor,mixed,977
MSC03,0.4892857142857144,motor,mixed,977
MSC04,0.4907142857142857,motor,mixed,977
MSC05,0.47285714285714286,motor,mixed,977
MSC06,0.4935714285714286,motor,mixed,977
MSC07,0.5,motor,mixed,977
MSC10,0.5007142857142857,motor,mixed,977
MSC01,0.4985714285714286,motor,mem,977
MSC02,0.495,motor,mem,977
MSC03,0.49857142857142855,motor,mem,977
MSC04,0.5078571428571429,motor,mem,977
MSC05,0.4992857142857143,motor,mem,977
MSC06,0.5092857142857143,motor,mem,977
MSC07,0.4964285714285715,motor,mem,977
MSC10,0.5178571428571428,motor,mem,977
MSC01,0.5028571428571429,mixed,mem,978
MSC02,0.502857142857143,mixed,mem,978
MSC03,0.48714285714285716,mixed,mem,978
MSC04,0.4864285714285715,mixed,mem,978
MSC05,0.525,mixed,mem,978
MSC06,0.5064285714285715,mixed,mem,978
MSC07,0.5071428571428571,mixed,mem,978
MSC10,0.495,mixed,mem,978
MSC01,0.5121428571428571,mixed,motor,978
MSC02,0.49571428571428566,mixed,motor,978
MSC03,0.4978571428571428,mixed,motor,978
MSC04,0.5028571428571429,mixed,motor,978
MSC05,0.5021428571428571,mixed,motor,978
MSC06,0.53,mixed,motor,978
MSC07,0.5121428571428571,mixed,motor,978
MSC10,0.49785714285714283,mixed,motor,978
MSC01,0.47857142857142865,mem,mixed,978
MSC02,0.5171428571428571,mem,mixed,978
MSC03,0.4978571428571429,mem,mixed,978
MSC04,0.5021428571428571,mem,mixed,978
MSC05,0.47285714285714286,mem,mixed,978
MSC06,0.47857142857142854,mem,mixed,978
MSC07,0.5042857142857143,mem,mixed,978
MSC10,0.49142857142857144,mem,mixed,978
MSC01,0.4878571428571429,mem,motor,978
MSC02,0.5092857142857143,mem,motor,978
MSC03,0.4892857142857143,mem,motor,978
MSC04,0.49857142857142855,mem,motor,978
MSC05,0.5171428571428571,mem,motor,978
MSC06,0.5107142857142857,mem,motor,978
MSC07,0.5192857142857142,mem,motor,978
MSC10,0.4721428571428571,mem,motor,978
MSC01,0.48357142857142854,motor,mixed,978
MSC02,0.505,motor,mixed,978
MSC03,0.5071428571428572,motor,mixed,978
MSC04,0.49214285714285716,motor,mixed,978
MSC05,0.5021428571428571,motor,mixed,978
MSC06,0.4985714285714286,motor,mixed,978
MSC07,0.5057142857142857,motor,mixed,978
MSC10,0.5014285714285714,motor,mixed,978
MSC01,0.5249999999999999,motor,mem,978
MSC02,0.4992857142857143,motor,mem,978
MSC03,0.5021428571428572,motor,mem,978
MSC04,0.5278571428571428,motor,mem,978
MSC05,0.4928571428571429,motor,mem,978
MSC06,0.49642857142857144,motor,mem,978
MSC07,0.4892857142857143,motor,mem,978
MSC10,0.4935714285714286,motor,mem,978
MSC01,0.4935714285714285,mixed,mem,979
MSC02,0.5164285714285715,mixed,mem,979
MSC03,0.5085714285714287,mixed,mem,979
MSC04,0.4957142857142857,mixed,mem,979
MSC05,0.5121428571428572,mixed,mem,979
MSC06,0.5128571428571428,mixed,mem,979
MSC07,0.5171428571428571,mixed,mem,979
MSC10,0.49285714285714277,mixed,mem,979
MSC01,0.4928571428571428,mixed,motor,979
MSC02,0.5178571428571429,mixed,motor,979
MSC03,0.515,mixed,motor,979
MSC04,0.49857142857142855,mixed,motor,979
MSC05,0.4857142857142857,mixed,motor,979
MSC06,0.4742857142857143,mixed,motor,979
MSC07,0.5028571428571429,mixed,motor,979
MSC10,0.5057142857142858,mixed,motor,979
MSC01,0.5042857142857143,mem,mixed,979
MSC02,0.48714285714285716,mem,mixed,979
MSC03,0.48357142857142865,mem,mixed,979
MSC04,0.4914285714285715,mem,mixed,979
MSC05,0.49214285714285716,mem,mixed,979
MSC06,0.4978571428571429,mem,mixed,979
MSC07,0.5085714285714286,mem,mixed,979
MSC10,0.5200000000000001,mem,mixed,979
MSC01,0.5107142857142857,mem,motor,979
MSC02,0.5157142857142858,mem,motor,979
MSC03,0.48714285714285716,mem,motor,979
MSC04,0.5028571428571428,mem,motor,979
