train,acc,network
MSC06,0.0,334
MSC07,0.0,334
MSC10,0.0,334
MSC01,0.0,337
MSC02,0.0,337
MSC03,0.0,337
MSC04,0.0,337
MSC05,0.0,337
MSC06,0.0,337
MSC07,0.0,337
MSC10,0.0,337
MSC01,0.0,339
MSC02,0.0,339
MSC03,0.0,339
MSC04,0.0,339
MSC05,0.0,339
MSC06,0.0,339
MSC07,0.0,339
MSC10,0.0,339
MSC01,0.0,342
MSC02,0.0,342
MSC03,0.0,342
MSC04,0.0,342
MSC05,0.0,342
MSC06,0.0,342
MSC07,0.0,342
MSC10,0.0,342
MSC01,0.0,344
MSC02,0.0,344
MSC03,0.0,344
MSC04,0.0,344
MSC05,0.0,344
MSC06,0.0,344
MSC07,0.0,344
MSC10,0.0,344
MSC01,0.0,347
MSC02,0.0,347
MSC03,0.0,347
MSC04,0.0,347
MSC05,0.0,347
MSC06,0.0,347
MSC07,0.0,347
MSC10,0.0,347
MSC01,0.0,349
MSC02,0.0,349
MSC03,0.0,349
MSC04,0.0,349
MSC05,0.0,349
MSC06,0.0,349
MSC07,0.0,349
MSC10,0.0,349
MSC01,0.0,352
MSC02,0.0,352
MSC03,0.0,352
MSC04,0.0,352
MSC05,0.0,352
MSC06,0.0,352
MSC07,0.0,352
MSC10,0.0,352
MSC01,0.0,355
MSC02,0.0,355
MSC03,0.0,355
MSC04,0.0,355
MSC05,0.0,355
MSC06,0.0,355
MSC07,0.0,355
MSC10,0.0,355
MSC01,0.0,357
MSC02,0.0,357
MSC03,0.0,357
MSC04,0.0,357
MSC05,0.0,357
MSC06,0.0,357
MSC07,0.0,357
MSC10,0.0,357
MSC01,-0.01,360
MSC02,0.0,360
MSC03,0.0,360
MSC04,0.0,360
MSC05,0.0,360
MSC06,0.0,360
MSC07,0.0,360
MSC10,0.0,360
MSC01,0.0,363
MSC02,0.0,363
MSC03,0.0,363
MSC04,0.0,363
MSC05,0.0,363
MSC06,0.0,363
MSC07,0.0,363
MSC10,0.0,363
MSC01,0.0,365
MSC02,0.0,365
MSC03,0.0,365
MSC04,0.0,365
MSC05,0.0,365
MSC06,0.0,365
MSC07,0.0,365
MSC10,0.0,365
MSC01,0.0,368
MSC02,0.0,368
MSC03,0.0,368
MSC04,0.0,368
MSC05,0.0,368
MSC06,0.0,368
MSC07,0.0,368
MSC10,0.0,368
MSC01,0.0,371
MSC02,0.0,371
MSC03,0.0,371
MSC04,0.0,371
MSC05,0.0,371
MSC06,0.0,371
MSC07,0.0,371
MSC10,0.0,371
MSC01,0.0,373
MSC02,0.0,373
MSC03,0.0,373
MSC04,0.0,373
MSC05,0.0,373
MSC06,0.0,373
MSC07,0.0,373
MSC10,0.0,373
MSC01,0.0,376
MSC02,0.0,376
MSC03,0.0,376
MSC04,0.0,376
MSC05,0.0,376
MSC06,0.0,376
MSC07,0.0,376
MSC10,0.0,376
MSC01,0.0,379
MSC02,0.0,379
MSC03,0.0,379
MSC04,0.0,379
MSC05,0.0,379
MSC06,0.0,379
MSC07,0.0,379
MSC10,0.0,379
MSC01,0.0,382
MSC02,0.0,382
MSC03,0.0,382
MSC04,0.0,382
MSC05,0.0,382
MSC06,0.0,382
MSC07,0.0,382
MSC10,0.0,382
MSC01,0.0,385
MSC02,0.0,385
MSC03,0.0,385
MSC04,0.0,385
MSC05,0.0,385
MSC06,0.0,385
MSC07,0.0,385
MSC10,0.0,385
MSC01,0.0,387
MSC02,0.0,387
MSC03,0.0,387
MSC04,0.0,387
MSC05,0.0,387
MSC06,0.0,387
MSC07,0.0,387
MSC10,0.0,387
MSC01,0.0,390
MSC02,0.0,390
MSC03,0.0,390
MSC04,0.0,390
MSC05,0.0,390
MSC06,0.0,390
MSC07,0.0,390
MSC10,0.0,390
MSC01,0.0,393
MSC02,0.0,393
MSC03,0.0,393
MSC04,0.0,393
MSC05,0.0,393
MSC06,0.0,393
MSC07,0.0,393
MSC10,0.0,393
MSC01,0.0,396
MSC02,0.0,396
MSC03,0.0,396
MSC04,0.0,396
MSC05,0.0,396
MSC06,0.0,396
MSC07,0.0,396
MSC10,0.0,396
MSC01,0.0,399
MSC02,0.0,399
MSC03,0.0,399
MSC04,0.0,399
MSC05,0.0,399
MSC06,0.0,399
MSC07,0.0,399
MSC10,0.0,399
MSC01,0.0,402
MSC02,0.0,402
MSC03,0.0,402
MSC04,0.0,402
MSC05,0.0,402
MSC06,0.0,402
MSC07,0.0,402
MSC10,0.0,402
MSC01,0.0,405
MSC02,0.0,405
MSC03,0.0,405
MSC04,0.0,405
MSC05,0.0,405
MSC06,0.0,405
MSC07,0.0,405
MSC10,0.0,405
MSC01,-0.01,408
MSC02,0.0,408
MSC03,0.0,408
MSC04,0.0,408
MSC05,0.0,408
MSC06,0.0,408
MSC07,0.0,408
MSC10,0.0,408
MSC01,0.0,411
MSC02,0.0,411
MSC03,0.0,411
MSC04,0.0,411
MSC05,0.0,411
MSC06,0.0,411
MSC07,0.0,411
MSC10,0.0,411
MSC01,0.0,414
MSC02,0.0,414
MSC03,0.0,414
MSC04,0.0,414
MSC05,0.0,414
MSC06,0.0,414
MSC07,0.0,414
MSC10,0.0,414
MSC01,0.0,417
MSC02,0.0,417
MSC03,0.0,417
MSC04,0.0,417
MSC05,0.0,417
MSC06,0.0,417
MSC07,0.0,417
MSC10,0.0,417
MSC01,0.0,420
MSC02,0.0,420
MSC03,0.0,420
MSC04,0.0,420
MSC05,0.0,420
MSC06,0.0,420
MSC07,0.0,420
MSC10,0.0,420
MSC01,0.0,423
MSC02,0.0,423
MSC03,0.0,423
MSC04,0.0,423
MSC05,0.0,423
MSC06,0.0,423
MSC07,0.0,423
MSC10,0.0,423
MSC01,0.0,427
MSC02,0.0,427
MSC03,0.0,427
MSC04,0.0,427
MSC05,0.0,427
MSC06,0.0,427
MSC07,0.0,427
MSC10,0.0,427
MSC01,0.0,430
MSC02,0.0,430
MSC03,0.0,430
MSC04,0.0,430
MSC05,0.0,430
MSC06,0.0,430
MSC07,0.0,430
MSC10,0.0,430
MSC01,0.0,433
MSC02,0.0,433
MSC03,0.0,433
MSC04,0.0,433
MSC05,0.0,433
MSC06,0.0,433
MSC07,0.0,433
MSC10,0.0,433
MSC01,-0.01,436
MSC02,0.0,436
MSC03,0.0,436
MSC04,0.0,436
MSC05,0.0,436
MSC06,0.0,436
MSC07,0.0,436
MSC10,0.0,436
MSC01,0.0,439
MSC02,0.0,439
MSC03,0.0,439
MSC04,0.0,439
MSC05,0.0,439
MSC06,0.0,439
MSC07,0.0,439
MSC10,0.0,439
MSC01,0.0,443
MSC02,0.0,443
MSC03,0.0,443
MSC04,0.0,443
MSC05,0.0,443
MSC06,0.0,443
MSC07,0.0,443
MSC10,0.0,443
MSC01,0.0,446
MSC02,0.0,446
MSC03,0.0,446
MSC04,0.0,446
MSC05,0.0,446
MSC06,0.0,446
MSC07,0.0,446
MSC10,0.0,446
MSC01,0.0,449
MSC02,0.0,449
MSC03,0.0,449
MSC04,0.0,449
MSC05,0.0,449
MSC06,0.0,449
MSC07,0.0,449
MSC10,0.0,449
MSC01,0.0,452
MSC02,0.0,452
MSC03,0.0,452
MSC04,0.0,452
MSC05,0.0,452
MSC06,-0.01,452
MSC07,0.0,452
MSC10,0.0,452
MSC01,0.0,456
MSC02,0.0,456
MSC03,0.0,456
MSC04,0.0,456
MSC05,0.0,456
MSC06,0.0,456
MSC07,0.0,456
MSC10,0.0,456
MSC01,0.0,459
MSC02,0.0,459
MSC03,0.0,459
MSC04,0.0,459
MSC05,0.0,459
MSC06,-0.01,459
MSC07,0.0,459
MSC10,0.0,459
MSC01,0.0,463
MSC02,0.0,463
MSC03,0.0,463
MSC04,0.0,463
MSC05,0.0,463
MSC06,0.0,463
MSC07,0.0,463
MSC10,0.0,463
MSC01,0.0,466
MSC02,0.0,466
MSC03,0.0,466
MSC04,0.0,466
MSC05,0.0,466
MSC06,0.0,466
MSC07,0.0,466
MSC10,0.0,466
MSC01,0.0,469
MSC02,0.0,469
MSC03,0.0,469
MSC04,0.0,469
MSC05,0.0,469
MSC06,0.0,469
MSC07,0.0,469
MSC10,0.0,469
MSC01,0.0,473
MSC02,0.0,473
MSC03,0.0,473
MSC04,0.0,473
MSC05,0.0,473
MSC06,0.0,473
MSC07,0.0,473
MSC10,0.0,473
MSC01,0.0,476
MSC02,0.0,476
MSC03,0.0,476
MSC04,0.0,476
MSC05,0.0,476
MSC06,0.01,476
MSC07,0.0,476
MSC10,0.0,476
MSC01,0.0,480
MSC02,0.0,480
MSC03,0.0,480
MSC04,0.0,480
MSC05,0.0,480
MSC06,0.0,480
MSC07,0.0,480
MSC10,0.0,480
MSC01,0.0,484
MSC02,0.0,484
MSC03,0.0,484
MSC04,0.0,484
MSC05,0.0,484
MSC06,0.0,484
MSC07,0.0,484
MSC10,0.0,484
MSC01,0.0,487
MSC02,0.0,487
MSC03,0.0,487
MSC04,0.0,487
MSC05,0.0,487
MSC06,0.0,487
MSC07,0.0,487
MSC10,0.0,487
MSC01,0.0,491
MSC02,0.0,491
MSC03,0.0,491
MSC04,0.0,491
MSC05,0.0,491
MSC06,0.0,491
MSC07,0.0,491
MSC10,0.0,491
MSC01,0.0,494
MSC02,0.0,494
MSC03,0.0,494
MSC04,0.0,494
MSC05,0.0,494
MSC06,0.0,494
MSC07,0.0,494
MSC10,0.0,494
MSC01,0.0,498
MSC02,0.0,498
MSC03,0.0,498
MSC04,0.0,498
MSC05,0.0,498
MSC06,0.0,498
MSC07,0.0,498
MSC10,0.0,498
MSC01,0.0,502
MSC02,0.0,502
MSC03,0.0,502
MSC04,0.0,502
MSC05,0.0,502
MSC06,0.0,502
MSC07,0.0,502
MSC10,0.0,502
MSC01,-0.01,505
MSC02,0.0,505
MSC03,0.0,505
MSC04,0.0,505
MSC05,0.0,505
MSC06,0.0,505
MSC07,0.0,505
MSC10,0.0,505
MSC01,0.0,509
MSC02,0.0,509
MSC03,0.0,509
MSC04,0.0,509
MSC05,0.0,509
MSC06,0.0,509
MSC07,0.0,509
MSC10,0.0,509
MSC01,-0.01,513
MSC02,0.0,513
MSC03,0.0,513
MSC04,0.0,513
MSC05,0.0,513
MSC06,0.0,513
MSC07,0.0,513
MSC10,0.0,513
MSC01,0.0,517
MSC02,0.0,517
MSC03,0.0,517
MSC04,0.0,517
MSC05,0.0,517
MSC06,-0.01,517
MSC07,0.0,517
MSC10,0.0,517
MSC01,0.0,521
MSC02,0.0,521
MSC03,0.0,521
MSC04,0.0,521
MSC05,0.0,521
MSC06,0.0,521
MSC07,0.0,521
MSC10,0.0,521
MSC01,0.0,524
MSC02,0.0,524
MSC03,0.0,524
MSC04,0.0,524
MSC05,0.0,524
MSC06,0.0,524
MSC07,0.0,524
MSC10,0.0,524
MSC01,0.0,528
MSC02,0.0,528
MSC03,0.0,528
MSC04,0.0,528
MSC05,0.0,528
MSC06,0.0,528
MSC07,0.0,528
MSC10,0.0,528
MSC01,0.0,532
MSC02,0.0,532
MSC03,0.0,532
MSC04,0.0,532
MSC05,0.0,532
MSC06,0.0,532
MSC07,0.0,532
MSC10,0.0,532
MSC01,0.0,536
MSC02,0.0,536
MSC03,0.0,536
MSC04,0.0,536
MSC05,0.0,536
MSC06,0.0,536
MSC07,0.0,536
MSC10,0.0,536
MSC01,0.0,540
MSC02,0.0,540
MSC03,0.0,540
MSC04,0.0,540
MSC05,0.0,540
MSC06,0.0,540
MSC07,0.0,540
MSC10,0.0,540
MSC01,0.0,544
MSC02,0.0,544
MSC03,0.0,544
MSC04,0.0,544
MSC05,0.0,544
MSC06,0.0,544
MSC07,0.0,544
MSC10,0.0,544
MSC01,0.0,548
MSC02,0.0,548
MSC03,0.0,548
MSC04,0.0,548
MSC05,0.0,548
MSC06,0.0,548
MSC07,0.0,548
MSC10,0.0,548
MSC01,-0.01,552
MSC02,0.0,552
MSC03,0.0,552
MSC04,0.0,552
MSC05,0.0,552
MSC06,0.0,552
MSC07,0.0,552
MSC10,0.0,552
MSC01,0.0,556
MSC02,0.0,556
MSC03,0.0,556
MSC04,0.0,556
MSC05,0.0,556
MSC06,0.0,556
MSC07,0.0,556
MSC10,0.0,556
MSC01,0.0,560
MSC02,0.0,560
MSC03,0.0,560
MSC04,0.0,560
MSC05,0.0,560
MSC06,0.0,560
MSC07,0.0,560
MSC10,0.0,560
MSC01,0.0,565
MSC02,0.0,565
MSC03,0.0,565
MSC04,0.0,565
MSC05,0.0,565
MSC06,0.0,565
MSC07,0.0,565
MSC10,0.0,565
MSC01,-0.01,569
MSC02,0.0,569
MSC03,0.0,569
MSC04,0.0,569
MSC05,0.0,569
MSC06,-0.01,569
MSC07,0.0,569
MSC10,0.0,569
MSC01,0.0,573
MSC02,0.0,573
MSC03,0.0,573
MSC04,0.0,573
MSC05,0.0,573
MSC06,0.0,573
MSC07,0.0,573
MSC10,0.0,573
MSC01,-0.01,577
MSC02,0.0,577
MSC03,0.0,577
MSC04,0.0,577
MSC05,0.0,577
MSC06,0.0,577
MSC07,0.0,577
MSC10,0.0,577
MSC01,0.0,582
MSC02,0.0,582
MSC03,0.0,582
MSC04,0.0,582
MSC05,0.0,582
MSC06,0.0,582
MSC07,0.0,582
MSC10,0.0,582
MSC01,0.0,586
MSC02,0.0,586
MSC03,0.0,586
MSC04,0.0,586
MSC05,0.0,586
MSC06,0.0,586
MSC07,0.0,586
MSC10,0.0,586
MSC01,-0.01,590
MSC02,0.0,590
MSC03,0.0,590
MSC04,0.0,590
MSC05,0.0,590
MSC06,0.0,590
MSC07,0.0,590
MSC10,0.0,590
MSC01,0.0,595
MSC02,0.0,595
MSC03,0.0,595
MSC04,0.0,595
MSC05,0.0,595
MSC06,0.0,595
MSC07,0.0,595
MSC10,0.0,595
MSC01,0.0,599
MSC02,0.0,599
MSC03,0.0,599
MSC04,0.0,599
MSC05,0.0,599
MSC06,0.0,599
MSC07,0.0,599
MSC10,0.0,599
MSC01,0.0,603
MSC02,0.0,603
MSC03,0.0,603
MSC04,0.0,603
MSC05,0.0,603
MSC06,0.0,603
MSC07,0.0,603
MSC10,0.0,603
MSC01,0.0,608
MSC02,0.0,608
MSC03,0.0,608
MSC04,0.0,608
MSC05,0.0,608
MSC06,0.0,608
MSC07,0.0,608
MSC10,0.0,608
MSC01,-0.01,612
MSC02,0.0,612
MSC03,0.0,612
MSC04,0.0,612
MSC05,0.0,612
MSC06,0.0,612
MSC07,0.0,612
MSC10,0.0,612
MSC01,0.0,617
MSC02,0.0,617
MSC03,0.0,617
MSC04,0.0,617
MSC05,0.0,617
MSC06,0.0,617
MSC07,0.0,617
MSC10,0.0,617
MSC01,-0.01,622
MSC02,0.0,622
MSC03,0.0,622
MSC04,0.0,622
MSC05,0.0,622
MSC06,0.0,622
MSC07,0.0,622
MSC10,0.0,622
MSC01,-0.01,626
MSC02,0.0,626
MSC03,0.0,626
MSC04,0.0,626
MSC05,0.0,626
MSC06,0.0,626
MSC07,0.0,626
MSC10,0.0,626
MSC01,0.0,631
MSC02,0.0,631
MSC03,0.0,631
MSC04,0.0,631
MSC05,0.0,631
MSC06,0.0,631
MSC07,0.0,631
MSC10,0.0,631
MSC01,-0.01,635
MSC02,0.0,635
MSC03,0.0,635
MSC04,0.0,635
MSC05,0.0,635
MSC06,0.0,635
MSC07,0.0,635
MSC10,0.0,635
MSC01,0.0,640
MSC02,0.0,640
MSC03,0.0,640
MSC04,0.0,640
MSC05,0.0,640
MSC06,0.0,640
MSC07,0.0,640
MSC10,0.0,640
MSC01,-0.01,645
MSC02,0.0,645
MSC03,0.0,645
MSC04,0.0,645
MSC05,0.0,645
MSC06,-0.01,645
MSC07,0.0,645
MSC10,0.0,645
MSC01,0.0,650
MSC02,0.0,650
MSC03,0.0,650
MSC04,0.0,650
MSC05,0.0,650
MSC06,0.0,650
MSC07,0.0,650
MSC10,0.0,650
MSC01,0.0,654
MSC02,0.0,654
MSC03,0.0,654
MSC04,0.0,654
MSC05,0.0,654
MSC06,0.0,654
MSC07,0.0,654
MSC10,0.0,654
MSC01,-0.01,659
MSC02,0.0,659
MSC03,0.0,659
MSC04,0.0,659
MSC05,0.0,659
MSC06,0.0,659
MSC07,0.0,659
MSC10,0.0,659
MSC01,0.0,664
MSC02,0.0,664
MSC03,0.0,664
MSC04,0.0,664
MSC05,0.0,664
MSC06,0.0,664
MSC07,0.0,664
MSC10,0.0,664
MSC01,0.0,669
MSC02,0.0,669
MSC03,0.0,669
MSC04,0.0,669
MSC05,0.0,669
MSC06,0.0,669
MSC07,0.0,669
MSC10,0.0,669
MSC01,-0.01,674
MSC02,0.0,674
MSC03,0.0,674
MSC04,0.0,674
MSC05,0.0,674
MSC06,0.0,674
MSC07,0.0,674
MSC10,0.0,674
MSC01,-0.01,679
MSC02,0.0,679
MSC03,0.0,679
MSC04,0.0,679
MSC05,0.0,679
MSC06,0.0,679
MSC07,0.0,679
MSC10,0.0,679
MSC01,0.0,684
MSC02,0.0,684
MSC03,0.0,684
MSC04,0.0,684
MSC05,0.0,684
MSC06,0.0,684
MSC07,0.0,684
MSC10,0.0,684
MSC01,0.0,689
MSC02,0.0,689
MSC03,0.0,689
MSC04,0.0,689
MSC05,0.0,689
MSC06,0.0,689
MSC07,0.0,689
MSC10,0.0,689
MSC01,-0.01,694
MSC02,0.0,694
MSC03,0.0,694
MSC04,0.0,694
MSC05,0.0,694
MSC06,-0.01,694
MSC07,0.0,694
MSC10,0.0,694
MSC01,-0.01,699
MSC02,0.0,699
MSC03,0.0,699
MSC04,0.0,699
MSC05,0.0,699
MSC06,0.0,699
MSC07,0.0,699
MSC10,0.0,699
MSC01,-0.01,705
MSC02,0.0,705
MSC03,0.0,705
MSC04,0.0,705
MSC05,0.0,705
MSC06,0.0,705
MSC07,0.0,705
MSC10,0.0,705
MSC01,0.0,710
MSC02,0.0,710
MSC03,0.0,710
MSC04,0.0,710
MSC05,0.0,710
MSC06,0.0,710
MSC07,0.0,710
MSC10,0.0,710
MSC01,-0.01,715
MSC02,0.0,715
MSC03,0.0,715
MSC04,0.0,715
MSC05,0.0,715
MSC06,0.0,715
MSC07,0.0,715
MSC10,0.0,715
MSC01,-0.01,720
MSC02,0.0,720
MSC03,0.0,720
MSC04,0.0,720
MSC05,0.0,720
MSC06,0.0,720
MSC07,0.0,720
MSC10,0.0,720
MSC01,0.0,726
MSC02,0.0,726
MSC03,0.0,726
MSC04,0.0,726
MSC05,0.0,726
MSC06,-0.01,726
MSC07,0.0,726
MSC10,0.0,726
MSC01,0.0,731
MSC02,0.0,731
MSC03,0.0,731
MSC04,0.0,731
MSC05,0.0,731
MSC06,0.0,731
MSC07,0.0,731
MSC10,0.0,731
MSC01,-0.01,736
MSC02,0.0,736
MSC03,0.0,736
MSC04,0.0,736
MSC05,0.0,736
MSC06,0.0,736
MSC07,0.0,736
MSC10,0.0,736
MSC01,-0.01,742
MSC02,0.0,742
MSC03,0.0,742
MSC04,0.0,742
MSC05,0.0,742
MSC06,0.0,742
MSC07,0.0,742
MSC10,0.0,742
MSC01,0.0,747
MSC02,0.0,747
MSC03,0.0,747
MSC04,0.0,747
MSC05,0.0,747
MSC06,0.0,747
MSC07,0.0,747
MSC10,0.0,747
MSC01,-0.01,753
MSC02,0.0,753
MSC03,0.0,753
MSC04,0.0,753
MSC05,0.0,753
MSC06,0.0,753
MSC07,0.0,753
MSC10,0.0,753
MSC01,0.0,759
MSC02,0.0,759
MSC03,0.0,759
MSC04,0.0,759
MSC05,0.0,759
MSC06,0.0,759
MSC07,0.0,759
MSC10,0.0,759
MSC01,0.0,764
MSC02,0.0,764
MSC03,0.0,764
MSC04,0.0,764
MSC05,0.0,764
MSC06,0.0,764
MSC07,0.0,764
MSC10,0.0,764
MSC01,-0.01,770
MSC02,0.0,770
MSC03,0.0,770
MSC04,0.0,770
MSC05,0.0,770
MSC06,0.0,770
MSC07,0.0,770
MSC10,0.0,770
MSC01,-0.01,776
MSC02,0.0,776
MSC03,0.0,776
MSC04,0.0,776
MSC05,0.0,776
MSC06,0.0,776
MSC07,0.0,776
MSC10,0.0,776
MSC01,0.0,781
MSC02,0.0,781
MSC03,0.0,781
MSC04,0.0,781
MSC05,0.0,781
MSC06,-0.01,781
MSC07,0.0,781
MSC10,0.0,781
MSC01,-0.01,787
MSC02,0.0,787
MSC03,0.0,787
MSC04,0.0,787
MSC05,0.0,787
MSC06,0.0,787
MSC07,0.0,787
MSC10,0.0,787
MSC01,0.0,793
MSC02,0.0,793
MSC03,0.0,793
MSC04,0.0,793
MSC05,0.0,793
MSC06,0.0,793
MSC07,0.0,793
MSC10,0.0,793
MSC01,0.0,799
MSC02,0.0,799
MSC03,0.0,799
MSC04,0.0,799
MSC05,0.0,799
MSC06,0.0,799
MSC07,0.0,799
MSC10,0.0,799
MSC01,-0.01,805
MSC02,0.0,805
MSC03,0.0,805
MSC04,0.0,805
MSC05,0.0,805
MSC06,-0.01,805
MSC07,0.0,805
MSC10,0.0,805
MSC01,0.0,811
MSC02,0.0,811
MSC03,0.0,811
MSC04,0.0,811
MSC05,0.0,811
MSC06,0.0,811
MSC07,0.0,811
MSC10,0.0,811
MSC01,0.0,817
MSC02,0.0,817
MSC03,0.0,817
MSC04,0.0,817
MSC05,0.0,817
MSC06,0.0,817
MSC07,0.0,817
MSC10,0.0,817
MSC01,0.0,823
MSC02,0.0,823
MSC03,0.0,823
MSC04,0.0,823
MSC05,0.0,823
MSC06,-0.01,823
MSC07,0.0,823
MSC10,0.0,823
MSC01,0.0,829
MSC02,0.0,829
MSC03,0.0,829
MSC04,0.0,829
MSC05,0.0,829
MSC06,0.0,829
MSC07,0.0,829
MSC10,0.0,829
MSC01,0.0,835
MSC02,0.0,835
MSC03,0.0,835
MSC04,0.0,835
MSC05,0.0,835
MSC06,0.0,835
MSC07,0.0,835
MSC10,0.0,835
MSC01,-0.01,841
MSC02,0.0,841
MSC03,0.0,841
MSC04,0.0,841
MSC05,0.0,841
MSC06,0.0,841
MSC07,0.0,841
MSC10,0.0,841
MSC01,-0.01,847
MSC02,0.0,847
MSC03,0.0,847
MSC04,0.0,847
MSC05,0.0,847
MSC06,-0.01,847
MSC07,0.0,847
MSC10,0.0,847
MSC01,0.0,854
MSC02,0.0,854
MSC03,0.0,854
MSC04,0.0,854
MSC05,0.0,854
MSC06,-0.01,854
MSC07,0.0,854
MSC10,0.0,854
MSC01,-0.01,860
MSC02,0.0,860
MSC03,0.0,860
MSC04,0.0,860
MSC05,0.0,860
MSC06,0.0,860
MSC07,0.0,860
MSC10,0.0,860
MSC01,0.0,866
MSC02,0.0,866
MSC03,0.0,866
MSC04,0.0,866
MSC05,0.0,866
MSC06,0.0,866
MSC07,0.0,866
MSC10,0.0,866
MSC01,0.0,873
MSC02,0.0,873
MSC03,0.0,873
MSC04,0.0,873
MSC05,0.0,873
MSC06,0.0,873
MSC07,0.0,873
MSC10,0.0,873
MSC01,-0.01,879
MSC02,0.0,879
MSC03,0.0,879
MSC04,0.0,879
MSC05,0.0,879
MSC06,0.0,879
MSC07,0.0,879
MSC10,0.0,879
MSC01,-0.01,886
MSC02,0.0,886
MSC03,0.0,886
MSC04,0.0,886
MSC05,0.0,886
MSC06,-0.01,886
MSC07,0.0,886
MSC10,0.0,886
MSC01,0.0,892
MSC02,0.0,892
MSC03,0.0,892
MSC04,0.0,892
MSC05,0.0,892
MSC06,0.0,892
MSC07,0.0,892
MSC10,0.0,892
MSC01,-0.01,899
MSC02,0.0,899
MSC03,0.0,899
MSC04,0.0,899
MSC05,0.0,899
MSC06,0.0,899
MSC07,0.0,899
MSC10,0.0,899
MSC01,0.0,906
MSC02,0.0,906
MSC03,0.0,906
MSC04,0.0,906
MSC05,0.0,906
MSC06,0.0,906
MSC07,0.0,906
MSC10,0.0,906
MSC01,0.0,912
MSC02,0.0,912
MSC03,0.0,912
MSC04,0.0,912
MSC05,0.0,912
MSC06,0.0,912
MSC07,0.0,912
MSC10,0.0,912
MSC01,-0.01,919
MSC02,0.0,919
MSC03,0.0,919
MSC04,0.0,919
MSC05,0.0,919
MSC06,0.0,919
MSC07,0.0,919
MSC10,0.0,919
MSC01,-0.01,926
MSC02,0.0,926
MSC03,0.0,926
MSC04,0.0,926
MSC05,0.0,926
MSC06,-0.01,926
MSC07,0.0,926
MSC10,0.0,926
MSC01,-0.01,933
MSC02,0.0,933
MSC03,0.0,933
MSC04,0.0,933
MSC05,0.0,933
MSC06,0.0,933
MSC07,0.0,933
MSC10,0.0,933
MSC01,-0.01,940
MSC02,0.0,940
MSC03,0.0,940
MSC04,0.0,940
MSC05,0.0,940
MSC06,0.0,940
MSC07,0.0,940
MSC10,0.0,940
MSC01,0.0,947
MSC02,0.0,947
MSC03,0.0,947
MSC04,0.0,947
MSC05,0.0,947
MSC06,0.0,947
MSC07,0.0,947
MSC10,0.0,947
MSC01,-0.01,954
MSC02,0.0,954
MSC03,0.0,954
MSC04,0.0,954
MSC05,0.0,954
MSC06,0.0,954
MSC07,0.0,954
MSC10,0.0,954
MSC01,-0.01,961
MSC02,0.0,961
MSC03,0.0,961
MSC04,0.0,961
MSC05,0.0,961
MSC06,0.0,961
MSC07,0.0,961
MSC10,0.0,961
MSC01,-0.01,968
MSC02,0.0,968
MSC03,0.0,968
MSC04,0.0,968
MSC05,0.0,968
MSC06,0.0,968
MSC07,0.0,968
MSC10,0.0,968
MSC01,0.0,975
MSC02,0.0,975
MSC03,0.0,975
MSC04,0.0,975
MSC05,0.0,975
MSC06,0.0,975
MSC07,0.0,975
MSC10,0.0,975
MSC01,-0.01,982
MSC02,0.0,982
MSC03,0.0,982
MSC04,0.0,982
MSC05,0.0,982
MSC06,-0.01,982
MSC07,0.0,982
MSC10,0.0,982
MSC01,-0.01,989
MSC02,0.0,989
MSC03,0.0,989
MSC04,0.0,989
MSC05,0.0,989
MSC06,0.0,989
MSC07,0.0,989
MSC10,0.0,989
MSC01,-0.01,997
MSC02,0.0,997
MSC03,0.0,997
MSC04,0.0,997
MSC05,0.0,997
MSC06,-0.01,997
MSC07,0.0,997
MSC10,0.0,997
MSC01,0.0,1004
MSC02,0.0,1004
MSC03,0.0,1004
MSC04,0.0,1004
MSC05,0.0,1004
MSC06,0.0,1004
MSC07,0.0,1004
MSC10,0.0,1004
MSC01,-0.01,1012
MSC02,0.0,1012
MSC03,0.0,1012
MSC04,0.0,1012
MSC05,0.0,1012
MSC06,0.0,1012
MSC07,0.0,1012
MSC10,0.0,1012
MSC01,0.0,1019
MSC02,0.0,1019
MSC03,0.0,1019
MSC04,0.0,1019
MSC05,0.0,1019
MSC06,-0.01,1019
MSC07,0.0,1019
MSC10,0.0,1019
MSC01,-0.01,1027
MSC02,0.0,1027
MSC03,0.0,1027
MSC04,0.0,1027
MSC05,0.0,1027
MSC06,-0.01,1027
MSC07,0.0,1027
MSC10,0.0,1027
MSC01,-0.01,1034
MSC02,0.0,1034
MSC03,0.0,1034
MSC04,0.0,1034
MSC05,0.0,1034
MSC06,0.0,1034
MSC07,0.0,1034
MSC10,0.0,1034
MSC01,0.0,1042
MSC02,0.0,1042
MSC03,0.0,1042
MSC04,0.0,1042
MSC05,0.0,1042
MSC06,0.0,1042
MSC07,0.0,1042
MSC10,0.0,1042
MSC01,0.0,1050
MSC02,0.0,1050
MSC03,0.0,1050
MSC04,0.0,1050
MSC05,0.0,1050
MSC06,0.0,1050
MSC07,0.0,1050
MSC10,0.0,1050
MSC01,0.0,1057
MSC02,0.0,1057
MSC03,0.0,1057
MSC04,0.0,1057
MSC05,0.0,1057
MSC06,0.0,1057
MSC07,0.0,1057
MSC10,0.0,1057
MSC01,-0.01,1065
MSC02,0.0,1065
MSC03,0.0,1065
MSC04,0.0,1065
MSC05,0.0,1065
MSC06,0.0,1065
MSC07,0.0,1065
MSC10,0.0,1065
