,sub,task,acc,Network_A,Network_B
11,MSC03,mem,0.875,salience,pon
12,MSC04,semantic,0.75,salience,pon
13,MSC04,glass,0.95,salience,pon
14,MSC04,motor,0.85,salience,pon
15,MSC04,mem,0.85,salience,pon
16,MSC05,semantic,0.8,salience,pon
17,MSC05,glass,0.8,salience,pon
18,MSC05,motor,0.75,salience,pon
19,MSC05,mem,0.6,salience,pon
20,MSC06,semantic,0.5,salience,pon
21,MSC06,glass,0.5185185185185185,salience,pon
22,MSC06,motor,0.8888888888888888,salience,pon
23,MSC06,mem,0.9,salience,pon
24,MSC07,semantic,0.8,salience,pon
25,MSC07,glass,0.7,salience,pon
26,MSC07,motor,0.6296296296296295,salience,pon
27,MSC07,mem,0.75,salience,pon
28,MSC10,semantic,0.7,salience,pon
29,MSC10,glass,0.75,salience,pon
30,MSC10,motor,0.75,salience,pon
31,MSC10,mem,0.75,salience,pon
0,MSC01,semantic,0.9,co,sm
1,MSC01,glass,0.7,co,sm
2,MSC01,motor,1.0,co,sm
3,MSC01,mem,1.0,co,sm
4,MSC02,semantic,0.75,co,sm
5,MSC02,glass,0.8,co,sm
6,MSC02,motor,1.0,co,sm
7,MSC02,mem,1.0,co,sm
8,MSC03,semantic,0.95,co,sm
9,MSC03,glass,0.85,co,sm
10,MSC03,motor,1.0,co,sm
11,MSC03,mem,0.8125,co,sm
12,MSC04,semantic,0.9,co,sm
13,MSC04,glass,0.85,co,sm
14,MSC04,motor,0.95,co,sm
15,MSC04,mem,0.95,co,sm
16,MSC05,semantic,0.9,co,sm
17,MSC05,glass,0.9,co,sm
18,MSC05,motor,0.95,co,sm
19,MSC05,mem,1.0,co,sm
20,MSC06,semantic,0.85,co,sm
21,MSC06,glass,0.6851851851851851,co,sm
22,MSC06,motor,0.9444444444444444,co,sm
23,MSC06,mem,0.9,co,sm
24,MSC07,semantic,0.95,co,sm
25,MSC07,glass,0.95,co,sm
26,MSC07,motor,0.8888888888888888,co,sm
27,MSC07,mem,0.75,co,sm
28,MSC10,semantic,0.85,co,sm
29,MSC10,glass,0.8,co,sm
30,MSC10,motor,0.95,co,sm
31,MSC10,mem,0.95,co,sm
0,MSC01,semantic,0.95,co,sm-lat
1,MSC01,glass,0.8,co,sm-lat
2,MSC01,motor,0.9,co,sm-lat
3,MSC01,mem,0.95,co,sm-lat
4,MSC02,semantic,0.65,co,sm-lat
5,MSC02,glass,0.75,co,sm-lat
6,MSC02,motor,0.9,co,sm-lat
7,MSC02,mem,0.8,co,sm-lat
8,MSC03,semantic,0.75,co,sm-lat
9,MSC03,glass,0.8,co,sm-lat
10,MSC03,motor,0.95,co,sm-lat
11,MSC03,mem,0.875,co,sm-lat
12,MSC04,semantic,0.65,co,sm-lat
13,MSC04,glass,0.75,co,sm-lat
14,MSC04,motor,0.85,co,sm-lat
15,MSC04,mem,0.75,co,sm-lat
16,MSC05,semantic,0.75,co,sm-lat
17,MSC05,glass,0.85,co,sm-lat
18,MSC05,motor,0.8,co,sm-lat
19,MSC05,mem,0.85,co,sm-lat
20,MSC06,semantic,0.8,co,sm-lat
21,MSC06,glass,0.6296296296296295,co,sm-lat
22,MSC06,motor,0.8518518518518517,co,sm-lat
23,MSC06,mem,0.85,co,sm-lat
24,MSC07,semantic,0.85,co,sm-lat
25,MSC07,glass,0.85,co,sm-lat
26,MSC07,motor,0.8888888888888888,co,sm-lat
27,MSC07,mem,0.8,co,sm-lat
28,MSC10,semantic,0.9,co,sm-lat
29,MSC10,glass,0.7,co,sm-lat
30,MSC10,motor,0.9,co,sm-lat
31,MSC10,mem,0.85,co,sm-lat
0,MSC01,semantic,1.0,co,auditory
1,MSC01,glass,0.85,co,auditory
2,MSC01,motor,0.95,co,auditory
3,MSC01,mem,0.95,co,auditory
4,MSC02,semantic,0.85,co,auditory
5,MSC02,glass,0.85,co,auditory
6,MSC02,motor,1.0,co,auditory
7,MSC02,mem,0.95,co,auditory
8,MSC03,semantic,0.9,co,auditory
9,MSC03,glass,0.75,co,auditory
10,MSC03,motor,0.95,co,auditory
11,MSC03,mem,0.875,co,auditory
12,MSC04,semantic,0.9,co,auditory
13,MSC04,glass,0.75,co,auditory
14,MSC04,motor,0.95,co,auditory
15,MSC04,mem,0.85,co,auditory
16,MSC05,semantic,0.85,co,auditory
17,MSC05,glass,0.6,co,auditory
18,MSC05,motor,0.9,co,auditory
19,MSC05,mem,0.95,co,auditory
20,MSC06,semantic,0.85,co,auditory
21,MSC06,glass,0.6851851851851851,co,auditory
22,MSC06,motor,0.9074074074074073,co,auditory
23,MSC06,mem,0.85,co,auditory
24,MSC07,semantic,0.9,co,auditory
25,MSC07,glass,0.9,co,auditory
26,MSC07,motor,0.8333333333333334,co,auditory
27,MSC07,mem,0.95,co,auditory
28,MSC10,semantic,0.75,co,auditory
29,MSC10,glass,0.8,co,auditory
30,MSC10,motor,0.9,co,auditory
31,MSC10,mem,0.85,co,auditory
0,MSC01,semantic,0.85,co,pmn
1,MSC01,glass,0.75,co,pmn
2,MSC01,motor,0.85,co,pmn
3,MSC01,mem,0.7,co,pmn
4,MSC02,semantic,0.75,co,pmn
5,MSC02,glass,0.7,co,pmn
6,MSC02,motor,0.8,co,pmn
7,MSC02,mem,0.75,co,pmn
8,MSC03,semantic,0.85,co,pmn
9,MSC03,glass,0.8,co,pmn
10,MSC03,motor,0.8,co,pmn
11,MSC03,mem,0.7083333333333333,co,pmn
12,MSC04,semantic,0.8,co,pmn
13,MSC04,glass,0.85,co,pmn
14,MSC04,motor,0.9,co,pmn
15,MSC04,mem,1.0,co,pmn
16,MSC05,semantic,0.9,co,pmn
17,MSC05,glass,0.8,co,pmn
18,MSC05,motor,0.95,co,pmn
19,MSC05,mem,1.0,co,pmn
20,MSC06,semantic,0.8,co,pmn
21,MSC06,glass,0.8333333333333334,co,pmn
22,MSC06,motor,0.7962962962962963,co,pmn
23,MSC06,mem,0.9,co,pmn
24,MSC07,semantic,0.8,co,pmn
25,MSC07,glass,0.9,co,pmn
26,MSC07,motor,0.9444444444444444,co,pmn
27,MSC07,mem,0.85,co,pmn
28,MSC10,semantic,0.85,co,pmn
29,MSC10,glass,0.8,co,pmn
30,MSC10,motor,0.8,co,pmn
31,MSC10,mem,0.65,co,pmn
0,MSC01,semantic,0.85,co,pon
1,MSC01,glass,0.65,co,pon
2,MSC01,motor,0.8,co,pon
3,MSC01,mem,0.8,co,pon
4,MSC02,semantic,0.7,co,pon
5,MSC02,glass,0.65,co,pon
6,MSC02,motor,0.9,co,pon
7,MSC02,mem,0.8,co,pon
8,MSC03,semantic,0.85,co,pon
9,MSC03,glass,0.65,co,pon
10,MSC03,motor,0.95,co,pon
11,MSC03,mem,0.6666666666666666,co,pon
12,MSC04,semantic,0.9,co,pon
13,MSC04,glass,0.9,co,pon
14,MSC04,motor,0.9,co,pon
15,MSC04,mem,0.95,co,pon
16,MSC05,semantic,0.7,co,pon
17,MSC05,glass,0.8,co,pon
18,MSC05,motor,0.8,co,pon
19,MSC05,mem,0.85,co,pon
20,MSC06,semantic,0.75,co,pon
21,MSC06,glass,0.7777777777777778,co,pon
22,MSC06,motor,0.7777777777777778,co,pon
23,MSC06,mem,0.85,co,pon
24,MSC07,semantic,0.85,co,pon
25,MSC07,glass,0.75,co,pon
26,MSC07,motor,0.8333333333333334,co,pon
27,MSC07,mem,0.8,co,pon
28,MSC10,semantic,0.7,co,pon
29,MSC10,glass,0.8,co,pon
30,MSC10,motor,0.75,co,pon
31,MSC10,mem,0.8,co,pon
0,MSC01,semantic,0.85,sm,sm-lat
1,MSC01,glass,0.8,sm,sm-lat
2,MSC01,motor,1.0,sm,sm-lat
3,MSC01,mem,1.0,sm,sm-lat
4,MSC02,semantic,0.75,sm,sm-lat
5,MSC02,glass,0.75,sm,sm-lat
6,MSC02,motor,1.0,sm,sm-lat
7,MSC02,mem,1.0,sm,sm-lat
8,MSC03,semantic,0.7,sm,sm-lat
9,MSC03,glass,0.7,sm,sm-lat
10,MSC03,motor,0.85,sm,sm-lat
11,MSC03,mem,0.875,sm,sm-lat
12,MSC04,semantic,0.75,sm,sm-lat
13,MSC04,glass,0.8,sm,sm-lat
14,MSC04,motor,1.0,sm,sm-lat
15,MSC04,mem,0.9,sm,sm-lat
16,MSC05,semantic,0.85,sm,sm-lat
17,MSC05,glass,1.0,sm,sm-lat
18,MSC05,motor,1.0,sm,sm-lat
19,MSC05,mem,1.0,sm,sm-lat
20,MSC06,semantic,0.9,sm,sm-lat
21,MSC06,glass,0.7777777777777778,sm,sm-lat
22,MSC06,motor,0.8888888888888888,sm,sm-lat
23,MSC06,mem,1.0,sm,sm-lat
24,MSC07,semantic,0.9,sm,sm-lat
25,MSC07,glass,0.85,sm,sm-lat
26,MSC07,motor,1.0,sm,sm-lat
27,MSC07,mem,0.75,sm,sm-lat
28,MSC10,semantic,0.8,sm,sm-lat
29,MSC10,glass,0.8,sm,sm-lat
30,MSC10,motor,0.9,sm,sm-lat
31,MSC10,mem,1.0,sm,sm-lat
0,MSC01,semantic,0.8,sm,auditory
1,MSC01,glass,0.8,sm,auditory
2,MSC01,motor,0.75,sm,auditory
3,MSC01,mem,0.85,sm,auditory
4,MSC02,semantic,0.75,sm,auditory
5,MSC02,glass,0.6,sm,auditory
6,MSC02,motor,0.95,sm,auditory
7,MSC02,mem,0.95,sm,auditory
8,MSC03,semantic,0.7,sm,auditory
9,MSC03,glass,0.75,sm,auditory
10,MSC03,motor,1.0,sm,auditory
11,MSC03,mem,0.75,sm,auditory
12,MSC04,semantic,0.75,sm,auditory
13,MSC04,glass,0.85,sm,auditory
14,MSC04,motor,0.85,sm,auditory
15,MSC04,mem,0.9,sm,auditory
16,MSC05,semantic,0.8,sm,auditory
17,MSC05,glass,0.85,sm,auditory
18,MSC05,motor,0.95,sm,auditory
19,MSC05,mem,0.95,sm,auditory
20,MSC06,semantic,0.85,sm,auditory
21,MSC06,glass,0.6851851851851851,sm,auditory
22,MSC06,motor,0.8888888888888888,sm,auditory
23,MSC06,mem,1.0,sm,auditory
24,MSC07,semantic,0.85,sm,auditory
25,MSC07,glass,0.95,sm,auditory
26,MSC07,motor,0.7407407407407407,sm,auditory
27,MSC07,mem,0.9,sm,auditory
28,MSC10,semantic,0.75,sm,auditory
29,MSC10,glass,0.7,sm,auditory
30,MSC10,motor,0.8,sm,auditory
31,MSC10,mem,0.95,sm,auditory
0,MSC01,semantic,0.85,sm,pmn
1,MSC01,glass,0.8,sm,pmn
2,MSC01,motor,0.9,sm,pmn
3,MSC01,mem,0.85,sm,pmn
4,MSC02,semantic,0.6,sm,pmn
5,MSC02,glass,0.6,sm,pmn
6,MSC02,motor,0.9,sm,pmn
7,MSC02,mem,0.7,sm,pmn
8,MSC03,semantic,0.85,sm,pmn
9,MSC03,glass,0.65,sm,pmn
10,MSC03,motor,0.8,sm,pmn
11,MSC03,mem,0.7083333333333333,sm,pmn
12,MSC04,semantic,0.8,sm,pmn
13,MSC04,glass,0.8,sm,pmn
14,MSC04,motor,0.85,sm,pmn
15,MSC04,mem,0.8,sm,pmn
16,MSC05,semantic,0.8,sm,pmn
17,MSC05,glass,0.85,sm,pmn
18,MSC05,motor,0.85,sm,pmn
19,MSC05,mem,0.9,sm,pmn
20,MSC06,semantic,0.8,sm,pmn
21,MSC06,glass,0.6666666666666666,sm,pmn
22,MSC06,motor,0.8518518518518517,sm,pmn
23,MSC06,mem,0.85,sm,pmn
24,MSC07,semantic,0.8,sm,pmn
25,MSC07,glass,0.75,sm,pmn
26,MSC07,motor,0.7777777777777778,sm,pmn
27,MSC07,mem,0.75,sm,pmn
28,MSC10,semantic,0.75,sm,pmn
29,MSC10,glass,0.55,sm,pmn
30,MSC10,motor,0.7,sm,pmn
31,MSC10,mem,0.75,sm,pmn
0,MSC01,semantic,0.85,sm,pon
1,MSC01,glass,0.7,sm,pon
2,MSC01,motor,0.8,sm,pon
3,MSC01,mem,0.75,sm,pon
4,MSC02,semantic,0.8,sm,pon
5,MSC02,glass,0.65,sm,pon
6,MSC02,motor,0.7,sm,pon
7,MSC02,mem,0.75,sm,pon
8,MSC03,semantic,0.85,sm,pon
9,MSC03,glass,0.75,sm,pon
10,MSC03,motor,0.85,sm,pon
11,MSC03,mem,0.8333333333333333,sm,pon
12,MSC04,semantic,0.85,sm,pon
13,MSC04,glass,0.8,sm,pon
14,MSC04,motor,0.85,sm,pon
15,MSC04,mem,0.95,sm,pon
16,MSC05,semantic,0.75,sm,pon
17,MSC05,glass,0.75,sm,pon
18,MSC05,motor,0.9,sm,pon
19,MSC05,mem,0.9,sm,pon
20,MSC06,semantic,0.6,sm,pon
21,MSC06,glass,0.8333333333333334,sm,pon
22,MSC06,motor,0.7407407407407407,sm,pon
23,MSC06,mem,0.8,sm,pon
24,MSC07,semantic,0.75,sm,pon
25,MSC07,glass,0.8,sm,pon
26,MSC07,motor,0.7777777777777778,sm,pon
27,MSC07,mem,0.55,sm,pon
28,MSC10,semantic,0.85,sm,pon
29,MSC10,glass,0.8,sm,pon
30,MSC10,motor,0.8,sm,pon
31,MSC10,mem,0.75,sm,pon
0,MSC01,semantic,0.9,sm-lat,auditory
1,MSC01,glass,0.75,sm-lat,auditory
2,MSC01,motor,1.0,sm-lat,auditory
3,MSC01,mem,0.95,sm-lat,auditory
4,MSC02,semantic,0.75,sm-lat,auditory
5,MSC02,glass,0.65,sm-lat,auditory
6,MSC02,motor,0.9,sm-lat,auditory
7,MSC02,mem,0.85,sm-lat,auditory
8,MSC03,semantic,0.7,sm-lat,auditory
9,MSC03,glass,0.5,sm-lat,auditory
10,MSC03,motor,0.95,sm-lat,auditory
11,MSC03,mem,0.8958333333333333,sm-lat,auditory
12,MSC04,semantic,0.65,sm-lat,auditory
13,MSC04,glass,0.6,sm-lat,auditory
14,MSC04,motor,0.7,sm-lat,auditory
15,MSC04,mem,0.6,sm-lat,auditory
16,MSC05,semantic,0.8,sm-lat,auditory
17,MSC05,glass,0.75,sm-lat,auditory
18,MSC05,motor,0.95,sm-lat,auditory
19,MSC05,mem,0.9,sm-lat,auditory
20,MSC06,semantic,0.7,sm-lat,auditory
21,MSC06,glass,0.574074074074074,sm-lat,auditory
22,MSC06,motor,0.8888888888888888,sm-lat,auditory
23,MSC06,mem,0.7,sm-lat,auditory
24,MSC07,semantic,0.85,sm-lat,auditory
25,MSC07,glass,0.9,sm-lat,auditory
26,MSC07,motor,0.8333333333333334,sm-lat,auditory
27,MSC07,mem,0.9,sm-lat,auditory
28,MSC10,semantic,0.75,sm-lat,auditory
29,MSC10,glass,0.7,sm-lat,auditory
30,MSC10,motor,0.95,sm-lat,auditory
31,MSC10,mem,0.9,sm-lat,auditory
0,MSC01,semantic,0.75,sm-lat,pmn
1,MSC01,glass,0.65,sm-lat,pmn
2,MSC01,motor,0.6,sm-lat,pmn
3,MSC01,mem,0.75,sm-lat,pmn
4,MSC02,semantic,0.65,sm-lat,pmn
5,MSC02,glass,0.7,sm-lat,pmn
6,MSC02,motor,0.65,sm-lat,pmn
7,MSC02,mem,0.7,sm-lat,pmn
8,MSC03,semantic,0.7,sm-lat,pmn
9,MSC03,glass,0.55,sm-lat,pmn
10,MSC03,motor,0.6,sm-lat,pmn
11,MSC03,mem,0.6458333333333333,sm-lat,pmn
12,MSC04,semantic,0.75,sm-lat,pmn
13,MSC04,glass,0.55,sm-lat,pmn
14,MSC04,motor,0.75,sm-lat,pmn
15,MSC04,mem,0.75,sm-lat,pmn
16,MSC05,semantic,0.7,sm-lat,pmn
17,MSC05,glass,0.65,sm-lat,pmn
18,MSC05,motor,0.4,sm-lat,pmn
19,MSC05,mem,0.7,sm-lat,pmn
20,MSC06,semantic,0.65,sm-lat,pmn
21,MSC06,glass,0.4629629629629629,sm-lat,pmn
22,MSC06,motor,0.574074074074074,sm-lat,pmn
23,MSC06,mem,0.55,sm-lat,pmn
24,MSC07,semantic,0.85,sm-lat,pmn
25,MSC07,glass,0.8,sm-lat,pmn
26,MSC07,motor,0.6296296296296295,sm-lat,pmn
27,MSC07,mem,0.55,sm-lat,pmn
28,MSC10,semantic,0.85,sm-lat,pmn
29,MSC10,glass,0.6,sm-lat,pmn
30,MSC10,motor,0.85,sm-lat,pmn
31,MSC10,mem,0.7,sm-lat,pmn
0,MSC01,semantic,0.75,sm-lat,pon
1,MSC01,glass,0.55,sm-lat,pon
2,MSC01,motor,0.75,sm-lat,pon
3,MSC01,mem,0.55,sm-lat,pon
4,MSC02,semantic,0.6,sm-lat,pon
5,MSC02,glass,0.8,sm-lat,pon
6,MSC02,motor,0.7,sm-lat,pon
7,MSC02,mem,0.7,sm-lat,pon
8,MSC03,semantic,0.85,sm-lat,pon
9,MSC03,glass,0.75,sm-lat,pon
10,MSC03,motor,0.85,sm-lat,pon
11,MSC03,mem,0.625,sm-lat,pon
12,MSC04,semantic,0.8,sm-lat,pon
13,MSC04,glass,0.6,sm-lat,pon
14,MSC04,motor,0.7,sm-lat,pon
15,MSC04,mem,0.8,sm-lat,pon
16,MSC05,semantic,0.55,sm-lat,pon
17,MSC05,glass,0.45,sm-lat,pon
18,MSC05,motor,0.7,sm-lat,pon
19,MSC05,mem,0.8,sm-lat,pon
20,MSC06,semantic,0.4,sm-lat,pon
21,MSC06,glass,0.537037037037037,sm-lat,pon
22,MSC06,motor,0.6111111111111112,sm-lat,pon
23,MSC06,mem,0.75,sm-lat,pon
24,MSC07,semantic,0.65,sm-lat,pon
25,MSC07,glass,0.6,sm-lat,pon
26,MSC07,motor,0.6111111111111112,sm-lat,pon
27,MSC07,mem,0.65,sm-lat,pon
28,MSC10,semantic,0.75,sm-lat,pon
29,MSC10,glass,0.75,sm-lat,pon
30,MSC10,motor,0.6,sm-lat,pon
31,MSC10,mem,0.75,sm-lat,pon
0,MSC01,semantic,0.95,auditory,pmn
1,MSC01,glass,0.85,auditory,pmn
2,MSC01,motor,0.85,auditory,pmn
3,MSC01,mem,0.8,auditory,pmn
4,MSC02,semantic,0.65,auditory,pmn
5,MSC02,glass,0.7,auditory,pmn
6,MSC02,motor,0.85,auditory,pmn
7,MSC02,mem,0.85,auditory,pmn
8,MSC03,semantic,0.9,auditory,pmn
9,MSC03,glass,0.8,auditory,pmn
10,MSC03,motor,0.85,auditory,pmn
11,MSC03,mem,0.8125,auditory,pmn
12,MSC04,semantic,0.9,auditory,pmn
13,MSC04,glass,0.8,auditory,pmn
14,MSC04,motor,0.95,auditory,pmn
15,MSC04,mem,0.85,auditory,pmn
16,MSC05,semantic,0.7,auditory,pmn
17,MSC05,glass,0.7,auditory,pmn
18,MSC05,motor,0.85,auditory,pmn
19,MSC05,mem,0.8,auditory,pmn
20,MSC06,semantic,0.8,auditory,pmn
21,MSC06,glass,0.7222222222222222,auditory,pmn
22,MSC06,motor,0.7962962962962963,auditory,pmn
23,MSC06,mem,0.9,auditory,pmn
24,MSC07,semantic,0.95,auditory,pmn
25,MSC07,glass,0.85,auditory,pmn
26,MSC07,motor,0.8333333333333334,auditory,pmn
27,MSC07,mem,0.8,auditory,pmn
28,MSC10,semantic,0.8,auditory,pmn
29,MSC10,glass,0.75,auditory,pmn
30,MSC10,motor,0.75,auditory,pmn
31,MSC10,mem,0.7,auditory,pmn
0,MSC01,semantic,0.75,auditory,pon
1,MSC01,glass,0.85,auditory,pon
2,MSC01,motor,0.8,auditory,pon
3,MSC01,mem,0.7,auditory,pon
4,MSC02,semantic,0.6,auditory,pon
5,MSC02,glass,0.7,auditory,pon
6,MSC02,motor,0.9,auditory,pon
7,MSC02,mem,0.75,auditory,pon
8,MSC03,semantic,0.85,auditory,pon
9,MSC03,glass,0.65,auditory,pon
10,MSC03,motor,0.95,auditory,pon
11,MSC03,mem,0.6458333333333333,auditory,pon
12,MSC04,semantic,0.8,auditory,pon
13,MSC04,glass,0.8,auditory,pon
14,MSC04,motor,0.7,auditory,pon
15,MSC04,mem,0.75,auditory,pon
16,MSC05,semantic,0.7,auditory,pon
17,MSC05,glass,0.7,auditory,pon
18,MSC05,motor,0.55,auditory,pon
19,MSC05,mem,0.55,auditory,pon
20,MSC06,semantic,0.7,auditory,pon
21,MSC06,glass,0.8888888888888888,auditory,pon
22,MSC06,motor,0.8333333333333334,auditory,pon
23,MSC06,mem,0.8,auditory,pon
24,MSC07,semantic,0.65,auditory,pon
25,MSC07,glass,0.9,auditory,pon
26,MSC07,motor,0.6851851851851851,auditory,pon
27,MSC07,mem,0.6,auditory,pon
28,MSC10,semantic,0.65,auditory,pon
29,MSC10,glass,0.8,auditory,pon
30,MSC10,motor,0.7,auditory,pon
31,MSC10,mem,0.8,auditory,pon
0,MSC01,semantic,0.85,pmn,pon
1,MSC01,glass,0.8,pmn,pon
2,MSC01,motor,0.7,pmn,pon
3,MSC01,mem,0.85,pmn,pon
4,MSC02,semantic,0.7,pmn,pon
5,MSC02,glass,0.6,pmn,pon
6,MSC02,motor,0.85,pmn,pon
7,MSC02,mem,0.65,pmn,pon
8,MSC03,semantic,0.7,pmn,pon
9,MSC03,glass,0.8,pmn,pon
10,MSC03,motor,0.9,pmn,pon
11,MSC03,mem,0.8125,pmn,pon
12,MSC04,semantic,1.0,pmn,pon
13,MSC04,glass,0.85,pmn,pon
14,MSC04,motor,0.8,pmn,pon
15,MSC04,mem,1.0,pmn,pon
16,MSC05,semantic,0.5,pmn,pon
17,MSC05,glass,0.5,pmn,pon
18,MSC05,motor,0.8,pmn,pon
19,MSC05,mem,0.7,pmn,pon
20,MSC06,semantic,0.85,pmn,pon
21,MSC06,glass,0.8148148148148148,pmn,pon
22,MSC06,motor,0.8333333333333334,pmn,pon
23,MSC06,mem,0.7,pmn,pon
24,MSC07,semantic,0.55,pmn,pon
25,MSC07,glass,0.65,pmn,pon
26,MSC07,motor,0.6296296296296295,pmn,pon
27,MSC07,mem,0.65,pmn,pon
28,MSC10,semantic,0.9,pmn,pon
29,MSC10,glass,0.75,pmn,pon
30,MSC10,motor,0.85,pmn,pon
31,MSC10,mem,0.4,pmn,pon
0,MSC01,semantic,0.8,unassign,unassign
1,MSC01,glass,0.85,unassign,unassign
2,MSC01,motor,0.75,unassign,unassign
3,MSC01,mem,0.85,unassign,unassign
4,MSC02,semantic,0.7,unassign,unassign
5,MSC02,glass,0.6,unassign,unassign
6,MSC02,motor,1.0,unassign,unassign
7,MSC02,mem,0.75,unassign,unassign
8,MSC03,semantic,0.75,unassign,unassign
9,MSC03,glass,0.6,unassign,unassign
10,MSC03,motor,0.9,unassign,unassign
11,MSC03,mem,0.6458333333333333,unassign,unassign
12,MSC04,semantic,0.9,unassign,unassign
13,MSC04,glass,0.8,unassign,unassign
14,MSC04,motor,1.0,unassign,unassign
15,MSC04,mem,0.85,unassign,unassign
16,MSC05,semantic,0.65,unassign,unassign
17,MSC05,glass,0.7,unassign,unassign
18,MSC05,motor,0.95,unassign,unassign
19,MSC05,mem,0.8,unassign,unassign
20,MSC06,semantic,0.65,unassign,unassign
21,MSC06,glass,0.6111111111111112,unassign,unassign
22,MSC06,motor,1.0,unassign,unassign
23,MSC06,mem,0.8,unassign,unassign
24,MSC07,semantic,0.75,unassign,unassign
25,MSC07,glass,0.7,unassign,unassign
26,MSC07,motor,0.7777777777777778,unassign,unassign
27,MSC07,mem,0.85,unassign,unassign
28,MSC10,semantic,0.7,unassign,unassign
29,MSC10,glass,0.7,unassign,unassign
30,MSC10,motor,0.65,unassign,unassign
31,MSC10,mem,0.9,unassign,unassign
0,MSC01,semantic,0.9,default,default
1,MSC01,glass,0.9,default,default
2,MSC01,motor,0.95,default,default
3,MSC01,mem,1.0,default,default
4,MSC02,semantic,0.9,default,default
5,MSC02,glass,0.85,default,default
6,MSC02,motor,0.95,default,default
7,MSC02,mem,1.0,default,default
8,MSC03,semantic,0.75,default,default
9,MSC03,glass,0.8,default,default
10,MSC03,motor,0.85,default,default
11,MSC03,mem,0.9375,default,default
12,MSC04,semantic,0.95,default,default
13,MSC04,glass,0.9,default,default
14,MSC04,motor,0.95,default,default
15,MSC04,mem,0.9,default,default
16,MSC05,semantic,0.9,default,default
17,MSC05,glass,0.95,default,default
18,MSC05,motor,0.95,default,default
19,MSC05,mem,1.0,default,default
20,MSC06,semantic,0.95,default,default
21,MSC06,glass,0.9444444444444444,default,default
22,MSC06,motor,1.0,default,default
23,MSC06,mem,0.95,default,default
24,MSC07,semantic,1.0,default,default
25,MSC07,glass,0.8,default,default
26,MSC07,motor,0.8333333333333334,default,default
27,MSC07,mem,0.95,default,default
28,MSC10,semantic,0.9,default,default
29,MSC10,glass,0.85,default,default
30,MSC10,motor,0.9,default,default
31,MSC10,mem,0.95,default,default
0,MSC01,semantic,0.9,visual,visual
1,MSC01,glass,0.95,visual,visual
2,MSC01,motor,0.95,visual,visual
3,MSC01,mem,1.0,visual,visual
4,MSC02,semantic,0.9,visual,visual
5,MSC02,glass,1.0,visual,visual
6,MSC02,motor,1.0,visual,visual
7,MSC02,mem,1.0,visual,visual
8,MSC03,semantic,0.95,visual,visual
9,MSC03,glass,0.85,visual,visual
10,MSC03,motor,1.0,visual,visual
11,MSC03,mem,1.0,visual,visual
12,MSC04,semantic,0.95,visual,visual
13,MSC04,glass,0.9,visual,visual
14,MSC04,motor,1.0,visual,visual
15,MSC04,mem,1.0,visual,visual
16,MSC05,semantic,0.85,visual,visual
17,MSC05,glass,0.95,visual,visual
18,MSC05,motor,0.95,visual,visual
19,MSC05,mem,1.0,visual,visual
20,MSC06,semantic,0.7,visual,visual
21,MSC06,glass,0.6296296296296295,visual,visual
22,MSC06,motor,1.0,visual,visual
23,MSC06,mem,1.0,visual,visual
24,MSC07,semantic,0.95,visual,visual
25,MSC07,glass,0.9,visual,visual
26,MSC07,motor,0.8888888888888888,visual,visual
27,MSC07,mem,0.95,visual,visual
28,MSC10,semantic,0.85,visual,visual
29,MSC10,glass,0.8,visual,visual
30,MSC10,motor,0.95,visual,visual
31,MSC10,mem,1.0,visual,visual
0,MSC01,semantic,0.95,fp,fp
1,MSC01,glass,0.85,fp,fp
2,MSC01,motor,0.95,fp,fp
3,MSC01,mem,0.9,fp,fp
4,MSC02,semantic,0.75,fp,fp
5,MSC02,glass,0.7,fp,fp
6,MSC02,motor,0.85,fp,fp
7,MSC02,mem,0.95,fp,fp
8,MSC03,semantic,0.85,fp,fp
9,MSC03,glass,0.85,fp,fp
10,MSC03,motor,0.9,fp,fp
11,MSC03,mem,0.8125,fp,fp
12,MSC04,semantic,1.0,fp,fp
13,MSC04,glass,0.95,fp,fp
14,MSC04,motor,0.9,fp,fp
15,MSC04,mem,0.85,fp,fp
16,MSC05,semantic,1.0,fp,fp
17,MSC05,glass,0.9,fp,fp
18,MSC05,motor,0.9,fp,fp
19,MSC05,mem,0.95,fp,fp
20,MSC06,semantic,1.0,fp,fp
21,MSC06,glass,1.0,fp,fp
22,MSC06,motor,0.9444444444444444,fp,fp
23,MSC06,mem,0.95,fp,fp
24,MSC07,semantic,1.0,fp,fp
25,MSC07,glass,0.8,fp,fp
26,MSC07,motor,0.8333333333333334,fp,fp
27,MSC07,mem,0.9,fp,fp
28,MSC10,semantic,0.9,fp,fp
29,MSC10,glass,0.8,fp,fp
30,MSC10,motor,0.95,fp,fp
31,MSC10,mem,0.95,fp,fp
0,MSC01,semantic,0.95,dan,dan
1,MSC01,glass,0.95,dan,dan
2,MSC01,motor,1.0,dan,dan
3,MSC01,mem,1.0,dan,dan
4,MSC02,semantic,1.0,dan,dan
5,MSC02,glass,0.9,dan,dan
6,MSC02,motor,0.95,dan,dan
7,MSC02,mem,1.0,dan,dan
8,MSC03,semantic,0.9,dan,dan
9,MSC03,glass,0.8,dan,dan
10,MSC03,motor,0.95,dan,dan
11,MSC03,mem,0.9375,dan,dan
12,MSC04,semantic,0.95,dan,dan
13,MSC04,glass,0.9,dan,dan
