train_task,test_task,sub,acc,features,Null_Network
mem,semantic,MSC06,0.8950000000000001,14808,unassign
mem,glass,MSC06,0.8555555555555554,14808,unassign
mem,motor,MSC06,0.9800000000000001,14808,unassign
semantic,glass,MSC07,0.905,14808,unassign
semantic,motor,MSC07,0.5499999999999999,14808,unassign
semantic,mem,MSC07,0.66,14808,unassign
glass,semantic,MSC07,0.9949999999999999,14808,unassign
glass,motor,MSC07,0.5900000000000001,14808,unassign
glass,mem,MSC07,0.82,14808,unassign
motor,semantic,MSC07,0.5799999999999998,14808,unassign
motor,glass,MSC07,0.51,14808,unassign
motor,mem,MSC07,0.5549999999999999,14808,unassign
mem,semantic,MSC07,0.925,14808,unassign
mem,glass,MSC07,0.9800000000000001,14808,unassign
mem,motor,MSC07,0.9199999999999999,14808,unassign
semantic,glass,MSC10,0.9949999999999999,14808,unassign
semantic,motor,MSC10,0.7000000000000001,14808,unassign
semantic,mem,MSC10,0.9200000000000002,14808,unassign
glass,semantic,MSC10,0.8950000000000001,14808,unassign
glass,motor,MSC10,0.9349999999999999,14808,unassign
glass,mem,MSC10,0.9,14808,unassign
motor,semantic,MSC10,0.6049999999999999,14808,unassign
motor,glass,MSC10,0.755,14808,unassign
motor,mem,MSC10,0.76,14808,unassign
mem,semantic,MSC10,0.9,14808,unassign
mem,glass,MSC10,0.89,14808,unassign
mem,motor,MSC10,0.945,14808,unassign
semantic,glass,MSC01,0.8499999999999999,14808,unassign
semantic,motor,MSC01,0.7849999999999999,14808,unassign
semantic,mem,MSC01,0.6900000000000001,14808,unassign
glass,semantic,MSC01,0.95,14808,unassign
glass,motor,MSC01,0.945,14808,unassign
glass,mem,MSC01,0.74,14808,unassign
motor,semantic,MSC01,0.95,14808,unassign
motor,glass,MSC01,0.8800000000000001,14808,unassign
motor,mem,MSC01,0.7999999999999999,14808,unassign
mem,semantic,MSC01,1.0,14808,unassign
mem,glass,MSC01,0.9800000000000001,14808,unassign
mem,motor,MSC01,0.9949999999999999,14808,unassign
semantic,glass,MSC02,0.7000000000000001,14808,unassign
semantic,motor,MSC02,0.5,14808,unassign
semantic,mem,MSC02,0.51,14808,unassign
glass,semantic,MSC02,0.8850000000000001,14808,unassign
glass,motor,MSC02,0.5199999999999999,14808,unassign
glass,mem,MSC02,0.635,14808,unassign
motor,semantic,MSC02,0.51,14808,unassign
motor,glass,MSC02,0.505,14808,unassign
motor,mem,MSC02,0.5,14808,unassign
mem,semantic,MSC02,0.7799999999999999,14808,unassign
mem,glass,MSC02,0.8649999999999999,14808,unassign
mem,motor,MSC02,0.7150000000000001,14808,unassign
semantic,glass,MSC03,0.795,14808,unassign
semantic,motor,MSC03,0.7849999999999999,14808,unassign
semantic,mem,MSC03,0.685,14808,unassign
glass,semantic,MSC03,0.8600000000000001,14808,unassign
glass,motor,MSC03,0.96,14808,unassign
glass,mem,MSC03,0.6799999999999999,14808,unassign
motor,semantic,MSC03,0.5399999999999999,14808,unassign
motor,glass,MSC03,0.8349999999999997,14808,unassign
motor,mem,MSC03,0.6149999999999999,14808,unassign
mem,semantic,MSC03,0.835,14808,unassign
mem,glass,MSC03,0.63,14808,unassign
mem,motor,MSC03,0.9349999999999999,14808,unassign
semantic,glass,MSC04,0.9049999999999999,14808,unassign
semantic,motor,MSC04,0.6399999999999999,14808,unassign
semantic,mem,MSC04,0.7999999999999999,14808,unassign
glass,semantic,MSC04,0.99,14808,unassign
glass,motor,MSC04,0.9099999999999999,14808,unassign
glass,mem,MSC04,0.945,14808,unassign
motor,semantic,MSC04,0.6649999999999999,14808,unassign
motor,glass,MSC04,0.975,14808,unassign
motor,mem,MSC04,0.8399999999999999,14808,unassign
mem,semantic,MSC04,0.95,14808,unassign
mem,glass,MSC04,0.9800000000000001,14808,unassign
mem,motor,MSC04,0.9650000000000001,14808,unassign
semantic,glass,MSC05,0.8950000000000001,14808,unassign
semantic,motor,MSC05,0.82,14808,unassign
semantic,mem,MSC05,0.9600000000000002,14808,unassign
glass,semantic,MSC05,0.985,14808,unassign
glass,motor,MSC05,0.89,14808,unassign
glass,mem,MSC05,1.0,14808,unassign
motor,semantic,MSC05,0.6799999999999999,14808,unassign
motor,glass,MSC05,0.7849999999999999,14808,unassign
motor,mem,MSC05,0.89,14808,unassign
mem,semantic,MSC05,0.99,14808,unassign
mem,glass,MSC05,0.9349999999999999,14808,unassign
mem,motor,MSC05,1.0,14808,unassign
semantic,glass,MSC06,0.7944444444444444,14808,unassign
semantic,motor,MSC06,0.63,14808,unassign
semantic,mem,MSC06,0.95,14808,unassign
glass,semantic,MSC06,0.8555555555555555,14808,unassign
glass,motor,MSC06,0.7833333333333333,14808,unassign
glass,mem,MSC06,0.8944444444444445,14808,unassign
motor,semantic,MSC06,0.75,14808,unassign
motor,glass,MSC06,0.6166666666666666,14808,unassign
motor,mem,MSC06,0.86,14808,unassign
mem,semantic,MSC06,0.9000000000000001,14808,unassign
mem,glass,MSC06,0.7999999999999999,14808,unassign
mem,motor,MSC06,0.945,14808,unassign
semantic,glass,MSC07,0.945,14808,unassign
semantic,motor,MSC07,0.5549999999999999,14808,unassign
semantic,mem,MSC07,0.6950000000000001,14808,unassign
glass,semantic,MSC07,0.9949999999999999,14808,unassign
glass,motor,MSC07,0.5850000000000001,14808,unassign
glass,mem,MSC07,0.7849999999999999,14808,unassign
motor,semantic,MSC07,0.575,14808,unassign
motor,glass,MSC07,0.5349999999999999,14808,unassign
motor,mem,MSC07,0.5,14808,unassign
mem,semantic,MSC07,0.9800000000000001,14808,unassign
mem,glass,MSC07,0.95,14808,unassign
mem,motor,MSC07,0.925,14808,unassign
semantic,glass,MSC10,0.89,14808,unassign
semantic,motor,MSC10,0.65,14808,unassign
semantic,mem,MSC10,0.835,14808,unassign
glass,semantic,MSC10,0.915,14808,unassign
glass,motor,MSC10,0.9299999999999999,14808,unassign
glass,mem,MSC10,0.905,14808,unassign
motor,semantic,MSC10,0.6049999999999999,14808,unassign
motor,glass,MSC10,0.7300000000000001,14808,unassign
motor,mem,MSC10,0.67,14808,unassign
mem,semantic,MSC10,0.885,14808,unassign
mem,glass,MSC10,0.8549999999999999,14808,unassign
mem,motor,MSC10,0.9049999999999999,14808,unassign
semantic,glass,MSC01,0.8950000000000001,14808,unassign
semantic,motor,MSC01,0.775,14808,unassign
semantic,mem,MSC01,0.6950000000000001,14808,unassign
glass,semantic,MSC01,0.945,14808,unassign
glass,motor,MSC01,0.95,14808,unassign
glass,mem,MSC01,0.835,14808,unassign
motor,semantic,MSC01,0.9100000000000001,14808,unassign
motor,glass,MSC01,0.7200000000000001,14808,unassign
motor,mem,MSC01,0.7000000000000001,14808,unassign
mem,semantic,MSC01,1.0,14808,unassign
mem,glass,MSC01,0.9650000000000001,14808,unassign
mem,motor,MSC01,0.99,14808,unassign
semantic,glass,MSC02,0.6900000000000001,14808,unassign
semantic,motor,MSC02,0.47000000000000003,14808,unassign
semantic,mem,MSC02,0.5599999999999998,14808,unassign
glass,semantic,MSC02,0.8299999999999998,14808,unassign
glass,motor,MSC02,0.5850000000000001,14808,unassign
glass,mem,MSC02,0.7899999999999999,14808,unassign
motor,semantic,MSC02,0.5,14808,unassign
motor,glass,MSC02,0.5349999999999999,14808,unassign
motor,mem,MSC02,0.5,14808,unassign
mem,semantic,MSC02,0.8400000000000001,14808,unassign
mem,glass,MSC02,0.85,14808,unassign
mem,motor,MSC02,0.7949999999999999,14808,unassign
semantic,glass,MSC03,0.7300000000000001,14808,unassign
semantic,motor,MSC03,0.7900000000000001,14808,unassign
semantic,mem,MSC03,0.7200000000000001,14808,unassign
glass,semantic,MSC03,0.8299999999999998,14808,unassign
glass,motor,MSC03,0.975,14808,unassign
glass,mem,MSC03,0.6700000000000002,14808,unassign
motor,semantic,MSC03,0.5599999999999998,14808,unassign
motor,glass,MSC03,0.85,14808,unassign
motor,mem,MSC03,0.6599999999999999,14808,unassign
mem,semantic,MSC03,0.7699999999999999,14808,unassign
mem,glass,MSC03,0.6249999999999999,14808,unassign
mem,motor,MSC03,0.845,14808,unassign
semantic,glass,MSC04,0.85,14808,unassign
semantic,motor,MSC04,0.5199999999999999,14808,unassign
semantic,mem,MSC04,0.7499999999999999,14808,unassign
glass,semantic,MSC04,0.9750000000000002,14808,unassign
glass,motor,MSC04,0.9299999999999999,14808,unassign
glass,mem,MSC04,0.9049999999999999,14808,unassign
motor,semantic,MSC04,0.605,14808,unassign
motor,glass,MSC04,0.95,14808,unassign
motor,mem,MSC04,0.8099999999999999,14808,unassign
mem,semantic,MSC04,0.9200000000000002,14808,unassign
mem,glass,MSC04,0.985,14808,unassign
mem,motor,MSC04,0.865,14808,unassign
semantic,glass,MSC05,0.89,14808,unassign
semantic,motor,MSC05,0.8349999999999997,14808,unassign
semantic,mem,MSC05,0.8600000000000001,14808,unassign
glass,semantic,MSC05,0.975,14808,unassign
glass,motor,MSC05,0.8800000000000001,14808,unassign
glass,mem,MSC05,1.0,14808,unassign
motor,semantic,MSC05,0.63,14808,unassign
motor,glass,MSC05,0.755,14808,unassign
motor,mem,MSC05,0.925,14808,unassign
mem,semantic,MSC05,0.96,14808,unassign
mem,glass,MSC05,0.93,14808,unassign
mem,motor,MSC05,1.0,14808,unassign
semantic,glass,MSC06,0.7777777777777778,14808,unassign
semantic,motor,MSC06,0.615,14808,unassign
semantic,mem,MSC06,0.8799999999999999,14808,unassign
glass,semantic,MSC06,0.9555555555555555,14808,unassign
glass,motor,MSC06,0.9222222222222223,14808,unassign
glass,mem,MSC06,0.8722222222222222,14808,unassign
motor,semantic,MSC06,0.755,14808,unassign
motor,glass,MSC06,0.5777777777777777,14808,unassign
motor,mem,MSC06,0.7849999999999999,14808,unassign
mem,semantic,MSC06,0.9099999999999999,14808,unassign
mem,glass,MSC06,0.8611111111111109,14808,unassign
mem,motor,MSC06,0.97,14808,unassign
semantic,glass,MSC07,0.93,14808,unassign
semantic,motor,MSC07,0.5499999999999999,14808,unassign
semantic,mem,MSC07,0.67,14808,unassign
glass,semantic,MSC07,0.9949999999999999,14808,unassign
glass,motor,MSC07,0.6600000000000001,14808,unassign
glass,mem,MSC07,0.7999999999999999,14808,unassign
motor,semantic,MSC07,0.5499999999999999,14808,unassign
motor,glass,MSC07,0.5449999999999999,14808,unassign
motor,mem,MSC07,0.505,14808,unassign
mem,semantic,MSC07,0.9349999999999999,14808,unassign
mem,glass,MSC07,0.9099999999999998,14808,unassign
mem,motor,MSC07,0.96,14808,unassign
semantic,glass,MSC10,0.9899999999999999,14808,unassign
semantic,motor,MSC10,0.7200000000000001,14808,unassign
semantic,mem,MSC10,0.9000000000000001,14808,unassign
glass,semantic,MSC10,0.9399999999999998,14808,unassign
glass,motor,MSC10,0.8950000000000001,14808,unassign
glass,mem,MSC10,0.835,14808,unassign
motor,semantic,MSC10,0.5649999999999998,14808,unassign
motor,glass,MSC10,0.6049999999999999,14808,unassign
motor,mem,MSC10,0.76,14808,unassign
mem,semantic,MSC10,0.8549999999999999,14808,unassign
mem,glass,MSC10,0.86,14808,unassign
mem,motor,MSC10,0.945,14808,unassign
semantic,glass,MSC01,0.9000000000000001,14808,unassign
semantic,motor,MSC01,0.8099999999999999,14808,unassign
semantic,mem,MSC01,0.6900000000000002,14808,unassign
glass,semantic,MSC01,0.95,14808,unassign
glass,motor,MSC01,0.96,14808,unassign
glass,mem,MSC01,0.8049999999999999,14808,unassign
motor,semantic,MSC01,0.8800000000000001,14808,unassign
motor,glass,MSC01,0.9199999999999999,14808,unassign
motor,mem,MSC01,0.75,14808,unassign
mem,semantic,MSC01,1.0,14808,unassign
mem,glass,MSC01,0.95,14808,unassign
mem,motor,MSC01,0.9949999999999999,14808,unassign
semantic,glass,MSC02,0.645,14808,unassign
semantic,motor,MSC02,0.5,14808,unassign
semantic,mem,MSC02,0.5,14808,unassign
glass,semantic,MSC02,0.905,14808,unassign
glass,motor,MSC02,0.6649999999999999,14808,unassign
glass,mem,MSC02,0.7050000000000001,14808,unassign
motor,semantic,MSC02,0.505,14808,unassign
motor,glass,MSC02,0.51,14808,unassign
motor,mem,MSC02,0.5,14808,unassign
mem,semantic,MSC02,0.86,14808,unassign
mem,glass,MSC02,0.7999999999999998,14808,unassign
mem,motor,MSC02,0.765,14808,unassign
semantic,glass,MSC03,0.7899999999999999,14808,unassign
semantic,motor,MSC03,0.8099999999999999,14808,unassign
semantic,mem,MSC03,0.7100000000000001,14808,unassign
glass,semantic,MSC03,0.85,14808,unassign
glass,motor,MSC03,0.9400000000000001,14808,unassign
glass,mem,MSC03,0.725,14808,unassign
motor,semantic,MSC03,0.52,14808,unassign
motor,glass,MSC03,0.7100000000000001,14808,unassign
motor,mem,MSC03,0.64,14808,unassign
mem,semantic,MSC03,0.7949999999999999,14808,unassign
mem,glass,MSC03,0.745,14808,unassign
mem,motor,MSC03,0.8750000000000002,14808,unassign
semantic,glass,MSC04,0.825,14808,unassign
semantic,motor,MSC04,0.6199999999999999,14808,unassign
semantic,mem,MSC04,0.845,14808,unassign
glass,semantic,MSC04,0.9949999999999999,14808,unassign
glass,motor,MSC04,0.875,14808,unassign
glass,mem,MSC04,0.905,14808,unassign
motor,semantic,MSC04,0.61,14808,unassign
motor,glass,MSC04,0.9649999999999999,14808,unassign
motor,mem,MSC04,0.8499999999999999,14808,unassign
mem,semantic,MSC04,0.93,14808,unassign
mem,glass,MSC04,0.9549999999999998,14808,unassign
mem,motor,MSC04,0.95,14808,unassign
semantic,glass,MSC05,0.8850000000000001,14808,unassign
semantic,motor,MSC05,0.845,14808,unassign
semantic,mem,MSC05,0.9800000000000001,14808,unassign
glass,semantic,MSC05,0.95,14808,unassign
glass,motor,MSC05,0.875,14808,unassign
glass,mem,MSC05,1.0,14808,unassign
motor,semantic,MSC05,0.645,14808,unassign
motor,glass,MSC05,0.7999999999999999,14808,unassign
motor,mem,MSC05,0.9,14808,unassign
mem,semantic,MSC05,0.925,14808,unassign
mem,glass,MSC05,0.885,14808,unassign
mem,motor,MSC05,1.0,14808,unassign
semantic,glass,MSC06,0.7555555555555555,14808,unassign
semantic,motor,MSC06,0.7100000000000001,14808,unassign
semantic,mem,MSC06,0.8699999999999999,14808,unassign
glass,semantic,MSC06,0.9055555555555556,14808,unassign
glass,motor,MSC06,0.6444444444444444,14808,unassign
glass,mem,MSC06,0.8888888888888888,14808,unassign
motor,semantic,MSC06,0.75,14808,unassign
motor,glass,MSC06,0.6055555555555555,14808,unassign
motor,mem,MSC06,0.745,14808,unassign
mem,semantic,MSC06,0.9550000000000001,14808,unassign
mem,glass,MSC06,0.9111111111111112,14808,unassign
mem,motor,MSC06,0.96,14808,unassign
semantic,glass,MSC07,0.945,14808,unassign
semantic,motor,MSC07,0.5499999999999999,14808,unassign
semantic,mem,MSC07,0.72,14808,unassign
glass,semantic,MSC07,0.9949999999999999,14808,unassign
glass,motor,MSC07,0.625,14808,unassign
glass,mem,MSC07,0.7999999999999999,14808,unassign
motor,semantic,MSC07,0.5449999999999999,14808,unassign
motor,glass,MSC07,0.5499999999999999,14808,unassign
motor,mem,MSC07,0.5449999999999999,14808,unassign
mem,semantic,MSC07,0.99,14808,unassign
mem,glass,MSC07,0.9400000000000001,14808,unassign
mem,motor,MSC07,0.89,14808,unassign
semantic,glass,MSC10,0.975,14808,unassign
semantic,motor,MSC10,0.685,14808,unassign
semantic,mem,MSC10,0.9200000000000002,14808,unassign
glass,semantic,MSC10,0.8950000000000001,14808,unassign
glass,motor,MSC10,0.8700000000000001,14808,unassign
glass,mem,MSC10,0.7849999999999999,14808,unassign
motor,semantic,MSC10,0.655,14808,unassign
motor,glass,MSC10,0.77,14808,unassign
motor,mem,MSC10,0.6950000000000001,14808,unassign
mem,semantic,MSC10,0.82,14808,unassign
mem,glass,MSC10,0.8800000000000001,14808,unassign
mem,motor,MSC10,0.925,14808,unassign
semantic,glass,MSC01,0.845,14808,unassign
semantic,motor,MSC01,0.7799999999999999,14808,unassign
semantic,mem,MSC01,0.745,14808,unassign
glass,semantic,MSC01,0.95,14808,unassign
glass,motor,MSC01,0.9350000000000002,14808,unassign
glass,mem,MSC01,0.82,14808,unassign
motor,semantic,MSC01,0.9349999999999999,14808,unassign
motor,glass,MSC01,0.8600000000000001,14808,unassign
motor,mem,MSC01,0.68,14808,unassign
mem,semantic,MSC01,1.0,14808,unassign
mem,glass,MSC01,0.945,14808,unassign
mem,motor,MSC01,1.0,14808,unassign
semantic,glass,MSC02,0.6950000000000001,14808,unassign
semantic,motor,MSC02,0.505,14808,unassign
semantic,mem,MSC02,0.515,14808,unassign
glass,semantic,MSC02,0.9,14808,unassign
glass,motor,MSC02,0.63,14808,unassign
glass,mem,MSC02,0.64,14808,unassign
motor,semantic,MSC02,0.53,14808,unassign
motor,glass,MSC02,0.5,14808,unassign
motor,mem,MSC02,0.5,14808,unassign
mem,semantic,MSC02,0.825,14808,unassign
mem,glass,MSC02,0.8550000000000001,14808,unassign
mem,motor,MSC02,0.66,14808,unassign
semantic,glass,MSC03,0.765,14808,unassign
semantic,motor,MSC03,0.76,14808,unassign
semantic,mem,MSC03,0.72,14808,unassign
glass,semantic,MSC03,0.7899999999999999,14808,unassign
glass,motor,MSC03,0.97,14808,unassign
glass,mem,MSC03,0.645,14808,unassign
motor,semantic,MSC03,0.55,14808,unassign
motor,glass,MSC03,0.8049999999999999,14808,unassign
motor,mem,MSC03,0.625,14808,unassign
mem,semantic,MSC03,0.82,14808,unassign
mem,glass,MSC03,0.685,14808,unassign
mem,motor,MSC03,0.8750000000000002,14808,unassign
semantic,glass,MSC04,0.885,14808,unassign
semantic,motor,MSC04,0.615,14808,unassign
semantic,mem,MSC04,0.835,14808,unassign
glass,semantic,MSC04,0.9949999999999999,14808,unassign
glass,motor,MSC04,0.905,14808,unassign
glass,mem,MSC04,0.8399999999999999,14808,unassign
motor,semantic,MSC04,0.7699999999999999,14808,unassign
motor,glass,MSC04,0.915,14808,unassign
motor,mem,MSC04,0.845,14808,unassign
mem,semantic,MSC04,0.945,14808,unassign
mem,glass,MSC04,0.9850000000000001,14808,unassign
mem,motor,MSC04,0.905,14808,unassign
semantic,glass,MSC05,0.8950000000000001,14808,unassign
semantic,motor,MSC05,0.8049999999999999,14808,unassign
semantic,mem,MSC05,0.99,14808,unassign
glass,semantic,MSC05,0.95,14808,unassign
glass,motor,MSC05,0.8950000000000001,14808,unassign
glass,mem,MSC05,0.9450000000000001,14808,unassign
motor,semantic,MSC05,0.675,14808,unassign
motor,glass,MSC05,0.775,14808,unassign
motor,mem,MSC05,0.77,14808,unassign
mem,semantic,MSC05,0.9350000000000002,14808,unassign
mem,glass,MSC05,0.985,14808,unassign
mem,motor,MSC05,1.0,14808,unassign
semantic,glass,MSC06,0.7666666666666666,14808,unassign
semantic,motor,MSC06,0.68,14808,unassign
semantic,mem,MSC06,0.95,14808,unassign
glass,semantic,MSC06,0.9166666666666666,14808,unassign
glass,motor,MSC06,0.8333333333333334,14808,unassign
glass,mem,MSC06,0.9000000000000001,14808,unassign
motor,semantic,MSC06,0.7300000000000001,14808,unassign
motor,glass,MSC06,0.5944444444444444,14808,unassign
motor,mem,MSC06,0.7499999999999999,14808,unassign
mem,semantic,MSC06,0.9800000000000001,14808,unassign
mem,glass,MSC06,0.8666666666666668,14808,unassign
mem,motor,MSC06,0.9399999999999998,14808,unassign
semantic,glass,MSC07,0.95,14808,unassign
semantic,motor,MSC07,0.5499999999999999,14808,unassign
semantic,mem,MSC07,0.685,14808,unassign
glass,semantic,MSC07,0.99,14808,unassign
glass,motor,MSC07,0.6400000000000001,14808,unassign
glass,mem,MSC07,0.835,14808,unassign
motor,semantic,MSC07,0.5449999999999999,14808,unassign
motor,glass,MSC07,0.57,14808,unassign
motor,mem,MSC07,0.505,14808,unassign
mem,semantic,MSC07,0.925,14808,unassign
mem,glass,MSC07,0.9700000000000001,14808,unassign
mem,motor,MSC07,0.825,14808,unassign
semantic,glass,MSC10,0.945,14808,unassign
semantic,motor,MSC10,0.6900000000000001,14808,unassign
semantic,mem,MSC10,0.89,14808,unassign
glass,semantic,MSC10,0.86,14808,unassign
glass,motor,MSC10,0.9650000000000001,14808,unassign
glass,mem,MSC10,0.9049999999999999,14808,unassign
motor,semantic,MSC10,0.625,14808,unassign
motor,glass,MSC10,0.7999999999999999,14808,unassign
motor,mem,MSC10,0.85,14808,unassign
mem,semantic,MSC10,0.915,14808,unassign
mem,glass,MSC10,0.8900000000000002,14808,unassign
mem,motor,MSC10,0.945,14808,unassign
semantic,glass,MSC01,0.8649999999999999,10824,default
semantic,motor,MSC01,0.8600000000000001,10824,default
semantic,mem,MSC01,0.665,10824,default
glass,semantic,MSC01,0.95,10824,default
glass,motor,MSC01,0.9299999999999999,10824,default
glass,mem,MSC01,0.8499999999999999,10824,default
motor,semantic,MSC01,0.9200000000000002,10824,default
motor,glass,MSC01,0.9349999999999999,10824,default
motor,mem,MSC01,0.7050000000000002,10824,default
mem,semantic,MSC01,1.0,10824,default
mem,glass,MSC01,0.95,10824,default
mem,motor,MSC01,0.9949999999999999,10824,default
semantic,glass,MSC02,0.6900000000000001,10824,default
