train_task,test_task,sub,acc,features,Null_Network
glass,motor,MSC03,0.9650000000000001,484,salience
glass,mem,MSC03,0.72,484,salience
motor,semantic,MSC03,0.7150000000000001,484,salience
motor,glass,MSC03,0.7200000000000001,484,salience
motor,mem,MSC03,0.7849999999999999,484,salience
mem,semantic,MSC03,0.8700000000000001,484,salience
mem,glass,MSC03,0.38499999999999995,484,salience
mem,motor,MSC03,0.9099999999999999,484,salience
semantic,glass,MSC04,0.9550000000000001,484,salience
semantic,motor,MSC04,0.65,484,salience
semantic,mem,MSC04,0.915,484,salience
glass,semantic,MSC04,0.975,484,salience
glass,motor,MSC04,0.885,484,salience
glass,mem,MSC04,0.93,484,salience
motor,semantic,MSC04,0.8649999999999999,484,salience
motor,glass,MSC04,1.0,484,salience
motor,mem,MSC04,0.805,484,salience
mem,semantic,MSC04,0.95,484,salience
mem,glass,MSC04,1.0,484,salience
mem,motor,MSC04,0.9349999999999999,484,salience
semantic,glass,MSC05,0.875,484,salience
semantic,motor,MSC05,0.7649999999999999,484,salience
semantic,mem,MSC05,0.8999999999999998,484,salience
glass,semantic,MSC05,0.9200000000000002,484,salience
glass,motor,MSC05,0.925,484,salience
glass,mem,MSC05,0.9949999999999999,484,salience
motor,semantic,MSC05,0.7749999999999999,484,salience
motor,glass,MSC05,0.7849999999999999,484,salience
motor,mem,MSC05,0.9800000000000001,484,salience
mem,semantic,MSC05,0.8599999999999998,484,salience
mem,glass,MSC05,0.8549999999999999,484,salience
mem,motor,MSC05,0.93,484,salience
semantic,glass,MSC06,0.8388888888888888,484,salience
semantic,motor,MSC06,0.7999999999999998,484,salience
semantic,mem,MSC06,0.9099999999999999,484,salience
glass,semantic,MSC06,0.9333333333333333,484,salience
glass,motor,MSC06,0.7944444444444444,484,salience
glass,mem,MSC06,0.9000000000000001,484,salience
motor,semantic,MSC06,0.7350000000000001,484,salience
motor,glass,MSC06,0.7666666666666666,484,salience
motor,mem,MSC06,0.945,484,salience
mem,semantic,MSC06,0.8900000000000002,484,salience
mem,glass,MSC06,0.8722222222222223,484,salience
mem,motor,MSC06,0.89,484,salience
semantic,glass,MSC07,0.945,484,salience
semantic,motor,MSC07,0.5549999999999999,484,salience
semantic,mem,MSC07,0.585,484,salience
glass,semantic,MSC07,0.945,484,salience
glass,motor,MSC07,0.62,484,salience
glass,mem,MSC07,0.74,484,salience
motor,semantic,MSC07,0.5,484,salience
motor,glass,MSC07,0.5799999999999998,484,salience
motor,mem,MSC07,0.505,484,salience
mem,semantic,MSC07,0.8549999999999999,484,salience
mem,glass,MSC07,0.9450000000000001,484,salience
mem,motor,MSC07,0.74,484,salience
semantic,glass,MSC10,0.875,484,salience
semantic,motor,MSC10,0.7000000000000001,484,salience
semantic,mem,MSC10,0.8800000000000001,484,salience
glass,semantic,MSC10,0.875,484,salience
glass,motor,MSC10,0.8549999999999999,484,salience
glass,mem,MSC10,0.925,484,salience
motor,semantic,MSC10,0.6500000000000001,484,salience
motor,glass,MSC10,0.8149999999999998,484,salience
motor,mem,MSC10,0.6650000000000001,484,salience
mem,semantic,MSC10,0.86,484,salience
mem,glass,MSC10,0.9600000000000002,484,salience
mem,motor,MSC10,0.9550000000000001,484,salience
semantic,glass,MSC01,0.865,484,salience
semantic,motor,MSC01,0.8150000000000001,484,salience
semantic,mem,MSC01,0.6,484,salience
glass,semantic,MSC01,0.96,484,salience
glass,motor,MSC01,0.8200000000000001,484,salience
glass,mem,MSC01,0.74,484,salience
motor,semantic,MSC01,0.9000000000000001,484,salience
motor,glass,MSC01,0.89,484,salience
motor,mem,MSC01,0.6500000000000001,484,salience
mem,semantic,MSC01,0.96,484,salience
mem,glass,MSC01,0.9299999999999999,484,salience
mem,motor,MSC01,0.96,484,salience
semantic,glass,MSC02,0.7350000000000001,484,salience
semantic,motor,MSC02,0.5199999999999999,484,salience
semantic,mem,MSC02,0.5149999999999999,484,salience
glass,semantic,MSC02,0.885,484,salience
glass,motor,MSC02,0.76,484,salience
glass,mem,MSC02,0.6,484,salience
motor,semantic,MSC02,0.5,484,salience
motor,glass,MSC02,0.6600000000000001,484,salience
motor,mem,MSC02,0.5,484,salience
mem,semantic,MSC02,0.875,484,salience
mem,glass,MSC02,0.9299999999999999,484,salience
mem,motor,MSC02,0.8700000000000001,484,salience
semantic,glass,MSC03,0.6900000000000001,484,salience
semantic,motor,MSC03,0.9050000000000002,484,salience
semantic,mem,MSC03,0.65,484,salience
glass,semantic,MSC03,0.655,484,salience
glass,motor,MSC03,0.9800000000000001,484,salience
glass,mem,MSC03,0.595,484,salience
motor,semantic,MSC03,0.625,484,salience
motor,glass,MSC03,0.74,484,salience
motor,mem,MSC03,0.595,484,salience
mem,semantic,MSC03,0.7699999999999999,484,salience
mem,glass,MSC03,0.585,484,salience
mem,motor,MSC03,0.9000000000000001,484,salience
semantic,glass,MSC04,0.8549999999999999,484,salience
semantic,motor,MSC04,0.58,484,salience
semantic,mem,MSC04,0.775,484,salience
glass,semantic,MSC04,0.9949999999999999,484,salience
glass,motor,MSC04,0.915,484,salience
glass,mem,MSC04,0.885,484,salience
motor,semantic,MSC04,0.615,484,salience
motor,glass,MSC04,0.9650000000000001,484,salience
motor,mem,MSC04,0.8799999999999999,484,salience
mem,semantic,MSC04,0.82,484,salience
mem,glass,MSC04,0.915,484,salience
mem,motor,MSC04,0.9100000000000001,484,salience
semantic,glass,MSC05,0.8850000000000001,484,salience
semantic,motor,MSC05,0.6599999999999999,484,salience
semantic,mem,MSC05,0.9400000000000001,484,salience
glass,semantic,MSC05,0.8850000000000001,484,salience
glass,motor,MSC05,0.9400000000000001,484,salience
glass,mem,MSC05,0.9000000000000001,484,salience
motor,semantic,MSC05,0.5599999999999998,484,salience
motor,glass,MSC05,0.8349999999999997,484,salience
motor,mem,MSC05,0.86,484,salience
mem,semantic,MSC05,0.82,484,salience
mem,glass,MSC05,0.9949999999999999,484,salience
mem,motor,MSC05,1.0,484,salience
semantic,glass,MSC06,0.7888888888888889,484,salience
semantic,motor,MSC06,0.595,484,salience
semantic,mem,MSC06,0.8300000000000001,484,salience
glass,semantic,MSC06,0.8666666666666666,484,salience
glass,motor,MSC06,0.7166666666666667,484,salience
glass,mem,MSC06,0.8388888888888888,484,salience
motor,semantic,MSC06,0.615,484,salience
motor,glass,MSC06,0.5,484,salience
motor,mem,MSC06,0.7849999999999999,484,salience
mem,semantic,MSC06,0.9349999999999999,484,salience
mem,glass,MSC06,0.861111111111111,484,salience
mem,motor,MSC06,0.885,484,salience
semantic,glass,MSC07,0.9400000000000001,484,salience
semantic,motor,MSC07,0.51,484,salience
semantic,mem,MSC07,0.5949999999999999,484,salience
glass,semantic,MSC07,0.9949999999999999,484,salience
glass,motor,MSC07,0.59,484,salience
glass,mem,MSC07,0.765,484,salience
motor,semantic,MSC07,0.5,484,salience
motor,glass,MSC07,0.5499999999999999,484,salience
motor,mem,MSC07,0.5599999999999999,484,salience
mem,semantic,MSC07,0.9349999999999999,484,salience
mem,glass,MSC07,0.9400000000000001,484,salience
mem,motor,MSC07,0.865,484,salience
semantic,glass,MSC10,0.875,484,salience
semantic,motor,MSC10,0.66,484,salience
semantic,mem,MSC10,0.8099999999999999,484,salience
glass,semantic,MSC10,0.8699999999999999,484,salience
glass,motor,MSC10,0.82,484,salience
glass,mem,MSC10,0.845,484,salience
motor,semantic,MSC10,0.5999999999999999,484,salience
motor,glass,MSC10,0.6399999999999999,484,salience
motor,mem,MSC10,0.765,484,salience
mem,semantic,MSC10,0.85,484,salience
mem,glass,MSC10,0.8800000000000001,484,salience
mem,motor,MSC10,0.9400000000000001,484,salience
semantic,glass,MSC01,0.9000000000000001,484,salience
semantic,motor,MSC01,0.905,484,salience
semantic,mem,MSC01,0.6950000000000001,484,salience
glass,semantic,MSC01,0.9099999999999999,484,salience
glass,motor,MSC01,0.8699999999999999,484,salience
glass,mem,MSC01,0.76,484,salience
motor,semantic,MSC01,0.8949999999999999,484,salience
motor,glass,MSC01,0.8700000000000001,484,salience
motor,mem,MSC01,0.6500000000000001,484,salience
mem,semantic,MSC01,0.985,484,salience
mem,glass,MSC01,0.9100000000000001,484,salience
mem,motor,MSC01,0.9649999999999999,484,salience
semantic,glass,MSC02,0.6800000000000002,484,salience
semantic,motor,MSC02,0.505,484,salience
semantic,mem,MSC02,0.53,484,salience
glass,semantic,MSC02,0.7849999999999999,484,salience
glass,motor,MSC02,0.5399999999999999,484,salience
glass,mem,MSC02,0.5249999999999999,484,salience
motor,semantic,MSC02,0.5,484,salience
motor,glass,MSC02,0.51,484,salience
motor,mem,MSC02,0.5,484,salience
mem,semantic,MSC02,0.835,484,salience
mem,glass,MSC02,0.745,484,salience
mem,motor,MSC02,0.6450000000000001,484,salience
semantic,glass,MSC03,0.675,484,salience
semantic,motor,MSC03,0.835,484,salience
semantic,mem,MSC03,0.6650000000000001,484,salience
glass,semantic,MSC03,0.7899999999999999,484,salience
glass,motor,MSC03,0.8750000000000002,484,salience
glass,mem,MSC03,0.615,484,salience
motor,semantic,MSC03,0.63,484,salience
motor,glass,MSC03,0.755,484,salience
motor,mem,MSC03,0.5,484,salience
mem,semantic,MSC03,0.7899999999999999,484,salience
mem,glass,MSC03,0.615,484,salience
mem,motor,MSC03,0.735,484,salience
semantic,glass,MSC04,0.8649999999999999,484,salience
semantic,motor,MSC04,0.5799999999999998,484,salience
semantic,mem,MSC04,0.825,484,salience
glass,semantic,MSC04,0.905,484,salience
glass,motor,MSC04,0.845,484,salience
glass,mem,MSC04,0.8399999999999999,484,salience
motor,semantic,MSC04,0.77,484,salience
motor,glass,MSC04,0.8099999999999999,484,salience
motor,mem,MSC04,0.7699999999999999,484,salience
mem,semantic,MSC04,0.9400000000000001,484,salience
mem,glass,MSC04,0.95,484,salience
mem,motor,MSC04,0.85,484,salience
semantic,glass,MSC05,0.715,484,salience
semantic,motor,MSC05,0.635,484,salience
semantic,mem,MSC05,0.85,484,salience
glass,semantic,MSC05,0.9049999999999999,484,salience
glass,motor,MSC05,0.7899999999999999,484,salience
glass,mem,MSC05,0.95,484,salience
motor,semantic,MSC05,0.615,484,salience
motor,glass,MSC05,0.7,484,salience
motor,mem,MSC05,0.8650000000000002,484,salience
mem,semantic,MSC05,0.96,484,salience
mem,glass,MSC05,0.835,484,salience
mem,motor,MSC05,0.9550000000000001,484,salience
semantic,glass,MSC06,0.7777777777777778,484,salience
semantic,motor,MSC06,0.7150000000000001,484,salience
semantic,mem,MSC06,0.9,484,salience
glass,semantic,MSC06,0.8222222222222222,484,salience
glass,motor,MSC06,0.7333333333333334,484,salience
glass,mem,MSC06,0.9611111111111111,484,salience
motor,semantic,MSC06,0.63,484,salience
motor,glass,MSC06,0.6722222222222223,484,salience
motor,mem,MSC06,0.76,484,salience
mem,semantic,MSC06,0.8449999999999998,484,salience
mem,glass,MSC06,0.8333333333333333,484,salience
mem,motor,MSC06,0.7949999999999999,484,salience
semantic,glass,MSC07,0.97,484,salience
semantic,motor,MSC07,0.5799999999999998,484,salience
semantic,mem,MSC07,0.615,484,salience
glass,semantic,MSC07,0.985,484,salience
glass,motor,MSC07,0.5650000000000001,484,salience
glass,mem,MSC07,0.76,484,salience
motor,semantic,MSC07,0.5549999999999999,484,salience
motor,glass,MSC07,0.6900000000000001,484,salience
motor,mem,MSC07,0.525,484,salience
mem,semantic,MSC07,0.8800000000000001,484,salience
mem,glass,MSC07,0.945,484,salience
mem,motor,MSC07,0.9899999999999999,484,salience
semantic,glass,MSC10,0.9400000000000001,484,salience
semantic,motor,MSC10,0.6900000000000001,484,salience
semantic,mem,MSC10,0.8049999999999999,484,salience
glass,semantic,MSC10,0.95,484,salience
glass,motor,MSC10,0.8549999999999999,484,salience
glass,mem,MSC10,0.9650000000000001,484,salience
motor,semantic,MSC10,0.7300000000000001,484,salience
motor,glass,MSC10,0.7300000000000001,484,salience
motor,mem,MSC10,0.8549999999999999,484,salience
mem,semantic,MSC10,0.8950000000000001,484,salience
mem,glass,MSC10,0.8149999999999998,484,salience
mem,motor,MSC10,0.925,484,salience
semantic,glass,MSC01,0.8399999999999999,484,salience
semantic,motor,MSC01,0.655,484,salience
semantic,mem,MSC01,0.675,484,salience
glass,semantic,MSC01,0.9450000000000001,484,salience
glass,motor,MSC01,0.89,484,salience
glass,mem,MSC01,0.755,484,salience
motor,semantic,MSC01,0.9050000000000002,484,salience
motor,glass,MSC01,0.865,484,salience
motor,mem,MSC01,0.6500000000000001,484,salience
mem,semantic,MSC01,0.95,484,salience
mem,glass,MSC01,0.95,484,salience
mem,motor,MSC01,0.9249999999999998,484,salience
semantic,glass,MSC02,0.74,484,salience
semantic,motor,MSC02,0.57,484,salience
semantic,mem,MSC02,0.5149999999999999,484,salience
glass,semantic,MSC02,0.845,484,salience
glass,motor,MSC02,0.645,484,salience
glass,mem,MSC02,0.59,484,salience
motor,semantic,MSC02,0.51,484,salience
motor,glass,MSC02,0.505,484,salience
motor,mem,MSC02,0.5,484,salience
mem,semantic,MSC02,0.8149999999999998,484,salience
mem,glass,MSC02,0.865,484,salience
mem,motor,MSC02,0.85,484,salience
semantic,glass,MSC03,0.8800000000000001,484,salience
semantic,motor,MSC03,0.74,484,salience
semantic,mem,MSC03,0.6849999999999999,484,salience
glass,semantic,MSC03,0.8400000000000001,484,salience
glass,motor,MSC03,0.9450000000000001,484,salience
glass,mem,MSC03,0.6050000000000001,484,salience
motor,semantic,MSC03,0.635,484,salience
motor,glass,MSC03,0.6099999999999999,484,salience
motor,mem,MSC03,0.5,484,salience
mem,semantic,MSC03,0.9100000000000001,484,salience
mem,glass,MSC03,0.7150000000000001,484,salience
mem,motor,MSC03,0.9399999999999998,484,salience
semantic,glass,MSC04,0.735,484,salience
semantic,motor,MSC04,0.62,484,salience
semantic,mem,MSC04,0.7350000000000001,484,salience
glass,semantic,MSC04,0.8850000000000001,484,salience
glass,motor,MSC04,0.8099999999999999,484,salience
glass,mem,MSC04,0.6799999999999999,484,salience
motor,semantic,MSC04,0.625,484,salience
motor,glass,MSC04,0.7899999999999999,484,salience
motor,mem,MSC04,0.8149999999999998,484,salience
mem,semantic,MSC04,0.9400000000000001,484,salience
mem,glass,MSC04,0.905,484,salience
mem,motor,MSC04,0.7849999999999999,484,salience
semantic,glass,MSC05,0.805,484,salience
semantic,motor,MSC05,0.745,484,salience
semantic,mem,MSC05,0.915,484,salience
glass,semantic,MSC05,0.875,484,salience
glass,motor,MSC05,0.8950000000000001,484,salience
glass,mem,MSC05,0.8949999999999999,484,salience
motor,semantic,MSC05,0.85,484,salience
motor,glass,MSC05,0.75,484,salience
motor,mem,MSC05,0.8950000000000001,484,salience
mem,semantic,MSC05,1.0,484,salience
mem,glass,MSC05,0.885,484,salience
mem,motor,MSC05,0.96,484,salience
semantic,glass,MSC06,0.7111111111111111,484,salience
semantic,motor,MSC06,0.565,484,salience
semantic,mem,MSC06,0.7300000000000001,484,salience
glass,semantic,MSC06,0.8555555555555555,484,salience
glass,motor,MSC06,0.7611111111111111,484,salience
glass,mem,MSC06,0.9166666666666666,484,salience
motor,semantic,MSC06,0.7849999999999999,484,salience
motor,glass,MSC06,0.5888888888888888,484,salience
motor,mem,MSC06,0.7449999999999999,484,salience
mem,semantic,MSC06,0.9000000000000001,484,salience
mem,glass,MSC06,0.8444444444444444,484,salience
mem,motor,MSC06,0.8049999999999999,484,salience
semantic,glass,MSC07,0.93,484,salience
semantic,motor,MSC07,0.5499999999999999,484,salience
semantic,mem,MSC07,0.75,484,salience
glass,semantic,MSC07,0.9949999999999999,484,salience
glass,motor,MSC07,0.665,484,salience
glass,mem,MSC07,0.8249999999999998,484,salience
motor,semantic,MSC07,0.57,484,salience
motor,glass,MSC07,0.5449999999999999,484,salience
motor,mem,MSC07,0.5,484,salience
mem,semantic,MSC07,0.975,484,salience
mem,glass,MSC07,0.89,484,salience
mem,motor,MSC07,0.9100000000000001,484,salience
semantic,glass,MSC10,0.905,484,salience
semantic,motor,MSC10,0.8800000000000001,484,salience
semantic,mem,MSC10,0.8800000000000001,484,salience
glass,semantic,MSC10,0.9400000000000001,484,salience
glass,motor,MSC10,0.9000000000000001,484,salience
glass,mem,MSC10,0.9049999999999999,484,salience
motor,semantic,MSC10,0.7150000000000001,484,salience
motor,glass,MSC10,0.595,484,salience
motor,mem,MSC10,0.75,484,salience
mem,semantic,MSC10,0.8299999999999998,484,salience
mem,glass,MSC10,0.8700000000000001,484,salience
mem,motor,MSC10,0.945,484,salience
semantic,glass,MSC01,0.9000000000000001,484,salience
semantic,motor,MSC01,0.925,484,salience
semantic,mem,MSC01,0.745,484,salience
glass,semantic,MSC01,0.945,484,salience
glass,motor,MSC01,0.95,484,salience
glass,mem,MSC01,0.725,484,salience
motor,semantic,MSC01,0.9400000000000001,484,salience
motor,glass,MSC01,0.9,484,salience
motor,mem,MSC01,0.73,484,salience
mem,semantic,MSC01,0.9949999999999999,484,salience
mem,glass,MSC01,0.925,484,salience
mem,motor,MSC01,0.96,484,salience
semantic,glass,MSC02,0.655,484,salience
semantic,motor,MSC02,0.5399999999999999,484,salience
semantic,mem,MSC02,0.5199999999999999,484,salience
glass,semantic,MSC02,0.8700000000000001,484,salience
glass,motor,MSC02,0.7200000000000001,484,salience
glass,mem,MSC02,0.6650000000000001,484,salience
motor,semantic,MSC02,0.505,484,salience
motor,glass,MSC02,0.5,484,salience
motor,mem,MSC02,0.51,484,salience
mem,semantic,MSC02,0.6400000000000001,484,salience
mem,glass,MSC02,0.725,484,salience
mem,motor,MSC02,0.7849999999999999,484,salience
semantic,glass,MSC03,0.76,484,salience
semantic,motor,MSC03,0.7050000000000001,484,salience
semantic,mem,MSC03,0.635,484,salience
glass,semantic,MSC03,0.75,484,salience
glass,motor,MSC03,0.9099999999999999,484,salience
glass,mem,MSC03,0.7100000000000001,484,salience
motor,semantic,MSC03,0.5599999999999999,484,salience
motor,glass,MSC03,0.8149999999999998,484,salience
motor,mem,MSC03,0.645,484,salience
mem,semantic,MSC03,0.7849999999999999,484,salience
mem,glass,MSC03,0.6300000000000001,484,salience
mem,motor,MSC03,0.8950000000000001,484,salience
semantic,glass,MSC04,0.7799999999999999,484,salience
semantic,motor,MSC04,0.5549999999999999,484,salience
semantic,mem,MSC04,0.7799999999999999,484,salience
glass,semantic,MSC04,0.8550000000000001,484,salience
glass,motor,MSC04,0.89,484,salience
glass,mem,MSC04,0.8950000000000001,484,salience
motor,semantic,MSC04,0.55,484,salience
motor,glass,MSC04,0.9200000000000002,484,salience
motor,mem,MSC04,0.7999999999999999,484,salience
mem,semantic,MSC04,0.905,484,salience
mem,glass,MSC04,0.945,484,salience
mem,motor,MSC04,0.89,484,salience
semantic,glass,MSC05,0.8850000000000001,484,salience
semantic,motor,MSC05,0.7150000000000001,484,salience
semantic,mem,MSC05,0.8,484,salience
glass,semantic,MSC05,0.8900000000000002,484,salience
glass,motor,MSC05,0.8599999999999998,484,salience
glass,mem,MSC05,0.8600000000000001,484,salience
motor,semantic,MSC05,0.7250000000000001,484,salience
motor,glass,MSC05,0.75,484,salience
motor,mem,MSC05,0.7999999999999999,484,salience
mem,semantic,MSC05,0.95,484,salience
mem,glass,MSC05,0.985,484,salience
mem,motor,MSC05,0.9550000000000001,484,salience
semantic,glass,MSC06,0.8166666666666667,484,salience
semantic,motor,MSC06,0.7949999999999999,484,salience
semantic,mem,MSC06,0.845,484,salience
glass,semantic,MSC06,0.85,484,salience
glass,motor,MSC06,0.7999999999999999,484,salience
glass,mem,MSC06,0.8277777777777777,484,salience
motor,semantic,MSC06,0.7200000000000001,484,salience
motor,glass,MSC06,0.6777777777777778,484,salience
motor,mem,MSC06,0.74,484,salience
mem,semantic,MSC06,0.8800000000000001,484,salience
mem,glass,MSC06,0.8111111111111111,484,salience
mem,motor,MSC06,0.8150000000000001,484,salience
semantic,glass,MSC07,0.95,484,salience
semantic,motor,MSC07,0.5549999999999999,484,salience
semantic,mem,MSC07,0.6249999999999999,484,salience
glass,semantic,MSC07,0.9949999999999999,484,salience
glass,motor,MSC07,0.6100000000000001,484,salience
glass,mem,MSC07,0.73,484,salience
motor,semantic,MSC07,0.51,484,salience
motor,glass,MSC07,0.575,484,salience
motor,mem,MSC07,0.5,484,salience
mem,semantic,MSC07,0.915,484,salience
mem,glass,MSC07,0.76,484,salience
mem,motor,MSC07,0.9049999999999999,484,salience
semantic,glass,MSC10,0.9650000000000001,484,salience
semantic,motor,MSC10,0.7500000000000001,484,salience
semantic,mem,MSC10,0.915,484,salience
glass,semantic,MSC10,0.9,484,salience
glass,motor,MSC10,0.86,484,salience
glass,mem,MSC10,0.845,484,salience
motor,semantic,MSC10,0.66,484,salience
motor,glass,MSC10,0.8700000000000001,484,salience
motor,mem,MSC10,0.8099999999999999,484,salience
mem,semantic,MSC10,0.8399999999999999,484,salience
mem,glass,MSC10,0.9099999999999999,484,salience
mem,motor,MSC10,0.9650000000000001,484,salience
semantic,glass,MSC01,0.8499999999999999,484,salience
semantic,motor,MSC01,0.8349999999999997,484,salience
semantic,mem,MSC01,0.6400000000000001,484,salience
glass,semantic,MSC01,0.9550000000000001,484,salience
glass,motor,MSC01,0.89,484,salience
glass,mem,MSC01,0.6850000000000002,484,salience
motor,semantic,MSC01,0.945,484,salience
motor,glass,MSC01,0.8599999999999998,484,salience
motor,mem,MSC01,0.6499999999999999,484,salience
mem,semantic,MSC01,1.0,484,salience
mem,glass,MSC01,0.9199999999999999,484,salience
mem,motor,MSC01,0.8699999999999999,484,salience
semantic,glass,MSC02,0.7250000000000001,484,salience
semantic,motor,MSC02,0.5449999999999999,484,salience
semantic,mem,MSC02,0.61,484,salience
glass,semantic,MSC02,0.9000000000000001,484,salience
glass,motor,MSC02,0.7649999999999999,484,salience
glass,mem,MSC02,0.6699999999999999,484,salience
motor,semantic,MSC02,0.6250000000000001,484,salience
motor,glass,MSC02,0.59,484,salience
motor,mem,MSC02,0.5399999999999999,484,salience
mem,semantic,MSC02,0.915,484,salience
mem,glass,MSC02,0.845,484,salience
mem,motor,MSC02,0.645,484,salience
semantic,glass,MSC03,0.63,484,salience
semantic,motor,MSC03,0.8800000000000001,484,salience
semantic,mem,MSC03,0.74,484,salience
glass,semantic,MSC03,0.7649999999999999,484,salience
glass,motor,MSC03,0.8850000000000001,484,salience
glass,mem,MSC03,0.665,484,salience
motor,semantic,MSC03,0.615,484,salience
motor,glass,MSC03,0.8099999999999998,484,salience
motor,mem,MSC03,0.745,484,salience
mem,semantic,MSC03,0.8299999999999998,484,salience
mem,glass,MSC03,0.61,484,salience
mem,motor,MSC03,0.8950000000000001,484,salience
semantic,glass,MSC04,0.885,484,salience
semantic,motor,MSC04,0.5549999999999999,484,salience
semantic,mem,MSC04,0.7899999999999998,484,salience
glass,semantic,MSC04,0.9099999999999999,484,salience
glass,motor,MSC04,0.845,484,salience
glass,mem,MSC04,0.9099999999999999,484,salience
motor,semantic,MSC04,0.68,484,salience
motor,glass,MSC04,0.89,484,salience
motor,mem,MSC04,0.6699999999999999,484,salience
mem,semantic,MSC04,0.9349999999999999,484,salience
mem,glass,MSC04,0.9200000000000002,484,salience
mem,motor,MSC04,0.8150000000000001,484,salience
semantic,glass,MSC05,0.8549999999999999,484,salience
semantic,motor,MSC05,0.86,484,salience
semantic,mem,MSC05,0.9349999999999999,484,salience
glass,semantic,MSC05,0.9800000000000001,484,salience
glass,motor,MSC05,0.8800000000000001,484,salience
glass,mem,MSC05,0.825,484,salience
motor,semantic,MSC05,0.7849999999999999,484,salience
motor,glass,MSC05,0.675,484,salience
motor,mem,MSC05,0.9100000000000001,484,salience
mem,semantic,MSC05,0.985,484,salience
mem,glass,MSC05,0.785,484,salience
mem,motor,MSC05,0.9949999999999999,484,salience
semantic,glass,MSC06,0.6833333333333333,484,salience
semantic,motor,MSC06,0.72,484,salience
semantic,mem,MSC06,0.8550000000000001,484,salience
glass,semantic,MSC06,0.7611111111111111,484,salience
glass,motor,MSC06,0.8277777777777778,484,salience
glass,mem,MSC06,0.8388888888888888,484,salience
motor,semantic,MSC06,0.6900000000000001,484,salience
motor,glass,MSC06,0.6,484,salience
motor,mem,MSC06,0.6500000000000001,484,salience
mem,semantic,MSC06,0.7649999999999999,484,salience
mem,glass,MSC06,0.8888888888888891,484,salience
mem,motor,MSC06,0.775,484,salience
semantic,glass,MSC07,0.9400000000000001,484,salience
semantic,motor,MSC07,0.565,484,salience
semantic,mem,MSC07,0.5700000000000001,484,salience
glass,semantic,MSC07,0.9949999999999999,484,salience
glass,motor,MSC07,0.59,484,salience
glass,mem,MSC07,0.74,484,salience
motor,semantic,MSC07,0.5999999999999999,484,salience
motor,glass,MSC07,0.5999999999999999,484,salience
motor,mem,MSC07,0.5149999999999999,484,salience
mem,semantic,MSC07,0.9799999999999999,484,salience
mem,glass,MSC07,0.9200000000000002,484,salience
mem,motor,MSC07,0.9299999999999999,484,salience
semantic,glass,MSC10,0.805,484,salience
semantic,motor,MSC10,0.655,484,salience
semantic,mem,MSC10,0.72,484,salience
glass,semantic,MSC10,0.875,484,salience
glass,motor,MSC10,0.8099999999999999,484,salience
glass,mem,MSC10,0.8400000000000001,484,salience
motor,semantic,MSC10,0.66,484,salience
motor,glass,MSC10,0.795,484,salience
motor,mem,MSC10,0.6100000000000001,484,salience
mem,semantic,MSC10,0.76,484,salience
mem,glass,MSC10,0.9000000000000001,484,salience
mem,motor,MSC10,0.95,484,salience
semantic,glass,MSC01,0.7749999999999999,484,salience
semantic,motor,MSC01,0.825,484,salience
semantic,mem,MSC01,0.755,484,salience
glass,semantic,MSC01,0.9400000000000001,484,salience
glass,motor,MSC01,0.8049999999999999,484,salience
glass,mem,MSC01,0.7749999999999999,484,salience
motor,semantic,MSC01,0.8400000000000001,484,salience
motor,glass,MSC01,0.8,484,salience
motor,mem,MSC01,0.8099999999999999,484,salience
mem,semantic,MSC01,0.99,484,salience
mem,glass,MSC01,0.915,484,salience
mem,motor,MSC01,0.9649999999999999,484,salience
semantic,glass,MSC02,0.6199999999999999,484,salience
semantic,motor,MSC02,0.5149999999999999,484,salience
semantic,mem,MSC02,0.505,484,salience
glass,semantic,MSC02,0.89,484,salience
glass,motor,MSC02,0.59,484,salience
glass,mem,MSC02,0.655,484,salience
motor,semantic,MSC02,0.5999999999999999,484,salience
motor,glass,MSC02,0.5149999999999999,484,salience
motor,mem,MSC02,0.5,484,salience
mem,semantic,MSC02,0.795,484,salience
mem,glass,MSC02,0.7999999999999999,484,salience
mem,motor,MSC02,0.665,484,salience
semantic,glass,MSC03,0.605,484,salience
semantic,motor,MSC03,0.6900000000000001,484,salience
semantic,mem,MSC03,0.67,484,salience
glass,semantic,MSC03,0.6900000000000002,484,salience
glass,motor,MSC03,0.845,484,salience
glass,mem,MSC03,0.6050000000000001,484,salience
motor,semantic,MSC03,0.565,484,salience
motor,glass,MSC03,0.805,484,salience
motor,mem,MSC03,0.58,484,salience
mem,semantic,MSC03,0.875,484,salience
mem,glass,MSC03,0.655,484,salience
mem,motor,MSC03,0.8300000000000001,484,salience
semantic,glass,MSC04,0.85,484,salience
semantic,motor,MSC04,0.6050000000000001,484,salience
semantic,mem,MSC04,0.6900000000000001,484,salience
glass,semantic,MSC04,0.9400000000000001,484,salience
glass,motor,MSC04,0.89,484,salience
glass,mem,MSC04,0.885,484,salience
motor,semantic,MSC04,0.5499999999999999,484,salience
motor,glass,MSC04,0.945,484,salience
motor,mem,MSC04,0.8399999999999999,484,salience
mem,semantic,MSC04,0.9349999999999999,484,salience
mem,glass,MSC04,0.9400000000000001,484,salience
mem,motor,MSC04,0.9550000000000001,484,salience
semantic,glass,MSC05,0.845,484,salience
semantic,motor,MSC05,0.7949999999999999,484,salience
semantic,mem,MSC05,0.8150000000000001,484,salience
glass,semantic,MSC05,0.915,484,salience
