train_task,test_task,sub,acc,features
mem,glass,MSC04,0.915,143
mem,motor,MSC04,0.835,143
semantic,glass,MSC05,0.89,143
semantic,motor,MSC05,0.8149999999999998,143
semantic,mem,MSC05,0.9800000000000001,143
glass,semantic,MSC05,0.9049999999999999,143
glass,motor,MSC05,0.9399999999999998,143
glass,mem,MSC05,0.96,143
motor,semantic,MSC05,0.8249999999999998,143
motor,glass,MSC05,0.7949999999999999,143
motor,mem,MSC05,0.9350000000000002,143
mem,semantic,MSC05,0.845,143
mem,glass,MSC05,0.8150000000000001,143
mem,motor,MSC05,0.905,143
semantic,glass,MSC06,0.8222222222222223,143
semantic,motor,MSC06,0.76,143
semantic,mem,MSC06,0.86,143
glass,semantic,MSC06,0.9055555555555556,143
glass,motor,MSC06,0.7388888888888888,143
glass,mem,MSC06,0.911111111111111,143
motor,semantic,MSC06,0.865,143
motor,glass,MSC06,0.85,143
motor,mem,MSC06,0.8149999999999998,143
mem,semantic,MSC06,0.8499999999999999,143
mem,glass,MSC06,0.7833333333333333,143
mem,motor,MSC06,0.76,143
semantic,glass,MSC07,0.9,143
semantic,motor,MSC07,0.655,143
semantic,mem,MSC07,0.595,143
glass,semantic,MSC07,0.9550000000000001,143
glass,motor,MSC07,0.605,143
glass,mem,MSC07,0.71,143
motor,semantic,MSC07,0.64,143
motor,glass,MSC07,0.5999999999999999,143
motor,mem,MSC07,0.5799999999999998,143
mem,semantic,MSC07,0.9,143
mem,glass,MSC07,0.9349999999999999,143
mem,motor,MSC07,0.875,143
semantic,glass,MSC10,0.9200000000000002,143
semantic,motor,MSC10,0.8099999999999999,143
semantic,mem,MSC10,0.7350000000000001,143
glass,semantic,MSC10,0.8550000000000001,143
glass,motor,MSC10,0.86,143
glass,mem,MSC10,0.835,143
motor,semantic,MSC10,0.635,143
motor,glass,MSC10,0.7899999999999999,143
motor,mem,MSC10,0.7100000000000001,143
mem,semantic,MSC10,0.78,143
mem,glass,MSC10,0.865,143
mem,motor,MSC10,0.9800000000000001,143
semantic,glass,MSC01,0.915,36
semantic,motor,MSC01,0.64,36
semantic,mem,MSC01,0.6900000000000002,36
glass,semantic,MSC01,0.8699999999999999,36
glass,motor,MSC01,0.7000000000000001,36
glass,mem,MSC01,0.705,36
motor,semantic,MSC01,0.89,36
motor,glass,MSC01,0.835,36
motor,mem,MSC01,0.8049999999999999,36
mem,semantic,MSC01,0.7849999999999999,36
mem,glass,MSC01,0.7849999999999999,36
mem,motor,MSC01,0.8099999999999999,36
semantic,glass,MSC02,0.53,36
semantic,motor,MSC02,0.4800000000000001,36
semantic,mem,MSC02,0.5549999999999999,36
glass,semantic,MSC02,0.6300000000000001,36
glass,motor,MSC02,0.755,36
glass,mem,MSC02,0.6900000000000002,36
motor,semantic,MSC02,0.4600000000000001,36
motor,glass,MSC02,0.6,36
motor,mem,MSC02,0.6,36
mem,semantic,MSC02,0.6650000000000001,36
mem,glass,MSC02,0.575,36
mem,motor,MSC02,0.665,36
semantic,glass,MSC03,0.7350000000000001,36
semantic,motor,MSC03,0.7050000000000001,36
semantic,mem,MSC03,0.6,36
glass,semantic,MSC03,0.6100000000000001,36
glass,motor,MSC03,0.655,36
glass,mem,MSC03,0.7350000000000001,36
motor,semantic,MSC03,0.8349999999999997,36
motor,glass,MSC03,0.73,36
motor,mem,MSC03,0.6399999999999999,36
mem,semantic,MSC03,0.65,36
mem,glass,MSC03,0.73,36
mem,motor,MSC03,0.79,36
semantic,glass,MSC04,0.7300000000000001,36
semantic,motor,MSC04,0.5,36
semantic,mem,MSC04,0.6900000000000001,36
glass,semantic,MSC04,0.665,36
glass,motor,MSC04,0.705,36
glass,mem,MSC04,0.7649999999999999,36
motor,semantic,MSC04,0.6400000000000001,36
motor,glass,MSC04,0.675,36
motor,mem,MSC04,0.62,36
mem,semantic,MSC04,0.6950000000000001,36
mem,glass,MSC04,0.7849999999999999,36
mem,motor,MSC04,0.675,36
semantic,glass,MSC05,0.8049999999999999,36
semantic,motor,MSC05,0.835,36
semantic,mem,MSC05,0.8299999999999998,36
glass,semantic,MSC05,0.95,36
glass,motor,MSC05,0.905,36
glass,mem,MSC05,0.86,36
motor,semantic,MSC05,0.875,36
motor,glass,MSC05,0.7849999999999999,36
motor,mem,MSC05,0.8149999999999998,36
mem,semantic,MSC05,0.8699999999999999,36
mem,glass,MSC05,0.8349999999999997,36
mem,motor,MSC05,0.9400000000000001,36
semantic,glass,MSC06,0.6611111111111112,36
semantic,motor,MSC06,0.8549999999999999,36
semantic,mem,MSC06,0.765,36
glass,semantic,MSC06,0.8277777777777777,36
glass,motor,MSC06,0.861111111111111,36
glass,mem,MSC06,0.7388888888888888,36
motor,semantic,MSC06,0.745,36
motor,glass,MSC06,0.7722222222222221,36
motor,mem,MSC06,0.825,36
mem,semantic,MSC06,0.74,36
mem,glass,MSC06,0.7166666666666667,36
mem,motor,MSC06,0.7649999999999999,36
semantic,glass,MSC07,0.8150000000000001,36
semantic,motor,MSC07,0.605,36
semantic,mem,MSC07,0.7300000000000001,36
glass,semantic,MSC07,0.865,36
glass,motor,MSC07,0.59,36
glass,mem,MSC07,0.755,36
motor,semantic,MSC07,0.62,36
motor,glass,MSC07,0.57,36
motor,mem,MSC07,0.55,36
mem,semantic,MSC07,0.77,36
mem,glass,MSC07,0.7899999999999999,36
mem,motor,MSC07,0.8149999999999998,36
semantic,glass,MSC10,0.7699999999999999,36
semantic,motor,MSC10,0.685,36
semantic,mem,MSC10,0.625,36
glass,semantic,MSC10,0.6800000000000002,36
glass,motor,MSC10,0.735,36
glass,mem,MSC10,0.7050000000000001,36
motor,semantic,MSC10,0.57,36
motor,glass,MSC10,0.585,36
motor,mem,MSC10,0.7150000000000001,36
mem,semantic,MSC10,0.68,36
mem,glass,MSC10,0.6950000000000001,36
mem,motor,MSC10,0.8150000000000001,36
semantic,glass,MSC01,0.93,98
semantic,motor,MSC01,0.8299999999999998,98
semantic,mem,MSC01,0.6850000000000002,98
glass,semantic,MSC01,0.915,98
glass,motor,MSC01,0.7999999999999998,98
glass,mem,MSC01,0.9200000000000002,98
motor,semantic,MSC01,0.7450000000000001,98
motor,glass,MSC01,0.78,98
motor,mem,MSC01,0.7150000000000001,98
mem,semantic,MSC01,0.7899999999999999,98
mem,glass,MSC01,0.9850000000000001,98
mem,motor,MSC01,0.9649999999999999,98
semantic,glass,MSC02,0.7050000000000001,98
semantic,motor,MSC02,0.5599999999999998,98
semantic,mem,MSC02,0.5999999999999999,98
glass,semantic,MSC02,0.7999999999999999,98
glass,motor,MSC02,0.6599999999999999,98
glass,mem,MSC02,0.635,98
motor,semantic,MSC02,0.5499999999999999,98
motor,glass,MSC02,0.6199999999999999,98
motor,mem,MSC02,0.6100000000000001,98
mem,semantic,MSC02,0.82,98
mem,glass,MSC02,0.675,98
mem,motor,MSC02,0.655,98
semantic,glass,MSC03,0.78,98
semantic,motor,MSC03,0.86,98
semantic,mem,MSC03,0.665,98
glass,semantic,MSC03,0.865,98
glass,motor,MSC03,0.885,98
glass,mem,MSC03,0.755,98
motor,semantic,MSC03,0.715,98
motor,glass,MSC03,0.6299999999999999,98
motor,mem,MSC03,0.59,98
mem,semantic,MSC03,0.8499999999999999,98
mem,glass,MSC03,0.8750000000000002,98
mem,motor,MSC03,0.9400000000000001,98
semantic,glass,MSC04,0.9149999999999998,98
semantic,motor,MSC04,0.775,98
semantic,mem,MSC04,0.875,98
glass,semantic,MSC04,0.875,98
glass,motor,MSC04,0.8399999999999999,98
glass,mem,MSC04,0.7999999999999999,98
motor,semantic,MSC04,0.8699999999999999,98
motor,glass,MSC04,0.9400000000000001,98
motor,mem,MSC04,0.745,98
mem,semantic,MSC04,0.9,98
mem,glass,MSC04,1.0,98
mem,motor,MSC04,0.7150000000000001,98
semantic,glass,MSC05,0.645,98
semantic,motor,MSC05,0.595,98
semantic,mem,MSC05,0.8099999999999999,98
glass,semantic,MSC05,0.9,98
glass,motor,MSC05,0.775,98
glass,mem,MSC05,0.9299999999999999,98
motor,semantic,MSC05,0.61,98
motor,glass,MSC05,0.575,98
motor,mem,MSC05,0.7899999999999999,98
mem,semantic,MSC05,0.95,98
mem,glass,MSC05,0.7899999999999999,98
mem,motor,MSC05,0.8099999999999999,98
semantic,glass,MSC06,0.8722222222222221,98
semantic,motor,MSC06,0.8750000000000002,98
semantic,mem,MSC06,0.8100000000000002,98
glass,semantic,MSC06,0.8222222222222222,98
glass,motor,MSC06,0.8777777777777778,98
glass,mem,MSC06,0.8166666666666667,98
motor,semantic,MSC06,0.5999999999999999,98
motor,glass,MSC06,0.8333333333333334,98
motor,mem,MSC06,0.7050000000000001,98
mem,semantic,MSC06,0.89,98
mem,glass,MSC06,0.8833333333333334,98
mem,motor,MSC06,0.99,98
semantic,glass,MSC07,0.8900000000000002,98
semantic,motor,MSC07,0.745,98
semantic,mem,MSC07,0.635,98
glass,semantic,MSC07,0.9299999999999999,98
glass,motor,MSC07,0.7,98
glass,mem,MSC07,0.655,98
motor,semantic,MSC07,0.635,98
motor,glass,MSC07,0.5799999999999998,98
motor,mem,MSC07,0.5399999999999999,98
mem,semantic,MSC07,0.845,98
mem,glass,MSC07,0.7649999999999999,98
mem,motor,MSC07,0.755,98
semantic,glass,MSC10,0.875,98
semantic,motor,MSC10,0.915,98
semantic,mem,MSC10,0.7350000000000001,98
glass,semantic,MSC10,0.8399999999999999,98
glass,motor,MSC10,0.9649999999999999,98
glass,mem,MSC10,0.625,98
motor,semantic,MSC10,0.75,98
motor,glass,MSC10,0.8649999999999999,98
motor,mem,MSC10,0.68,98
mem,semantic,MSC10,0.7899999999999999,98
mem,glass,MSC10,0.795,98
mem,motor,MSC10,0.95,98
semantic,glass,MSC01,0.875,113
semantic,motor,MSC01,0.9649999999999999,113
semantic,mem,MSC01,0.5499999999999999,113
glass,semantic,MSC01,0.945,113
glass,motor,MSC01,0.945,113
glass,mem,MSC01,0.9099999999999999,113
motor,semantic,MSC01,0.93,113
motor,glass,MSC01,0.82,113
motor,mem,MSC01,0.615,113
mem,semantic,MSC01,0.835,113
mem,glass,MSC01,0.9400000000000001,113
mem,motor,MSC01,0.97,113
semantic,glass,MSC02,0.7949999999999999,113
semantic,motor,MSC02,0.71,113
semantic,mem,MSC02,0.5,113
glass,semantic,MSC02,0.9450000000000001,113
glass,motor,MSC02,0.7150000000000001,113
glass,mem,MSC02,0.585,113
motor,semantic,MSC02,0.5749999999999998,113
motor,glass,MSC02,0.58,113
motor,mem,MSC02,0.47000000000000003,113
mem,semantic,MSC02,0.775,113
mem,glass,MSC02,0.8699999999999999,113
mem,motor,MSC02,0.7849999999999999,113
semantic,glass,MSC03,0.6950000000000001,113
semantic,motor,MSC03,0.6049999999999999,113
semantic,mem,MSC03,0.6400000000000001,113
glass,semantic,MSC03,0.7849999999999999,113
glass,motor,MSC03,0.835,113
glass,mem,MSC03,0.545,113
motor,semantic,MSC03,0.5,113
motor,glass,MSC03,0.565,113
motor,mem,MSC03,0.635,113
mem,semantic,MSC03,0.6500000000000001,113
mem,glass,MSC03,0.5999999999999999,113
mem,motor,MSC03,0.7949999999999999,113
semantic,glass,MSC04,0.78,113
semantic,motor,MSC04,0.7250000000000001,113
semantic,mem,MSC04,0.7300000000000001,113
glass,semantic,MSC04,0.8549999999999999,113
glass,motor,MSC04,0.875,113
glass,mem,MSC04,0.76,113
motor,semantic,MSC04,0.7250000000000001,113
motor,glass,MSC04,0.805,113
motor,mem,MSC04,0.6950000000000001,113
mem,semantic,MSC04,0.78,113
mem,glass,MSC04,0.8299999999999998,113
mem,motor,MSC04,0.835,113
semantic,glass,MSC05,0.8249999999999998,113
semantic,motor,MSC05,0.7250000000000001,113
semantic,mem,MSC05,0.8149999999999998,113
glass,semantic,MSC05,0.8299999999999998,113
glass,motor,MSC05,0.8699999999999999,113
glass,mem,MSC05,0.7699999999999999,113
motor,semantic,MSC05,0.5899999999999999,113
motor,glass,MSC05,0.6900000000000002,113
motor,mem,MSC05,0.71,113
mem,semantic,MSC05,0.8750000000000002,113
mem,glass,MSC05,0.9099999999999999,113
mem,motor,MSC05,0.9050000000000002,113
semantic,glass,MSC06,0.8111111111111111,113
semantic,motor,MSC06,0.7000000000000001,113
semantic,mem,MSC06,0.7050000000000001,113
glass,semantic,MSC06,0.8555555555555556,113
glass,motor,MSC06,0.5833333333333334,113
glass,mem,MSC06,0.911111111111111,113
motor,semantic,MSC06,0.6700000000000002,113
motor,glass,MSC06,0.6277777777777778,113
motor,mem,MSC06,0.76,113
mem,semantic,MSC06,0.7949999999999998,113
mem,glass,MSC06,0.8722222222222221,113
mem,motor,MSC06,0.7799999999999999,113
semantic,glass,MSC07,0.93,113
semantic,motor,MSC07,0.68,113
semantic,mem,MSC07,0.675,113
glass,semantic,MSC07,0.975,113
glass,motor,MSC07,0.67,113
glass,mem,MSC07,0.635,113
motor,semantic,MSC07,0.7250000000000001,113
motor,glass,MSC07,0.6450000000000001,113
motor,mem,MSC07,0.5499999999999999,113
mem,semantic,MSC07,0.915,113
mem,glass,MSC07,0.9099999999999999,113
mem,motor,MSC07,0.7899999999999999,113
semantic,glass,MSC10,0.76,113
semantic,motor,MSC10,0.6950000000000001,113
semantic,mem,MSC10,0.82,113
glass,semantic,MSC10,0.6950000000000001,113
glass,motor,MSC10,0.89,113
glass,mem,MSC10,0.885,113
motor,semantic,MSC10,0.6500000000000001,113
motor,glass,MSC10,0.75,113
motor,mem,MSC10,0.6950000000000001,113
mem,semantic,MSC10,0.89,113
mem,glass,MSC10,0.775,113
mem,motor,MSC10,0.8750000000000002,113
semantic,glass,MSC01,0.8800000000000001,31
semantic,motor,MSC01,0.6950000000000001,31
semantic,mem,MSC01,0.8299999999999998,31
glass,semantic,MSC01,0.8099999999999999,31
glass,motor,MSC01,0.845,31
glass,mem,MSC01,0.7200000000000001,31
motor,semantic,MSC01,0.6100000000000001,31
motor,glass,MSC01,0.7949999999999999,31
motor,mem,MSC01,0.7350000000000001,31
mem,semantic,MSC01,0.805,31
mem,glass,MSC01,0.7699999999999999,31
mem,motor,MSC01,0.865,31
semantic,glass,MSC02,0.725,31
semantic,motor,MSC02,0.8150000000000001,31
semantic,mem,MSC02,0.545,31
glass,semantic,MSC02,0.79,31
glass,motor,MSC02,0.86,31
glass,mem,MSC02,0.635,31
motor,semantic,MSC02,0.6900000000000002,31
motor,glass,MSC02,0.6950000000000001,31
motor,mem,MSC02,0.5899999999999999,31
mem,semantic,MSC02,0.58,31
mem,glass,MSC02,0.6449999999999999,31
mem,motor,MSC02,0.7000000000000001,31
semantic,glass,MSC03,0.735,31
semantic,motor,MSC03,0.7649999999999999,31
semantic,mem,MSC03,0.73,31
glass,semantic,MSC03,0.8400000000000001,31
glass,motor,MSC03,0.865,31
glass,mem,MSC03,0.745,31
motor,semantic,MSC03,0.6600000000000001,31
motor,glass,MSC03,0.6900000000000002,31
motor,mem,MSC03,0.62,31
mem,semantic,MSC03,0.8699999999999999,31
mem,glass,MSC03,0.76,31
mem,motor,MSC03,0.745,31
semantic,glass,MSC04,0.6400000000000001,31
semantic,motor,MSC04,0.6450000000000001,31
semantic,mem,MSC04,0.625,31
glass,semantic,MSC04,0.76,31
glass,motor,MSC04,0.68,31
glass,mem,MSC04,0.6749999999999999,31
motor,semantic,MSC04,0.6,31
motor,glass,MSC04,0.72,31
motor,mem,MSC04,0.6499999999999999,31
mem,semantic,MSC04,0.8099999999999999,31
mem,glass,MSC04,0.775,31
mem,motor,MSC04,0.72,31
semantic,glass,MSC05,0.605,31
semantic,motor,MSC05,0.7350000000000001,31
semantic,mem,MSC05,0.9000000000000001,31
glass,semantic,MSC05,0.6599999999999999,31
glass,motor,MSC05,0.76,31
glass,mem,MSC05,0.76,31
motor,semantic,MSC05,0.7849999999999999,31
motor,glass,MSC05,0.675,31
motor,mem,MSC05,0.7350000000000001,31
mem,semantic,MSC05,0.8399999999999999,31
mem,glass,MSC05,0.67,31
mem,motor,MSC05,0.615,31
semantic,glass,MSC06,0.6777777777777778,31
semantic,motor,MSC06,0.6599999999999999,31
semantic,mem,MSC06,0.65,31
glass,semantic,MSC06,0.6166666666666667,31
glass,motor,MSC06,0.7222222222222221,31
glass,mem,MSC06,0.5888888888888888,31
motor,semantic,MSC06,0.6950000000000001,31
motor,glass,MSC06,0.5944444444444444,31
motor,mem,MSC06,0.6199999999999999,31
mem,semantic,MSC06,0.645,31
mem,glass,MSC06,0.65,31
mem,motor,MSC06,0.74,31
semantic,glass,MSC07,0.76,31
semantic,motor,MSC07,0.595,31
semantic,mem,MSC07,0.53,31
glass,semantic,MSC07,0.72,31
glass,motor,MSC07,0.7100000000000001,31
glass,mem,MSC07,0.685,31
motor,semantic,MSC07,0.58,31
motor,glass,MSC07,0.6049999999999999,31
motor,mem,MSC07,0.5149999999999999,31
mem,semantic,MSC07,0.595,31
mem,glass,MSC07,0.725,31
mem,motor,MSC07,0.825,31
semantic,glass,MSC10,0.845,31
semantic,motor,MSC10,0.775,31
semantic,mem,MSC10,0.86,31
glass,semantic,MSC10,0.7100000000000001,31
glass,motor,MSC10,0.6950000000000001,31
glass,mem,MSC10,0.7150000000000001,31
motor,semantic,MSC10,0.7300000000000001,31
motor,glass,MSC10,0.8049999999999999,31
motor,mem,MSC10,0.8949999999999999,31
mem,semantic,MSC10,0.755,31
mem,glass,MSC10,0.82,31
mem,motor,MSC10,0.8699999999999999,31
semantic,glass,MSC01,0.82,33
semantic,motor,MSC01,0.64,33
semantic,mem,MSC01,0.665,33
glass,semantic,MSC01,0.7849999999999999,33
glass,motor,MSC01,0.645,33
glass,mem,MSC01,0.685,33
motor,semantic,MSC01,0.595,33
motor,glass,MSC01,0.735,33
motor,mem,MSC01,0.57,33
mem,semantic,MSC01,0.7849999999999999,33
mem,glass,MSC01,0.8850000000000001,33
mem,motor,MSC01,0.75,33
semantic,glass,MSC02,0.66,33
semantic,motor,MSC02,0.645,33
semantic,mem,MSC02,0.6900000000000001,33
glass,semantic,MSC02,0.6849999999999999,33
glass,motor,MSC02,0.53,33
glass,mem,MSC02,0.7100000000000001,33
motor,semantic,MSC02,0.5649999999999998,33
motor,glass,MSC02,0.5,33
motor,mem,MSC02,0.615,33
mem,semantic,MSC02,0.635,33
mem,glass,MSC02,0.685,33
mem,motor,MSC02,0.8699999999999999,33
semantic,glass,MSC03,0.75,33
semantic,motor,MSC03,0.7050000000000001,33
semantic,mem,MSC03,0.55,33
glass,semantic,MSC03,0.6450000000000001,33
glass,motor,MSC03,0.835,33
glass,mem,MSC03,0.565,33
motor,semantic,MSC03,0.7050000000000001,33
motor,glass,MSC03,0.885,33
motor,mem,MSC03,0.645,33
mem,semantic,MSC03,0.66,33
mem,glass,MSC03,0.615,33
mem,motor,MSC03,0.685,33
semantic,glass,MSC04,0.665,33
semantic,motor,MSC04,0.53,33
semantic,mem,MSC04,0.6149999999999999,33
glass,semantic,MSC04,0.6700000000000002,33
glass,motor,MSC04,0.72,33
glass,mem,MSC04,0.755,33
motor,semantic,MSC04,0.5999999999999999,33
motor,glass,MSC04,0.7949999999999999,33
motor,mem,MSC04,0.825,33
mem,semantic,MSC04,0.7949999999999999,33
mem,glass,MSC04,0.745,33
mem,motor,MSC04,0.6799999999999999,33
semantic,glass,MSC05,0.875,33
semantic,motor,MSC05,0.89,33
semantic,mem,MSC05,0.8950000000000001,33
glass,semantic,MSC05,0.725,33
glass,motor,MSC05,0.7699999999999999,33
glass,mem,MSC05,0.805,33
motor,semantic,MSC05,0.6700000000000002,33
motor,glass,MSC05,0.7999999999999999,33
motor,mem,MSC05,0.8699999999999999,33
mem,semantic,MSC05,0.7000000000000001,33
mem,glass,MSC05,0.8600000000000001,33
mem,motor,MSC05,0.95,33
semantic,glass,MSC06,0.7111111111111111,33
semantic,motor,MSC06,0.6799999999999999,33
semantic,mem,MSC06,0.725,33
glass,semantic,MSC06,0.6944444444444446,33
glass,motor,MSC06,0.5777777777777778,33
glass,mem,MSC06,0.6944444444444444,33
motor,semantic,MSC06,0.7050000000000001,33
motor,glass,MSC06,0.5833333333333333,33
motor,mem,MSC06,0.6549999999999999,33
mem,semantic,MSC06,0.8099999999999999,33
mem,glass,MSC06,0.7555555555555555,33
mem,motor,MSC06,0.6399999999999999,33
semantic,glass,MSC07,0.7249999999999999,33
semantic,motor,MSC07,0.625,33
semantic,mem,MSC07,0.635,33
glass,semantic,MSC07,0.76,33
glass,motor,MSC07,0.5999999999999999,33
glass,mem,MSC07,0.6299999999999999,33
motor,semantic,MSC07,0.6649999999999999,33
motor,glass,MSC07,0.41000000000000003,33
motor,mem,MSC07,0.52,33
mem,semantic,MSC07,0.685,33
mem,glass,MSC07,0.6600000000000001,33
mem,motor,MSC07,0.5299999999999999,33
semantic,glass,MSC10,0.74,33
semantic,motor,MSC10,0.6700000000000002,33
semantic,mem,MSC10,0.7849999999999999,33
glass,semantic,MSC10,0.89,33
glass,motor,MSC10,0.865,33
glass,mem,MSC10,0.715,33
motor,semantic,MSC10,0.675,33
motor,glass,MSC10,0.82,33
motor,mem,MSC10,0.8649999999999999,33
mem,semantic,MSC10,0.6850000000000002,33
mem,glass,MSC10,0.95,33
mem,motor,MSC10,0.7699999999999999,33
semantic,glass,MSC01,0.8399999999999999,101
semantic,motor,MSC01,0.8899999999999999,101
semantic,mem,MSC01,0.8049999999999997,101
glass,semantic,MSC01,0.9549999999999998,101
glass,motor,MSC01,0.8049999999999999,101
glass,mem,MSC01,0.775,101
motor,semantic,MSC01,0.7100000000000001,101
motor,glass,MSC01,0.605,101
motor,mem,MSC01,0.7350000000000001,101
mem,semantic,MSC01,0.8549999999999999,101
mem,glass,MSC01,0.685,101
mem,motor,MSC01,0.97,101
semantic,glass,MSC02,0.795,101
semantic,motor,MSC02,0.445,101
semantic,mem,MSC02,0.5849999999999999,101
glass,semantic,MSC02,0.7899999999999999,101
glass,motor,MSC02,0.45,101
glass,mem,MSC02,0.5799999999999998,101
motor,semantic,MSC02,0.565,101
motor,glass,MSC02,0.53,101
motor,mem,MSC02,0.5,101
mem,semantic,MSC02,0.8349999999999997,101
mem,glass,MSC02,0.8949999999999999,101
mem,motor,MSC02,0.6849999999999999,101
semantic,glass,MSC03,0.945,101
semantic,motor,MSC03,0.8750000000000002,101
semantic,mem,MSC03,0.745,101
glass,semantic,MSC03,0.865,101
glass,motor,MSC03,0.8099999999999999,101
glass,mem,MSC03,0.5799999999999998,101
motor,semantic,MSC03,0.665,101
motor,glass,MSC03,0.7050000000000001,101
motor,mem,MSC03,0.7549999999999999,101
mem,semantic,MSC03,0.7799999999999999,101
mem,glass,MSC03,0.7300000000000001,101
mem,motor,MSC03,0.8099999999999999,101
semantic,glass,MSC04,0.9400000000000001,101
semantic,motor,MSC04,0.7249999999999999,101
semantic,mem,MSC04,0.9049999999999999,101
glass,semantic,MSC04,0.7849999999999999,101
glass,motor,MSC04,0.805,101
glass,mem,MSC04,0.8149999999999998,101
motor,semantic,MSC04,0.845,101
motor,glass,MSC04,0.9549999999999998,101
motor,mem,MSC04,0.835,101
mem,semantic,MSC04,0.865,101
mem,glass,MSC04,0.8950000000000001,101
mem,motor,MSC04,0.975,101
semantic,glass,MSC05,0.8400000000000001,101
semantic,motor,MSC05,0.755,101
semantic,mem,MSC05,0.7949999999999999,101
glass,semantic,MSC05,0.835,101
glass,motor,MSC05,0.8949999999999999,101
glass,mem,MSC05,0.89,101
motor,semantic,MSC05,0.75,101
motor,glass,MSC05,0.745,101
motor,mem,MSC05,0.8549999999999999,101
mem,semantic,MSC05,0.865,101
mem,glass,MSC05,0.825,101
mem,motor,MSC05,0.915,101
semantic,glass,MSC06,0.8222222222222222,101
semantic,motor,MSC06,0.66,101
semantic,mem,MSC06,0.915,101
glass,semantic,MSC06,0.75,101
glass,motor,MSC06,0.7,101
glass,mem,MSC06,0.8333333333333333,101
motor,semantic,MSC06,0.65,101
motor,glass,MSC06,0.6166666666666666,101
motor,mem,MSC06,0.7100000000000001,101
mem,semantic,MSC06,0.8649999999999999,101
mem,glass,MSC06,0.6500000000000001,101
mem,motor,MSC06,0.7000000000000001,101
semantic,glass,MSC07,0.95,101
semantic,motor,MSC07,0.82,101
semantic,mem,MSC07,0.6650000000000001,101
glass,semantic,MSC07,0.9550000000000003,101
glass,motor,MSC07,0.585,101
glass,mem,MSC07,0.7150000000000001,101
motor,semantic,MSC07,0.575,101
motor,glass,MSC07,0.6300000000000001,101
motor,mem,MSC07,0.5649999999999998,101
mem,semantic,MSC07,0.7949999999999999,101
mem,glass,MSC07,0.8099999999999999,101
mem,motor,MSC07,0.9199999999999999,101
semantic,glass,MSC10,0.8049999999999999,101
semantic,motor,MSC10,0.61,101
semantic,mem,MSC10,0.875,101
glass,semantic,MSC10,0.9100000000000001,101
glass,motor,MSC10,0.7999999999999999,101
glass,mem,MSC10,0.9100000000000001,101
motor,semantic,MSC10,0.7300000000000001,101
motor,glass,MSC10,0.745,101
motor,mem,MSC10,0.7999999999999999,101
mem,semantic,MSC10,0.8300000000000001,101
mem,glass,MSC10,0.8699999999999999,101
mem,motor,MSC10,0.8299999999999998,101
semantic,glass,MSC01,0.82,90
semantic,motor,MSC01,0.58,90
semantic,mem,MSC01,0.605,90
glass,semantic,MSC01,0.9099999999999999,90
glass,motor,MSC01,0.9,90
glass,mem,MSC01,0.7100000000000001,90
motor,semantic,MSC01,0.61,90
motor,glass,MSC01,0.75,90
motor,mem,MSC01,0.625,90
mem,semantic,MSC01,0.7999999999999999,90
mem,glass,MSC01,0.9200000000000002,90
mem,motor,MSC01,0.8549999999999999,90
semantic,glass,MSC02,0.655,90
semantic,motor,MSC02,0.5499999999999999,90
semantic,mem,MSC02,0.6499999999999999,90
glass,semantic,MSC02,0.825,90
glass,motor,MSC02,0.6300000000000001,90
glass,mem,MSC02,0.63,90
motor,semantic,MSC02,0.59,90
motor,glass,MSC02,0.605,90
motor,mem,MSC02,0.605,90
mem,semantic,MSC02,0.93,90
mem,glass,MSC02,0.7100000000000001,90
mem,motor,MSC02,0.675,90
semantic,glass,MSC03,0.6249999999999999,90
semantic,motor,MSC03,0.7050000000000001,90
semantic,mem,MSC03,0.635,90
glass,semantic,MSC03,0.585,90
glass,motor,MSC03,0.8549999999999999,90
glass,mem,MSC03,0.565,90
motor,semantic,MSC03,0.58,90
motor,glass,MSC03,0.825,90
motor,mem,MSC03,0.6700000000000002,90
mem,semantic,MSC03,0.6900000000000001,90
mem,glass,MSC03,0.6199999999999999,90
mem,motor,MSC03,0.8700000000000001,90
semantic,glass,MSC04,0.7649999999999999,90
semantic,motor,MSC04,0.9200000000000002,90
semantic,mem,MSC04,0.89,90
glass,semantic,MSC04,0.9650000000000001,90
glass,motor,MSC04,0.885,90
glass,mem,MSC04,0.93,90
motor,semantic,MSC04,0.8449999999999998,90
motor,glass,MSC04,0.8699999999999999,90
motor,mem,MSC04,0.865,90
mem,semantic,MSC04,0.9200000000000002,90
mem,glass,MSC04,0.8949999999999999,90
mem,motor,MSC04,0.8700000000000001,90
semantic,glass,MSC05,0.8149999999999998,90
semantic,motor,MSC05,0.8049999999999999,90
semantic,mem,MSC05,0.96,90
glass,semantic,MSC05,0.915,90
glass,motor,MSC05,0.8699999999999999,90
glass,mem,MSC05,0.925,90
motor,semantic,MSC05,0.8799999999999999,90
motor,glass,MSC05,0.825,90
motor,mem,MSC05,0.96,90
mem,semantic,MSC05,0.95,90
mem,glass,MSC05,0.8499999999999999,90
mem,motor,MSC05,0.96,90
semantic,glass,MSC06,0.6444444444444445,90
semantic,motor,MSC06,0.7699999999999999,90
semantic,mem,MSC06,0.7050000000000001,90
glass,semantic,MSC06,0.7388888888888889,90
glass,motor,MSC06,0.7722222222222221,90
glass,mem,MSC06,0.9944444444444444,90
