train_task,test_task,sub,acc,features
motor,mem,MSC03,0.755,52
mem,semantic,MSC03,0.72,52
mem,glass,MSC03,0.575,52
mem,motor,MSC03,0.745,52
semantic,glass,MSC04,0.7849999999999999,52
semantic,motor,MSC04,0.6,52
semantic,mem,MSC04,0.645,52
glass,semantic,MSC04,0.85,52
glass,motor,MSC04,0.7300000000000001,52
glass,mem,MSC04,0.64,52
motor,semantic,MSC04,0.505,52
motor,glass,MSC04,0.7500000000000001,52
motor,mem,MSC04,0.54,52
mem,semantic,MSC04,0.8299999999999998,52
mem,glass,MSC04,0.86,52
mem,motor,MSC04,0.7,52
semantic,glass,MSC05,0.7,52
semantic,motor,MSC05,0.8249999999999998,52
semantic,mem,MSC05,0.9000000000000001,52
glass,semantic,MSC05,0.86,52
glass,motor,MSC05,0.86,52
glass,mem,MSC05,0.8950000000000001,52
motor,semantic,MSC05,0.7749999999999999,52
motor,glass,MSC05,0.74,52
motor,mem,MSC05,0.89,52
mem,semantic,MSC05,0.9949999999999999,52
mem,glass,MSC05,0.68,52
mem,motor,MSC05,0.95,52
semantic,glass,MSC06,0.7833333333333333,52
semantic,motor,MSC06,0.665,52
semantic,mem,MSC06,0.7699999999999999,52
glass,semantic,MSC06,0.8833333333333333,52
glass,motor,MSC06,0.7222222222222222,52
glass,mem,MSC06,0.7722222222222221,52
motor,semantic,MSC06,0.845,52
motor,glass,MSC06,0.9055555555555557,52
motor,mem,MSC06,0.8499999999999999,52
mem,semantic,MSC06,0.7,52
mem,glass,MSC06,0.7611111111111111,52
mem,motor,MSC06,0.5599999999999998,52
semantic,glass,MSC07,0.82,52
semantic,motor,MSC07,0.61,52
semantic,mem,MSC07,0.6500000000000001,52
glass,semantic,MSC07,0.8400000000000001,52
glass,motor,MSC07,0.61,52
glass,mem,MSC07,0.7499999999999999,52
motor,semantic,MSC07,0.585,52
motor,glass,MSC07,0.46500000000000014,52
motor,mem,MSC07,0.5549999999999999,52
mem,semantic,MSC07,0.8299999999999998,52
mem,glass,MSC07,0.9600000000000002,52
mem,motor,MSC07,0.72,52
semantic,glass,MSC10,0.65,52
semantic,motor,MSC10,0.615,52
semantic,mem,MSC10,0.6100000000000001,52
glass,semantic,MSC10,0.72,52
glass,motor,MSC10,0.695,52
glass,mem,MSC10,0.73,52
motor,semantic,MSC10,0.7,52
motor,glass,MSC10,0.6799999999999999,52
motor,mem,MSC10,0.675,52
mem,semantic,MSC10,0.7050000000000001,52
mem,glass,MSC10,0.74,52
mem,motor,MSC10,0.8150000000000001,52
semantic,glass,MSC01,0.7949999999999999,42
semantic,motor,MSC01,0.775,42
semantic,mem,MSC01,0.7150000000000001,42
glass,semantic,MSC01,0.875,42
glass,motor,MSC01,0.905,42
glass,mem,MSC01,0.7899999999999999,42
motor,semantic,MSC01,0.8300000000000001,42
motor,glass,MSC01,0.89,42
motor,mem,MSC01,0.8099999999999999,42
mem,semantic,MSC01,0.8700000000000001,42
mem,glass,MSC01,0.765,42
mem,motor,MSC01,0.7749999999999999,42
semantic,glass,MSC02,0.475,42
semantic,motor,MSC02,0.475,42
semantic,mem,MSC02,0.5149999999999999,42
glass,semantic,MSC02,0.57,42
glass,motor,MSC02,0.635,42
glass,mem,MSC02,0.595,42
motor,semantic,MSC02,0.5599999999999999,42
motor,glass,MSC02,0.585,42
motor,mem,MSC02,0.575,42
mem,semantic,MSC02,0.7200000000000001,42
mem,glass,MSC02,0.6100000000000001,42
mem,motor,MSC02,0.69,42
semantic,glass,MSC03,0.755,42
semantic,motor,MSC03,0.835,42
semantic,mem,MSC03,0.9200000000000002,42
glass,semantic,MSC03,0.7849999999999999,42
glass,motor,MSC03,0.7849999999999999,42
glass,mem,MSC03,0.6700000000000002,42
motor,semantic,MSC03,0.8150000000000001,42
motor,glass,MSC03,0.6699999999999998,42
motor,mem,MSC03,0.685,42
mem,semantic,MSC03,0.845,42
mem,glass,MSC03,0.635,42
mem,motor,MSC03,0.63,42
semantic,glass,MSC04,0.8149999999999998,42
semantic,motor,MSC04,0.6649999999999999,42
semantic,mem,MSC04,0.65,42
glass,semantic,MSC04,0.8150000000000001,42
glass,motor,MSC04,0.89,42
glass,mem,MSC04,0.72,42
motor,semantic,MSC04,0.75,42
motor,glass,MSC04,0.89,42
motor,mem,MSC04,0.7449999999999999,42
mem,semantic,MSC04,0.8499999999999999,42
mem,glass,MSC04,0.9099999999999999,42
mem,motor,MSC04,0.9199999999999999,42
semantic,glass,MSC05,0.8850000000000001,42
semantic,motor,MSC05,0.67,42
semantic,mem,MSC05,0.7949999999999999,42
glass,semantic,MSC05,0.9550000000000001,42
glass,motor,MSC05,0.8499999999999999,42
glass,mem,MSC05,0.845,42
motor,semantic,MSC05,0.7899999999999999,42
motor,glass,MSC05,0.8999999999999998,42
motor,mem,MSC05,0.5899999999999999,42
mem,semantic,MSC05,0.96,42
mem,glass,MSC05,0.925,42
mem,motor,MSC05,0.8049999999999999,42
semantic,glass,MSC06,0.7444444444444445,42
semantic,motor,MSC06,0.8150000000000001,42
semantic,mem,MSC06,0.67,42
glass,semantic,MSC06,0.7666666666666667,42
glass,motor,MSC06,0.8055555555555555,42
glass,mem,MSC06,0.7444444444444445,42
motor,semantic,MSC06,0.7999999999999999,42
motor,glass,MSC06,0.7277777777777777,42
motor,mem,MSC06,0.645,42
mem,semantic,MSC06,0.745,42
mem,glass,MSC06,0.75,42
mem,motor,MSC06,0.76,42
semantic,glass,MSC07,0.8150000000000001,42
semantic,motor,MSC07,0.58,42
semantic,mem,MSC07,0.6850000000000002,42
glass,semantic,MSC07,0.835,42
glass,motor,MSC07,0.65,42
glass,mem,MSC07,0.6,42
motor,semantic,MSC07,0.5499999999999999,42
motor,glass,MSC07,0.5399999999999999,42
motor,mem,MSC07,0.45500000000000007,42
mem,semantic,MSC07,0.675,42
mem,glass,MSC07,0.7300000000000001,42
mem,motor,MSC07,0.6650000000000001,42
semantic,glass,MSC10,0.89,42
semantic,motor,MSC10,0.9400000000000001,42
semantic,mem,MSC10,0.8149999999999998,42
glass,semantic,MSC10,0.9450000000000001,42
glass,motor,MSC10,0.975,42
glass,mem,MSC10,0.9299999999999999,42
motor,semantic,MSC10,0.845,42
motor,glass,MSC10,0.915,42
motor,mem,MSC10,0.7999999999999999,42
mem,semantic,MSC10,0.8950000000000001,42
mem,glass,MSC10,0.8700000000000001,42
mem,motor,MSC10,0.865,42
semantic,glass,MSC01,0.6149999999999999,31
semantic,motor,MSC01,0.7999999999999999,31
semantic,mem,MSC01,0.755,31
glass,semantic,MSC01,0.8049999999999999,31
glass,motor,MSC01,0.68,31
glass,mem,MSC01,0.8149999999999998,31
motor,semantic,MSC01,0.86,31
motor,glass,MSC01,0.665,31
motor,mem,MSC01,0.7249999999999999,31
mem,semantic,MSC01,0.7100000000000001,31
mem,glass,MSC01,0.74,31
mem,motor,MSC01,0.8699999999999999,31
semantic,glass,MSC02,0.5649999999999998,31
semantic,motor,MSC02,0.635,31
semantic,mem,MSC02,0.45000000000000007,31
glass,semantic,MSC02,0.535,31
glass,motor,MSC02,0.6699999999999999,31
glass,mem,MSC02,0.5649999999999998,31
motor,semantic,MSC02,0.6,31
motor,glass,MSC02,0.6800000000000002,31
motor,mem,MSC02,0.5349999999999999,31
mem,semantic,MSC02,0.5599999999999998,31
mem,glass,MSC02,0.6500000000000001,31
mem,motor,MSC02,0.6450000000000001,31
semantic,glass,MSC03,0.78,31
semantic,motor,MSC03,0.875,31
semantic,mem,MSC03,0.845,31
glass,semantic,MSC03,0.745,31
glass,motor,MSC03,0.9800000000000001,31
glass,mem,MSC03,0.8450000000000001,31
motor,semantic,MSC03,0.7150000000000001,31
motor,glass,MSC03,0.7999999999999999,31
motor,mem,MSC03,0.7649999999999999,31
mem,semantic,MSC03,0.7100000000000001,31
mem,glass,MSC03,0.72,31
mem,motor,MSC03,0.85,31
semantic,glass,MSC04,0.685,31
semantic,motor,MSC04,0.875,31
semantic,mem,MSC04,0.7250000000000001,31
glass,semantic,MSC04,0.74,31
glass,motor,MSC04,0.8550000000000001,31
glass,mem,MSC04,0.8550000000000001,31
motor,semantic,MSC04,0.6750000000000002,31
motor,glass,MSC04,0.6050000000000001,31
motor,mem,MSC04,0.7849999999999999,31
mem,semantic,MSC04,0.7849999999999999,31
mem,glass,MSC04,0.7849999999999999,31
mem,motor,MSC04,0.745,31
semantic,glass,MSC05,0.93,31
semantic,motor,MSC05,0.6699999999999999,31
semantic,mem,MSC05,0.8900000000000002,31
glass,semantic,MSC05,0.73,31
glass,motor,MSC05,0.7150000000000001,31
glass,mem,MSC05,0.8299999999999998,31
motor,semantic,MSC05,0.5599999999999999,31
motor,glass,MSC05,0.7699999999999999,31
motor,mem,MSC05,0.795,31
mem,semantic,MSC05,0.82,31
mem,glass,MSC05,0.8799999999999999,31
mem,motor,MSC05,0.72,31
semantic,glass,MSC06,0.6333333333333333,31
semantic,motor,MSC06,0.6499999999999999,31
semantic,mem,MSC06,0.6800000000000002,31
glass,semantic,MSC06,0.6277777777777779,31
glass,motor,MSC06,0.6277777777777778,31
glass,mem,MSC06,0.6833333333333335,31
motor,semantic,MSC06,0.6049999999999999,31
motor,glass,MSC06,0.5055555555555555,31
motor,mem,MSC06,0.8149999999999998,31
mem,semantic,MSC06,0.6250000000000001,31
mem,glass,MSC06,0.5666666666666667,31
mem,motor,MSC06,0.8499999999999999,31
semantic,glass,MSC07,0.86,31
semantic,motor,MSC07,0.675,31
semantic,mem,MSC07,0.6900000000000001,31
glass,semantic,MSC07,0.8400000000000001,31
glass,motor,MSC07,0.6400000000000001,31
glass,mem,MSC07,0.6650000000000001,31
motor,semantic,MSC07,0.6200000000000001,31
motor,glass,MSC07,0.6300000000000001,31
motor,mem,MSC07,0.62,31
mem,semantic,MSC07,0.6099999999999999,31
mem,glass,MSC07,0.74,31
mem,motor,MSC07,0.5449999999999999,31
semantic,glass,MSC10,0.6900000000000001,31
semantic,motor,MSC10,0.495,31
semantic,mem,MSC10,0.7300000000000001,31
glass,semantic,MSC10,0.735,31
glass,motor,MSC10,0.6300000000000001,31
glass,mem,MSC10,0.7749999999999999,31
motor,semantic,MSC10,0.5349999999999999,31
motor,glass,MSC10,0.655,31
motor,mem,MSC10,0.7200000000000001,31
mem,semantic,MSC10,0.6900000000000001,31
mem,glass,MSC10,0.7799999999999999,31
mem,motor,MSC10,0.7350000000000001,31
semantic,glass,MSC01,0.7300000000000001,50
semantic,motor,MSC01,0.7100000000000001,50
semantic,mem,MSC01,0.6750000000000002,50
glass,semantic,MSC01,0.905,50
glass,motor,MSC01,0.845,50
glass,mem,MSC01,0.7649999999999999,50
motor,semantic,MSC01,0.8299999999999998,50
motor,glass,MSC01,0.7150000000000001,50
motor,mem,MSC01,0.52,50
mem,semantic,MSC01,0.9649999999999999,50
mem,glass,MSC01,0.7949999999999999,50
mem,motor,MSC01,0.7899999999999999,50
semantic,glass,MSC02,0.6950000000000001,50
semantic,motor,MSC02,0.51,50
semantic,mem,MSC02,0.515,50
glass,semantic,MSC02,0.8400000000000001,50
glass,motor,MSC02,0.56,50
glass,mem,MSC02,0.5799999999999998,50
motor,semantic,MSC02,0.5599999999999999,50
motor,glass,MSC02,0.6450000000000001,50
motor,mem,MSC02,0.5849999999999999,50
mem,semantic,MSC02,0.7100000000000001,50
mem,glass,MSC02,0.765,50
mem,motor,MSC02,0.575,50
semantic,glass,MSC03,0.7300000000000001,50
semantic,motor,MSC03,0.78,50
semantic,mem,MSC03,0.85,50
glass,semantic,MSC03,0.755,50
glass,motor,MSC03,0.9600000000000002,50
glass,mem,MSC03,0.6900000000000001,50
motor,semantic,MSC03,0.6950000000000001,50
motor,glass,MSC03,0.7749999999999999,50
motor,mem,MSC03,0.7899999999999998,50
mem,semantic,MSC03,0.82,50
mem,glass,MSC03,0.65,50
mem,motor,MSC03,0.8450000000000001,50
semantic,glass,MSC04,0.7999999999999999,50
semantic,motor,MSC04,0.7350000000000001,50
semantic,mem,MSC04,0.6199999999999999,50
glass,semantic,MSC04,0.6900000000000001,50
glass,motor,MSC04,0.6799999999999999,50
glass,mem,MSC04,0.7200000000000001,50
motor,semantic,MSC04,0.6850000000000002,50
motor,glass,MSC04,0.63,50
motor,mem,MSC04,0.5399999999999999,50
mem,semantic,MSC04,0.8649999999999999,50
mem,glass,MSC04,0.8549999999999999,50
mem,motor,MSC04,0.7999999999999999,50
semantic,glass,MSC05,0.7050000000000001,50
semantic,motor,MSC05,0.695,50
semantic,mem,MSC05,0.7000000000000001,50
glass,semantic,MSC05,0.76,50
glass,motor,MSC05,0.7949999999999999,50
glass,mem,MSC05,0.74,50
motor,semantic,MSC05,0.75,50
motor,glass,MSC05,0.8150000000000001,50
motor,mem,MSC05,0.74,50
mem,semantic,MSC05,0.8699999999999999,50
mem,glass,MSC05,0.9349999999999999,50
mem,motor,MSC05,0.825,50
semantic,glass,MSC06,0.7777777777777778,50
semantic,motor,MSC06,0.505,50
semantic,mem,MSC06,0.5799999999999998,50
glass,semantic,MSC06,0.7277777777777777,50
glass,motor,MSC06,0.6833333333333335,50
glass,mem,MSC06,0.6944444444444444,50
motor,semantic,MSC06,0.445,50
motor,glass,MSC06,0.5611111111111111,50
motor,mem,MSC06,0.7899999999999999,50
mem,semantic,MSC06,0.6399999999999999,50
mem,glass,MSC06,0.6833333333333333,50
mem,motor,MSC06,0.8249999999999998,50
semantic,glass,MSC07,0.905,50
semantic,motor,MSC07,0.49000000000000005,50
semantic,mem,MSC07,0.7649999999999999,50
glass,semantic,MSC07,0.8399999999999999,50
glass,motor,MSC07,0.67,50
glass,mem,MSC07,0.74,50
motor,semantic,MSC07,0.605,50
motor,glass,MSC07,0.7949999999999999,50
motor,mem,MSC07,0.635,50
mem,semantic,MSC07,0.7999999999999999,50
mem,glass,MSC07,0.93,50
mem,motor,MSC07,0.725,50
semantic,glass,MSC10,0.63,50
semantic,motor,MSC10,0.7000000000000001,50
semantic,mem,MSC10,0.635,50
glass,semantic,MSC10,0.54,50
glass,motor,MSC10,0.6049999999999999,50
glass,mem,MSC10,0.595,50
motor,semantic,MSC10,0.61,50
motor,glass,MSC10,0.52,50
motor,mem,MSC10,0.61,50
mem,semantic,MSC10,0.7799999999999999,50
mem,glass,MSC10,0.885,50
mem,motor,MSC10,0.705,50
semantic,glass,MSC01,0.8049999999999999,40
semantic,motor,MSC01,0.8049999999999999,40
semantic,mem,MSC01,0.7899999999999998,40
glass,semantic,MSC01,0.8499999999999999,40
glass,motor,MSC01,0.8950000000000001,40
glass,mem,MSC01,0.945,40
motor,semantic,MSC01,0.8800000000000001,40
motor,glass,MSC01,0.8099999999999999,40
motor,mem,MSC01,0.8949999999999999,40
mem,semantic,MSC01,0.9000000000000001,40
mem,glass,MSC01,0.905,40
mem,motor,MSC01,0.8299999999999998,40
semantic,glass,MSC02,0.6950000000000001,40
semantic,motor,MSC02,0.5549999999999999,40
semantic,mem,MSC02,0.605,40
glass,semantic,MSC02,0.6900000000000002,40
glass,motor,MSC02,0.835,40
glass,mem,MSC02,0.735,40
motor,semantic,MSC02,0.6450000000000001,40
motor,glass,MSC02,0.7100000000000001,40
motor,mem,MSC02,0.575,40
mem,semantic,MSC02,0.82,40
mem,glass,MSC02,0.565,40
mem,motor,MSC02,0.735,40
semantic,glass,MSC03,0.75,40
semantic,motor,MSC03,0.89,40
semantic,mem,MSC03,0.6900000000000002,40
glass,semantic,MSC03,0.5599999999999999,40
glass,motor,MSC03,0.925,40
glass,mem,MSC03,0.655,40
motor,semantic,MSC03,0.5599999999999999,40
motor,glass,MSC03,0.9,40
motor,mem,MSC03,0.5999999999999999,40
mem,semantic,MSC03,0.675,40
mem,glass,MSC03,0.49000000000000005,40
mem,motor,MSC03,0.655,40
semantic,glass,MSC04,0.7250000000000001,40
semantic,motor,MSC04,0.8099999999999999,40
semantic,mem,MSC04,0.7300000000000001,40
glass,semantic,MSC04,0.8149999999999998,40
glass,motor,MSC04,0.885,40
glass,mem,MSC04,0.825,40
motor,semantic,MSC04,0.6500000000000001,40
motor,glass,MSC04,0.835,40
motor,mem,MSC04,0.575,40
mem,semantic,MSC04,0.8950000000000001,40
mem,glass,MSC04,0.7350000000000001,40
mem,motor,MSC04,0.7649999999999999,40
semantic,glass,MSC05,0.8399999999999999,40
semantic,motor,MSC05,0.6199999999999999,40
semantic,mem,MSC05,0.7649999999999999,40
glass,semantic,MSC05,0.8099999999999999,40
glass,motor,MSC05,0.8549999999999999,40
glass,mem,MSC05,0.7899999999999999,40
motor,semantic,MSC05,0.635,40
motor,glass,MSC05,0.7250000000000001,40
motor,mem,MSC05,0.595,40
mem,semantic,MSC05,0.75,40
mem,glass,MSC05,0.7899999999999999,40
mem,motor,MSC05,0.8249999999999998,40
semantic,glass,MSC06,0.6388888888888887,40
semantic,motor,MSC06,0.6599999999999999,40
semantic,mem,MSC06,0.8550000000000001,40
glass,semantic,MSC06,0.7333333333333333,40
glass,motor,MSC06,0.7166666666666666,40
glass,mem,MSC06,0.761111111111111,40
motor,semantic,MSC06,0.66,40
motor,glass,MSC06,0.55,40
motor,mem,MSC06,0.7150000000000001,40
mem,semantic,MSC06,0.775,40
mem,glass,MSC06,0.7722222222222221,40
mem,motor,MSC06,0.72,40
semantic,glass,MSC07,0.7350000000000001,40
semantic,motor,MSC07,0.49000000000000005,40
semantic,mem,MSC07,0.585,40
glass,semantic,MSC07,0.71,40
glass,motor,MSC07,0.56,40
glass,mem,MSC07,0.64,40
motor,semantic,MSC07,0.5599999999999999,40
motor,glass,MSC07,0.545,40
motor,mem,MSC07,0.5199999999999999,40
mem,semantic,MSC07,0.7200000000000001,40
mem,glass,MSC07,0.6449999999999999,40
mem,motor,MSC07,0.7150000000000001,40
semantic,glass,MSC10,0.76,40
semantic,motor,MSC10,0.7300000000000001,40
semantic,mem,MSC10,0.665,40
glass,semantic,MSC10,0.72,40
glass,motor,MSC10,0.7350000000000001,40
glass,mem,MSC10,0.8299999999999998,40
motor,semantic,MSC10,0.5549999999999999,40
motor,glass,MSC10,0.605,40
motor,mem,MSC10,0.55,40
mem,semantic,MSC10,0.7000000000000001,40
mem,glass,MSC10,0.67,40
mem,motor,MSC10,0.865,40
semantic,glass,MSC01,0.82,129
semantic,motor,MSC01,0.7749999999999999,129
semantic,mem,MSC01,0.765,129
glass,semantic,MSC01,0.99,129
glass,motor,MSC01,0.8200000000000001,129
glass,mem,MSC01,0.7150000000000001,129
motor,semantic,MSC01,0.9000000000000001,129
motor,glass,MSC01,0.825,129
motor,mem,MSC01,0.675,129
mem,semantic,MSC01,0.905,129
mem,glass,MSC01,0.885,129
mem,motor,MSC01,0.9,129
semantic,glass,MSC02,0.64,129
semantic,motor,MSC02,0.505,129
semantic,mem,MSC02,0.53,129
glass,semantic,MSC02,0.7200000000000001,129
glass,motor,MSC02,0.595,129
glass,mem,MSC02,0.61,129
motor,semantic,MSC02,0.5499999999999999,129
motor,glass,MSC02,0.5899999999999999,129
motor,mem,MSC02,0.5499999999999999,129
mem,semantic,MSC02,0.755,129
mem,glass,MSC02,0.7300000000000001,129
mem,motor,MSC02,0.8549999999999999,129
semantic,glass,MSC03,0.7250000000000001,129
semantic,motor,MSC03,0.82,129
semantic,mem,MSC03,0.725,129
glass,semantic,MSC03,0.8049999999999999,129
glass,motor,MSC03,0.865,129
glass,mem,MSC03,0.565,129
motor,semantic,MSC03,0.74,129
motor,glass,MSC03,0.68,129
motor,mem,MSC03,0.635,129
mem,semantic,MSC03,0.775,129
mem,glass,MSC03,0.5850000000000001,129
mem,motor,MSC03,0.7849999999999999,129
semantic,glass,MSC04,0.665,129
semantic,motor,MSC04,0.66,129
semantic,mem,MSC04,0.655,129
glass,semantic,MSC04,0.75,129
glass,motor,MSC04,0.8899999999999999,129
glass,mem,MSC04,0.89,129
motor,semantic,MSC04,0.6599999999999999,129
motor,glass,MSC04,0.82,129
motor,mem,MSC04,0.805,129
mem,semantic,MSC04,0.89,129
mem,glass,MSC04,0.8350000000000002,129
mem,motor,MSC04,0.8550000000000001,129
semantic,glass,MSC05,0.89,129
semantic,motor,MSC05,0.82,129
semantic,mem,MSC05,0.9949999999999999,129
glass,semantic,MSC05,0.8399999999999999,129
glass,motor,MSC05,0.8950000000000001,129
glass,mem,MSC05,0.9550000000000001,129
motor,semantic,MSC05,0.7100000000000001,129
motor,glass,MSC05,0.8399999999999999,129
motor,mem,MSC05,0.825,129
mem,semantic,MSC05,0.9000000000000001,129
mem,glass,MSC05,0.945,129
mem,motor,MSC05,0.95,129
semantic,glass,MSC06,0.6666666666666667,129
semantic,motor,MSC06,0.8550000000000001,129
semantic,mem,MSC06,0.82,129
glass,semantic,MSC06,0.938888888888889,129
glass,motor,MSC06,0.6722222222222222,129
glass,mem,MSC06,0.7944444444444444,129
motor,semantic,MSC06,0.745,129
motor,glass,MSC06,0.6055555555555555,129
motor,mem,MSC06,0.85,129
mem,semantic,MSC06,0.8800000000000001,129
mem,glass,MSC06,0.738888888888889,129
mem,motor,MSC06,0.8950000000000001,129
semantic,glass,MSC07,0.9149999999999998,129
semantic,motor,MSC07,0.5899999999999999,129
semantic,mem,MSC07,0.7050000000000001,129
glass,semantic,MSC07,0.9550000000000001,129
glass,motor,MSC07,0.72,129
glass,mem,MSC07,0.7749999999999999,129
motor,semantic,MSC07,0.5499999999999999,129
motor,glass,MSC07,0.665,129
motor,mem,MSC07,0.5349999999999999,129
mem,semantic,MSC07,0.8450000000000001,129
mem,glass,MSC07,0.8750000000000002,129
mem,motor,MSC07,0.66,129
semantic,glass,MSC10,0.835,129
semantic,motor,MSC10,0.71,129
semantic,mem,MSC10,0.825,129
glass,semantic,MSC10,0.775,129
glass,motor,MSC10,0.8149999999999998,129
glass,mem,MSC10,0.7799999999999999,129
motor,semantic,MSC10,0.635,129
motor,glass,MSC10,0.76,129
motor,mem,MSC10,0.7899999999999999,129
mem,semantic,MSC10,0.7949999999999999,129
mem,glass,MSC10,0.7899999999999999,129
mem,motor,MSC10,0.93,129
semantic,glass,MSC01,0.7100000000000002,25
semantic,motor,MSC01,0.7899999999999998,25
semantic,mem,MSC01,0.6049999999999999,25
glass,semantic,MSC01,0.7,25
glass,motor,MSC01,0.9800000000000001,25
glass,mem,MSC01,0.75,25
motor,semantic,MSC01,0.845,25
motor,glass,MSC01,0.8950000000000001,25
motor,mem,MSC01,0.675,25
mem,semantic,MSC01,0.7999999999999999,25
mem,glass,MSC01,0.78,25
mem,motor,MSC01,0.8400000000000001,25
semantic,glass,MSC02,0.525,25
semantic,motor,MSC02,0.495,25
semantic,mem,MSC02,0.465,25
glass,semantic,MSC02,0.59,25
glass,motor,MSC02,0.655,25
glass,mem,MSC02,0.53,25
motor,semantic,MSC02,0.565,25
motor,glass,MSC02,0.5399999999999999,25
motor,mem,MSC02,0.5449999999999999,25
mem,semantic,MSC02,0.43000000000000005,25
mem,glass,MSC02,0.61,25
mem,motor,MSC02,0.565,25
semantic,glass,MSC03,0.6700000000000002,25
semantic,motor,MSC03,0.47000000000000003,25
semantic,mem,MSC03,0.745,25
glass,semantic,MSC03,0.67,25
glass,motor,MSC03,0.7899999999999999,25
glass,mem,MSC03,0.6249999999999999,25
motor,semantic,MSC03,0.5650000000000001,25
motor,glass,MSC03,0.825,25
motor,mem,MSC03,0.67,25
mem,semantic,MSC03,0.715,25
mem,glass,MSC03,0.6600000000000001,25
mem,motor,MSC03,0.5399999999999999,25
semantic,glass,MSC04,0.7150000000000001,25
semantic,motor,MSC04,0.6900000000000001,25
semantic,mem,MSC04,0.565,25
glass,semantic,MSC04,0.745,25
glass,motor,MSC04,0.7050000000000001,25
glass,mem,MSC04,0.7150000000000001,25
motor,semantic,MSC04,0.655,25
motor,glass,MSC04,0.6950000000000001,25
motor,mem,MSC04,0.5349999999999999,25
mem,semantic,MSC04,0.8299999999999998,25
mem,glass,MSC04,0.6099999999999999,25
mem,motor,MSC04,0.7150000000000001,25
semantic,glass,MSC05,0.8099999999999999,25
semantic,motor,MSC05,0.82,25
semantic,mem,MSC05,0.755,25
glass,semantic,MSC05,0.8249999999999998,25
glass,motor,MSC05,0.9949999999999999,25
glass,mem,MSC05,0.58,25
motor,semantic,MSC05,0.6450000000000001,25
motor,glass,MSC05,0.7599999999999999,25
motor,mem,MSC05,0.7000000000000001,25
mem,semantic,MSC05,0.845,25
mem,glass,MSC05,0.745,25
mem,motor,MSC05,0.905,25
semantic,glass,MSC06,0.4833333333333333,25
semantic,motor,MSC06,0.51,25
semantic,mem,MSC06,0.625,25
glass,semantic,MSC06,0.6222222222222222,25
glass,motor,MSC06,0.611111111111111,25
glass,mem,MSC06,0.6055555555555556,25
motor,semantic,MSC06,0.605,25
motor,glass,MSC06,0.4555555555555556,25
motor,mem,MSC06,0.475,25
mem,semantic,MSC06,0.52,25
mem,glass,MSC06,0.6222222222222222,25
mem,motor,MSC06,0.6500000000000001,25
semantic,glass,MSC07,0.6900000000000001,25
semantic,motor,MSC07,0.61,25
semantic,mem,MSC07,0.41000000000000003,25
glass,semantic,MSC07,0.7150000000000001,25
glass,motor,MSC07,0.5399999999999999,25
glass,mem,MSC07,0.6750000000000002,25
motor,semantic,MSC07,0.62,25
motor,glass,MSC07,0.635,25
motor,mem,MSC07,0.5599999999999999,25
mem,semantic,MSC07,0.495,25
mem,glass,MSC07,0.495,25
mem,motor,MSC07,0.5999999999999999,25
semantic,glass,MSC10,0.6700000000000002,25
semantic,motor,MSC10,0.6900000000000001,25
semantic,mem,MSC10,0.62,25
glass,semantic,MSC10,0.6049999999999999,25
glass,motor,MSC10,0.6850000000000002,25
glass,mem,MSC10,0.6649999999999999,25
motor,semantic,MSC10,0.57,25
motor,glass,MSC10,0.605,25
motor,mem,MSC10,0.6049999999999999,25
mem,semantic,MSC10,0.655,25
mem,glass,MSC10,0.575,25
mem,motor,MSC10,0.6849999999999999,25
semantic,glass,MSC01,0.685,52
semantic,motor,MSC01,0.66,52
semantic,mem,MSC01,0.5849999999999999,52
glass,semantic,MSC01,0.6750000000000002,52
glass,motor,MSC01,0.77,52
glass,mem,MSC01,0.6299999999999999,52
motor,semantic,MSC01,0.57,52
motor,glass,MSC01,0.77,52
motor,mem,MSC01,0.7100000000000001,52
mem,semantic,MSC01,0.63,52
mem,glass,MSC01,0.73,52
mem,motor,MSC01,0.7949999999999999,52
semantic,glass,MSC02,0.625,52
semantic,motor,MSC02,0.5900000000000001,52
semantic,mem,MSC02,0.5599999999999999,52
glass,semantic,MSC02,0.605,52
glass,motor,MSC02,0.6399999999999999,52
glass,mem,MSC02,0.7000000000000001,52
motor,semantic,MSC02,0.735,52
motor,glass,MSC02,0.7749999999999999,52
motor,mem,MSC02,0.675,52
mem,semantic,MSC02,0.72,52
mem,glass,MSC02,0.78,52
mem,motor,MSC02,0.5799999999999998,52
semantic,glass,MSC03,0.575,52
semantic,motor,MSC03,0.495,52
semantic,mem,MSC03,0.58,52
glass,semantic,MSC03,0.7899999999999998,52
glass,motor,MSC03,0.8099999999999999,52
glass,mem,MSC03,0.7050000000000001,52
motor,semantic,MSC03,0.7000000000000001,52
motor,glass,MSC03,0.615,52
motor,mem,MSC03,0.575,52
mem,semantic,MSC03,0.825,52
mem,glass,MSC03,0.6450000000000001,52
mem,motor,MSC03,0.635,52
semantic,glass,MSC04,0.685,52
semantic,motor,MSC04,0.68,52
semantic,mem,MSC04,0.7849999999999999,52
glass,semantic,MSC04,0.745,52
glass,motor,MSC04,0.89,52
glass,mem,MSC04,0.7899999999999999,52
motor,semantic,MSC04,0.6249999999999998,52
motor,glass,MSC04,0.89,52
motor,mem,MSC04,0.6800000000000002,52
mem,semantic,MSC04,0.82,52
mem,glass,MSC04,0.95,52
mem,motor,MSC04,0.66,52
semantic,glass,MSC05,0.635,52
