,train_task,test_task,sub,acc,Features
64,glass,motor,MSC06,0.7388888888888889,20
65,glass,mem,MSC06,0.7333333333333334,20
66,motor,semantic,MSC06,0.6300000000000001,20
67,motor,glass,MSC06,0.7277777777777777,20
68,motor,mem,MSC06,0.635,20
69,mem,semantic,MSC06,0.545,20
70,mem,glass,MSC06,0.7333333333333333,20
71,mem,motor,MSC06,0.675,20
72,semantic,glass,MSC07,0.685,20
73,semantic,motor,MSC07,0.6200000000000001,20
74,semantic,mem,MSC07,0.585,20
75,glass,semantic,MSC07,0.675,20
76,glass,motor,MSC07,0.535,20
77,glass,mem,MSC07,0.455,20
78,motor,semantic,MSC07,0.455,20
79,motor,glass,MSC07,0.46,20
80,motor,mem,MSC07,0.45,20
81,mem,semantic,MSC07,0.4549999999999999,20
82,mem,glass,MSC07,0.465,20
83,mem,motor,MSC07,0.6499999999999999,20
84,semantic,glass,MSC10,0.77,20
85,semantic,motor,MSC10,0.835,20
86,semantic,mem,MSC10,0.7,20
87,glass,semantic,MSC10,0.72,20
88,glass,motor,MSC10,0.7700000000000001,20
89,glass,mem,MSC10,0.71,20
90,motor,semantic,MSC10,0.78,20
91,motor,glass,MSC10,0.78,20
92,motor,mem,MSC10,0.6849999999999999,20
93,mem,semantic,MSC10,0.555,20
94,mem,glass,MSC10,0.585,20
95,mem,motor,MSC10,0.7400000000000001,20
0,semantic,glass,MSC01,0.8299999999999998,30
1,semantic,motor,MSC01,0.7999999999999999,30
2,semantic,mem,MSC01,0.7150000000000001,30
3,glass,semantic,MSC01,0.95,30
4,glass,motor,MSC01,0.985,30
5,glass,mem,MSC01,0.875,30
6,motor,semantic,MSC01,0.8299999999999998,30
7,motor,glass,MSC01,0.77,30
8,motor,mem,MSC01,0.75,30
9,mem,semantic,MSC01,0.95,30
10,mem,glass,MSC01,0.875,30
11,mem,motor,MSC01,0.96,30
12,semantic,glass,MSC02,0.9,30
13,semantic,motor,MSC02,0.7949999999999999,30
14,semantic,mem,MSC02,0.615,30
15,glass,semantic,MSC02,0.8800000000000001,30
16,glass,motor,MSC02,0.755,30
17,glass,mem,MSC02,0.7300000000000001,30
18,motor,semantic,MSC02,0.5599999999999999,30
19,motor,glass,MSC02,0.6950000000000001,30
20,motor,mem,MSC02,0.5,30
21,mem,semantic,MSC02,0.8099999999999999,30
22,mem,glass,MSC02,0.875,30
23,mem,motor,MSC02,0.7649999999999999,30
24,semantic,glass,MSC03,0.7849999999999999,30
25,semantic,motor,MSC03,0.93,30
26,semantic,mem,MSC03,0.7000000000000001,30
27,glass,semantic,MSC03,0.8249999999999998,30
28,glass,motor,MSC03,0.965,30
29,glass,mem,MSC03,0.685,30
30,motor,semantic,MSC03,0.6950000000000001,30
31,motor,glass,MSC03,0.5999999999999999,30
32,motor,mem,MSC03,0.6399999999999999,30
33,mem,semantic,MSC03,0.655,30
34,mem,glass,MSC03,0.58,30
35,mem,motor,MSC03,0.755,30
36,semantic,glass,MSC04,0.7649999999999999,30
37,semantic,motor,MSC04,0.6,30
38,semantic,mem,MSC04,0.5849999999999999,30
39,glass,semantic,MSC04,0.74,30
40,glass,motor,MSC04,0.7699999999999999,30
41,glass,mem,MSC04,0.7849999999999998,30
42,motor,semantic,MSC04,0.5900000000000001,30
43,motor,glass,MSC04,0.71,30
44,motor,mem,MSC04,0.705,30
45,mem,semantic,MSC04,0.5800000000000001,30
46,mem,glass,MSC04,0.75,30
47,mem,motor,MSC04,0.735,30
48,semantic,glass,MSC05,0.8450000000000001,30
49,semantic,motor,MSC05,0.91,30
50,semantic,mem,MSC05,0.91,30
51,glass,semantic,MSC05,0.845,30
52,glass,motor,MSC05,0.565,30
53,glass,mem,MSC05,0.7649999999999999,30
54,motor,semantic,MSC05,0.655,30
55,motor,glass,MSC05,0.6049999999999999,30
56,motor,mem,MSC05,0.94,30
57,mem,semantic,MSC05,0.8950000000000001,30
58,mem,glass,MSC05,0.7899999999999999,30
59,mem,motor,MSC05,0.98,30
60,semantic,glass,MSC06,0.6666666666666667,30
61,semantic,motor,MSC06,0.6099999999999999,30
62,semantic,mem,MSC06,0.7,30
63,glass,semantic,MSC06,0.8222222222222223,30
64,glass,motor,MSC06,0.5,30
65,glass,mem,MSC06,0.6611111111111111,30
66,motor,semantic,MSC06,0.59,30
67,motor,glass,MSC06,0.5555555555555555,30
68,motor,mem,MSC06,0.59,30
69,mem,semantic,MSC06,0.7649999999999999,30
70,mem,glass,MSC06,0.6388888888888888,30
71,mem,motor,MSC06,0.5499999999999999,30
72,semantic,glass,MSC07,0.8100000000000002,30
73,semantic,motor,MSC07,0.56,30
74,semantic,mem,MSC07,0.5700000000000001,30
75,glass,semantic,MSC07,0.76,30
76,glass,motor,MSC07,0.6900000000000001,30
77,glass,mem,MSC07,0.6,30
78,motor,semantic,MSC07,0.6450000000000001,30
79,motor,glass,MSC07,0.5499999999999999,30
80,motor,mem,MSC07,0.59,30
81,mem,semantic,MSC07,0.715,30
82,mem,glass,MSC07,0.8350000000000002,30
83,mem,motor,MSC07,0.7849999999999999,30
84,semantic,glass,MSC10,0.705,30
85,semantic,motor,MSC10,0.64,30
86,semantic,mem,MSC10,0.6100000000000001,30
87,glass,semantic,MSC10,0.72,30
88,glass,motor,MSC10,0.6900000000000001,30
89,glass,mem,MSC10,0.715,30
90,motor,semantic,MSC10,0.58,30
91,motor,glass,MSC10,0.725,30
92,motor,mem,MSC10,0.71,30
93,mem,semantic,MSC10,0.6100000000000001,30
94,mem,glass,MSC10,0.6699999999999999,30
95,mem,motor,MSC10,0.835,30
0,semantic,glass,MSC01,0.945,40
1,semantic,motor,MSC01,0.985,40
2,semantic,mem,MSC01,0.575,40
3,glass,semantic,MSC01,0.8249999999999998,40
4,glass,motor,MSC01,0.85,40
5,glass,mem,MSC01,0.6249999999999999,40
6,motor,semantic,MSC01,0.7999999999999999,40
7,motor,glass,MSC01,0.825,40
8,motor,mem,MSC01,0.5499999999999999,40
9,mem,semantic,MSC01,0.8049999999999999,40
10,mem,glass,MSC01,0.9000000000000001,40
11,mem,motor,MSC01,0.875,40
12,semantic,glass,MSC02,0.8099999999999999,40
13,semantic,motor,MSC02,0.515,40
14,semantic,mem,MSC02,0.5249999999999999,40
15,glass,semantic,MSC02,0.805,40
16,glass,motor,MSC02,0.525,40
17,glass,mem,MSC02,0.5199999999999999,40
18,motor,semantic,MSC02,0.5899999999999999,40
19,motor,glass,MSC02,0.6950000000000001,40
20,motor,mem,MSC02,0.5,40
21,mem,semantic,MSC02,0.7899999999999998,40
22,mem,glass,MSC02,0.71,40
23,mem,motor,MSC02,0.51,40
24,semantic,glass,MSC03,0.57,40
25,semantic,motor,MSC03,0.795,40
26,semantic,mem,MSC03,0.4749999999999999,40
27,glass,semantic,MSC03,0.62,40
28,glass,motor,MSC03,0.8800000000000001,40
29,glass,mem,MSC03,0.505,40
30,motor,semantic,MSC03,0.6550000000000001,40
31,motor,glass,MSC03,0.8099999999999998,40
32,motor,mem,MSC03,0.645,40
33,mem,semantic,MSC03,0.6050000000000001,40
34,mem,glass,MSC03,0.505,40
35,mem,motor,MSC03,0.615,40
36,semantic,glass,MSC04,0.8249999999999998,40
37,semantic,motor,MSC04,0.615,40
38,semantic,mem,MSC04,0.5499999999999999,40
39,glass,semantic,MSC04,0.945,40
40,glass,motor,MSC04,0.6900000000000002,40
41,glass,mem,MSC04,0.74,40
42,motor,semantic,MSC04,0.64,40
43,motor,glass,MSC04,0.72,40
44,motor,mem,MSC04,0.5399999999999998,40
45,mem,semantic,MSC04,0.85,40
46,mem,glass,MSC04,0.875,40
47,mem,motor,MSC04,0.645,40
48,semantic,glass,MSC05,0.675,40
49,semantic,motor,MSC05,0.745,40
50,semantic,mem,MSC05,0.9350000000000002,40
51,glass,semantic,MSC05,0.8599999999999998,40
52,glass,motor,MSC05,0.885,40
53,glass,mem,MSC05,0.995,40
54,motor,semantic,MSC05,0.655,40
55,motor,glass,MSC05,0.61,40
56,motor,mem,MSC05,0.72,40
57,mem,semantic,MSC05,0.8950000000000001,40
58,mem,glass,MSC05,0.755,40
59,mem,motor,MSC05,0.7749999999999999,40
60,semantic,glass,MSC06,0.6333333333333333,40
61,semantic,motor,MSC06,0.6950000000000001,40
62,semantic,mem,MSC06,0.7549999999999999,40
63,glass,semantic,MSC06,0.7111111111111109,40
64,glass,motor,MSC06,0.5555555555555556,40
65,glass,mem,MSC06,0.7555555555555555,40
66,motor,semantic,MSC06,0.7200000000000001,40
67,motor,glass,MSC06,0.6055555555555555,40
68,motor,mem,MSC06,0.6599999999999999,40
69,mem,semantic,MSC06,0.8350000000000002,40
70,mem,glass,MSC06,0.6722222222222223,40
71,mem,motor,MSC06,0.6900000000000001,40
72,semantic,glass,MSC07,0.8149999999999998,40
73,semantic,motor,MSC07,0.5449999999999999,40
74,semantic,mem,MSC07,0.7050000000000001,40
75,glass,semantic,MSC07,0.9,40
76,glass,motor,MSC07,0.545,40
77,glass,mem,MSC07,0.6950000000000001,40
78,motor,semantic,MSC07,0.5999999999999999,40
79,motor,glass,MSC07,0.51,40
80,motor,mem,MSC07,0.5349999999999999,40
81,mem,semantic,MSC07,0.8150000000000001,40
82,mem,glass,MSC07,0.7899999999999999,40
83,mem,motor,MSC07,0.455,40
84,semantic,glass,MSC10,0.8550000000000001,40
85,semantic,motor,MSC10,0.655,40
86,semantic,mem,MSC10,0.7849999999999999,40
87,glass,semantic,MSC10,0.7649999999999999,40
88,glass,motor,MSC10,0.7,40
89,glass,mem,MSC10,0.7899999999999999,40
90,motor,semantic,MSC10,0.655,40
91,motor,glass,MSC10,0.6849999999999999,40
92,motor,mem,MSC10,0.595,40
93,mem,semantic,MSC10,0.7899999999999998,40
94,mem,glass,MSC10,0.8450000000000001,40
95,mem,motor,MSC10,0.71,40
0,semantic,glass,MSC01,0.8049999999999999,50
1,semantic,motor,MSC01,0.8149999999999998,50
2,semantic,mem,MSC01,0.76,50
3,glass,semantic,MSC01,0.9,50
4,glass,motor,MSC01,0.8949999999999999,50
5,glass,mem,MSC01,0.7649999999999999,50
6,motor,semantic,MSC01,0.7999999999999999,50
7,motor,glass,MSC01,0.7250000000000001,50
8,motor,mem,MSC01,0.74,50
9,mem,semantic,MSC01,0.94,50
10,mem,glass,MSC01,0.7899999999999999,50
11,mem,motor,MSC01,0.8449999999999998,50
12,semantic,glass,MSC02,0.6400000000000001,50
13,semantic,motor,MSC02,0.5599999999999999,50
14,semantic,mem,MSC02,0.5349999999999999,50
15,glass,semantic,MSC02,0.825,50
16,glass,motor,MSC02,0.565,50
17,glass,mem,MSC02,0.6700000000000002,50
18,motor,semantic,MSC02,0.7799999999999999,50
19,motor,glass,MSC02,0.685,50
20,motor,mem,MSC02,0.675,50
21,mem,semantic,MSC02,0.645,50
22,mem,glass,MSC02,0.75,50
23,mem,motor,MSC02,0.6950000000000001,50
24,semantic,glass,MSC03,0.665,50
25,semantic,motor,MSC03,0.7549999999999999,50
26,semantic,mem,MSC03,0.72,50
27,glass,semantic,MSC03,0.6400000000000001,50
28,glass,motor,MSC03,0.675,50
29,glass,mem,MSC03,0.5999999999999999,50
30,motor,semantic,MSC03,0.76,50
31,motor,glass,MSC03,0.5799999999999998,50
32,motor,mem,MSC03,0.745,50
33,mem,semantic,MSC03,0.8150000000000001,50
34,mem,glass,MSC03,0.5800000000000001,50
35,mem,motor,MSC03,0.72,50
36,semantic,glass,MSC04,0.975,50
37,semantic,motor,MSC04,0.835,50
38,semantic,mem,MSC04,0.5999999999999999,50
39,glass,semantic,MSC04,0.945,50
40,glass,motor,MSC04,0.875,50
41,glass,mem,MSC04,0.6900000000000001,50
42,motor,semantic,MSC04,0.97,50
43,motor,glass,MSC04,0.99,50
44,motor,mem,MSC04,0.7350000000000001,50
45,mem,semantic,MSC04,0.835,50
46,mem,glass,MSC04,0.925,50
47,mem,motor,MSC04,0.885,50
48,semantic,glass,MSC05,0.875,50
49,semantic,motor,MSC05,0.8049999999999999,50
50,semantic,mem,MSC05,0.94,50
51,glass,semantic,MSC05,0.7899999999999999,50
52,glass,motor,MSC05,0.8499999999999999,50
53,glass,mem,MSC05,0.93,50
54,motor,semantic,MSC05,0.66,50
55,motor,glass,MSC05,0.7300000000000001,50
56,motor,mem,MSC05,0.72,50
57,mem,semantic,MSC05,0.8499999999999999,50
58,mem,glass,MSC05,0.95,50
59,mem,motor,MSC05,0.9000000000000001,50
60,semantic,glass,MSC06,0.7777777777777777,50
61,semantic,motor,MSC06,0.72,50
62,semantic,mem,MSC06,0.6300000000000001,50
63,glass,semantic,MSC06,0.8833333333333333,50
64,glass,motor,MSC06,0.7722222222222221,50
65,glass,mem,MSC06,0.6111111111111112,50
66,motor,semantic,MSC06,0.6900000000000001,50
67,motor,glass,MSC06,0.7055555555555556,50
68,motor,mem,MSC06,0.625,50
69,mem,semantic,MSC06,0.85,50
70,mem,glass,MSC06,0.7944444444444444,50
71,mem,motor,MSC06,0.945,50
72,semantic,glass,MSC07,0.8099999999999999,50
73,semantic,motor,MSC07,0.7150000000000001,50
74,semantic,mem,MSC07,0.75,50
75,glass,semantic,MSC07,0.8150000000000001,50
76,glass,motor,MSC07,0.8700000000000001,50
77,glass,mem,MSC07,0.8699999999999999,50
78,motor,semantic,MSC07,0.5999999999999999,50
79,motor,glass,MSC07,0.6450000000000001,50
80,motor,mem,MSC07,0.605,50
81,mem,semantic,MSC07,0.66,50
82,mem,glass,MSC07,0.7749999999999999,50
83,mem,motor,MSC07,0.8750000000000002,50
84,semantic,glass,MSC10,0.7699999999999999,50
85,semantic,motor,MSC10,0.7250000000000001,50
86,semantic,mem,MSC10,0.865,50
87,glass,semantic,MSC10,0.8,50
88,glass,motor,MSC10,0.735,50
89,glass,mem,MSC10,0.7949999999999998,50
90,motor,semantic,MSC10,0.7000000000000001,50
91,motor,glass,MSC10,0.5399999999999999,50
92,motor,mem,MSC10,0.85,50
93,mem,semantic,MSC10,0.7699999999999999,50
94,mem,glass,MSC10,0.7549999999999999,50
95,mem,motor,MSC10,0.8400000000000001,50
0,semantic,glass,MSC01,0.775,60
1,semantic,motor,MSC01,0.73,60
2,semantic,mem,MSC01,0.6199999999999999,60
3,glass,semantic,MSC01,0.8800000000000001,60
4,glass,motor,MSC01,0.7799999999999999,60
5,glass,mem,MSC01,0.74,60
6,motor,semantic,MSC01,0.8499999999999999,60
7,motor,glass,MSC01,0.6950000000000001,60
8,motor,mem,MSC01,0.72,60
9,mem,semantic,MSC01,0.8049999999999999,60
10,mem,glass,MSC01,0.775,60
11,mem,motor,MSC01,0.6950000000000001,60
12,semantic,glass,MSC02,0.7150000000000001,60
13,semantic,motor,MSC02,0.5499999999999999,60
14,semantic,mem,MSC02,0.685,60
15,glass,semantic,MSC02,0.845,60
16,glass,motor,MSC02,0.82,60
17,glass,mem,MSC02,0.595,60
18,motor,semantic,MSC02,0.6500000000000001,60
19,motor,glass,MSC02,0.63,60
20,motor,mem,MSC02,0.51,60
21,mem,semantic,MSC02,0.945,60
22,mem,glass,MSC02,0.7000000000000001,60
23,mem,motor,MSC02,0.6950000000000001,60
24,semantic,glass,MSC03,0.635,60
25,semantic,motor,MSC03,0.845,60
26,semantic,mem,MSC03,0.6699999999999999,60
27,glass,semantic,MSC03,0.565,60
28,glass,motor,MSC03,0.78,60
29,glass,mem,MSC03,0.6200000000000001,60
30,motor,semantic,MSC03,0.5900000000000001,60
31,motor,glass,MSC03,0.66,60
32,motor,mem,MSC03,0.6900000000000001,60
33,mem,semantic,MSC03,0.745,60
34,mem,glass,MSC03,0.575,60
35,mem,motor,MSC03,0.905,60
36,semantic,glass,MSC04,0.6650000000000001,60
37,semantic,motor,MSC04,0.565,60
38,semantic,mem,MSC04,0.765,60
39,glass,semantic,MSC04,0.98,60
40,glass,motor,MSC04,0.825,60
41,glass,mem,MSC04,0.825,60
42,motor,semantic,MSC04,0.715,60
43,motor,glass,MSC04,0.82,60
44,motor,mem,MSC04,0.7849999999999999,60
45,mem,semantic,MSC04,0.92,60
46,mem,glass,MSC04,0.7849999999999999,60
47,mem,motor,MSC04,0.8099999999999999,60
48,semantic,glass,MSC05,0.82,60
49,semantic,motor,MSC05,0.8399999999999999,60
50,semantic,mem,MSC05,0.8649999999999999,60
51,glass,semantic,MSC05,0.835,60
52,glass,motor,MSC05,0.835,60
53,glass,mem,MSC05,0.74,60
54,motor,semantic,MSC05,0.72,60
55,motor,glass,MSC05,0.7999999999999999,60
56,motor,mem,MSC05,0.8950000000000001,60
57,mem,semantic,MSC05,0.95,60
58,mem,glass,MSC05,0.845,60
59,mem,motor,MSC05,0.99,60
60,semantic,glass,MSC06,0.8666666666666666,60
61,semantic,motor,MSC06,0.9000000000000001,60
62,semantic,mem,MSC06,0.845,60
63,glass,semantic,MSC06,0.8722222222222222,60
64,glass,motor,MSC06,0.8722222222222222,60
65,glass,mem,MSC06,0.8777777777777779,60
66,motor,semantic,MSC06,0.8249999999999998,60
67,motor,glass,MSC06,0.8111111111111111,60
68,motor,mem,MSC06,0.8299999999999998,60
69,mem,semantic,MSC06,0.8,60
70,mem,glass,MSC06,0.8500000000000002,60
71,mem,motor,MSC06,0.91,60
72,semantic,glass,MSC07,0.875,60
73,semantic,motor,MSC07,0.6250000000000001,60
74,semantic,mem,MSC07,0.62,60
75,glass,semantic,MSC07,0.915,60
76,glass,motor,MSC07,0.5799999999999998,60
77,glass,mem,MSC07,0.6599999999999999,60
78,motor,semantic,MSC07,0.6450000000000001,60
79,motor,glass,MSC07,0.595,60
80,motor,mem,MSC07,0.595,60
81,mem,semantic,MSC07,0.91,60
82,mem,glass,MSC07,0.8850000000000001,60
83,mem,motor,MSC07,0.635,60
84,semantic,glass,MSC10,0.74,60
85,semantic,motor,MSC10,0.485,60
86,semantic,mem,MSC10,0.5149999999999999,60
87,glass,semantic,MSC10,0.885,60
88,glass,motor,MSC10,0.6200000000000001,60
89,glass,mem,MSC10,0.7999999999999998,60
90,motor,semantic,MSC10,0.5850000000000002,60
91,motor,glass,MSC10,0.6150000000000001,60
92,motor,mem,MSC10,0.6450000000000001,60
93,mem,semantic,MSC10,0.8150000000000001,60
94,mem,glass,MSC10,0.8400000000000001,60
95,mem,motor,MSC10,0.64,60
0,semantic,glass,MSC01,0.7649999999999999,70
1,semantic,motor,MSC01,0.6500000000000001,70
2,semantic,mem,MSC01,0.745,70
3,glass,semantic,MSC01,0.93,70
4,glass,motor,MSC01,0.725,70
5,glass,mem,MSC01,0.7749999999999999,70
6,motor,semantic,MSC01,0.775,70
7,motor,glass,MSC01,0.7549999999999999,70
8,motor,mem,MSC01,0.6250000000000001,70
9,mem,semantic,MSC01,0.845,70
10,mem,glass,MSC01,0.7899999999999998,70
11,mem,motor,MSC01,0.725,70
12,semantic,glass,MSC02,0.7100000000000001,70
13,semantic,motor,MSC02,0.585,70
14,semantic,mem,MSC02,0.5999999999999999,70
15,glass,semantic,MSC02,0.8249999999999998,70
16,glass,motor,MSC02,0.6599999999999999,70
17,glass,mem,MSC02,0.6450000000000001,70
18,motor,semantic,MSC02,0.5549999999999999,70
19,motor,glass,MSC02,0.595,70
20,motor,mem,MSC02,0.5499999999999999,70
21,mem,semantic,MSC02,0.775,70
22,mem,glass,MSC02,0.67,70
23,mem,motor,MSC02,0.6250000000000001,70
24,semantic,glass,MSC03,0.685,70
25,semantic,motor,MSC03,0.65,70
26,semantic,mem,MSC03,0.615,70
27,glass,semantic,MSC03,0.705,70
28,glass,motor,MSC03,0.935,70
29,glass,mem,MSC03,0.735,70
30,motor,semantic,MSC03,0.595,70
31,motor,glass,MSC03,0.7350000000000001,70
32,motor,mem,MSC03,0.74,70
33,mem,semantic,MSC03,0.735,70
34,mem,glass,MSC03,0.8150000000000001,70
35,mem,motor,MSC03,0.9,70
36,semantic,glass,MSC04,0.735,70
37,semantic,motor,MSC04,0.5,70
38,semantic,mem,MSC04,0.565,70
39,glass,semantic,MSC04,0.9350000000000002,70
40,glass,motor,MSC04,0.755,70
41,glass,mem,MSC04,0.8349999999999997,70
42,motor,semantic,MSC04,0.58,70
43,motor,glass,MSC04,0.7849999999999999,70
44,motor,mem,MSC04,0.6549999999999999,70
45,mem,semantic,MSC04,0.9200000000000002,70
46,mem,glass,MSC04,0.9,70
47,mem,motor,MSC04,0.7300000000000001,70
48,semantic,glass,MSC05,0.72,70
49,semantic,motor,MSC05,0.76,70
50,semantic,mem,MSC05,0.775,70
51,glass,semantic,MSC05,0.8499999999999999,70
52,glass,motor,MSC05,0.8149999999999998,70
53,glass,mem,MSC05,0.76,70
54,motor,semantic,MSC05,0.665,70
55,motor,glass,MSC05,0.6450000000000001,70
56,motor,mem,MSC05,0.5499999999999999,70
57,mem,semantic,MSC05,0.935,70
58,mem,glass,MSC05,0.8399999999999999,70
59,mem,motor,MSC05,0.91,70
