,train_sub,Analysis,acc,Network_A,Network_B
3,MSC04,Same Subject,0.8375,salience,pon
4,MSC05,Same Subject,0.7339285714285714,salience,pon
5,MSC06,Same Subject,0.6696428571428571,salience,pon
6,MSC07,Same Subject,0.5750000000000001,salience,pon
7,MSC10,Same Subject,0.7053571428571429,salience,pon
8,MSC01,Different Subject,0.45224489795918366,salience,pon
9,MSC02,Different Subject,0.5317857142857143,salience,pon
10,MSC03,Different Subject,0.5230612244897958,salience,pon
11,MSC04,Different Subject,0.5382653061224489,salience,pon
12,MSC05,Different Subject,0.5028571428571428,salience,pon
13,MSC06,Different Subject,0.5491326530612245,salience,pon
14,MSC07,Different Subject,0.5169387755102041,salience,pon
15,MSC10,Different Subject,0.5095408163265306,salience,pon
0,MSC01,Same Subject,0.9589285714285715,co,sm
1,MSC02,Same Subject,0.8946428571428571,co,sm
2,MSC03,Same Subject,0.875,co,sm
3,MSC04,Same Subject,0.8857142857142856,co,sm
4,MSC05,Same Subject,0.9607142857142857,co,sm
5,MSC06,Same Subject,0.8392857142857142,co,sm
6,MSC07,Same Subject,0.8964285714285714,co,sm
7,MSC10,Same Subject,0.8839285714285714,co,sm
8,MSC01,Different Subject,0.5795918367346938,co,sm
9,MSC02,Different Subject,0.6321428571428572,co,sm
10,MSC03,Different Subject,0.5950510204081632,co,sm
11,MSC04,Different Subject,0.6456122448979592,co,sm
12,MSC05,Different Subject,0.5567857142857142,co,sm
13,MSC06,Different Subject,0.5538265306122448,co,sm
14,MSC07,Different Subject,0.5718877551020408,co,sm
15,MSC10,Different Subject,0.5673979591836734,co,sm
0,MSC01,Same Subject,0.9142857142857144,co,sm-lat
1,MSC02,Same Subject,0.7946428571428571,co,sm-lat
2,MSC03,Same Subject,0.8535714285714286,co,sm-lat
3,MSC04,Same Subject,0.8464285714285714,co,sm-lat
4,MSC05,Same Subject,0.7767857142857143,co,sm-lat
5,MSC06,Same Subject,0.7482142857142857,co,sm-lat
6,MSC07,Same Subject,0.8535714285714286,co,sm-lat
7,MSC10,Same Subject,0.8053571428571429,co,sm-lat
8,MSC01,Different Subject,0.5893367346938775,co,sm-lat
9,MSC02,Different Subject,0.6314795918367347,co,sm-lat
10,MSC03,Different Subject,0.5890306122448978,co,sm-lat
11,MSC04,Different Subject,0.593265306122449,co,sm-lat
12,MSC05,Different Subject,0.5523979591836735,co,sm-lat
13,MSC06,Different Subject,0.5479591836734693,co,sm-lat
14,MSC07,Different Subject,0.5505612244897958,co,sm-lat
15,MSC10,Different Subject,0.5887755102040817,co,sm-lat
0,MSC01,Same Subject,0.9214285714285715,co,auditory
1,MSC02,Same Subject,0.9214285714285715,co,auditory
2,MSC03,Same Subject,0.8732142857142858,co,auditory
3,MSC04,Same Subject,0.8107142857142857,co,auditory
4,MSC05,Same Subject,0.8499999999999999,co,auditory
5,MSC06,Same Subject,0.8339285714285715,co,auditory
6,MSC07,Same Subject,0.9517857142857142,co,auditory
7,MSC10,Same Subject,0.8678571428571429,co,auditory
8,MSC01,Different Subject,0.5954081632653061,co,auditory
9,MSC02,Different Subject,0.583265306122449,co,auditory
10,MSC03,Different Subject,0.5762755102040816,co,auditory
11,MSC04,Different Subject,0.5790306122448979,co,auditory
12,MSC05,Different Subject,0.5269387755102041,co,auditory
13,MSC06,Different Subject,0.6093367346938775,co,auditory
14,MSC07,Different Subject,0.5895408163265305,co,auditory
15,MSC10,Different Subject,0.5312755102040816,co,auditory
0,MSC01,Same Subject,0.8821428571428571,co,pmn
1,MSC02,Same Subject,0.7857142857142858,co,pmn
2,MSC03,Same Subject,0.7928571428571427,co,pmn
3,MSC04,Same Subject,0.8678571428571428,co,pmn
4,MSC05,Same Subject,0.9285714285714286,co,pmn
5,MSC06,Same Subject,0.7910714285714285,co,pmn
6,MSC07,Same Subject,0.7875,co,pmn
7,MSC10,Same Subject,0.7392857142857142,co,pmn
8,MSC01,Different Subject,0.5033163265306123,co,pmn
9,MSC02,Different Subject,0.567704081632653,co,pmn
10,MSC03,Different Subject,0.526734693877551,co,pmn
11,MSC04,Different Subject,0.5743877551020409,co,pmn
12,MSC05,Different Subject,0.5141836734693878,co,pmn
13,MSC06,Different Subject,0.5458673469387755,co,pmn
14,MSC07,Different Subject,0.5810714285714286,co,pmn
15,MSC10,Different Subject,0.5264795918367347,co,pmn
0,MSC01,Same Subject,0.7482142857142857,co,pon
1,MSC02,Same Subject,0.7696428571428571,co,pon
2,MSC03,Same Subject,0.7232142857142857,co,pon
3,MSC04,Same Subject,0.8660714285714287,co,pon
4,MSC05,Same Subject,0.8089285714285713,co,pon
5,MSC06,Same Subject,0.8214285714285714,co,pon
6,MSC07,Same Subject,0.6678571428571428,co,pon
7,MSC10,Same Subject,0.7964285714285715,co,pon
8,MSC01,Different Subject,0.4803571428571428,co,pon
9,MSC02,Different Subject,0.5369387755102041,co,pon
10,MSC03,Different Subject,0.5183673469387755,co,pon
11,MSC04,Different Subject,0.5369897959183673,co,pon
12,MSC05,Different Subject,0.5386224489795918,co,pon
13,MSC06,Different Subject,0.5361224489795919,co,pon
14,MSC07,Different Subject,0.5590306122448979,co,pon
15,MSC10,Different Subject,0.5577551020408162,co,pon
0,MSC01,Same Subject,0.8839285714285714,sm,sm-lat
1,MSC02,Same Subject,0.9035714285714286,sm,sm-lat
2,MSC03,Same Subject,0.6767857142857142,sm,sm-lat
3,MSC04,Same Subject,0.825,sm,sm-lat
4,MSC05,Same Subject,0.9446428571428571,sm,sm-lat
5,MSC06,Same Subject,0.8678571428571428,sm,sm-lat
6,MSC07,Same Subject,0.8767857142857143,sm,sm-lat
7,MSC10,Same Subject,0.8696428571428572,sm,sm-lat
8,MSC01,Different Subject,0.5337755102040816,sm,sm-lat
9,MSC02,Different Subject,0.6407142857142858,sm,sm-lat
10,MSC03,Different Subject,0.5921428571428571,sm,sm-lat
11,MSC04,Different Subject,0.6411224489795918,sm,sm-lat
12,MSC05,Different Subject,0.6524489795918368,sm,sm-lat
13,MSC06,Different Subject,0.6676530612244898,sm,sm-lat
14,MSC07,Different Subject,0.5649489795918368,sm,sm-lat
15,MSC10,Different Subject,0.6276530612244898,sm,sm-lat
0,MSC01,Same Subject,0.8982142857142857,sm,auditory
1,MSC02,Same Subject,0.8482142857142857,sm,auditory
2,MSC03,Same Subject,0.7964285714285716,sm,auditory
3,MSC04,Same Subject,0.7892857142857143,sm,auditory
4,MSC05,Same Subject,0.875,sm,auditory
5,MSC06,Same Subject,0.8714285714285716,sm,auditory
6,MSC07,Same Subject,0.8571428571428571,sm,auditory
7,MSC10,Same Subject,0.8785714285714287,sm,auditory
8,MSC01,Different Subject,0.5322959183673469,sm,auditory
9,MSC02,Different Subject,0.6141326530612244,sm,auditory
10,MSC03,Different Subject,0.546734693877551,sm,auditory
11,MSC04,Different Subject,0.5741836734693877,sm,auditory
12,MSC05,Different Subject,0.5326530612244897,sm,auditory
13,MSC06,Different Subject,0.6249489795918367,sm,auditory
14,MSC07,Different Subject,0.4751020408163265,sm,auditory
15,MSC10,Different Subject,0.5063265306122448,sm,auditory
0,MSC01,Same Subject,0.8517857142857143,sm,pmn
1,MSC02,Same Subject,0.7035714285714285,sm,pmn
2,MSC03,Same Subject,0.7303571428571428,sm,pmn
3,MSC04,Same Subject,0.8446428571428571,sm,pmn
4,MSC05,Same Subject,0.8410714285714286,sm,pmn
5,MSC06,Same Subject,0.7142857142857143,sm,pmn
6,MSC07,Same Subject,0.6392857142857143,sm,pmn
7,MSC10,Same Subject,0.7196428571428573,sm,pmn
8,MSC01,Different Subject,0.5558163265306122,sm,pmn
9,MSC02,Different Subject,0.5856632653061223,sm,pmn
10,MSC03,Different Subject,0.466734693877551,sm,pmn
11,MSC04,Different Subject,0.553265306122449,sm,pmn
12,MSC05,Different Subject,0.5476020408163264,sm,pmn
13,MSC06,Different Subject,0.549795918367347,sm,pmn
14,MSC07,Different Subject,0.5544897959183672,sm,pmn
15,MSC10,Different Subject,0.5769387755102041,sm,pmn
0,MSC01,Same Subject,0.7303571428571428,sm,pon
1,MSC02,Same Subject,0.5785714285714285,sm,pon
2,MSC03,Same Subject,0.7785714285714286,sm,pon
3,MSC04,Same Subject,0.775,sm,pon
4,MSC05,Same Subject,0.8160714285714284,sm,pon
5,MSC06,Same Subject,0.7428571428571429,sm,pon
6,MSC07,Same Subject,0.5482142857142857,sm,pon
7,MSC10,Same Subject,0.7625000000000001,sm,pon
8,MSC01,Different Subject,0.4936224489795919,sm,pon
9,MSC02,Different Subject,0.529387755102041,sm,pon
10,MSC03,Different Subject,0.45999999999999996,sm,pon
11,MSC04,Different Subject,0.5129591836734694,sm,pon
12,MSC05,Different Subject,0.5379081632653061,sm,pon
13,MSC06,Different Subject,0.5297448979591837,sm,pon
14,MSC07,Different Subject,0.5045408163265307,sm,pon
15,MSC10,Different Subject,0.5704591836734695,sm,pon
0,MSC01,Same Subject,0.9071428571428573,sm-lat,auditory
1,MSC02,Same Subject,0.7910714285714286,sm-lat,auditory
2,MSC03,Same Subject,0.7303571428571427,sm-lat,auditory
3,MSC04,Same Subject,0.7214285714285713,sm-lat,auditory
4,MSC05,Same Subject,0.8196428571428571,sm-lat,auditory
5,MSC06,Same Subject,0.6410714285714285,sm-lat,auditory
6,MSC07,Same Subject,0.8392857142857143,sm-lat,auditory
7,MSC10,Same Subject,0.7232142857142857,sm-lat,auditory
8,MSC01,Different Subject,0.4919897959183674,sm-lat,auditory
9,MSC02,Different Subject,0.540765306122449,sm-lat,auditory
10,MSC03,Different Subject,0.5660714285714287,sm-lat,auditory
11,MSC04,Different Subject,0.5658163265306122,sm-lat,auditory
12,MSC05,Different Subject,0.49607142857142855,sm-lat,auditory
13,MSC06,Different Subject,0.5410204081632652,sm-lat,auditory
14,MSC07,Different Subject,0.5383163265306122,sm-lat,auditory
15,MSC10,Different Subject,0.5403061224489797,sm-lat,auditory
0,MSC01,Same Subject,0.7160714285714286,sm-lat,pmn
1,MSC02,Same Subject,0.5857142857142856,sm-lat,pmn
2,MSC03,Same Subject,0.5803571428571429,sm-lat,pmn
3,MSC04,Same Subject,0.5892857142857143,sm-lat,pmn
4,MSC05,Same Subject,0.6035714285714285,sm-lat,pmn
5,MSC06,Same Subject,0.5607142857142857,sm-lat,pmn
6,MSC07,Same Subject,0.6517857142857143,sm-lat,pmn
7,MSC10,Same Subject,0.7482142857142856,sm-lat,pmn
8,MSC01,Different Subject,0.5259183673469388,sm-lat,pmn
9,MSC02,Different Subject,0.5112244897959185,sm-lat,pmn
10,MSC03,Different Subject,0.4645918367346939,sm-lat,pmn
11,MSC04,Different Subject,0.5731122448979592,sm-lat,pmn
12,MSC05,Different Subject,0.5353571428571429,sm-lat,pmn
13,MSC06,Different Subject,0.49775510204081624,sm-lat,pmn
14,MSC07,Different Subject,0.5355612244897959,sm-lat,pmn
15,MSC10,Different Subject,0.5546428571428572,sm-lat,pmn
0,MSC01,Same Subject,0.6964285714285714,sm-lat,pon
1,MSC02,Same Subject,0.5803571428571429,sm-lat,pon
2,MSC03,Same Subject,0.7267857142857144,sm-lat,pon
3,MSC04,Same Subject,0.6410714285714285,sm-lat,pon
4,MSC05,Same Subject,0.5696428571428571,sm-lat,pon
5,MSC06,Same Subject,0.4517857142857143,sm-lat,pon
6,MSC07,Same Subject,0.5678571428571428,sm-lat,pon
7,MSC10,Same Subject,0.7071428571428572,sm-lat,pon
8,MSC01,Different Subject,0.5216326530612244,sm-lat,pon
9,MSC02,Different Subject,0.5548979591836735,sm-lat,pon
10,MSC03,Different Subject,0.5141326530612245,sm-lat,pon
11,MSC04,Different Subject,0.551530612244898,sm-lat,pon
12,MSC05,Different Subject,0.5068367346938775,sm-lat,pon
13,MSC06,Different Subject,0.5064285714285715,sm-lat,pon
14,MSC07,Different Subject,0.5070918367346939,sm-lat,pon
15,MSC10,Different Subject,0.5567857142857143,sm-lat,pon
0,MSC01,Same Subject,0.8821428571428572,auditory,pmn
1,MSC02,Same Subject,0.7714285714285715,auditory,pmn
2,MSC03,Same Subject,0.8875,auditory,pmn
3,MSC04,Same Subject,0.7678571428571429,auditory,pmn
4,MSC05,Same Subject,0.7375,auditory,pmn
5,MSC06,Same Subject,0.825,auditory,pmn
6,MSC07,Same Subject,0.775,auditory,pmn
7,MSC10,Same Subject,0.7750000000000001,auditory,pmn
8,MSC01,Different Subject,0.5603571428571429,auditory,pmn
9,MSC02,Different Subject,0.5862244897959183,auditory,pmn
10,MSC03,Different Subject,0.4967857142857143,auditory,pmn
11,MSC04,Different Subject,0.5663265306122448,auditory,pmn
12,MSC05,Different Subject,0.5220408163265307,auditory,pmn
13,MSC06,Different Subject,0.5746938775510203,auditory,pmn
14,MSC07,Different Subject,0.5663775510204082,auditory,pmn
15,MSC10,Different Subject,0.5368877551020409,auditory,pmn
0,MSC01,Same Subject,0.755357142857143,auditory,pon
1,MSC02,Same Subject,0.7642857142857142,auditory,pon
2,MSC03,Same Subject,0.7339285714285715,auditory,pon
3,MSC04,Same Subject,0.7910714285714285,auditory,pon
4,MSC05,Same Subject,0.6678571428571428,auditory,pon
5,MSC06,Same Subject,0.7285714285714285,auditory,pon
6,MSC07,Same Subject,0.4589285714285714,auditory,pon
7,MSC10,Same Subject,0.7089285714285715,auditory,pon
8,MSC01,Different Subject,0.5469387755102041,auditory,pon
9,MSC02,Different Subject,0.5210714285714285,auditory,pon
10,MSC03,Different Subject,0.5132142857142857,auditory,pon
11,MSC04,Different Subject,0.5471938775510203,auditory,pon
12,MSC05,Different Subject,0.5479081632653061,auditory,pon
13,MSC06,Different Subject,0.5653571428571429,auditory,pon
14,MSC07,Different Subject,0.5409183673469388,auditory,pon
15,MSC10,Different Subject,0.5538775510204081,auditory,pon
0,MSC01,Same Subject,0.7875,pmn,pon
1,MSC02,Same Subject,0.6767857142857142,pmn,pon
2,MSC03,Same Subject,0.6232142857142857,pmn,pon
3,MSC04,Same Subject,0.8267857142857142,pmn,pon
4,MSC05,Same Subject,0.6821428571428572,pmn,pon
5,MSC06,Same Subject,0.6482142857142857,pmn,pon
6,MSC07,Same Subject,0.6446428571428572,pmn,pon
7,MSC10,Same Subject,0.6982142857142858,pmn,pon
8,MSC01,Different Subject,0.5042857142857142,pmn,pon
9,MSC02,Different Subject,0.5225510204081633,pmn,pon
10,MSC03,Different Subject,0.5258673469387755,pmn,pon
11,MSC04,Different Subject,0.5222448979591837,pmn,pon
12,MSC05,Different Subject,0.5621938775510203,pmn,pon
13,MSC06,Different Subject,0.5657142857142857,pmn,pon
14,MSC07,Different Subject,0.48938775510204074,pmn,pon
15,MSC10,Different Subject,0.5860714285714286,pmn,pon
