sub,task,acc,features
MSC05,motor,0.95,147
MSC05,mem,1.0,147
MSC06,semantic,0.9,147
MSC06,glass,0.7222222222222222,147
MSC06,motor,1.0,147
MSC06,mem,0.95,147
MSC07,semantic,0.9,147
MSC07,glass,0.8,147
MSC07,motor,0.95,147
MSC07,mem,0.9,147
MSC10,semantic,0.8,147
MSC10,glass,0.8,147
MSC10,motor,0.9,147
MSC10,mem,0.9,147
MSC01,semantic,0.75,10
MSC01,glass,0.85,10
MSC01,motor,0.9,10
MSC01,mem,0.9,10
MSC02,semantic,0.4,10
MSC02,glass,0.9,10
MSC02,motor,0.65,10
MSC02,mem,0.65,10
MSC03,semantic,0.45,10
MSC03,glass,0.7,10
MSC03,motor,1.0,10
MSC03,mem,0.9,10
MSC04,semantic,0.7,10
MSC04,glass,0.75,10
MSC04,motor,0.7,10
MSC04,mem,0.75,10
MSC05,semantic,0.8,10
MSC05,glass,0.8,10
MSC05,motor,0.95,10
MSC05,mem,0.95,10
MSC06,semantic,0.7,10
MSC06,glass,0.574074074074074,10
MSC06,motor,0.85,10
MSC06,mem,0.9,10
MSC07,semantic,0.55,10
MSC07,glass,0.6,10
MSC07,motor,0.8,10
MSC07,mem,0.65,10
MSC10,semantic,0.75,10
MSC10,glass,0.55,10
MSC10,motor,0.85,10
MSC10,mem,0.75,10
MSC01,semantic,0.7,33
MSC01,glass,0.7,33
MSC01,motor,0.8,33
MSC01,mem,1.0,33
MSC02,semantic,0.8,33
MSC02,glass,0.7,33
MSC02,motor,0.9,33
MSC02,mem,0.85,33
MSC03,semantic,0.7,33
MSC03,glass,0.65,33
MSC03,motor,0.55,33
MSC03,mem,0.85,33
MSC04,semantic,0.85,33
MSC04,glass,0.85,33
MSC04,motor,0.6,33
MSC04,mem,0.9,33
MSC05,semantic,0.9,33
MSC05,glass,0.85,33
MSC05,motor,0.95,33
MSC05,mem,0.95,33
MSC06,semantic,0.65,33
MSC06,glass,0.7407407407407407,33
MSC06,motor,0.95,33
MSC06,mem,0.85,33
MSC07,semantic,0.85,33
MSC07,glass,0.9,33
MSC07,motor,0.75,33
MSC07,mem,0.85,33
MSC10,semantic,0.9,33
MSC10,glass,0.75,33
MSC10,motor,0.95,33
MSC10,mem,0.75,33
MSC01,semantic,0.85,25
MSC01,glass,0.55,25
MSC01,motor,0.85,25
MSC01,mem,0.9,25
MSC02,semantic,0.7,25
MSC02,glass,0.9,25
MSC02,motor,0.95,25
MSC02,mem,0.8,25
MSC03,semantic,0.55,25
MSC03,glass,0.65,25
MSC03,motor,0.85,25
MSC03,mem,0.55,25
MSC04,semantic,0.8,25
MSC04,glass,0.7,25
MSC04,motor,0.8,25
MSC04,mem,0.8,25
MSC05,semantic,0.7,25
MSC05,glass,0.7,25
MSC05,motor,0.9,25
MSC05,mem,0.85,25
MSC06,semantic,0.9,25
MSC06,glass,0.7962962962962963,25
MSC06,motor,0.75,25
MSC06,mem,0.75,25
MSC07,semantic,0.85,25
MSC07,glass,0.85,25
MSC07,motor,0.65,25
MSC07,mem,0.75,25
MSC10,semantic,0.55,25
MSC10,glass,0.7,25
MSC10,motor,0.65,25
MSC10,mem,0.75,25
MSC01,semantic,0.95,78
MSC01,glass,0.8,78
MSC01,motor,0.9,78
MSC01,mem,0.9,78
MSC02,semantic,0.85,78
MSC02,glass,0.75,78
MSC02,motor,0.85,78
MSC02,mem,0.95,78
MSC03,semantic,0.65,78
MSC03,glass,0.75,78
MSC03,motor,0.95,78
MSC03,mem,0.95,78
MSC04,semantic,0.85,78
MSC04,glass,0.9,78
MSC04,motor,1.0,78
MSC04,mem,0.95,78
MSC05,semantic,0.9,78
MSC05,glass,0.85,78
MSC05,motor,0.85,78
MSC05,mem,1.0,78
MSC06,semantic,0.9,78
MSC06,glass,0.7777777777777778,78
MSC06,motor,0.85,78
MSC06,mem,1.0,78
MSC07,semantic,0.95,78
MSC07,glass,0.75,78
MSC07,motor,1.0,78
MSC07,mem,0.95,78
MSC10,semantic,0.8,78
MSC10,glass,0.9,78
MSC10,motor,0.85,78
MSC10,mem,0.9,78
MSC01,semantic,0.8,95
MSC01,glass,0.8,95
MSC01,motor,1.0,95
MSC01,mem,1.0,95
MSC02,semantic,0.9,95
MSC02,glass,0.9,95
MSC02,motor,0.95,95
MSC02,mem,0.95,95
MSC03,semantic,0.85,95
MSC03,glass,0.8,95
MSC03,motor,0.9,95
MSC03,mem,0.95,95
MSC04,semantic,0.8,95
MSC04,glass,0.9,95
MSC04,motor,0.95,95
MSC04,mem,0.9,95
MSC05,semantic,1.0,95
MSC05,glass,0.8,95
MSC05,motor,1.0,95
MSC05,mem,1.0,95
MSC06,semantic,0.95,95
MSC06,glass,0.7222222222222222,95
MSC06,motor,0.75,95
MSC06,mem,1.0,95
MSC07,semantic,1.0,95
MSC07,glass,0.8,95
MSC07,motor,0.85,95
MSC07,mem,0.9,95
MSC10,semantic,0.8,95
MSC10,glass,0.85,95
MSC10,motor,0.95,95
MSC10,mem,0.8,95
MSC01,semantic,0.7,41
MSC01,glass,0.8,41
MSC01,motor,0.95,41
MSC01,mem,1.0,41
MSC02,semantic,0.8,41
MSC02,glass,0.85,41
MSC02,motor,0.8,41
MSC02,mem,0.95,41
MSC03,semantic,0.8,41
MSC03,glass,0.7,41
MSC03,motor,0.8,41
MSC03,mem,0.9,41
MSC04,semantic,0.9,41
MSC04,glass,0.95,41
MSC04,motor,0.95,41
MSC04,mem,1.0,41
MSC05,semantic,0.95,41
MSC05,glass,0.95,41
MSC05,motor,0.9,41
MSC05,mem,1.0,41
MSC06,semantic,0.85,41
MSC06,glass,0.6111111111111112,41
MSC06,motor,1.0,41
MSC06,mem,0.85,41
MSC07,semantic,1.0,41
MSC07,glass,0.95,41
MSC07,motor,0.75,41
MSC07,mem,0.8,41
MSC10,semantic,0.75,41
MSC10,glass,0.7,41
MSC10,motor,0.9,41
MSC10,mem,0.85,41
MSC01,semantic,0.85,140
MSC01,glass,0.85,140
MSC01,motor,0.95,140
MSC01,mem,0.95,140
MSC02,semantic,0.85,140
MSC02,glass,0.75,140
MSC02,motor,0.9,140
MSC02,mem,0.95,140
MSC03,semantic,0.9,140
MSC03,glass,0.8,140
MSC03,motor,0.9,140
MSC03,mem,0.8,140
MSC04,semantic,0.9,140
MSC04,glass,0.9,140
MSC04,motor,1.0,140
MSC04,mem,1.0,140
MSC05,semantic,0.95,140
MSC05,glass,0.95,140
MSC05,motor,1.0,140
MSC05,mem,1.0,140
MSC06,semantic,0.85,140
MSC06,glass,0.8333333333333334,140
MSC06,motor,1.0,140
MSC06,mem,0.95,140
MSC07,semantic,0.9,140
MSC07,glass,0.9,140
MSC07,motor,1.0,140
MSC07,mem,1.0,140
MSC10,semantic,0.85,140
MSC10,glass,0.85,140
MSC10,motor,0.95,140
MSC10,mem,0.9,140
MSC01,semantic,0.95,118
MSC01,glass,0.9,118
MSC01,motor,1.0,118
MSC01,mem,0.95,118
MSC02,semantic,0.95,118
MSC02,glass,0.75,118
MSC02,motor,0.9,118
MSC02,mem,0.95,118
MSC03,semantic,0.9,118
MSC03,glass,0.85,118
MSC03,motor,1.0,118
MSC03,mem,0.95,118
MSC04,semantic,0.95,118
MSC04,glass,0.95,118
MSC04,motor,1.0,118
MSC04,mem,1.0,118
MSC05,semantic,1.0,118
MSC05,glass,0.8,118
MSC05,motor,0.95,118
MSC05,mem,1.0,118
MSC06,semantic,0.8,118
MSC06,glass,0.574074074074074,118
MSC06,motor,0.9,118
MSC06,mem,0.9,118
MSC07,semantic,1.0,118
MSC07,glass,0.95,118
MSC07,motor,0.95,118
MSC07,mem,0.95,118
MSC10,semantic,0.8,118
MSC10,glass,0.8,118
MSC10,motor,0.95,118
MSC10,mem,0.9,118
MSC01,semantic,0.85,73
MSC01,glass,0.85,73
MSC01,motor,1.0,73
MSC01,mem,0.95,73
MSC02,semantic,0.85,73
MSC02,glass,0.8,73
MSC02,motor,0.95,73
MSC02,mem,0.95,73
MSC03,semantic,0.9,73
MSC03,glass,0.9,73
MSC03,motor,1.0,73
MSC03,mem,0.9,73
MSC04,semantic,0.8,73
MSC04,glass,0.85,73
MSC04,motor,1.0,73
MSC04,mem,1.0,73
MSC05,semantic,0.95,73
MSC05,glass,0.9,73
MSC05,motor,0.95,73
MSC05,mem,1.0,73
MSC06,semantic,0.85,73
MSC06,glass,0.8333333333333334,73
MSC06,motor,0.9,73
MSC06,mem,0.95,73
MSC07,semantic,0.95,73
MSC07,glass,0.8,73
MSC07,motor,0.95,73
MSC07,mem,1.0,73
MSC10,semantic,0.85,73
MSC10,glass,0.75,73
MSC10,motor,0.9,73
MSC10,mem,0.8,73
MSC01,semantic,0.95,25
MSC01,glass,0.8,25
MSC01,motor,0.85,25
MSC01,mem,0.95,25
MSC02,semantic,0.75,25
MSC02,glass,0.75,25
MSC02,motor,0.8,25
MSC02,mem,0.75,25
MSC03,semantic,0.75,25
MSC03,glass,0.85,25
MSC03,motor,0.95,25
MSC03,mem,0.75,25
MSC04,semantic,0.85,25
MSC04,glass,0.8,25
MSC04,motor,0.8,25
MSC04,mem,0.85,25
MSC05,semantic,0.9,25
MSC05,glass,0.85,25
MSC05,motor,0.9,25
MSC05,mem,1.0,25
MSC06,semantic,0.85,25
MSC06,glass,0.6666666666666666,25
MSC06,motor,0.8,25
MSC06,mem,0.85,25
MSC07,semantic,0.75,25
MSC07,glass,0.95,25
MSC07,motor,0.9,25
MSC07,mem,0.75,25
MSC10,semantic,0.85,25
MSC10,glass,0.9,25
MSC10,motor,0.9,25
MSC10,mem,0.9,25
MSC01,semantic,0.95,130
MSC01,glass,0.7,130
MSC01,motor,1.0,130
MSC01,mem,1.0,130
MSC02,semantic,0.8,130
MSC02,glass,0.85,130
MSC02,motor,0.95,130
MSC02,mem,1.0,130
MSC03,semantic,0.8,130
MSC03,glass,0.85,130
MSC03,motor,0.95,130
MSC03,mem,0.85,130
MSC04,semantic,0.85,130
MSC04,glass,0.85,130
MSC04,motor,0.85,130
MSC04,mem,1.0,130
MSC05,semantic,0.9,130
MSC05,glass,0.9,130
MSC05,motor,0.95,130
MSC05,mem,1.0,130
MSC06,semantic,0.8,130
MSC06,glass,0.7222222222222222,130
MSC06,motor,0.95,130
MSC06,mem,0.9,130
MSC07,semantic,1.0,130
MSC07,glass,0.9,130
MSC07,motor,0.9,130
MSC07,mem,1.0,130
MSC10,semantic,0.7,130
MSC10,glass,0.85,130
MSC10,motor,0.9,130
MSC10,mem,0.9,130
MSC01,semantic,1.0,142
MSC01,glass,0.8,142
MSC01,motor,0.95,142
MSC01,mem,0.95,142
MSC02,semantic,0.95,142
MSC02,glass,0.75,142
MSC02,motor,0.95,142
MSC02,mem,0.9,142
MSC03,semantic,0.75,142
MSC03,glass,0.85,142
MSC03,motor,0.9,142
MSC03,mem,0.85,142
MSC04,semantic,0.95,142
MSC04,glass,0.95,142
MSC04,motor,0.85,142
MSC04,mem,1.0,142
MSC05,semantic,0.95,142
MSC05,glass,1.0,142
MSC05,motor,0.95,142
MSC05,mem,1.0,142
MSC06,semantic,0.9,142
MSC06,glass,0.8333333333333334,142
MSC06,motor,0.9,142
MSC06,mem,1.0,142
MSC07,semantic,0.9,142
MSC07,glass,0.65,142
MSC07,motor,0.85,142
MSC07,mem,0.8,142
MSC10,semantic,0.8,142
MSC10,glass,0.75,142
MSC10,motor,0.95,142
MSC10,mem,0.85,142
MSC01,semantic,0.85,113
MSC01,glass,0.8,113
MSC01,motor,1.0,113
MSC01,mem,0.95,113
MSC02,semantic,0.95,113
MSC02,glass,0.75,113
MSC02,motor,1.0,113
MSC02,mem,0.8,113
MSC03,semantic,0.8,113
MSC03,glass,0.9,113
MSC03,motor,0.9,113
MSC03,mem,0.85,113
MSC04,semantic,0.9,113
MSC04,glass,0.9,113
MSC04,motor,1.0,113
MSC04,mem,0.95,113
MSC05,semantic,0.95,113
MSC05,glass,0.75,113
MSC05,motor,1.0,113
MSC05,mem,1.0,113
MSC06,semantic,0.9,113
MSC06,glass,0.6666666666666666,113
MSC06,motor,0.95,113
MSC06,mem,0.95,113
MSC07,semantic,1.0,113
MSC07,glass,0.9,113
MSC07,motor,0.9,113
MSC07,mem,0.95,113
MSC10,semantic,0.8,113
MSC10,glass,0.75,113
MSC10,motor,0.95,113
MSC10,mem,0.95,113
MSC01,semantic,0.9,98
MSC01,glass,0.75,98
MSC01,motor,0.95,98
MSC01,mem,1.0,98
MSC02,semantic,0.9,98
MSC02,glass,0.8,98
MSC02,motor,0.9,98
MSC02,mem,1.0,98
MSC03,semantic,1.0,98
MSC03,glass,0.9,98
MSC03,motor,1.0,98
MSC03,mem,0.8,98
MSC04,semantic,0.95,98
MSC04,glass,0.9,98
MSC04,motor,1.0,98
MSC04,mem,0.9,98
MSC05,semantic,0.9,98
MSC05,glass,0.85,98
MSC05,motor,0.95,98
MSC05,mem,1.0,98
MSC06,semantic,0.95,98
MSC06,glass,0.7407407407407407,98
MSC06,motor,0.9,98
MSC06,mem,0.85,98
MSC07,semantic,1.0,98
MSC07,glass,0.85,98
MSC07,motor,0.8,98
MSC07,mem,0.95,98
MSC10,semantic,0.85,98
MSC10,glass,0.8,98
MSC10,motor,0.85,98
MSC10,mem,0.95,98
MSC01,semantic,0.9,150
MSC01,glass,0.8,150
MSC01,motor,1.0,150
MSC01,mem,0.95,150
MSC02,semantic,0.9,150
MSC02,glass,0.8,150
MSC02,motor,0.9,150
MSC02,mem,0.95,150
MSC03,semantic,0.8,150
MSC03,glass,0.8,150
MSC03,motor,0.95,150
MSC03,mem,1.0,150
MSC04,semantic,0.9,150
MSC04,glass,0.9,150
MSC04,motor,1.0,150
MSC04,mem,1.0,150
MSC05,semantic,0.9,150
MSC05,glass,0.95,150
MSC05,motor,1.0,150
MSC05,mem,1.0,150
MSC06,semantic,0.8,150
MSC06,glass,0.5555555555555556,150
MSC06,motor,0.9,150
MSC06,mem,0.95,150
MSC07,semantic,1.0,150
MSC07,glass,0.8,150
MSC07,motor,0.95,150
MSC07,mem,0.9,150
MSC10,semantic,0.9,150
MSC10,glass,0.8,150
MSC10,motor,1.0,150
MSC10,mem,0.95,150
MSC01,semantic,0.8,52
MSC01,glass,0.9,52
MSC01,motor,0.95,52
MSC01,mem,1.0,52
MSC02,semantic,0.85,52
MSC02,glass,0.85,52
MSC02,motor,0.85,52
MSC02,mem,1.0,52
MSC03,semantic,0.9,52
MSC03,glass,0.85,52
MSC03,motor,0.9,52
MSC03,mem,1.0,52
MSC04,semantic,0.9,52
MSC04,glass,0.9,52
MSC04,motor,0.9,52
MSC04,mem,0.75,52
MSC05,semantic,0.95,52
MSC05,glass,0.85,52
MSC05,motor,0.95,52
MSC05,mem,0.95,52
MSC06,semantic,0.85,52
MSC06,glass,0.8333333333333334,52
MSC06,motor,0.9,52
MSC06,mem,0.9,52
MSC07,semantic,0.95,52
MSC07,glass,0.8,52
MSC07,motor,0.95,52
MSC07,mem,0.8,52
MSC10,semantic,0.8,52
MSC10,glass,0.75,52
MSC10,motor,0.8,52
MSC10,mem,0.7,52
MSC01,semantic,0.95,42
MSC01,glass,0.9,42
MSC01,motor,0.95,42
MSC01,mem,0.9,42
MSC02,semantic,0.7,42
MSC02,glass,0.7,42
MSC02,motor,0.85,42
MSC02,mem,0.9,42
MSC03,semantic,0.8,42
MSC03,glass,0.85,42
MSC03,motor,1.0,42
MSC03,mem,0.85,42
MSC04,semantic,0.85,42
MSC04,glass,0.95,42
MSC04,motor,1.0,42
MSC04,mem,1.0,42
MSC05,semantic,0.95,42
MSC05,glass,1.0,42
MSC05,motor,0.95,42
MSC05,mem,1.0,42
MSC06,semantic,0.75,42
MSC06,glass,0.5925925925925926,42
MSC06,motor,0.85,42
MSC06,mem,0.95,42
MSC07,semantic,1.0,42
MSC07,glass,0.8,42
MSC07,motor,0.85,42
MSC07,mem,0.8,42
MSC10,semantic,0.95,42
MSC10,glass,0.8,42
MSC10,motor,1.0,42
MSC10,mem,0.95,42
MSC01,semantic,0.9,31
MSC01,glass,0.65,31
MSC01,motor,0.9,31
MSC01,mem,0.95,31
MSC02,semantic,0.7,31
MSC02,glass,0.7,31
MSC02,motor,1.0,31
MSC02,mem,0.9,31
MSC03,semantic,0.9,31
MSC03,glass,0.75,31
MSC03,motor,1.0,31
MSC03,mem,0.9,31
MSC04,semantic,0.9,31
MSC04,glass,0.8,31
MSC04,motor,0.95,31
MSC04,mem,0.95,31
MSC05,semantic,0.75,31
MSC05,glass,0.9,31
MSC05,motor,0.95,31
MSC05,mem,0.9,31
MSC06,semantic,0.7,31
MSC06,glass,0.6851851851851851,31
MSC06,motor,0.95,31
MSC06,mem,1.0,31
MSC07,semantic,0.95,31
MSC07,glass,0.9,31
MSC07,motor,0.8,31
MSC07,mem,0.8,31
MSC10,semantic,0.75,31
MSC10,glass,0.7,31
MSC10,motor,0.8,31
MSC10,mem,0.9,31
MSC01,semantic,1.0,50
MSC01,glass,0.7,50
MSC01,motor,1.0,50
MSC01,mem,0.95,50
MSC02,semantic,0.7,50
MSC02,glass,0.75,50
MSC02,motor,0.85,50
MSC02,mem,0.85,50
MSC03,semantic,0.7,50
MSC03,glass,0.65,50
MSC03,motor,0.9,50
MSC03,mem,0.9,50
MSC04,semantic,0.8,50
MSC04,glass,0.75,50
MSC04,motor,0.95,50
MSC04,mem,0.95,50
MSC05,semantic,0.95,50
MSC05,glass,0.8,50
MSC05,motor,0.9,50
MSC05,mem,0.95,50
MSC06,semantic,0.65,50
MSC06,glass,0.6666666666666666,50
MSC06,motor,0.7,50
MSC06,mem,0.95,50
MSC07,semantic,0.95,50
MSC07,glass,0.9,50
MSC07,motor,0.8,50
MSC07,mem,0.9,50
MSC10,semantic,0.7,50
MSC10,glass,0.75,50
MSC10,motor,0.9,50
MSC10,mem,0.8,50
MSC01,semantic,0.95,40
MSC01,glass,0.8,40
MSC01,motor,0.9,40
MSC01,mem,1.0,40
MSC02,semantic,0.9,40
MSC02,glass,0.8,40
MSC02,motor,0.85,40
MSC02,mem,0.9,40
MSC03,semantic,0.75,40
MSC03,glass,0.85,40
MSC03,motor,0.95,40
MSC03,mem,0.75,40
MSC04,semantic,0.9,40
MSC04,glass,0.85,40
MSC04,motor,0.9,40
MSC04,mem,0.95,40
MSC05,semantic,0.95,40
MSC05,glass,0.9,40
MSC05,motor,0.9,40
MSC05,mem,0.95,40
MSC06,semantic,0.7,40
MSC06,glass,0.7407407407407407,40
MSC06,motor,1.0,40
MSC06,mem,0.95,40
MSC07,semantic,0.8,40
MSC07,glass,0.6,40
MSC07,motor,0.95,40
MSC07,mem,0.8,40
MSC10,semantic,0.65,40
MSC10,glass,0.85,40
MSC10,motor,1.0,40
MSC10,mem,0.9,40
MSC01,semantic,0.95,129
MSC01,glass,0.85,129
MSC01,motor,0.95,129
MSC01,mem,0.95,129
MSC02,semantic,0.85,129
MSC02,glass,0.8,129
MSC02,motor,1.0,129
MSC02,mem,0.9,129
MSC03,semantic,0.9,129
MSC03,glass,0.75,129
MSC03,motor,0.95,129
MSC03,mem,0.95,129
MSC04,semantic,0.9,129
MSC04,glass,0.85,129
MSC04,motor,1.0,129
MSC04,mem,0.95,129
MSC05,semantic,0.9,129
MSC05,glass,0.95,129
MSC05,motor,0.95,129
MSC05,mem,1.0,129
MSC06,semantic,0.95,129
MSC06,glass,0.7222222222222222,129
MSC06,motor,0.95,129
MSC06,mem,0.9,129
MSC07,semantic,0.95,129
MSC07,glass,0.85,129
MSC07,motor,0.9,129
MSC07,mem,0.9,129
MSC10,semantic,0.75,129
MSC10,glass,0.8,129
MSC10,motor,0.95,129
MSC10,mem,0.95,129
MSC01,semantic,0.85,25
MSC01,glass,0.95,25
MSC01,motor,0.95,25
MSC01,mem,0.85,25
MSC02,semantic,0.8,25
MSC02,glass,0.6,25
MSC02,motor,0.85,25
MSC02,mem,0.8,25
MSC03,semantic,0.9,25
MSC03,glass,0.9,25
MSC03,motor,0.9,25
MSC03,mem,0.85,25
MSC04,semantic,0.95,25
MSC04,glass,0.8,25
MSC04,motor,0.9,25
MSC04,mem,0.95,25
MSC05,semantic,0.9,25
MSC05,glass,0.85,25
MSC05,motor,0.95,25
MSC05,mem,0.95,25
MSC06,semantic,0.55,25
MSC06,glass,0.574074074074074,25
MSC06,motor,0.75,25
MSC06,mem,0.8,25
MSC07,semantic,0.85,25
MSC07,glass,0.7,25
MSC07,motor,0.9,25
MSC07,mem,0.6,25
MSC10,semantic,0.6,25
MSC10,glass,0.75,25
MSC10,motor,0.75,25
MSC10,mem,0.7,25
MSC01,semantic,0.9,52
MSC01,glass,0.85,52
MSC01,motor,0.95,52
MSC01,mem,0.85,52
MSC02,semantic,0.7,52
MSC02,glass,0.8,52
MSC02,motor,0.9,52
MSC02,mem,0.75,52
MSC03,semantic,0.8,52
MSC03,glass,0.65,52
MSC03,motor,0.85,52
MSC03,mem,0.75,52
MSC04,semantic,0.85,52
MSC04,glass,0.85,52
MSC04,motor,0.95,52
MSC04,mem,0.75,52
MSC05,semantic,0.9,52
MSC05,glass,0.75,52
MSC05,motor,0.85,52
MSC05,mem,0.9,52
MSC06,semantic,0.6,52
MSC06,glass,0.6296296296296295,52
MSC06,motor,0.95,52
MSC06,mem,0.85,52
MSC07,semantic,1.0,52
MSC07,glass,0.9,52
MSC07,motor,0.9,52
MSC07,mem,0.75,52
MSC10,semantic,0.7,52
MSC10,glass,0.85,52
MSC10,motor,0.9,52
MSC10,mem,0.9,52
MSC01,semantic,0.9,112
MSC01,glass,0.7,112
MSC01,motor,0.85,112
MSC01,mem,0.85,112
MSC02,semantic,0.95,112
MSC02,glass,0.7,112
MSC02,motor,0.9,112
MSC02,mem,0.8,112
MSC03,semantic,0.8,112
MSC03,glass,0.7,112
MSC03,motor,0.95,112
MSC03,mem,0.95,112
MSC04,semantic,0.95,112
MSC04,glass,0.95,112
MSC04,motor,0.9,112
MSC04,mem,0.95,112
MSC05,semantic,0.9,112
MSC05,glass,0.95,112
MSC05,motor,0.95,112
MSC05,mem,0.95,112
MSC06,semantic,0.75,112
MSC06,glass,0.7407407407407407,112
MSC06,motor,0.9,112
MSC06,mem,0.9,112
MSC07,semantic,0.9,112
MSC07,glass,0.7,112
MSC07,motor,0.9,112
MSC07,mem,1.0,112
MSC10,semantic,0.75,112
MSC10,glass,0.7,112
MSC10,motor,0.95,112
MSC10,mem,0.85,112
MSC01,semantic,0.85,34
MSC01,glass,0.8,34
MSC01,motor,0.85,34
MSC01,mem,0.85,34
MSC02,semantic,0.75,34
MSC02,glass,0.75,34
MSC02,motor,0.85,34
MSC02,mem,0.85,34
MSC03,semantic,0.75,34
MSC03,glass,0.75,34
MSC03,motor,0.85,34
MSC03,mem,0.8,34
MSC04,semantic,0.95,34
MSC04,glass,0.8,34
MSC04,motor,0.85,34
MSC04,mem,0.95,34
MSC05,semantic,0.9,34
MSC05,glass,0.9,34
MSC05,motor,0.95,34
MSC05,mem,0.95,34
MSC06,semantic,0.8,34
MSC06,glass,0.7222222222222222,34
MSC06,motor,1.0,34
MSC06,mem,0.85,34
MSC07,semantic,0.9,34
MSC07,glass,0.8,34
MSC07,motor,0.9,34
MSC07,mem,0.85,34
MSC10,semantic,0.85,34
MSC10,glass,0.85,34
MSC10,motor,0.8,34
MSC10,mem,0.85,34
MSC01,semantic,0.85,26
MSC01,glass,0.8,26
MSC01,motor,0.95,26
MSC01,mem,0.8,26
MSC02,semantic,0.9,26
MSC02,glass,0.85,26
MSC02,motor,0.9,26
MSC02,mem,0.95,26
MSC03,semantic,0.95,26
MSC03,glass,0.8,26
MSC03,motor,0.95,26
MSC03,mem,0.95,26
MSC04,semantic,0.95,26
MSC04,glass,0.8,26
MSC04,motor,0.95,26
MSC04,mem,0.8,26
MSC05,semantic,0.85,26
MSC05,glass,0.75,26
MSC05,motor,0.95,26
MSC05,mem,0.95,26
MSC06,semantic,0.8,26
MSC06,glass,0.9444444444444444,26
MSC06,motor,0.8,26
MSC06,mem,0.75,26
MSC07,semantic,0.9,26
MSC07,glass,0.55,26
MSC07,motor,0.8,26
MSC07,mem,0.75,26
MSC10,semantic,0.8,26
MSC10,glass,0.7,26
MSC10,motor,1.0,26
MSC10,mem,0.85,26
MSC01,semantic,0.95,105
MSC01,glass,0.85,105
MSC01,motor,0.85,105
MSC01,mem,0.95,105
MSC02,semantic,0.95,105
MSC02,glass,0.75,105
MSC02,motor,0.95,105
MSC02,mem,0.95,105
MSC03,semantic,0.8,105
MSC03,glass,0.75,105
MSC03,motor,0.9,105
MSC03,mem,0.9,105
MSC04,semantic,0.9,105
MSC04,glass,0.8,105
MSC04,motor,0.85,105
MSC04,mem,0.9,105
MSC05,semantic,0.95,105
MSC05,glass,0.95,105
MSC05,motor,1.0,105
MSC05,mem,1.0,105
MSC06,semantic,0.95,105
MSC06,glass,0.7222222222222222,105
MSC06,motor,0.95,105
MSC06,mem,1.0,105
MSC07,semantic,0.95,105
MSC07,glass,0.85,105
MSC07,motor,0.85,105
MSC07,mem,0.9,105
MSC10,semantic,0.65,105
MSC10,glass,0.9,105
MSC10,motor,1.0,105
MSC10,mem,0.95,105
MSC01,semantic,1.0,147
MSC01,glass,0.85,147
MSC01,motor,1.0,147
MSC01,mem,1.0,147
MSC02,semantic,0.9,147
MSC02,glass,0.75,147
MSC02,motor,0.95,147
MSC02,mem,0.95,147
MSC03,semantic,1.0,147
MSC03,glass,0.9,147
MSC03,motor,1.0,147
MSC03,mem,0.85,147
MSC04,semantic,1.0,147
MSC04,glass,1.0,147
MSC04,motor,0.9,147
MSC04,mem,0.95,147
MSC05,semantic,0.95,147
MSC05,glass,1.0,147
MSC05,motor,1.0,147
MSC05,mem,1.0,147
MSC06,semantic,0.85,147
MSC06,glass,0.7222222222222222,147
MSC06,motor,1.0,147
MSC06,mem,0.95,147
MSC07,semantic,1.0,147
MSC07,glass,0.9,147
MSC07,motor,1.0,147
MSC07,mem,0.85,147
MSC10,semantic,0.85,147
MSC10,glass,0.75,147
MSC10,motor,0.9,147
MSC10,mem,0.9,147
MSC01,semantic,0.85,43
MSC01,glass,0.8,43
MSC01,motor,0.95,43
MSC01,mem,0.95,43
MSC02,semantic,0.8,43
MSC02,glass,0.75,43
MSC02,motor,0.9,43
MSC02,mem,0.9,43
MSC03,semantic,0.8,43
MSC03,glass,0.9,43
MSC03,motor,0.8,43
MSC03,mem,0.75,43
MSC04,semantic,0.8,43
MSC04,glass,0.75,43
MSC04,motor,0.7,43
MSC04,mem,0.95,43
MSC05,semantic,0.9,43
MSC05,glass,1.0,43
MSC05,motor,0.95,43
MSC05,mem,0.95,43
MSC06,semantic,0.85,43
MSC06,glass,0.8518518518518517,43
MSC06,motor,0.85,43
MSC06,mem,0.95,43
MSC07,semantic,0.85,43
MSC07,glass,0.75,43
MSC07,motor,0.85,43
MSC07,mem,1.0,43
MSC10,semantic,0.55,43
MSC10,glass,0.75,43
MSC10,motor,0.85,43
MSC10,mem,0.9,43
MSC01,semantic,0.95,121
MSC01,glass,0.9,121
MSC01,motor,0.9,121
MSC01,mem,1.0,121
MSC02,semantic,0.95,121
MSC02,glass,0.9,121
MSC02,motor,0.95,121
MSC02,mem,1.0,121
MSC03,semantic,0.8,121
MSC03,glass,0.9,121
MSC03,motor,0.9,121
MSC03,mem,0.9,121
MSC04,semantic,0.95,121
MSC04,glass,0.9,121
MSC04,motor,0.95,121
MSC04,mem,0.9,121
MSC05,semantic,0.95,121
MSC05,glass,0.95,121
MSC05,motor,1.0,121
MSC05,mem,1.0,121
MSC06,semantic,0.65,121
MSC06,glass,0.7407407407407407,121
MSC06,motor,0.95,121
MSC06,mem,0.9,121
MSC07,semantic,0.85,121
MSC07,glass,0.85,121
MSC07,motor,1.0,121
MSC07,mem,0.95,121
MSC10,semantic,0.8,121
