sub,task,acc,features
MSC05,semantic,0.8,46
MSC05,glass,0.85,46
MSC05,motor,0.95,46
MSC05,mem,0.95,46
MSC06,semantic,0.75,46
MSC06,glass,0.6296296296296295,46
MSC06,motor,0.8888888888888888,46
MSC06,mem,0.9,46
MSC07,semantic,0.65,46
MSC07,glass,0.85,46
MSC07,motor,0.7962962962962963,46
MSC07,mem,0.9,46
MSC10,semantic,0.75,46
MSC10,glass,0.75,46
MSC10,motor,0.85,46
MSC10,mem,1.0,46
MSC01,semantic,0.95,46
MSC01,glass,0.85,46
MSC01,motor,0.95,46
MSC01,mem,1.0,46
MSC02,semantic,0.75,46
MSC02,glass,0.85,46
MSC02,motor,0.85,46
MSC02,mem,0.95,46
MSC03,semantic,0.75,46
MSC03,glass,0.75,46
MSC03,motor,0.95,46
MSC03,mem,0.875,46
MSC04,semantic,0.95,46
MSC04,glass,0.75,46
MSC04,motor,1.0,46
MSC04,mem,0.95,46
MSC05,semantic,0.9,46
MSC05,glass,0.85,46
MSC05,motor,1.0,46
MSC05,mem,1.0,46
MSC06,semantic,0.95,46
MSC06,glass,0.8333333333333334,46
MSC06,motor,0.8888888888888888,46
MSC06,mem,0.9,46
MSC07,semantic,0.95,46
MSC07,glass,0.85,46
MSC07,motor,0.7407407407407407,46
MSC07,mem,0.9,46
MSC10,semantic,0.8,46
MSC10,glass,0.7,46
MSC10,motor,0.95,46
MSC10,mem,0.85,46
MSC01,semantic,0.95,47
MSC01,glass,0.9,47
MSC01,motor,1.0,47
MSC01,mem,1.0,47
MSC02,semantic,1.0,47
MSC02,glass,0.85,47
MSC02,motor,0.95,47
MSC02,mem,0.8,47
MSC03,semantic,0.75,47
MSC03,glass,0.75,47
MSC03,motor,0.95,47
MSC03,mem,0.8125,47
MSC04,semantic,1.0,47
MSC04,glass,0.9,47
MSC04,motor,0.9,47
MSC04,mem,0.95,47
MSC05,semantic,1.0,47
MSC05,glass,0.95,47
MSC05,motor,0.95,47
MSC05,mem,0.95,47
MSC06,semantic,0.9,47
MSC06,glass,0.7222222222222222,47
MSC06,motor,0.9444444444444444,47
MSC06,mem,0.9,47
MSC07,semantic,0.95,47
MSC07,glass,0.9,47
MSC07,motor,0.8333333333333334,47
MSC07,mem,0.85,47
MSC10,semantic,0.8,47
MSC10,glass,0.6,47
MSC10,motor,0.9,47
MSC10,mem,0.85,47
MSC01,semantic,0.95,47
MSC01,glass,0.85,47
MSC01,motor,0.9,47
MSC01,mem,0.95,47
MSC02,semantic,0.85,47
MSC02,glass,0.7,47
MSC02,motor,0.85,47
MSC02,mem,0.85,47
MSC03,semantic,0.75,47
MSC03,glass,0.85,47
MSC03,motor,0.9,47
MSC03,mem,0.7708333333333333,47
MSC04,semantic,0.9,47
MSC04,glass,0.85,47
MSC04,motor,1.0,47
MSC04,mem,0.95,47
MSC05,semantic,1.0,47
MSC05,glass,0.8,47
MSC05,motor,1.0,47
MSC05,mem,1.0,47
MSC06,semantic,0.95,47
MSC06,glass,0.7222222222222222,47
MSC06,motor,0.8518518518518517,47
MSC06,mem,0.95,47
MSC07,semantic,0.95,47
MSC07,glass,0.7,47
MSC07,motor,0.7962962962962963,47
MSC07,mem,0.7,47
MSC10,semantic,0.7,47
MSC10,glass,0.75,47
MSC10,motor,0.95,47
MSC10,mem,0.9,47
MSC01,semantic,0.9,48
MSC01,glass,0.75,48
MSC01,motor,0.8,48
MSC01,mem,0.9,48
MSC02,semantic,0.95,48
MSC02,glass,0.9,48
MSC02,motor,0.9,48
MSC02,mem,0.9,48
MSC03,semantic,0.85,48
MSC03,glass,0.8,48
MSC03,motor,0.95,48
MSC03,mem,0.875,48
MSC04,semantic,0.85,48
MSC04,glass,0.8,48
MSC04,motor,0.85,48
MSC04,mem,0.85,48
MSC05,semantic,0.85,48
MSC05,glass,0.8,48
MSC05,motor,0.85,48
MSC05,mem,0.9,48
MSC06,semantic,0.65,48
MSC06,glass,0.8888888888888888,48
MSC06,motor,0.7777777777777778,48
MSC06,mem,0.85,48
MSC07,semantic,0.8,48
MSC07,glass,0.6,48
MSC07,motor,0.8333333333333334,48
MSC07,mem,0.85,48
MSC10,semantic,0.65,48
MSC10,glass,0.8,48
MSC10,motor,0.95,48
MSC10,mem,0.85,48
MSC01,semantic,0.8,48
MSC01,glass,0.9,48
MSC01,motor,0.95,48
MSC01,mem,0.95,48
MSC02,semantic,0.85,48
MSC02,glass,0.75,48
MSC02,motor,0.85,48
MSC02,mem,0.85,48
MSC03,semantic,0.9,48
MSC03,glass,0.8,48
MSC03,motor,0.95,48
MSC03,mem,0.8333333333333333,48
MSC04,semantic,0.85,48
MSC04,glass,0.85,48
MSC04,motor,0.9,48
MSC04,mem,0.95,48
MSC05,semantic,0.95,48
MSC05,glass,0.8,48
MSC05,motor,0.85,48
MSC05,mem,0.9,48
MSC06,semantic,0.65,48
MSC06,glass,0.7777777777777778,48
MSC06,motor,0.7962962962962963,48
MSC06,mem,0.85,48
MSC07,semantic,0.75,48
MSC07,glass,0.65,48
MSC07,motor,0.7777777777777778,48
MSC07,mem,0.8,48
MSC10,semantic,0.7,48
MSC10,glass,0.8,48
MSC10,motor,0.85,48
MSC10,mem,0.9,48
MSC01,semantic,0.85,48
MSC01,glass,0.8,48
MSC01,motor,1.0,48
MSC01,mem,0.9,48
MSC02,semantic,0.85,48
MSC02,glass,0.7,48
MSC02,motor,0.8,48
MSC02,mem,0.95,48
MSC03,semantic,0.75,48
MSC03,glass,0.75,48
MSC03,motor,0.65,48
MSC03,mem,0.7083333333333333,48
MSC04,semantic,1.0,48
MSC04,glass,0.9,48
MSC04,motor,0.95,48
MSC04,mem,0.95,48
MSC05,semantic,0.9,48
MSC05,glass,0.85,48
MSC05,motor,0.8,48
MSC05,mem,0.9,48
MSC06,semantic,0.65,48
MSC06,glass,0.7407407407407407,48
MSC06,motor,1.0,48
MSC06,mem,0.85,48
MSC07,semantic,1.0,48
MSC07,glass,0.8,48
MSC07,motor,0.8333333333333334,48
MSC07,mem,0.9,48
MSC10,semantic,0.75,48
MSC10,glass,0.65,48
MSC10,motor,0.85,48
MSC10,mem,0.9,48
MSC01,semantic,0.9,49
MSC01,glass,0.6,49
MSC01,motor,0.75,49
MSC01,mem,0.95,49
MSC02,semantic,0.75,49
MSC02,glass,0.8,49
MSC02,motor,0.85,49
MSC02,mem,0.9,49
MSC03,semantic,0.65,49
MSC03,glass,0.7,49
MSC03,motor,0.85,49
MSC03,mem,0.75,49
MSC04,semantic,0.7,49
MSC04,glass,0.8,49
MSC04,motor,0.75,49
MSC04,mem,0.9,49
MSC05,semantic,0.95,49
MSC05,glass,0.95,49
MSC05,motor,0.95,49
MSC05,mem,1.0,49
MSC06,semantic,0.75,49
MSC06,glass,0.6481481481481481,49
MSC06,motor,0.8518518518518517,49
MSC06,mem,0.85,49
MSC07,semantic,0.9,49
MSC07,glass,1.0,49
MSC07,motor,0.9074074074074073,49
MSC07,mem,0.95,49
MSC10,semantic,0.9,49
MSC10,glass,0.75,49
MSC10,motor,0.9,49
MSC10,mem,0.95,49
MSC01,semantic,0.9,49
MSC01,glass,0.65,49
MSC01,motor,0.95,49
MSC01,mem,1.0,49
MSC02,semantic,0.9,49
MSC02,glass,0.7,49
MSC02,motor,0.9,49
MSC02,mem,0.85,49
MSC03,semantic,0.8,49
MSC03,glass,0.8,49
MSC03,motor,0.9,49
MSC03,mem,0.875,49
MSC04,semantic,0.9,49
MSC04,glass,0.85,49
MSC04,motor,0.7,49
MSC04,mem,0.8,49
MSC05,semantic,0.9,49
MSC05,glass,0.9,49
MSC05,motor,0.95,49
MSC05,mem,0.95,49
MSC06,semantic,0.85,49
MSC06,glass,0.6666666666666666,49
MSC06,motor,0.8888888888888888,49
MSC06,mem,1.0,49
MSC07,semantic,0.85,49
MSC07,glass,0.95,49
MSC07,motor,0.8888888888888888,49
MSC07,mem,0.95,49
MSC10,semantic,0.7,49
MSC10,glass,0.8,49
MSC10,motor,0.9,49
MSC10,mem,0.7,49
MSC01,semantic,0.9,50
MSC01,glass,0.65,50
MSC01,motor,0.85,50
MSC01,mem,0.9,50
MSC02,semantic,0.85,50
MSC02,glass,0.65,50
MSC02,motor,0.8,50
MSC02,mem,0.85,50
MSC03,semantic,0.85,50
MSC03,glass,0.85,50
MSC03,motor,0.9,50
MSC03,mem,0.9375,50
MSC04,semantic,0.9,50
MSC04,glass,0.9,50
MSC04,motor,0.95,50
MSC04,mem,1.0,50
MSC05,semantic,1.0,50
MSC05,glass,0.75,50
MSC05,motor,0.75,50
MSC05,mem,1.0,50
MSC06,semantic,0.85,50
MSC06,glass,0.7407407407407407,50
MSC06,motor,0.9444444444444444,50
MSC06,mem,0.8,50
MSC07,semantic,0.95,50
MSC07,glass,0.85,50
MSC07,motor,0.8333333333333334,50
MSC07,mem,0.95,50
MSC10,semantic,0.7,50
MSC10,glass,0.9,50
MSC10,motor,0.8,50
MSC10,mem,0.8,50
MSC01,semantic,0.9,50
MSC01,glass,0.85,50
MSC01,motor,0.9,50
MSC01,mem,0.9,50
MSC02,semantic,1.0,50
MSC02,glass,0.65,50
MSC02,motor,0.85,50
MSC02,mem,0.9,50
MSC03,semantic,0.75,50
MSC03,glass,0.85,50
MSC03,motor,0.7,50
MSC03,mem,0.7083333333333333,50
MSC04,semantic,0.8,50
MSC04,glass,0.9,50
MSC04,motor,0.85,50
MSC04,mem,0.9,50
MSC05,semantic,1.0,50
MSC05,glass,0.7,50
MSC05,motor,0.95,50
MSC05,mem,0.95,50
MSC06,semantic,0.85,50
MSC06,glass,0.8333333333333334,50
MSC06,motor,0.8333333333333334,50
MSC06,mem,0.9,50
MSC07,semantic,1.0,50
MSC07,glass,0.8,50
MSC07,motor,0.7962962962962963,50
MSC07,mem,0.9,50
MSC10,semantic,0.6,50
MSC10,glass,0.7,50
MSC10,motor,0.95,50
MSC10,mem,0.7,50
MSC01,semantic,0.9,50
MSC01,glass,0.95,50
MSC01,motor,1.0,50
MSC01,mem,0.95,50
MSC02,semantic,0.85,50
MSC02,glass,0.6,50
MSC02,motor,0.85,50
MSC02,mem,0.75,50
MSC03,semantic,0.8,50
MSC03,glass,0.75,50
MSC03,motor,0.95,50
MSC03,mem,0.875,50
MSC04,semantic,0.8,50
MSC04,glass,0.85,50
MSC04,motor,0.95,50
MSC04,mem,0.95,50
MSC05,semantic,0.8,50
MSC05,glass,0.9,50
MSC05,motor,0.8,50
MSC05,mem,1.0,50
MSC06,semantic,0.8,50
MSC06,glass,0.7222222222222222,50
MSC06,motor,0.8888888888888888,50
MSC06,mem,0.95,50
MSC07,semantic,0.8,50
MSC07,glass,0.8,50
MSC07,motor,0.8333333333333334,50
MSC07,mem,0.95,50
MSC10,semantic,0.65,50
MSC10,glass,0.7,50
MSC10,motor,0.9,50
MSC10,mem,0.8,50
MSC01,semantic,0.9,51
MSC01,glass,0.95,51
MSC01,motor,0.9,51
MSC01,mem,1.0,51
MSC02,semantic,0.8,51
MSC02,glass,0.7,51
MSC02,motor,0.95,51
MSC02,mem,0.7,51
MSC03,semantic,0.85,51
MSC03,glass,0.75,51
MSC03,motor,0.85,51
MSC03,mem,0.8125,51
MSC04,semantic,0.9,51
MSC04,glass,0.95,51
MSC04,motor,0.85,51
MSC04,mem,0.95,51
MSC05,semantic,0.8,51
MSC05,glass,0.9,51
MSC05,motor,0.9,51
MSC05,mem,0.95,51
MSC06,semantic,0.8,51
MSC06,glass,0.7407407407407407,51
MSC06,motor,0.9074074074074073,51
MSC06,mem,0.95,51
MSC07,semantic,0.95,51
MSC07,glass,0.85,51
MSC07,motor,0.9444444444444444,51
MSC07,mem,0.8,51
MSC10,semantic,0.8,51
MSC10,glass,0.8,51
MSC10,motor,0.85,51
MSC10,mem,0.7,51
MSC01,semantic,0.95,51
MSC01,glass,0.85,51
MSC01,motor,0.9,51
MSC01,mem,0.95,51
MSC02,semantic,0.9,51
MSC02,glass,0.7,51
MSC02,motor,0.85,51
MSC02,mem,1.0,51
MSC03,semantic,0.95,51
MSC03,glass,0.8,51
MSC03,motor,0.9,51
MSC03,mem,0.6875,51
MSC04,semantic,0.85,51
MSC04,glass,0.7,51
MSC04,motor,1.0,51
MSC04,mem,0.8,51
MSC05,semantic,1.0,51
MSC05,glass,0.85,51
MSC05,motor,0.8,51
MSC05,mem,0.95,51
MSC06,semantic,0.85,51
MSC06,glass,0.8888888888888888,51
MSC06,motor,1.0,51
MSC06,mem,0.95,51
MSC07,semantic,1.0,51
MSC07,glass,0.8,51
MSC07,motor,0.9444444444444444,51
MSC07,mem,0.9,51
MSC10,semantic,0.85,51
MSC10,glass,0.75,51
MSC10,motor,0.9,51
MSC10,mem,0.8,51
MSC01,semantic,0.95,52
MSC01,glass,0.8,52
MSC01,motor,0.9,52
MSC01,mem,1.0,52
MSC02,semantic,0.85,52
MSC02,glass,0.65,52
MSC02,motor,0.85,52
MSC02,mem,0.85,52
MSC03,semantic,0.9,52
MSC03,glass,0.8,52
MSC03,motor,0.85,52
MSC03,mem,0.8333333333333333,52
MSC04,semantic,0.85,52
MSC04,glass,0.8,52
MSC04,motor,0.8,52
MSC04,mem,0.85,52
MSC05,semantic,1.0,52
MSC05,glass,0.9,52
MSC05,motor,0.9,52
MSC05,mem,1.0,52
MSC06,semantic,0.85,52
MSC06,glass,0.9444444444444444,52
MSC06,motor,0.8888888888888888,52
MSC06,mem,0.85,52
MSC07,semantic,0.95,52
MSC07,glass,0.7,52
MSC07,motor,0.9444444444444444,52
MSC07,mem,0.8,52
MSC10,semantic,0.75,52
MSC10,glass,0.65,52
MSC10,motor,0.95,52
MSC10,mem,0.85,52
MSC01,semantic,0.75,52
MSC01,glass,0.6,52
MSC01,motor,0.9,52
MSC01,mem,0.9,52
MSC02,semantic,0.75,52
MSC02,glass,0.85,52
MSC02,motor,1.0,52
MSC02,mem,0.9,52
MSC03,semantic,0.9,52
MSC03,glass,0.7,52
MSC03,motor,1.0,52
MSC03,mem,0.8125,52
MSC04,semantic,0.7,52
MSC04,glass,0.75,52
MSC04,motor,0.85,52
MSC04,mem,0.9,52
MSC05,semantic,0.9,52
MSC05,glass,0.9,52
MSC05,motor,0.85,52
MSC05,mem,0.95,52
MSC06,semantic,0.7,52
MSC06,glass,0.6666666666666666,52
MSC06,motor,0.9629629629629629,52
MSC06,mem,0.7,52
MSC07,semantic,0.85,52
MSC07,glass,0.8,52
MSC07,motor,0.8888888888888888,52
MSC07,mem,0.9,52
MSC10,semantic,0.9,52
MSC10,glass,0.85,52
MSC10,motor,1.0,52
MSC10,mem,0.85,52
MSC01,semantic,0.9,53
MSC01,glass,0.7,53
MSC01,motor,0.95,53
MSC01,mem,0.85,53
MSC02,semantic,0.8,53
MSC02,glass,0.9,53
MSC02,motor,0.95,53
MSC02,mem,0.85,53
MSC03,semantic,0.8,53
MSC03,glass,0.75,53
MSC03,motor,0.85,53
MSC03,mem,0.8125,53
MSC04,semantic,0.95,53
MSC04,glass,0.7,53
MSC04,motor,0.9,53
MSC04,mem,0.9,53
MSC05,semantic,1.0,53
MSC05,glass,0.85,53
MSC05,motor,0.85,53
MSC05,mem,1.0,53
MSC06,semantic,0.9,53
MSC06,glass,0.8333333333333334,53
MSC06,motor,0.9444444444444444,53
MSC06,mem,1.0,53
MSC07,semantic,0.9,53
MSC07,glass,0.85,53
MSC07,motor,0.8888888888888888,53
MSC07,mem,0.95,53
MSC10,semantic,0.9,53
MSC10,glass,0.75,53
MSC10,motor,0.9,53
MSC10,mem,0.9,53
MSC01,semantic,0.9,53
MSC01,glass,0.85,53
MSC01,motor,0.9,53
MSC01,mem,1.0,53
MSC02,semantic,0.95,53
MSC02,glass,0.7,53
MSC02,motor,0.85,53
MSC02,mem,0.9,53
MSC03,semantic,0.65,53
MSC03,glass,0.8,53
MSC03,motor,0.75,53
MSC03,mem,0.7708333333333333,53
MSC04,semantic,0.85,53
MSC04,glass,0.85,53
MSC04,motor,0.9,53
MSC04,mem,0.9,53
MSC05,semantic,0.95,53
MSC05,glass,0.85,53
MSC05,motor,0.95,53
MSC05,mem,1.0,53
MSC06,semantic,0.85,53
MSC06,glass,0.7407407407407407,53
MSC06,motor,0.9444444444444444,53
MSC06,mem,1.0,53
MSC07,semantic,0.85,53
MSC07,glass,0.85,53
MSC07,motor,0.7407407407407407,53
MSC07,mem,0.85,53
MSC10,semantic,0.85,53
MSC10,glass,0.75,53
MSC10,motor,0.9,53
MSC10,mem,0.85,53
MSC01,semantic,0.9,54
MSC01,glass,0.8,54
MSC01,motor,0.85,54
MSC01,mem,0.9,54
MSC02,semantic,0.9,54
MSC02,glass,0.65,54
MSC02,motor,0.85,54
MSC02,mem,0.75,54
MSC03,semantic,0.9,54
MSC03,glass,0.75,54
MSC03,motor,1.0,54
MSC03,mem,1.0,54
MSC04,semantic,0.85,54
MSC04,glass,1.0,54
MSC04,motor,0.95,54
MSC04,mem,0.9,54
MSC05,semantic,1.0,54
MSC05,glass,0.9,54
MSC05,motor,0.85,54
MSC05,mem,1.0,54
MSC06,semantic,0.8,54
MSC06,glass,0.8888888888888888,54
MSC06,motor,0.9444444444444444,54
MSC06,mem,0.85,54
MSC07,semantic,1.0,54
MSC07,glass,0.7,54
MSC07,motor,0.8333333333333334,54
MSC07,mem,0.85,54
MSC10,semantic,0.7,54
MSC10,glass,0.7,54
MSC10,motor,0.8,54
MSC10,mem,0.95,54
MSC01,semantic,0.85,54
MSC01,glass,0.85,54
MSC01,motor,1.0,54
MSC01,mem,0.9,54
MSC02,semantic,0.8,54
MSC02,glass,0.75,54
MSC02,motor,0.85,54
MSC02,mem,0.95,54
MSC03,semantic,0.8,54
MSC03,glass,0.9,54
MSC03,motor,0.8,54
MSC03,mem,0.9375,54
MSC04,semantic,0.95,54
MSC04,glass,0.85,54
MSC04,motor,0.8,54
MSC04,mem,0.85,54
MSC05,semantic,1.0,54
MSC05,glass,0.8,54
MSC05,motor,0.95,54
MSC05,mem,0.95,54
MSC06,semantic,0.95,54
MSC06,glass,0.8333333333333334,54
MSC06,motor,0.9444444444444444,54
MSC06,mem,0.9,54
MSC07,semantic,0.9,54
MSC07,glass,0.85,54
MSC07,motor,0.9444444444444444,54
MSC07,mem,0.85,54
MSC10,semantic,0.75,54
MSC10,glass,0.8,54
MSC10,motor,1.0,54
MSC10,mem,0.85,54
MSC01,semantic,0.9,55
MSC01,glass,0.8,55
MSC01,motor,1.0,55
MSC01,mem,1.0,55
MSC02,semantic,0.9,55
MSC02,glass,0.8,55
MSC02,motor,0.95,55
MSC02,mem,0.8,55
MSC03,semantic,0.8,55
MSC03,glass,0.9,55
MSC03,motor,0.9,55
MSC03,mem,0.9375,55
MSC04,semantic,0.9,55
MSC04,glass,0.95,55
MSC04,motor,0.95,55
MSC04,mem,0.95,55
MSC05,semantic,1.0,55
MSC05,glass,0.95,55
MSC05,motor,1.0,55
MSC05,mem,1.0,55
MSC06,semantic,1.0,55
MSC06,glass,0.8333333333333334,55
MSC06,motor,1.0,55
MSC06,mem,1.0,55
MSC07,semantic,0.95,55
MSC07,glass,0.8,55
MSC07,motor,0.8518518518518517,55
MSC07,mem,0.75,55
MSC10,semantic,0.85,55
MSC10,glass,0.75,55
MSC10,motor,1.0,55
MSC10,mem,0.85,55
MSC01,semantic,0.95,55
MSC01,glass,0.9,55
MSC01,motor,0.95,55
MSC01,mem,1.0,55
MSC02,semantic,0.85,55
MSC02,glass,0.7,55
MSC02,motor,0.85,55
MSC02,mem,0.95,55
MSC03,semantic,0.9,55
MSC03,glass,0.9,55
MSC03,motor,0.95,55
MSC03,mem,0.875,55
MSC04,semantic,0.95,55
MSC04,glass,0.65,55
MSC04,motor,0.75,55
MSC04,mem,1.0,55
MSC05,semantic,0.9,55
MSC05,glass,0.8,55
MSC05,motor,0.75,55
MSC05,mem,0.9,55
MSC06,semantic,0.85,55
MSC06,glass,0.7777777777777778,55
MSC06,motor,1.0,55
MSC06,mem,0.85,55
MSC07,semantic,0.95,55
MSC07,glass,0.8,55
MSC07,motor,0.8518518518518517,55
MSC07,mem,0.75,55
MSC10,semantic,0.8,55
MSC10,glass,0.85,55
MSC10,motor,0.95,55
MSC10,mem,0.9,55
MSC01,semantic,0.95,55
MSC01,glass,0.85,55
MSC01,motor,0.95,55
MSC01,mem,0.8,55
MSC02,semantic,0.8,55
MSC02,glass,0.7,55
MSC02,motor,1.0,55
MSC02,mem,0.85,55
MSC03,semantic,0.8,55
MSC03,glass,0.8,55
MSC03,motor,0.9,55
MSC03,mem,0.9375,55
MSC04,semantic,0.95,55
MSC04,glass,0.95,55
MSC04,motor,0.9,55
MSC04,mem,0.95,55
MSC05,semantic,0.95,55
MSC05,glass,0.95,55
MSC05,motor,0.85,55
MSC05,mem,1.0,55
MSC06,semantic,0.9,55
MSC06,glass,0.8333333333333334,55
MSC06,motor,1.0,55
MSC06,mem,0.95,55
MSC07,semantic,0.95,55
MSC07,glass,0.85,55
MSC07,motor,0.7407407407407407,55
MSC07,mem,0.95,55
MSC10,semantic,0.85,55
MSC10,glass,0.7,55
MSC10,motor,0.85,55
MSC10,mem,0.9,55
MSC01,semantic,0.95,56
MSC01,glass,0.75,56
MSC01,motor,0.95,56
MSC01,mem,0.95,56
MSC02,semantic,0.75,56
MSC02,glass,0.75,56
MSC02,motor,0.9,56
MSC02,mem,0.7,56
MSC03,semantic,0.8,56
MSC03,glass,0.85,56
MSC03,motor,0.95,56
MSC03,mem,0.75,56
MSC04,semantic,0.8,56
MSC04,glass,0.85,56
MSC04,motor,0.85,56
MSC04,mem,0.9,56
MSC05,semantic,0.9,56
MSC05,glass,0.9,56
MSC05,motor,1.0,56
MSC05,mem,0.95,56
MSC06,semantic,0.85,56
MSC06,glass,0.7777777777777778,56
MSC06,motor,1.0,56
MSC06,mem,0.9,56
MSC07,semantic,0.95,56
MSC07,glass,0.85,56
MSC07,motor,0.8888888888888888,56
MSC07,mem,0.85,56
MSC10,semantic,0.8,56
MSC10,glass,0.85,56
MSC10,motor,0.8,56
MSC10,mem,0.85,56
MSC01,semantic,0.9,56
MSC01,glass,0.9,56
MSC01,motor,0.9,56
MSC01,mem,1.0,56
MSC02,semantic,0.8,56
MSC02,glass,0.85,56
MSC02,motor,0.9,56
MSC02,mem,0.9,56
MSC03,semantic,0.7,56
MSC03,glass,0.65,56
MSC03,motor,0.9,56
MSC03,mem,0.6875,56
MSC04,semantic,0.85,56
MSC04,glass,0.85,56
MSC04,motor,0.95,56
MSC04,mem,0.9,56
MSC05,semantic,1.0,56
MSC05,glass,0.9,56
MSC05,motor,0.9,56
MSC05,mem,1.0,56
MSC06,semantic,0.9,56
MSC06,glass,0.8333333333333334,56
MSC06,motor,0.8888888888888888,56
MSC06,mem,0.95,56
MSC07,semantic,0.95,56
MSC07,glass,0.8,56
MSC07,motor,0.9444444444444444,56
MSC07,mem,0.9,56
MSC10,semantic,0.65,56
MSC10,glass,0.7,56
MSC10,motor,0.9,56
MSC10,mem,0.95,56
MSC01,semantic,0.85,57
MSC01,glass,0.85,57
MSC01,motor,0.85,57
MSC01,mem,0.95,57
MSC02,semantic,0.95,57
MSC02,glass,0.8,57
MSC02,motor,0.9,57
MSC02,mem,0.85,57
MSC03,semantic,0.8,57
MSC03,glass,0.75,57
MSC03,motor,0.95,57
MSC03,mem,0.75,57
MSC04,semantic,0.9,57
MSC04,glass,0.8,57
MSC04,motor,0.8,57
MSC04,mem,0.85,57
MSC05,semantic,0.85,57
MSC05,glass,0.9,57
MSC05,motor,0.9,57
MSC05,mem,0.95,57
MSC06,semantic,0.9,57
MSC06,glass,0.7222222222222222,57
MSC06,motor,0.9444444444444444,57
MSC06,mem,0.9,57
MSC07,semantic,0.85,57
MSC07,glass,0.8,57
MSC07,motor,0.9444444444444444,57
MSC07,mem,0.8,57
MSC10,semantic,0.85,57
MSC10,glass,0.75,57
MSC10,motor,0.95,57
MSC10,mem,1.0,57
MSC01,semantic,0.85,57
MSC01,glass,0.85,57
MSC01,motor,0.9,57
MSC01,mem,0.9,57
MSC02,semantic,0.8,57
MSC02,glass,0.75,57
MSC02,motor,0.9,57
MSC02,mem,1.0,57
MSC03,semantic,0.75,57
MSC03,glass,0.9,57
MSC03,motor,1.0,57
MSC03,mem,0.8125,57
MSC04,semantic,0.85,57
MSC04,glass,0.95,57
MSC04,motor,1.0,57
MSC04,mem,1.0,57
MSC05,semantic,0.75,57
MSC05,glass,0.85,57
MSC05,motor,0.85,57
MSC05,mem,1.0,57
MSC06,semantic,0.85,57
MSC06,glass,0.6851851851851851,57
MSC06,motor,1.0,57
MSC06,mem,0.85,57
MSC07,semantic,0.85,57
MSC07,glass,0.85,57
MSC07,motor,0.9444444444444444,57
MSC07,mem,0.9,57
MSC10,semantic,0.9,57
MSC10,glass,0.9,57
MSC10,motor,0.95,57
MSC10,mem,0.85,57
MSC01,semantic,0.9,58
MSC01,glass,0.85,58
MSC01,motor,1.0,58
MSC01,mem,1.0,58
MSC02,semantic,0.6,58
MSC02,glass,0.85,58
MSC02,motor,0.75,58
MSC02,mem,0.85,58
MSC03,semantic,0.8,58
MSC03,glass,0.85,58
MSC03,motor,0.95,58
MSC03,mem,0.75,58
MSC04,semantic,0.85,58
MSC04,glass,0.9,58
MSC04,motor,1.0,58
MSC04,mem,1.0,58
MSC05,semantic,0.95,58
MSC05,glass,0.85,58
MSC05,motor,0.9,58
MSC05,mem,1.0,58
MSC06,semantic,0.9,58
MSC06,glass,0.8888888888888888,58
MSC06,motor,0.8888888888888888,58
MSC06,mem,0.85,58
MSC07,semantic,0.9,58
MSC07,glass,0.9,58
MSC07,motor,1.0,58
MSC07,mem,0.9,58
MSC10,semantic,0.9,58
MSC10,glass,0.75,58
MSC10,motor,0.95,58
MSC10,mem,0.75,58
MSC01,semantic,0.9,58
MSC01,glass,0.75,58
MSC01,motor,0.95,58
MSC01,mem,0.9,58
MSC02,semantic,0.85,58
MSC02,glass,0.75,58
MSC02,motor,1.0,58
MSC02,mem,0.9,58
MSC03,semantic,0.85,58
MSC03,glass,0.75,58
MSC03,motor,0.8,58
MSC03,mem,0.8125,58
MSC04,semantic,0.9,58
MSC04,glass,0.95,58
MSC04,motor,0.9,58
MSC04,mem,0.95,58
MSC05,semantic,1.0,58
MSC05,glass,0.9,58
MSC05,motor,0.95,58
MSC05,mem,1.0,58
MSC06,semantic,0.65,58
MSC06,glass,0.6111111111111112,58
MSC06,motor,0.8888888888888888,58
MSC06,mem,0.95,58
MSC07,semantic,0.9,58
MSC07,glass,0.75,58
MSC07,motor,0.7407407407407407,58
MSC07,mem,1.0,58
MSC10,semantic,0.55,58
MSC10,glass,0.65,58
MSC10,motor,0.8,58
MSC10,mem,0.75,58
MSC01,semantic,0.85,59
MSC01,glass,0.75,59
MSC01,motor,0.85,59
MSC01,mem,0.9,59
MSC02,semantic,0.75,59
MSC02,glass,0.7,59
MSC02,motor,1.0,59
MSC02,mem,0.8,59
MSC03,semantic,0.8,59
MSC03,glass,0.75,59
MSC03,motor,0.8,59
MSC03,mem,0.7083333333333333,59
MSC04,semantic,0.8,59
MSC04,glass,0.8,59
MSC04,motor,0.95,59
MSC04,mem,0.8,59
MSC05,semantic,0.85,59
MSC05,glass,0.9,59
MSC05,motor,0.95,59
MSC05,mem,1.0,59
MSC06,semantic,0.7,59
MSC06,glass,0.7777777777777778,59
MSC06,motor,0.9444444444444444,59
MSC06,mem,0.85,59
MSC07,semantic,0.8,59
MSC07,glass,0.8,59
MSC07,motor,0.8888888888888888,59
MSC07,mem,0.7,59
MSC10,semantic,0.85,59
MSC10,glass,0.85,59
MSC10,motor,0.9,59
MSC10,mem,0.75,59
MSC01,semantic,1.0,59
MSC01,glass,0.85,59
MSC01,motor,0.95,59
MSC01,mem,0.85,59
MSC02,semantic,0.85,59
