Network,task,train,same_sub,feature,mu,std,z_score
visual,glass,MSC06,0.6666666666666666,8736,0.8083333333333327,0.029938416235317747,-4.731935903127192
visual,glass,MSC07,0.9,8736,0.8990000000000008,0.03331817837308952,0.030013645668182907
visual,glass,MSC10,0.75,8736,0.8489999999999993,0.012268049987877054,-8.069742143032377
visual,mem,MSC01,1.0,8736,1.0,0.0,0.0
visual,mem,MSC02,1.0,8736,0.9985,0.008572330399888275,0.17498158960596008
visual,mem,MSC03,1.0,8736,0.960625,0.03514826999780194,1.120254282855527
visual,mem,MSC04,1.0,8736,1.0,0.0,0.0
visual,mem,MSC05,1.0,8736,1.0,0.0,0.0
visual,mem,MSC06,1.0,8736,1.0,0.0,0.0
visual,mem,MSC07,1.0,8736,0.9910000000000002,0.019306145983268477,0.4661727932545194
visual,mem,MSC10,0.9,8736,0.9690000000000011,0.024391586560728186,-2.828844274980247
visual,motor,MSC01,1.0,8736,1.0,0.0,0.0
visual,motor,MSC02,1.0,8736,0.9500000000000017,0.0,0.0
visual,motor,MSC03,1.0,8736,0.9620000000000013,0.02146173479954643,1.7705931209625139
visual,motor,MSC04,1.0,8736,1.0,0.0,0.0
visual,motor,MSC05,0.95,8736,1.0,0.0,0.0
visual,motor,MSC06,1.0,8736,1.0,0.0,0.0
visual,motor,MSC07,0.9,8736,0.9761111111111106,0.0287484716597408,-2.6474837345073947
visual,motor,MSC10,1.0,8736,0.9500000000000017,0.0,0.0
visual,semantic,MSC01,0.95,8736,0.9500000000000017,0.0,0.0
visual,semantic,MSC02,0.9,8736,0.9325000000000014,0.02694457461178594,-1.2061797400128726
visual,semantic,MSC03,0.8,8736,0.900000000000001,0.00710669054518703,-14.071247279470397
visual,semantic,MSC04,0.95,8736,0.9500000000000017,0.0,0.0
visual,semantic,MSC05,0.95,8736,0.9500000000000017,0.0,0.0
visual,semantic,MSC06,0.9,8736,0.9580000000000011,0.03312053286059413,-1.7511795551154252
visual,semantic,MSC07,0.9,8736,1.0,0.0,0.0
visual,semantic,MSC10,0.7,8736,0.8940000000000009,0.017809315460503197,-10.893175564790603
default,glass,MSC01,0.9,10824,0.8955000000000006,0.014381174563233083,0.3129090729142594
default,glass,MSC02,0.85,10824,0.8184999999999989,0.025281246293278596,1.2459828773700858
default,glass,MSC03,0.95,10824,0.8910000000000007,0.034362888132519954,1.7169686020705441
default,glass,MSC04,0.95,10824,0.9595000000000014,0.019713862220183155,-0.48189440982676884
default,glass,MSC05,0.95,10824,0.9315000000000014,0.027205725778804618,0.6800039135295358
default,glass,MSC06,0.8333333333333334,10824,0.810555555555555,0.032648215469047975,0.6976729799940439
default,glass,MSC07,0.85,10824,0.8990000000000008,0.03551923650103084,-1.3795341574579945
default,glass,MSC10,0.85,10824,0.8484999999999993,0.011135075167680671,0.134709463332088
default,mem,MSC01,1.0,10824,1.0,0.0,0.0
default,mem,MSC02,1.0,10824,0.9990000000000001,0.007035264706814516,0.14214106244378655
default,mem,MSC03,0.9,10824,0.960625,0.03514826999780193,-1.7248359593172364
default,mem,MSC04,1.0,10824,1.0,0.0,0.0
default,mem,MSC05,1.0,10824,1.0,0.0,0.0
default,mem,MSC06,1.0,10824,1.0,0.0,0.0
default,mem,MSC07,0.9,10824,0.9965,0.012821619998812152,-7.526350025109166
default,mem,MSC10,1.0,10824,0.972500000000001,0.025000000000000026,1.0999999999999577
default,motor,MSC01,1.0,10824,1.0,0.0,0.0
default,motor,MSC02,0.95,10824,0.9500000000000017,0.0,0.0
default,motor,MSC03,0.9,10824,0.961500000000001,0.021147629234082557,-2.9081273990223253
default,motor,MSC04,1.0,10824,1.0,0.0,0.0
default,motor,MSC05,0.95,10824,1.0,0.0,0.0
default,motor,MSC06,1.0,10824,1.0,0.0,0.0
default,motor,MSC07,1.0,10824,0.9761111111111106,0.0287484716597408,0.8309620480570892
default,motor,MSC10,1.0,10824,0.9500000000000017,0.0,0.0
default,semantic,MSC01,0.95,10824,0.9500000000000017,0.0,0.0
default,semantic,MSC02,0.95,10824,0.9260000000000014,0.028850012691907578,0.8318887154850567
default,semantic,MSC03,0.85,10824,0.8995000000000009,0.008689364217539195,-5.696619310776128
default,semantic,MSC04,0.95,10824,0.9500000000000017,0.0,0.0
default,semantic,MSC05,0.95,10824,0.9500000000000017,0.0,0.0
default,semantic,MSC06,0.9,10824,0.956500000000001,0.031506773361878355,-1.7932651925685037
default,semantic,MSC07,1.0,10824,1.0,0.0,0.0
default,semantic,MSC10,0.9,10824,0.8915000000000002,0.020169734302121618,0.4214234988264442
unassign,glass,MSC01,0.85,14808,0.8985000000000007,0.008572330399888275,-5.657738063926336
unassign,glass,MSC02,0.65,14808,0.8124999999999987,0.025990479997588533,-6.252289300354431
unassign,glass,MSC03,0.65,14808,0.8910000000000001,0.035090071691478944,-6.868039544602101
unassign,glass,MSC04,0.85,14808,0.9585000000000014,0.018876258403431857,-5.7479611521039145
unassign,glass,MSC05,0.8,14808,0.9360000000000013,0.023655780680331775,-5.749123304692974
unassign,glass,MSC06,0.6666666666666666,14808,0.7999999999999996,0.02735366466207395,-4.874423042781561
unassign,glass,MSC07,0.75,14808,0.9060000000000007,0.02954195783503986,-5.280624963013397
unassign,glass,MSC10,0.75,14808,0.8484999999999993,0.011135075167680666,-8.845921425469452
unassign,mem,MSC01,0.9,14808,1.0,0.0,0.0
unassign,mem,MSC02,0.95,14808,1.0,0.0,0.0
unassign,mem,MSC03,0.9,14808,0.96,0.032663728995924395,-1.8368998838891426
unassign,mem,MSC04,1.0,14808,1.0,0.0,0.0
unassign,mem,MSC05,1.0,14808,1.0,0.0,0.0
unassign,mem,MSC06,0.95,14808,1.0,0.0,0.0
unassign,mem,MSC07,0.95,14808,0.9990000000000001,0.007035264706814512,-6.964912059746335
unassign,mem,MSC10,0.85,14808,0.9705000000000008,0.024715553521185523,-4.875472438709957
unassign,motor,MSC01,0.9,14808,1.0,0.0,0.0
unassign,motor,MSC02,0.95,14808,0.9500000000000017,0.0,0.0
unassign,motor,MSC03,0.95,14808,0.9575000000000015,0.01794351406413185,-0.4179783276116251
unassign,motor,MSC04,0.95,14808,1.0,0.0,0.0
unassign,motor,MSC05,1.0,14808,1.0,0.0,0.0
unassign,motor,MSC06,0.9,14808,1.0,0.0,0.0
unassign,motor,MSC07,0.8,14808,0.9766666666666661,0.028667023375398382,-6.162714013003486
unassign,motor,MSC10,0.85,14808,0.9500000000000017,0.0,0.0
unassign,semantic,MSC01,0.8,14808,0.9500000000000017,0.0,0.0
unassign,semantic,MSC02,0.85,14808,0.9330000000000014,0.02679891449633391,-3.097140371538399
unassign,semantic,MSC03,0.85,14808,0.900500000000001,0.004999999999999998,-10.1000000000002
unassign,semantic,MSC04,0.85,14808,0.9500000000000017,0.0,0.0
unassign,semantic,MSC05,0.95,14808,0.9500000000000017,0.0,0.0
unassign,semantic,MSC06,0.8,14808,0.9560000000000014,0.025898012871783626,-6.023628174575753
unassign,semantic,MSC07,0.9,14808,1.0,0.0,0.0
unassign,semantic,MSC10,0.65,14808,0.8930000000000002,0.01743675440098885,-13.936079754969741
